time,community
0,2868.3190000000013
1,4486.313000000005
2,5931.304000000014
3,7376.297000000013
4,9591.289000000019
5,11056.282000000017
6,12348.280000000019
7,13618.279000000017
8,14890.271000000017
9,15972.271000000015
10,17614.26600000001
11,17261.257000000016
12,17386.256000000012
13,17034.249000000007
14,15874.241000000009
15,12919.240000000007
16,13044.238000000005
17,12414.240000000005
18,11564.244000000006
19,11189.242000000007
20,11309.238000000005
21,10734.240000000003
22,9739.240000000003
23,9002.242000000004
24,9010.239000000001
25,8463.237000000001
26,9046.232
27,9031.231
28,9461.224
29,9186.225
30,9546.229000000001
31,10901.227
32,11941.226
33,13256.221
34,14389.225
35,14494.232000000002
36,15184.225
37,15799.225
38,15364.23
39,15439.234
40,16907.229
41,16062.227
42,16132.221000000001
43,16672.219
44,15417.218000000003
45,14982.209000000003
46,15172.209000000003
47,14342.214000000004
48,13482.214000000004
49,14212.212000000003
50,15232.205000000002
51,14574.203000000001
52,14061.199000000002
53,13586.198000000002
54,13196.195000000003
55,12877.190000000002
56,12677.187000000004
57,12389.186000000002
58,11464.194000000003
59,16154.191000000003
60,15492.192000000003
61,16232.189000000006
62,16597.187000000005
63,16182.184000000005
64,16757.183000000005
65,17725.178000000007
66,18145.174000000006
67,17755.177000000003
68,18970.167000000005
69,19140.167000000005
70,20125.165000000005
71,19725.166000000005
72,19495.168000000005
73,20232.166000000005
74,20420.162000000004
75,19825.152000000002
76,20650.145000000004
77,20225.148
78,19845.147000000004
79,20233.142000000003
80,20230.137000000002
81,19620.136000000006
82,18645.138000000006
83,18670.137000000002
84,17890.138000000006
85,17305.138000000006
86,15973.136000000002
87,16168.137000000002
88,15398.140000000003
89,15408.138000000003
90,15600.139000000003
91,11470.140000000003
92,11705.141000000003
93,11310.143000000004
94,12698.140000000003
95,13083.144000000004
96,13458.145000000004
97,13243.148000000005
98,14223.149000000005
99,13053.152000000004
100,13643.152000000004
101,13435.153000000004
102,13248.153000000004
103,13868.153000000004
104,13678.153000000004
105,13103.155000000004
106,13873.157000000005
107,14275.153000000004
108,13900.153000000004
109,14082.154000000004
110,14297.151000000003
111,13912.149000000003
112,13535.148000000003
113,12750.149000000003
114,11557.152000000004
115,11560.152000000004
116,10585.152000000004
117,9995.154000000002
118,10195.153000000002
119,10970.154000000004
120,10342.160000000005
121,10932.161000000006
122,11170.159000000005
123,10982.158000000005
124,12162.156000000004
125,11987.153000000004
126,12800.150000000003
127,13780.149000000003
128,13988.148000000003
129,12990.149000000003
130,14365.147000000003
131,14580.146000000002
132,13605.149000000003
133,14580.147000000003
134,13988.147000000003
135,14393.144000000002
136,13608.146000000002
137,14608.142000000002
138,14388.144000000002
139,14547.145000000002
140,19880.143000000004
141,19870.142
142,20235.144
143,19668.143000000004
144,19268.143000000004
145,18650.146
146,17865.145000000004
147,16705.145000000004
148,16360.143000000002
149,16178.142
150,15185.144000000002
151,15755.144
152,15745.146
153,15965.143000000002
154,17150.143000000004
155,17350.142000000003
156,18132.14
157,18917.139000000003
158,19693.139000000003
159,19308.138
160,20298.137000000002
161,20098.138
162,19898.139000000003
163,20683.138
164,19723.137000000002
165,20103.139000000003
166,19293.142000000003
167,20113.137000000002
168,19685.142000000003
169,21078.138000000003
170,21093.136000000002
171,15763.142000000003
172,15568.142000000003
173,15183.141000000003
174,14573.143000000004
175,14170.144000000004
176,13975.143000000002
177,13593.141000000001
178,12788.144000000002
179,12198.143000000002
180,11413.143000000002
181,11798.144000000002
182,11398.146000000002
183,11373.147000000003
184,11973.147000000003
185,11013.147000000003
186,10813.148000000003
187,11413.146000000002
188,11808.145000000002
189,11443.144000000002
190,12228.142000000002
191,12625.140000000003
192,13645.134000000002
193,14205.135000000002
194,13985.138000000003
195,14583.138000000003
196,14393.137000000002
197,13388.143000000004
198,14178.141000000003
199,15543.140000000003
200,16488.140000000003
201,16288.141000000003
202,15108.143000000004
203,15878.143000000004
204,15503.143000000004
205,15123.140000000003
206,14928.138000000003
207,14513.141000000003
208,13923.137000000002
209,14128.134000000004
210,12730.137000000004
211,12763.133000000003
212,12378.134000000002
213,11978.135000000004
214,11783.129000000003
215,10788.133000000003
216,11193.130000000003
217,12353.131000000003
218,11763.132000000003
219,11183.131000000003
220,12178.129000000004
221,12363.131000000005
222,13343.130000000005
223,14118.129000000004
224,13708.130000000005
225,15065.131000000005
226,15075.129000000004
227,14470.131000000005
228,15455.127000000004
229,16825.126000000004
230,17625.125000000004
231,17205.128
232,16620.126
233,16805.125000000004
234,16415.125000000004
235,15440.124000000002
236,15625.125000000004
237,14820.128000000004
238,14420.127000000002
239,14405.132000000003
240,13227.134000000004
241,13797.137000000004
242,13412.136000000004
243,12842.136000000004
244,12999.138000000004
245,12825.139000000005
246,12488.137000000004
247,14253.135000000004
248,13720.133000000003
249,12983.133000000003
250,13751.134000000002
251,13928.134000000002
252,14108.138000000003
253,15082.140000000003
254,14887.139000000003
255,15854.138000000003
256,16634.136000000002
257,16839.138000000003
258,17668.135000000002
259,17643.140000000003
260,18428.141000000003
261,18278.137000000006
262,17279.138000000003
263,16322.138000000003
264,16534.136000000002
265,15968.133000000002
266,15763.138000000003
267,15194.137000000002
268,14030.138000000003
269,14588.140000000005
270,13420.141000000003
271,14040.141000000003
272,13894.137000000004
273,13328.136000000004
274,13589.135000000004
275,13025.134000000002
276,12875.131000000001
277,14854.126000000002
278,14896.124000000003
279,14304.123000000003
280,14887.124000000003
281,15067.131000000003
282,15440.136000000004
283,17248.134000000002
284,16473.136000000006
285,17650.137000000006
286,17442.140000000003
287,17879.134000000005
288,18873.133
289,18648.134000000002
290,18873.133
291,19038.134000000002
292,18105.131
293,18108.135000000002
294,18698.135000000002
295,17916.137000000002
296,17519.136000000002
297,17385.136000000006
298,15987.138000000004
299,17081.135000000002
300,15720.138000000004
301,16121.138000000004
302,15342.140000000001
303,14578.141000000001
304,14571.142000000002
305,14190.143000000002
306,13655.145000000002
307,14867.142000000002
308,14919.138000000003
309,14752.143000000002
310,15315.145000000002
311,16282.141000000001
312,16405.147
313,17312.150000000005
314,16462.153000000002
315,17683.152000000006
316,17874.152000000006
317,18651.155000000006
318,19408.156000000006
319,19515.151000000005
320,19917.151000000005
321,20494.150000000005
322,19737.148
323,20139.147
324,19872.153000000002
325,19722.15
326,18698.154000000002
327,18495.157
328,17576.152000000002
329,18044.145000000004
330,17287.146000000004
331,17355.145
332,16582.142
333,15465.144000000002
334,15893.140000000001
335,15754.134
336,14779.135
337,15552.134
338,15136.136
339,14901.137
340,14989.133000000002
341,16351.131000000001
342,16916.133
343,17309.136000000002
344,17097.141000000003
345,17877.142000000003
346,17489.146000000004
347,18056.147000000004
348,19279.144000000004
349,19117.140000000003
350,19293.137000000002
351,19283.138000000003
352,18849.141000000003
353,19048.141000000003
354,19296.142000000003
355,18340.145000000004
356,16970.145000000004
357,17217.141000000003
358,16845.141000000007
359,17637.139000000003
360,18028.137000000006
361,17627.138000000006
362,16912.135000000002
363,15935.131000000001
364,16692.133
365,16330.129000000003
366,15564.129000000003
367,16182.128000000002
368,16375.127000000002
369,15959.130000000003
370,16363.130000000001
371,17782.127000000004
372,17955.129000000004
373,18113.134000000002
374,17358.137000000002
375,16804.137000000002
376,17248.138000000003
377,18016.147
378,19258.147
379,19345.145000000004
380,19907.150000000005
381,19910.154000000002
382,19479.154000000002
383,19399.151
384,19275.15
385,19072.155
386,18325.153000000002
387,18518.151
388,17972.153
389,18568.155
390,18752.159
391,18778.16
392,18176.161
393,17063.161
394,17857.164
395,17455.167
396,16881.167
397,17239.174000000003
398,17225.171000000002
399,17638.179000000004
400,17858.179000000004
401,18472.18
402,18578.194000000003
403,18745.193000000003
404,18165.196000000004
405,17928.199000000004
406,18123.197000000004
407,17934.198000000004
408,19603.198000000004
409,18464.200000000004
410,19082.201
411,19493.202
412,19060.208000000002
413,18500.209000000003
414,18165.201000000005
415,17973.197000000004
416,17944.201000000005
417,17685.204
418,18076.198000000004
419,18690.204000000005
420,19109.198000000004
421,18748.199000000004
422,19180.192000000003
423,17853.187000000005
424,18944.186000000005
425,17936.189000000002
426,17195.186
427,17757.193000000003
428,17953.194000000003
429,18142.189000000002
430,18321.186000000005
431,18366.182000000004
432,18758.180000000004
433,18356.181000000004
434,17508.185
435,17293.179000000004
436,18090.176000000003
437,17649.176000000003
438,18207.173000000003
439,16779.174000000006
440,17950.176000000003
441,18124.177000000003
442,17942.171000000002
443,17919.173000000003
444,16982.173000000003
445,17151.167
446,17286.169000000005
447,17100.163000000004
448,17529.162000000004
449,18242.167
450,18873.162000000004
451,18259.165
452,18212.157000000003
453,16977.161000000004
454,18065.159000000003
455,17176.152000000006
456,17191.143
457,17449.141000000003
458,17798.138000000003
459,18548.132
460,18930.13
461,19161.125000000004
462,19567.124000000003
463,19596.121000000003
464,19175.121000000003
465,18719.117000000002
466,19859.112
467,19095.106000000003
468,20194.102000000003
469,19017.101000000002
470,19328.090000000004
471,18524.088000000003
472,18352.087000000003
473,17941.087000000003
474,17374.086000000003
475,17090.079
476,17566.074
477,16760.077
478,16023.075000000003
479,16806.073
480,17191.073
481,16090.070000000003
482,16654.073000000004
483,16460.067000000003
484,17830.064000000002
485,17228.066000000003
486,17466.066000000003
487,17626.065000000002
488,17600.067000000003
489,17990.067000000003
490,19164.065000000002
491,19383.062
492,20114.063000000002
493,20671.064000000002
494,19893.065000000002
495,20855.062
496,21860.06
497,21306.057
498,21543.053
499,20586.054000000004
500,20610.057000000004
501,20009.056
502,19389.054
503,19584.054
504,19424.053
505,19029.053
506,19017.052000000003
507,19144.049000000003
508,18108.051
509,18828.054000000004
510,17571.061
511,16789.059
512,17353.06
513,16795.059
514,17597.058
515,17827.053000000004
516,17857.053000000004
517,18446.055000000004
518,18472.053000000004
519,18056.054000000004
520,18216.058
521,18468.056
522,18252.057000000004
523,19039.058000000005
524,19021.059
525,20061.056000000004
526,21196.058
527,20671.056
528,21265.055
529,20875.054000000004
530,19910.056000000004
531,19690.055000000004
532,19303.055000000004
533,19328.053000000004
534,19788.049000000003
535,19733.049000000003
536,19563.050000000003
537,19702.053000000004
538,18927.051000000003
539,18890.052000000003
540,18675.049000000003
541,17690.051000000003
542,18140.047000000002
543,17165.047000000002
544,18165.047000000002
545,17970.048000000003
546,17805.047000000002
547,18360.048000000003
548,17570.050000000003
549,16590.051000000003
550,16960.050000000003
551,16620.050000000003
552,16620.052000000003
553,17795.051000000003
554,17590.054000000004
555,18155.053000000004
556,18960.053000000004
557,19395.049000000003
558,20595.048000000003
559,19615.049000000003
560,20440.045000000002
561,20840.043
562,20255.043
563,20480.042000000005
564,21460.042
565,21500.04
566,21895.039
567,21865.04
568,20660.042
569,20430.044
570,20065.044
571,19680.043
572,19455.044
573,18000.047000000002
574,19370.047000000002
575,18825.044
576,17905.043
577,18530.04
578,18760.038
579,17415.039
580,17470.038000000004
581,17425.043
582,17195.046000000002
583,17715.050000000003
584,17685.051000000003
585,18665.050000000003
586,19275.050000000003
587,19900.047000000002
588,20645.049000000003
