departamento,provincia,municipio,cluster,appareil,variante,trajectoire,annee,acces,possession
Pando,Manuripi,Puerto Rico,C4,aire_acondicionado,centrale,acces_2050,2050,1.0,0.0886685431673337
Pando,Manuripi,Puerto Rico,C4,lavadora,centrale,acces_2050,2050,1.0,0.3360973045851914
Pando,Manuripi,Puerto Rico,C4,radio,centrale,acces_2050,2050,1.0,0.4456435295145152
Pando,Manuripi,Puerto Rico,C4,television,centrale,acces_2050,2050,1.0,0.6646428445052183
Pando,Manuripi,Puerto Rico,C4,telefono,centrale,acces_2050,2050,1.0,0.8980726264535877
Pando,Manuripi,Puerto Rico,C4,computadora,centrale,acces_2050,2050,1.0,0.2563569960474675
Pando,Manuripi,Puerto Rico,C4,internet,centrale,acces_2050,2050,1.0,0.3408245193887109
Pando,Manuripi,San Pedro,C4,refrigerador,centrale,acces_2050,2024,0.3970588235294117,0.0
Pando,Manuripi,San Pedro,C4,microondas,centrale,acces_2050,2024,0.3970588235294117,0.0
Pando,Manuripi,San Pedro,C4,calefon,centrale,acces_2050,2024,0.3970588235294117,0.0035523978685612
Pando,Manuripi,San Pedro,C4,aire_acondicionado,centrale,acces_2050,2024,0.3970588235294117,0.0
Pando,Manuripi,San Pedro,C4,lavadora,centrale,acces_2050,2024,0.3970588235294117,0.0
Pando,Manuripi,San Pedro,C4,radio,centrale,acces_2050,2024,0.3970588235294117,0.6702127659574468
Pando,Manuripi,San Pedro,C4,television,centrale,acces_2050,2024,0.3970588235294117,0.1719858156028368
Pando,Manuripi,San Pedro,C4,telefono,centrale,acces_2050,2024,0.3970588235294117,0.6453900709219859
Pando,Manuripi,San Pedro,C4,computadora,centrale,acces_2050,2024,0.3970588235294117,0.0479573712255772
Pando,Manuripi,San Pedro,C4,internet,centrale,acces_2050,2024,0.3970588235294117,0.0035523978685612
Pando,Manuripi,San Pedro,C4,refrigerador,centrale,acces_2050,2035,0.6795574765696962,0.1952592188755624
Pando,Manuripi,San Pedro,C4,microondas,centrale,acces_2050,2035,0.6795574765696962,0.0174751024919768
Pando,Manuripi,San Pedro,C4,calefon,centrale,acces_2050,2035,0.6795574765696962,0.0149533836885428
Pando,Manuripi,San Pedro,C4,aire_acondicionado,centrale,acces_2050,2035,0.6795574765696962,0.0129039929221965
Pando,Manuripi,San Pedro,C4,lavadora,centrale,acces_2050,2035,0.6795574765696962,0.079044338560282
Pando,Manuripi,San Pedro,C4,radio,centrale,acces_2050,2035,0.6795574765696962,0.4431116472551201
Pando,Manuripi,San Pedro,C4,television,centrale,acces_2050,2035,0.6795574765696962,0.3591247271099769
Pando,Manuripi,San Pedro,C4,telefono,centrale,acces_2050,2035,0.6795574765696962,0.7795296081519599
Pando,Manuripi,San Pedro,C4,computadora,centrale,acces_2050,2035,0.6795574765696962,0.0982718404566014
Pando,Manuripi,San Pedro,C4,internet,centrale,acces_2050,2035,0.6795574765696962,0.0699823662695612
Pando,Manuripi,San Pedro,C4,refrigerador,centrale,acces_2050,2050,1.0,0.5881040953481024
Pando,Manuripi,San Pedro,C4,microondas,centrale,acces_2050,2050,1.0,0.0766864514812912
Pando,Manuripi,San Pedro,C4,calefon,centrale,acces_2050,2050,1.0,0.0293774731002341
Pando,Manuripi,San Pedro,C4,aire_acondicionado,centrale,acces_2050,2050,1.0,0.0886685431673337
Pando,Manuripi,San Pedro,C4,lavadora,centrale,acces_2050,2050,1.0,0.3360973045851914
Pando,Manuripi,San Pedro,C4,radio,centrale,acces_2050,2050,1.0,0.4456435295145152
Pando,Manuripi,San Pedro,C4,television,centrale,acces_2050,2050,1.0,0.6646428445052183
Pando,Manuripi,San Pedro,C4,telefono,centrale,acces_2050,2050,1.0,0.8980726264535877
Pando,Manuripi,San Pedro,C4,computadora,centrale,acces_2050,2050,1.0,0.2563569960474675
Pando,Manuripi,San Pedro,C4,internet,centrale,acces_2050,2050,1.0,0.3408245193887109
Pando,Manuripi,Filadelfia,C4,refrigerador,centrale,acces_2050,2024,0.7637231503579952,0.2855366763365106
Pando,Manuripi,Filadelfia,C4,microondas,centrale,acces_2050,2024,0.7637231503579952,0.0198922503108164
Pando,Manuripi,Filadelfia,C4,calefon,centrale,acces_2050,2024,0.7637231503579952,0.019485903814262
Pando,Manuripi,Filadelfia,C4,aire_acondicionado,centrale,acces_2050,2024,0.7637231503579952,0.0078740157480314
Pando,Manuripi,Filadelfia,C4,lavadora,centrale,acces_2050,2024,0.7637231503579952,0.1209610604805302
Pando,Manuripi,Filadelfia,C4,radio,centrale,acces_2050,2024,0.7637231503579952,0.3974305843348529
Pando,Manuripi,Filadelfia,C4,television,centrale,acces_2050,2024,0.7637231503579952,0.4101077050538525
Pando,Manuripi,Filadelfia,C4,telefono,centrale,acces_2050,2024,0.7637231503579952,0.8475559237779619
Pando,Manuripi,Filadelfia,C4,computadora,centrale,acces_2050,2024,0.7637231503579952,0.0981772990886495
Pando,Manuripi,Filadelfia,C4,internet,centrale,acces_2050,2024,0.7637231503579952,0.0376967688483844
Pando,Manuripi,Filadelfia,C4,refrigerador,centrale,acces_2050,2035,0.9040425271970838,0.470465521208994
Pando,Manuripi,Filadelfia,C4,microondas,centrale,acces_2050,2035,0.9040425271970838,0.0589554357926012
Pando,Manuripi,Filadelfia,C4,calefon,centrale,acces_2050,2035,0.9040425271970838,0.0250581363511268
Pando,Manuripi,Filadelfia,C4,aire_acondicionado,centrale,acces_2050,2035,0.9040425271970838,0.0659806218148663
Pando,Manuripi,Filadelfia,C4,lavadora,centrale,acces_2050,2035,0.9040425271970838,0.2591220244875452
Pando,Manuripi,Filadelfia,C4,radio,centrale,acces_2050,2035,0.9040425271970838,0.4448853497934055
Pando,Manuripi,Filadelfia,C4,television,centrale,acces_2050,2035,0.9040425271970838,0.5731545297618461
Pando,Manuripi,Filadelfia,C4,telefono,centrale,acces_2050,2035,0.9040425271970838,0.862574564795338
Pando,Manuripi,Filadelfia,C4,computadora,centrale,acces_2050,2035,0.9040425271970838,0.2090179230188073
Pando,Manuripi,Filadelfia,C4,internet,centrale,acces_2050,2035,0.9040425271970838,0.2597200259413338
Pando,Manuripi,Filadelfia,C4,refrigerador,centrale,acces_2050,2050,1.0,0.5881040953481024
Pando,Manuripi,Filadelfia,C4,microondas,centrale,acces_2050,2050,1.0,0.0766864514812912
Pando,Manuripi,Filadelfia,C4,calefon,centrale,acces_2050,2050,1.0,0.0293774731002341
Pando,Manuripi,Filadelfia,C4,aire_acondicionado,centrale,acces_2050,2050,1.0,0.0886685431673337
Pando,Manuripi,Filadelfia,C4,lavadora,centrale,acces_2050,2050,1.0,0.3360973045851914
Pando,Manuripi,Filadelfia,C4,radio,centrale,acces_2050,2050,1.0,0.4456435295145152
Pando,Manuripi,Filadelfia,C4,television,centrale,acces_2050,2050,1.0,0.6646428445052183
Pando,Manuripi,Filadelfia,C4,telefono,centrale,acces_2050,2050,1.0,0.8980726264535877
Pando,Manuripi,Filadelfia,C4,computadora,centrale,acces_2050,2050,1.0,0.2563569960474675
Pando,Manuripi,Filadelfia,C4,internet,centrale,acces_2050,2050,1.0,0.3408245193887109
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,refrigerador,centrale,acces_2050,2024,0.8229007633587786,0.2776859504132231
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,microondas,centrale,acces_2050,2024,0.8229007633587786,0.0198347107438016
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,calefon,centrale,acces_2050,2024,0.8229007633587786,0.015426997245179
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,aire_acondicionado,centrale,acces_2050,2024,0.8229007633587786,0.009366391184573
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,lavadora,centrale,acces_2050,2024,0.8229007633587786,0.0568119139547711
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,radio,centrale,acces_2050,2024,0.8229007633587786,0.521763085399449
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,television,centrale,acces_2050,2024,0.8229007633587786,0.4754820936639118
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,telefono,centrale,acces_2050,2024,0.8229007633587786,0.74696802646086
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,computadora,centrale,acces_2050,2024,0.8229007633587786,0.1063360881542699
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,internet,centrale,acces_2050,2024,0.8229007633587786,0.0297684674751929
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,refrigerador,centrale,acces_2050,2035,0.9308407913287676,0.5033187163773299
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,microondas,centrale,acces_2050,2035,0.9308407913287676,0.0639072173252856
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,calefon,centrale,acces_2050,2035,0.9308407913287676,0.0262644074595167
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,aire_acondicionado,centrale,acces_2050,2035,0.9308407913287676,0.0723167297931478
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,lavadora,centrale,acces_2050,2035,0.9308407913287676,0.2806190880034195
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,radio,centrale,acces_2050,2035,0.9308407913287676,0.4450970883879317
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,television,centrale,acces_2050,2035,0.9308407913287676,0.5987046818431857
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,telefono,centrale,acces_2050,2035,0.9308407913287676,0.8724881901201148
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,computadora,centrale,acces_2050,2035,0.9308407913287676,0.2222384148233034
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,internet,centrale,acces_2050,2035,0.9308407913287676,0.2823702643665706
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,refrigerador,centrale,acces_2050,2050,1.0,0.5881040953481024
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,microondas,centrale,acces_2050,2050,1.0,0.0766864514812912
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,calefon,centrale,acces_2050,2050,1.0,0.0293774731002341
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,aire_acondicionado,centrale,acces_2050,2050,1.0,0.0886685431673337
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,lavadora,centrale,acces_2050,2050,1.0,0.3360973045851914
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,radio,centrale,acces_2050,2050,1.0,0.4456435295145152
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,television,centrale,acces_2050,2050,1.0,0.6646428445052183
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,telefono,centrale,acces_2050,2050,1.0,0.8980726264535877
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,computadora,centrale,acces_2050,2050,1.0,0.2563569960474675
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,internet,centrale,acces_2050,2050,1.0,0.3408245193887109
Pando,Madre de Dios,San Lorenzo,C4,refrigerador,centrale,acces_2050,2024,0.8367567567567568,0.2832469775474956
Pando,Madre de Dios,San Lorenzo,C4,microondas,centrale,acces_2050,2024,0.8367567567567568,0.0115074798619102
Pando,Madre de Dios,San Lorenzo,C4,calefon,centrale,acces_2050,2024,0.8367567567567568,0.0097813578826237
Pando,Madre de Dios,San Lorenzo,C4,aire_acondicionado,centrale,acces_2050,2024,0.8367567567567568,0.0086306098964326
Pando,Madre de Dios,San Lorenzo,C4,lavadora,centrale,acces_2050,2024,0.8367567567567568,0.0909090909090909
Pando,Madre de Dios,San Lorenzo,C4,radio,centrale,acces_2050,2024,0.8367567567567568,0.3906789413118527
Pando,Madre de Dios,San Lorenzo,C4,television,centrale,acces_2050,2024,0.8367567567567568,0.4490500863557858
Pando,Madre de Dios,San Lorenzo,C4,telefono,centrale,acces_2050,2024,0.8367567567567568,0.8301669545192861
Pando,Madre de Dios,San Lorenzo,C4,computadora,centrale,acces_2050,2024,0.8367567567567568,0.1013241220495106
Pando,Madre de Dios,San Lorenzo,C4,internet,centrale,acces_2050,2024,0.8367567567567568,0.0558434081750143
Pando,Madre de Dios,San Lorenzo,C4,refrigerador,centrale,acces_2050,2035,0.9461771481834212,0.522120244806236
Pando,Madre de Dios,San Lorenzo,C4,microondas,centrale,acces_2050,2035,0.9461771481834212,0.066741068364232
Pando,Madre de Dios,San Lorenzo,C4,calefon,centrale,acces_2050,2035,0.9461771481834212,0.026954743374217
Pando,Madre de Dios,San Lorenzo,C4,aire_acondicionado,centrale,acces_2050,2035,0.9461771481834212,0.0759428158913759
Pando,Madre de Dios,San Lorenzo,C4,lavadora,centrale,acces_2050,2035,0.9461771481834212,0.2929216250553179
Pando,Madre de Dios,San Lorenzo,C4,radio,centrale,acces_2050,2035,0.9461771481834212,0.4452182640965374
Pando,Madre de Dios,San Lorenzo,C4,television,centrale,acces_2050,2035,0.9461771481834212,0.6133267576643882
Pando,Madre de Dios,San Lorenzo,C4,telefono,centrale,acces_2050,2035,0.9461771481834212,0.8781616507202867
Pando,Madre de Dios,San Lorenzo,C4,computadora,centrale,acces_2050,2035,0.9461771481834212,0.2298043593602876
Pando,Madre de Dios,San Lorenzo,C4,internet,centrale,acces_2050,2035,0.9461771481834212,0.295332750952473
Pando,Madre de Dios,San Lorenzo,C4,refrigerador,centrale,acces_2050,2050,1.0,0.5881040953481024
Pando,Madre de Dios,San Lorenzo,C4,microondas,centrale,acces_2050,2050,1.0,0.0766864514812912
Pando,Madre de Dios,San Lorenzo,C4,calefon,centrale,acces_2050,2050,1.0,0.0293774731002341
Pando,Madre de Dios,San Lorenzo,C4,aire_acondicionado,centrale,acces_2050,2050,1.0,0.0886685431673337
Pando,Madre de Dios,San Lorenzo,C4,lavadora,centrale,acces_2050,2050,1.0,0.3360973045851914
Pando,Madre de Dios,San Lorenzo,C4,radio,centrale,acces_2050,2050,1.0,0.4456435295145152
Pando,Madre de Dios,San Lorenzo,C4,television,centrale,acces_2050,2050,1.0,0.6646428445052183
Pando,Madre de Dios,San Lorenzo,C4,telefono,centrale,acces_2050,2050,1.0,0.8980726264535877
Pando,Madre de Dios,San Lorenzo,C4,computadora,centrale,acces_2050,2050,1.0,0.2563569960474675
Pando,Madre de Dios,San Lorenzo,C4,internet,centrale,acces_2050,2050,1.0,0.3408245193887109
Pando,Madre de Dios,Sena,C4,refrigerador,centrale,acces_2050,2024,0.6267826086956522,0.214075165806927
Pando,Madre de Dios,Sena,C4,microondas,centrale,acces_2050,2024,0.6267826086956522,0.0143699336772291
Pando,Madre de Dios,Sena,C4,calefon,centrale,acces_2050,2024,0.6267826086956522,0.0132645541635961
Pando,Madre de Dios,Sena,C4,aire_acondicionado,centrale,acces_2050,2024,0.6267826086956522,0.0162182086251382
Pando,Madre de Dios,Sena,C4,lavadora,centrale,acces_2050,2024,0.6267826086956522,0.0762992996682639
Pando,Madre de Dios,Sena,C4,radio,centrale,acces_2050,2024,0.6267826086956522,0.3550644567219153
Pando,Madre de Dios,Sena,C4,television,centrale,acces_2050,2024,0.6267826086956522,0.3667526723184666
Pando,Madre de Dios,Sena,C4,telefono,centrale,acces_2050,2024,0.6267826086956522,0.7874769797421731
Pando,Madre de Dios,Sena,C4,computadora,centrale,acces_2050,2024,0.6267826086956522,0.1046425939572586
Pando,Madre de Dios,Sena,C4,internet,centrale,acces_2050,2024,0.6267826086956522,0.1201179071481208
Pando,Madre de Dios,Sena,C4,refrigerador,centrale,acces_2050,2035,0.8654448704901772,0.4231469209220001
Pando,Madre de Dios,Sena,C4,microondas,centrale,acces_2050,2035,0.8654448704901772,0.0518233632543587
Pando,Madre de Dios,Sena,C4,calefon,centrale,acces_2050,2035,0.8654448704901772,0.0233207388126778
Pando,Madre de Dios,Sena,C4,aire_acondicionado,centrale,acces_2050,2035,0.8654448704901772,0.056854697859424
Pando,Madre de Dios,Sena,C4,lavadora,centrale,acces_2050,2035,0.8654448704901772,0.2281597101482638
Pando,Madre de Dios,Sena,C4,radio,centrale,acces_2050,2035,0.8654448704901772,0.4445803817722318
Pando,Madre de Dios,Sena,C4,television,centrale,acces_2050,2035,0.8654448704901772,0.5363545342845706
Pando,Madre de Dios,Sena,C4,telefono,centrale,acces_2050,2035,0.8654448704901772,0.8482959270027419
Pando,Madre de Dios,Sena,C4,computadora,centrale,acces_2050,2035,0.8654448704901772,0.1899763910128927
Pando,Madre de Dios,Sena,C4,internet,centrale,acces_2050,2035,0.8654448704901772,0.2270967887506364
Pando,Madre de Dios,Sena,C4,refrigerador,centrale,acces_2050,2050,1.0,0.5881040953481024
Pando,Madre de Dios,Sena,C4,microondas,centrale,acces_2050,2050,1.0,0.0766864514812912
Pando,Madre de Dios,Sena,C4,calefon,centrale,acces_2050,2050,1.0,0.0293774731002341
Pando,Madre de Dios,Sena,C4,aire_acondicionado,centrale,acces_2050,2050,1.0,0.0886685431673337
Pando,Madre de Dios,Sena,C4,lavadora,centrale,acces_2050,2050,1.0,0.3360973045851914
Pando,Madre de Dios,Sena,C4,radio,centrale,acces_2050,2050,1.0,0.4456435295145152
Pando,Madre de Dios,Sena,C4,television,centrale,acces_2050,2050,1.0,0.6646428445052183
Pando,Madre de Dios,Sena,C4,telefono,centrale,acces_2050,2050,1.0,0.8980726264535877
Pando,Madre de Dios,Sena,C4,computadora,centrale,acces_2050,2050,1.0,0.2563569960474675
Pando,Madre de Dios,Sena,C4,internet,centrale,acces_2050,2050,1.0,0.3408245193887109
Pando,Abuná,Santa Rosa,C4,refrigerador,centrale,acces_2050,2024,0.8267441860465117,0.3933823529411764
Pando,Abuná,Santa Rosa,C4,microondas,centrale,acces_2050,2024,0.8267441860465117,0.0183823529411764
Pando,Abuná,Santa Rosa,C4,calefon,centrale,acces_2050,2024,0.8267441860465117,0.0208333333333333
Pando,Abuná,Santa Rosa,C4,aire_acondicionado,centrale,acces_2050,2024,0.8267441860465117,0.0098039215686274
Pando,Abuná,Santa Rosa,C4,lavadora,centrale,acces_2050,2024,0.8267441860465117,0.1580882352941176
Pando,Abuná,Santa Rosa,C4,radio,centrale,acces_2050,2024,0.8267441860465117,0.3644171779141104
Pando,Abuná,Santa Rosa,C4,television,centrale,acces_2050,2024,0.8267441860465117,0.4392638036809816
Pando,Abuná,Santa Rosa,C4,telefono,centrale,acces_2050,2024,0.8267441860465117,0.8355828220858895
Pando,Abuná,Santa Rosa,C4,computadora,centrale,acces_2050,2024,0.8267441860465117,0.1482843137254902
Pando,Abuná,Santa Rosa,C4,internet,centrale,acces_2050,2024,0.8267441860465117,0.0429447852760736
Pando,Abuná,Santa Rosa,C4,refrigerador,centrale,acces_2050,2035,0.9303815922460258,0.5027557636050047
Pando,Abuná,Santa Rosa,C4,microondas,centrale,acces_2050,2035,0.9303815922460258,0.0638223665481393
Pando,Abuná,Santa Rosa,C4,calefon,centrale,acces_2050,2035,0.9303815922460258,0.0262437375167253
Pando,Abuná,Santa Rosa,C4,aire_acondicionado,centrale,acces_2050,2035,0.9303815922460258,0.0722081580230704
Pando,Abuná,Santa Rosa,C4,lavadora,centrale,acces_2050,2035,0.9303815922460258,0.2802507271349832
Pando,Abuná,Santa Rosa,C4,radio,centrale,acces_2050,2035,0.9303815922460258,0.4450934601615694
Pando,Abuná,Santa Rosa,C4,television,centrale,acces_2050,2035,0.9303815922460258,0.5982668696646799
Pando,Abuná,Santa Rosa,C4,telefono,centrale,acces_2050,2035,0.9303815922460258,0.8723183161449419
Pando,Abuná,Santa Rosa,C4,computadora,centrale,acces_2050,2035,0.9303815922460258,0.2220118763549836
Pando,Abuná,Santa Rosa,C4,internet,centrale,acces_2050,2035,0.9303815922460258,0.2819821433801648
Pando,Abuná,Santa Rosa,C4,refrigerador,centrale,acces_2050,2050,1.0,0.5881040953481024
Pando,Abuná,Santa Rosa,C4,microondas,centrale,acces_2050,2050,1.0,0.0766864514812912
Pando,Abuná,Santa Rosa,C4,calefon,centrale,acces_2050,2050,1.0,0.0293774731002341
Pando,Abuná,Santa Rosa,C4,aire_acondicionado,centrale,acces_2050,2050,1.0,0.0886685431673337
Pando,Abuná,Santa Rosa,C4,lavadora,centrale,acces_2050,2050,1.0,0.3360973045851914
Pando,Abuná,Santa Rosa,C4,radio,centrale,acces_2050,2050,1.0,0.4456435295145152
Pando,Abuná,Santa Rosa,C4,television,centrale,acces_2050,2050,1.0,0.6646428445052183
Pando,Abuná,Santa Rosa,C4,telefono,centrale,acces_2050,2050,1.0,0.8980726264535877
Pando,Abuná,Santa Rosa,C4,computadora,centrale,acces_2050,2050,1.0,0.2563569960474675
Pando,Abuná,Santa Rosa,C4,internet,centrale,acces_2050,2050,1.0,0.3408245193887109
Pando,Abuná,Ingavi,C4,refrigerador,centrale,acces_2050,2024,0.5978428351309707,0.0425531914893617
Pando,Abuná,Ingavi,C4,microondas,centrale,acces_2050,2024,0.5978428351309707,0.0032733224222585
Pando,Abuná,Ingavi,C4,calefon,centrale,acces_2050,2024,0.5978428351309707,0.0130932896890343
Pando,Abuná,Ingavi,C4,aire_acondicionado,centrale,acces_2050,2024,0.5978428351309707,0.0
Pando,Abuná,Ingavi,C4,lavadora,centrale,acces_2050,2024,0.5978428351309707,0.0098199672667757
Pando,Abuná,Ingavi,C4,radio,centrale,acces_2050,2024,0.5978428351309707,0.4173486088379705
Pando,Abuná,Ingavi,C4,television,centrale,acces_2050,2024,0.5978428351309707,0.2945990180032733
Pando,Abuná,Ingavi,C4,telefono,centrale,acces_2050,2024,0.5978428351309707,0.7855973813420621
Pando,Abuná,Ingavi,C4,computadora,centrale,acces_2050,2024,0.5978428351309707,0.0704918032786885
Pando,Abuná,Ingavi,C4,internet,centrale,acces_2050,2024,0.5978428351309707,0.0344262295081967
Pando,Abuná,Ingavi,C4,refrigerador,centrale,acces_2050,2035,0.7679862510370985,0.3036680237070486
Pando,Abuná,Ingavi,C4,microondas,centrale,acces_2050,2035,0.7679862510370985,0.0338149657836399
Pando,Abuná,Ingavi,C4,calefon,centrale,acces_2050,2035,0.7679862510370985,0.018933830902071
Pando,Abuná,Ingavi,C4,aire_acondicionado,centrale,acces_2050,2035,0.7679862510370985,0.0338118495154199
Pando,Abuná,Ingavi,C4,lavadora,centrale,acces_2050,2035,0.7679862510370985,0.1499802384385561
Pando,Abuná,Ingavi,C4,radio,centrale,acces_2050,2035,0.7679862510370985,0.443810341182809
Pando,Abuná,Ingavi,C4,television,centrale,acces_2050,2035,0.7679862510370985,0.4434349878382951
Pando,Abuná,Ingavi,C4,telefono,centrale,acces_2050,2035,0.7679862510370985,0.8122425381272469
Pando,Abuná,Ingavi,C4,computadora,centrale,acces_2050,2035,0.7679862510370985,0.1418967514725995
Pando,Abuná,Ingavi,C4,internet,centrale,acces_2050,2035,0.7679862510370985,0.1447235067962744
Pando,Abuná,Ingavi,C4,refrigerador,centrale,acces_2050,2050,1.0,0.5881040953481024
Pando,Abuná,Ingavi,C4,microondas,centrale,acces_2050,2050,1.0,0.0766864514812912
Pando,Abuná,Ingavi,C4,calefon,centrale,acces_2050,2050,1.0,0.0293774731002341
Pando,Abuná,Ingavi,C4,aire_acondicionado,centrale,acces_2050,2050,1.0,0.0886685431673337
Pando,Abuná,Ingavi,C4,lavadora,centrale,acces_2050,2050,1.0,0.3360973045851914
Pando,Abuná,Ingavi,C4,radio,centrale,acces_2050,2050,1.0,0.4456435295145152
Pando,Abuná,Ingavi,C4,television,centrale,acces_2050,2050,1.0,0.6646428445052183
Pando,Abuná,Ingavi,C4,telefono,centrale,acces_2050,2050,1.0,0.8980726264535877
Pando,Abuná,Ingavi,C4,computadora,centrale,acces_2050,2050,1.0,0.2563569960474675
Pando,Abuná,Ingavi,C4,internet,centrale,acces_2050,2050,1.0,0.3408245193887109
Pando,Federico Román,Nueva Esperanza,C4,refrigerador,centrale,acces_2050,2024,0.6912065439672802,0.038543897216274
Pando,Federico Román,Nueva Esperanza,C4,microondas,centrale,acces_2050,2024,0.6912065439672802,0.0021459227467811
Pando,Federico Román,Nueva Esperanza,C4,calefon,centrale,acces_2050,2024,0.6912065439672802,0.0064377682403433
Pando,Federico Román,Nueva Esperanza,C4,aire_acondicionado,centrale,acces_2050,2024,0.6912065439672802,0.0
Pando,Federico Román,Nueva Esperanza,C4,lavadora,centrale,acces_2050,2024,0.6912065439672802,0.0085836909871244
Pando,Federico Román,Nueva Esperanza,C4,radio,centrale,acces_2050,2024,0.6912065439672802,0.3049040511727079
Pando,Federico Román,Nueva Esperanza,C4,television,centrale,acces_2050,2024,0.6912065439672802,0.3867521367521367
Pando,Federico Román,Nueva Esperanza,C4,telefono,centrale,acces_2050,2024,0.6912065439672802,0.7841880341880342
Pando,Federico Román,Nueva Esperanza,C4,computadora,centrale,acces_2050,2024,0.6912065439672802,0.1047008547008547
Pando,Federico Román,Nueva Esperanza,C4,internet,centrale,acces_2050,2024,0.6912065439672802,0.0405982905982906
Pando,Federico Román,Nueva Esperanza,C4,refrigerador,centrale,acces_2050,2035,0.8640845343714169,0.4214792237986134
Pando,Federico Román,Nueva Esperanza,C4,microondas,centrale,acces_2050,2035,0.8640845343714169,0.0515720004333185
Pando,Federico Román,Nueva Esperanza,C4,calefon,centrale,acces_2050,2035,0.8640845343714169,0.0232595059600685
Pando,Federico Román,Nueva Esperanza,C4,aire_acondicionado,centrale,acces_2050,2035,0.8640845343714169,0.0565330637232401
Pando,Federico Román,Nueva Esperanza,C4,lavadora,centrale,acces_2050,2035,0.8640845343714169,0.2270684740963976
Pando,Federico Román,Nueva Esperanza,C4,radio,centrale,acces_2050,2035,0.8640845343714169,0.4445696334768775
Pando,Federico Román,Nueva Esperanza,C4,television,centrale,acces_2050,2035,0.8640845343714169,0.535057554952429
Pando,Federico Román,Nueva Esperanza,C4,telefono,centrale,acces_2050,2035,0.8640845343714169,0.8477926905792601
Pando,Federico Román,Nueva Esperanza,C4,computadora,centrale,acces_2050,2035,0.8640845343714169,0.1893052911080236
Pando,Federico Román,Nueva Esperanza,C4,internet,centrale,acces_2050,2035,0.8640845343714169,0.2259470151206365
Pando,Federico Román,Nueva Esperanza,C4,refrigerador,centrale,acces_2050,2050,1.0,0.5881040953481024
Pando,Federico Román,Nueva Esperanza,C4,microondas,centrale,acces_2050,2050,1.0,0.0766864514812912
Pando,Federico Román,Nueva Esperanza,C4,calefon,centrale,acces_2050,2050,1.0,0.0293774731002341
Pando,Federico Román,Nueva Esperanza,C4,aire_acondicionado,centrale,acces_2050,2050,1.0,0.0886685431673337
Pando,Federico Román,Nueva Esperanza,C4,lavadora,centrale,acces_2050,2050,1.0,0.3360973045851914
Pando,Federico Román,Nueva Esperanza,C4,radio,centrale,acces_2050,2050,1.0,0.4456435295145152
Pando,Federico Román,Nueva Esperanza,C4,television,centrale,acces_2050,2050,1.0,0.6646428445052183
Pando,Federico Román,Nueva Esperanza,C4,telefono,centrale,acces_2050,2050,1.0,0.8980726264535877
Pando,Federico Román,Nueva Esperanza,C4,computadora,centrale,acces_2050,2050,1.0,0.2563569960474675
Pando,Federico Román,Nueva Esperanza,C4,internet,centrale,acces_2050,2050,1.0,0.3408245193887109
Pando,Federico Román,Villa Nueva,C4,refrigerador,centrale,acces_2050,2024,0.6991525423728814,0.1714285714285714
Pando,Federico Román,Villa Nueva,C4,microondas,centrale,acces_2050,2024,0.6991525423728814,0.0063492063492063
Pando,Federico Román,Villa Nueva,C4,calefon,centrale,acces_2050,2024,0.6991525423728814,0.0031746031746031
Pando,Federico Román,Villa Nueva,C4,aire_acondicionado,centrale,acces_2050,2024,0.6991525423728814,0.0031746031746031
Pando,Federico Román,Villa Nueva,C4,lavadora,centrale,acces_2050,2024,0.6991525423728814,0.0206349206349206
Pando,Federico Román,Villa Nueva,C4,radio,centrale,acces_2050,2024,0.6991525423728814,0.3946117274167987
