departamento,provincia,municipio,cluster,trajectoire,annee,secteur,usage_final,demande_GWh
Pando,Nicolás Suárez,Cobija,C5,acces_2050,2050,SERVICES,COOKING,1.2218797871838527
Pando,Nicolás Suárez,Porvenir,C4,acces_2035,2024,SERVICES,COOKING,0.07205669669669669
Pando,Nicolás Suárez,Porvenir,C4,acces_2035,2035,SERVICES,COOKING,0.1134314190078065
Pando,Nicolás Suárez,Porvenir,C4,acces_2035,2050,SERVICES,COOKING,0.14074863456421588
Pando,Nicolás Suárez,Porvenir,C4,acces_2050,2024,SERVICES,COOKING,0.07205669669669669
Pando,Nicolás Suárez,Porvenir,C4,acces_2050,2035,SERVICES,COOKING,0.10589983111891019
Pando,Nicolás Suárez,Porvenir,C4,acces_2050,2050,SERVICES,COOKING,0.14074863456421588
Beni,General José Ballivián,Reyes,C1,acces_2035,2024,SERVICES,MECHANICAL_ENERGY_COMM,0.025299999999999996
Beni,General José Ballivián,Reyes,C1,acces_2035,2035,SERVICES,MECHANICAL_ENERGY_COMM,0.035589645151785455
Beni,General José Ballivián,Reyes,C1,acces_2035,2050,SERVICES,MECHANICAL_ENERGY_COMM,0.03692675371339167
Beni,General José Ballivián,Reyes,C1,acces_2050,2024,SERVICES,MECHANICAL_ENERGY_COMM,0.025299999999999996
Beni,General José Ballivián,Reyes,C1,acces_2050,2035,SERVICES,MECHANICAL_ENERGY_COMM,0.03170478714102749
Beni,General José Ballivián,Reyes,C1,acces_2050,2050,SERVICES,MECHANICAL_ENERGY_COMM,0.03692675371339167
Beni,General José Ballivián,Santa Rosa,C1,acces_2035,2024,SERVICES,MECHANICAL_ENERGY_COMM,0.022723513513513514
Beni,General José Ballivián,Santa Rosa,C1,acces_2035,2035,SERVICES,MECHANICAL_ENERGY_COMM,0.04055790665898062
Beni,General José Ballivián,Santa Rosa,C1,acces_2035,2050,SERVICES,MECHANICAL_ENERGY_COMM,0.048333748410980544
Beni,General José Ballivián,Santa Rosa,C1,acces_2050,2024,SERVICES,MECHANICAL_ENERGY_COMM,0.022723513513513514
Beni,General José Ballivián,Santa Rosa,C1,acces_2050,2035,SERVICES,MECHANICAL_ENERGY_COMM,0.03353266258072435
Beni,General José Ballivián,Santa Rosa,C1,acces_2050,2050,SERVICES,MECHANICAL_ENERGY_COMM,0.048333748410980544
Beni,Vaca Diez,Guayaramerín,C3,acces_2035,2024,SERVICES,MECHANICAL_ENERGY_COMM,0.23102081081081083
Beni,Vaca Diez,Guayaramerín,C3,acces_2035,2035,SERVICES,MECHANICAL_ENERGY_COMM,0.3003414309679496
Beni,Vaca Diez,Guayaramerín,C3,acces_2035,2050,SERVICES,MECHANICAL_ENERGY_COMM,0.3286354326374179
Beni,Vaca Diez,Guayaramerín,C3,acces_2050,2024,SERVICES,MECHANICAL_ENERGY_COMM,0.23102081081081083
Beni,Vaca Diez,Guayaramerín,C3,acces_2050,2035,SERVICES,MECHANICAL_ENERGY_COMM,0.28164763068056625
Beni,Vaca Diez,Guayaramerín,C3,acces_2050,2050,SERVICES,MECHANICAL_ENERGY_COMM,0.3286354326374179
Beni,Vaca Diez,Riberalta,C3,acces_2035,2024,SERVICES,MECHANICAL_ENERGY_COMM,0.4673583783783783
Beni,Vaca Diez,Riberalta,C3,acces_2035,2035,SERVICES,MECHANICAL_ENERGY_COMM,0.6614928979986645
Beni,Vaca Diez,Riberalta,C3,acces_2035,2050,SERVICES,MECHANICAL_ENERGY_COMM,0.7784490686834024
Beni,Vaca Diez,Riberalta,C3,acces_2050,2024,SERVICES,MECHANICAL_ENERGY_COMM,0.4673583783783783
Beni,Vaca Diez,Riberalta,C3,acces_2050,2035,SERVICES,MECHANICAL_ENERGY_COMM,0.6099680764650165
Beni,Vaca Diez,Riberalta,C3,acces_2050,2050,SERVICES,MECHANICAL_ENERGY_COMM,0.7784490686834024
Beni,Yacuma,Exaltación,C1,acces_2035,2024,SERVICES,MECHANICAL_ENERGY_COMM,0.002017027027027027
Beni,Yacuma,Exaltación,C1,acces_2035,2035,SERVICES,MECHANICAL_ENERGY_COMM,0.008944575340427724
Beni,Yacuma,Exaltación,C1,acces_2035,2050,SERVICES,MECHANICAL_ENERGY_COMM,0.010858859499328908
Beni,Yacuma,Exaltación,C1,acces_2050,2024,SERVICES,MECHANICAL_ENERGY_COMM,0.002017027027027027
Beni,Yacuma,Exaltación,C1,acces_2050,2035,SERVICES,MECHANICAL_ENERGY_COMM,0.005976215725081271
Beni,Yacuma,Exaltación,C1,acces_2050,2050,SERVICES,MECHANICAL_ENERGY_COMM,0.010858859499328908
La Paz,Abel Iturralde,Ixiamas,C1,acces_2035,2024,SERVICES,MECHANICAL_ENERGY_COMM,0.015805675675675673
La Paz,Abel Iturralde,Ixiamas,C1,acces_2035,2035,SERVICES,MECHANICAL_ENERGY_COMM,0.03665049561334481
La Paz,Abel Iturralde,Ixiamas,C1,acces_2035,2050,SERVICES,MECHANICAL_ENERGY_COMM,0.043442119449582955
La Paz,Abel Iturralde,Ixiamas,C1,acces_2050,2024,SERVICES,MECHANICAL_ENERGY_COMM,0.015805675675675673
La Paz,Abel Iturralde,Ixiamas,C1,acces_2050,2035,SERVICES,MECHANICAL_ENERGY_COMM,0.02817190736225246
La Paz,Abel Iturralde,Ixiamas,C1,acces_2050,2050,SERVICES,MECHANICAL_ENERGY_COMM,0.043442119449582955
Pando,Abuná,Ingavi,C4,acces_2035,2024,SERVICES,MECHANICAL_ENERGY_COMM,0.0007805405405405404
Pando,Abuná,Ingavi,C4,acces_2035,2035,SERVICES,MECHANICAL_ENERGY_COMM,0.004328228591664476
Pando,Abuná,Ingavi,C4,acces_2035,2050,SERVICES,MECHANICAL_ENERGY_COMM,0.005467738889272134
Pando,Abuná,Ingavi,C4,acces_2050,2024,SERVICES,MECHANICAL_ENERGY_COMM,0.0007805405405405404
Pando,Abuná,Ingavi,C4,acces_2050,2035,SERVICES,MECHANICAL_ENERGY_COMM,0.0024114688649724157
Pando,Abuná,Ingavi,C4,acces_2050,2050,SERVICES,MECHANICAL_ENERGY_COMM,0.005467738889272134
Pando,Abuná,Santa Rosa,C4,acces_2035,2024,SERVICES,MECHANICAL_ENERGY_COMM,0.003923513513513513
Pando,Abuná,Santa Rosa,C4,acces_2035,2035,SERVICES,MECHANICAL_ENERGY_COMM,0.007175319147740568
Pando,Abuná,Santa Rosa,C4,acces_2035,2050,SERVICES,MECHANICAL_ENERGY_COMM,0.008790448705602517
Pando,Abuná,Santa Rosa,C4,acces_2050,2024,SERVICES,MECHANICAL_ENERGY_COMM,0.003923513513513513
Pando,Abuná,Santa Rosa,C4,acces_2050,2035,SERVICES,MECHANICAL_ENERGY_COMM,0.006275972547105618
Pando,Abuná,Santa Rosa,C4,acces_2050,2050,SERVICES,MECHANICAL_ENERGY_COMM,0.008790448705602517
Pando,Federico Román,Nueva Esperanza,C4,acces_2035,2024,SERVICES,MECHANICAL_ENERGY_COMM,0.0004905405405405404
Pando,Federico Román,Nueva Esperanza,C4,acces_2035,2035,SERVICES,MECHANICAL_ENERGY_COMM,0.002635810291148485
Pando,Federico Román,Nueva Esperanza,C4,acces_2035,2050,SERVICES,MECHANICAL_ENERGY_COMM,0.002773663267665337
Pando,Federico Román,Nueva Esperanza,C4,acces_2050,2024,SERVICES,MECHANICAL_ENERGY_COMM,0.0004905405405405404
Pando,Federico Román,Nueva Esperanza,C4,acces_2050,2035,SERVICES,MECHANICAL_ENERGY_COMM,0.0017116909822611967
Pando,Federico Román,Nueva Esperanza,C4,acces_2050,2050,SERVICES,MECHANICAL_ENERGY_COMM,0.002773663267665337
Pando,Federico Román,Santos Mercado,C4,acces_2035,2024,SERVICES,MECHANICAL_ENERGY_COMM,0.0012986486486486484
Pando,Federico Román,Santos Mercado,C4,acces_2035,2035,SERVICES,MECHANICAL_ENERGY_COMM,0.0037465619819456865
Pando,Federico Román,Santos Mercado,C4,acces_2035,2050,SERVICES,MECHANICAL_ENERGY_COMM,0.0046098822336941
Pando,Federico Román,Santos Mercado,C4,acces_2050,2024,SERVICES,MECHANICAL_ENERGY_COMM,0.0012986486486486484
Pando,Federico Román,Santos Mercado,C4,acces_2050,2035,SERVICES,MECHANICAL_ENERGY_COMM,0.002737456308987646
Pando,Federico Román,Santos Mercado,C4,acces_2050,2050,SERVICES,MECHANICAL_ENERGY_COMM,0.0046098822336941
Pando,Federico Román,Villa Nueva,C4,acces_2035,2024,SERVICES,MECHANICAL_ENERGY_COMM,0.004988648648648649
Pando,Federico Román,Villa Nueva,C4,acces_2035,2035,SERVICES,MECHANICAL_ENERGY_COMM,0.011498059277287996
Pando,Federico Román,Villa Nueva,C4,acces_2035,2050,SERVICES,MECHANICAL_ENERGY_COMM,0.012251663959474557
Pando,Federico Román,Villa Nueva,C4,acces_2050,2024,SERVICES,MECHANICAL_ENERGY_COMM,0.004988648648648649
Pando,Federico Román,Villa Nueva,C4,acces_2050,2035,SERVICES,MECHANICAL_ENERGY_COMM,0.008649306699966514
Pando,Federico Román,Villa Nueva,C4,acces_2050,2050,SERVICES,MECHANICAL_ENERGY_COMM,0.012251663959474557
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,acces_2035,2024,SERVICES,MECHANICAL_ENERGY_COMM,0.011164594594594594
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,acces_2035,2035,SERVICES,MECHANICAL_ENERGY_COMM,0.02044581068214727
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,acces_2035,2050,SERVICES,MECHANICAL_ENERGY_COMM,0.025881750966130136
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,acces_2050,2024,SERVICES,MECHANICAL_ENERGY_COMM,0.011164594594594594
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,acces_2050,2035,SERVICES,MECHANICAL_ENERGY_COMM,0.01808911720311538
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,acces_2050,2050,SERVICES,MECHANICAL_ENERGY_COMM,0.025881750966130136
Pando,Madre de Dios,San Lorenzo,C4,acces_2035,2024,SERVICES,MECHANICAL_ENERGY_COMM,0.013848918918918917
Pando,Madre de Dios,San Lorenzo,C4,acces_2035,2035,SERVICES,MECHANICAL_ENERGY_COMM,0.02382956845253261
Pando,Madre de Dios,San Lorenzo,C4,acces_2035,2050,SERVICES,MECHANICAL_ENERGY_COMM,0.029991812876488617
Pando,Madre de Dios,San Lorenzo,C4,acces_2050,2024,SERVICES,MECHANICAL_ENERGY_COMM,0.013848918918918917
Pando,Madre de Dios,San Lorenzo,C4,acces_2050,2035,SERVICES,MECHANICAL_ENERGY_COMM,0.02183954264322409
Pando,Madre de Dios,San Lorenzo,C4,acces_2050,2050,SERVICES,MECHANICAL_ENERGY_COMM,0.029991812876488617
Pando,Madre de Dios,Sena,C4,acces_2035,2024,SERVICES,MECHANICAL_ENERGY_COMM,0.028997297297297296
Pando,Madre de Dios,Sena,C4,acces_2035,2035,SERVICES,MECHANICAL_ENERGY_COMM,0.0761340158473788
Pando,Madre de Dios,Sena,C4,acces_2035,2050,SERVICES,MECHANICAL_ENERGY_COMM,0.0959117506003202
Pando,Madre de Dios,Sena,C4,acces_2050,2024,SERVICES,MECHANICAL_ENERGY_COMM,0.028997297297297296
Pando,Madre de Dios,Sena,C4,acces_2050,2035,SERVICES,MECHANICAL_ENERGY_COMM,0.062127890523668225
Pando,Madre de Dios,Sena,C4,acces_2050,2050,SERVICES,MECHANICAL_ENERGY_COMM,0.0959117506003202
Pando,Manuripi,Filadelfia,C4,acces_2035,2024,SERVICES,MECHANICAL_ENERGY_COMM,0.0424227027027027
Pando,Manuripi,Filadelfia,C4,acces_2035,2035,SERVICES,MECHANICAL_ENERGY_COMM,0.1041080033766284
Pando,Manuripi,Filadelfia,C4,acces_2035,2050,SERVICES,MECHANICAL_ENERGY_COMM,0.13148782854689725
Pando,Manuripi,Filadelfia,C4,acces_2050,2024,SERVICES,MECHANICAL_ENERGY_COMM,0.0424227027027027
Pando,Manuripi,Filadelfia,C4,acces_2050,2035,SERVICES,MECHANICAL_ENERGY_COMM,0.08402539763140457
Pando,Manuripi,Filadelfia,C4,acces_2050,2050,SERVICES,MECHANICAL_ENERGY_COMM,0.13148782854689725
Pando,Manuripi,Puerto Rico,C4,acces_2035,2024,SERVICES,MECHANICAL_ENERGY_COMM,0.0434572972972973
Pando,Manuripi,Puerto Rico,C4,acces_2035,2035,SERVICES,MECHANICAL_ENERGY_COMM,0.07216842681241196
Pando,Manuripi,Puerto Rico,C4,acces_2035,2050,SERVICES,MECHANICAL_ENERGY_COMM,0.08879271427993361
Pando,Manuripi,Puerto Rico,C4,acces_2050,2024,SERVICES,MECHANICAL_ENERGY_COMM,0.0434572972972973
Pando,Manuripi,Puerto Rico,C4,acces_2050,2035,SERVICES,MECHANICAL_ENERGY_COMM,0.06538362508632127
Pando,Manuripi,Puerto Rico,C4,acces_2050,2050,SERVICES,MECHANICAL_ENERGY_COMM,0.08879271427993361
Pando,Manuripi,San Pedro,C4,acces_2035,2024,SERVICES,MECHANICAL_ENERGY_COMM,1.3783783783783783e-05
Pando,Manuripi,San Pedro,C4,acces_2035,2035,SERVICES,MECHANICAL_ENERGY_COMM,0.005055501350575127
Pando,Manuripi,San Pedro,C4,acces_2035,2050,SERVICES,MECHANICAL_ENERGY_COMM,0.0063338949206487635
Pando,Manuripi,San Pedro,C4,acces_2050,2024,SERVICES,MECHANICAL_ENERGY_COMM,1.3783783783783783e-05
Pando,Manuripi,San Pedro,C4,acces_2050,2035,SERVICES,MECHANICAL_ENERGY_COMM,0.0023780546104315487
Pando,Manuripi,San Pedro,C4,acces_2050,2050,SERVICES,MECHANICAL_ENERGY_COMM,0.0063338949206487635
Pando,Nicolás Suárez,Bella Flor,C4,acces_2035,2024,SERVICES,MECHANICAL_ENERGY_COMM,0.008184324324324324
Pando,Nicolás Suárez,Bella Flor,C4,acces_2035,2035,SERVICES,MECHANICAL_ENERGY_COMM,0.01804528537594875
Pando,Nicolás Suárez,Bella Flor,C4,acces_2035,2050,SERVICES,MECHANICAL_ENERGY_COMM,0.019133614244719477
Pando,Nicolás Suárez,Bella Flor,C4,acces_2050,2024,SERVICES,MECHANICAL_ENERGY_COMM,0.008184324324324324
Pando,Nicolás Suárez,Bella Flor,C4,acces_2050,2035,SERVICES,MECHANICAL_ENERGY_COMM,0.013913119985824864
Pando,Nicolás Suárez,Bella Flor,C4,acces_2050,2050,SERVICES,MECHANICAL_ENERGY_COMM,0.019133614244719477
Pando,Nicolás Suárez,Bolpebra,C2,acces_2035,2024,SERVICES,MECHANICAL_ENERGY_COMM,0.002243783783783783
Pando,Nicolás Suárez,Bolpebra,C2,acces_2035,2035,SERVICES,MECHANICAL_ENERGY_COMM,0.011941169293333878
Pando,Nicolás Suárez,Bolpebra,C2,acces_2035,2050,SERVICES,MECHANICAL_ENERGY_COMM,0.014408331334018058
Pando,Nicolás Suárez,Bolpebra,C2,acces_2050,2024,SERVICES,MECHANICAL_ENERGY_COMM,0.002243783783783783
Pando,Nicolás Suárez,Bolpebra,C2,acces_2050,2035,SERVICES,MECHANICAL_ENERGY_COMM,0.008042169627402573
Pando,Nicolás Suárez,Bolpebra,C2,acces_2050,2050,SERVICES,MECHANICAL_ENERGY_COMM,0.014408331334018058
Pando,Nicolás Suárez,Cobija,C5,acces_2035,2024,SERVICES,MECHANICAL_ENERGY_COMM,0.5097164864864864
Pando,Nicolás Suárez,Cobija,C5,acces_2035,2035,SERVICES,MECHANICAL_ENERGY_COMM,0.6519204657329258
Pando,Nicolás Suárez,Cobija,C5,acces_2035,2050,SERVICES,MECHANICAL_ENERGY_COMM,0.7854941489039052
Pando,Nicolás Suárez,Cobija,C5,acces_2050,2024,SERVICES,MECHANICAL_ENERGY_COMM,0.5097164864864864
Pando,Nicolás Suárez,Cobija,C5,acces_2050,2035,SERVICES,MECHANICAL_ENERGY_COMM,0.6442959427536138
Pando,Nicolás Suárez,Cobija,C5,acces_2050,2050,SERVICES,MECHANICAL_ENERGY_COMM,0.7854941489039052
Pando,Nicolás Suárez,Porvenir,C4,acces_2035,2024,SERVICES,MECHANICAL_ENERGY_COMM,0.04632216216216216
Pando,Nicolás Suárez,Porvenir,C4,acces_2035,2035,SERVICES,MECHANICAL_ENERGY_COMM,0.07292019793358989
Pando,Nicolás Suárez,Porvenir,C4,acces_2035,2050,SERVICES,MECHANICAL_ENERGY_COMM,0.09048126507699591
Pando,Nicolás Suárez,Porvenir,C4,acces_2050,2024,SERVICES,MECHANICAL_ENERGY_COMM,0.04632216216216216
Pando,Nicolás Suárez,Porvenir,C4,acces_2050,2035,SERVICES,MECHANICAL_ENERGY_COMM,0.06807846286215655
Pando,Nicolás Suárez,Porvenir,C4,acces_2050,2050,SERVICES,MECHANICAL_ENERGY_COMM,0.09048126507699591
Beni,General José Ballivián,Reyes,C1,acces_2035,2024,SERVICES,LIGHTING_R_C,0.028111111111111108
Beni,General José Ballivián,Reyes,C1,acces_2035,2035,SERVICES,LIGHTING_R_C,0.03954405016865051
Beni,General José Ballivián,Reyes,C1,acces_2035,2050,SERVICES,LIGHTING_R_C,0.04102972634821296
Beni,General José Ballivián,Reyes,C1,acces_2050,2024,SERVICES,LIGHTING_R_C,0.028111111111111108
Beni,General José Ballivián,Reyes,C1,acces_2050,2035,SERVICES,LIGHTING_R_C,0.035227541267808325
Beni,General José Ballivián,Reyes,C1,acces_2050,2050,SERVICES,LIGHTING_R_C,0.04102972634821296
Beni,General José Ballivián,Santa Rosa,C1,acces_2035,2024,SERVICES,LIGHTING_R_C,0.025248348348348344
Beni,General José Ballivián,Santa Rosa,C1,acces_2035,2035,SERVICES,LIGHTING_R_C,0.04506434073220068
Beni,General José Ballivián,Santa Rosa,C1,acces_2035,2050,SERVICES,LIGHTING_R_C,0.05370416490108949
Beni,General José Ballivián,Santa Rosa,C1,acces_2050,2024,SERVICES,LIGHTING_R_C,0.025248348348348344
Beni,General José Ballivián,Santa Rosa,C1,acces_2050,2035,SERVICES,LIGHTING_R_C,0.037258513978582604
Beni,General José Ballivián,Santa Rosa,C1,acces_2050,2050,SERVICES,LIGHTING_R_C,0.05370416490108949
Beni,Vaca Diez,Guayaramerín,C3,acces_2035,2024,SERVICES,LIGHTING_R_C,0.25668978978978974
Beni,Vaca Diez,Guayaramerín,C3,acces_2035,2035,SERVICES,LIGHTING_R_C,0.33371270107549955
Beni,Vaca Diez,Guayaramerín,C3,acces_2035,2050,SERVICES,LIGHTING_R_C,0.36515048070824213
Beni,Vaca Diez,Guayaramerín,C3,acces_2050,2024,SERVICES,LIGHTING_R_C,0.25668978978978974
Beni,Vaca Diez,Guayaramerín,C3,acces_2050,2035,SERVICES,LIGHTING_R_C,0.3129418118672958
Beni,Vaca Diez,Guayaramerín,C3,acces_2050,2050,SERVICES,LIGHTING_R_C,0.36515048070824213
Beni,Vaca Diez,Riberalta,C3,acces_2035,2024,SERVICES,LIGHTING_R_C,0.519287087087087
Beni,Vaca Diez,Riberalta,C3,acces_2035,2035,SERVICES,LIGHTING_R_C,0.734992108887405
Beni,Vaca Diez,Riberalta,C3,acces_2035,2050,SERVICES,LIGHTING_R_C,0.8649434096482248
Beni,Vaca Diez,Riberalta,C3,acces_2050,2024,SERVICES,LIGHTING_R_C,0.519287087087087
Beni,Vaca Diez,Riberalta,C3,acces_2050,2035,SERVICES,LIGHTING_R_C,0.6777423071833516
Beni,Vaca Diez,Riberalta,C3,acces_2050,2050,SERVICES,LIGHTING_R_C,0.8649434096482248
Beni,Yacuma,Exaltación,C1,acces_2035,2024,SERVICES,LIGHTING_R_C,0.0022411411411411408
Beni,Yacuma,Exaltación,C1,acces_2035,2035,SERVICES,LIGHTING_R_C,0.009938417044919693
Beni,Yacuma,Exaltación,C1,acces_2035,2050,SERVICES,LIGHTING_R_C,0.012065399443698785
Beni,Yacuma,Exaltación,C1,acces_2050,2024,SERVICES,LIGHTING_R_C,0.0022411411411411408
Beni,Yacuma,Exaltación,C1,acces_2050,2035,SERVICES,LIGHTING_R_C,0.006640239694534747
Beni,Yacuma,Exaltación,C1,acces_2050,2050,SERVICES,LIGHTING_R_C,0.012065399443698785
La Paz,Abel Iturralde,Ixiamas,C1,acces_2035,2024,SERVICES,LIGHTING_R_C,0.017561861861861858
La Paz,Abel Iturralde,Ixiamas,C1,acces_2035,2035,SERVICES,LIGHTING_R_C,0.040722772903716446
La Paz,Abel Iturralde,Ixiamas,C1,acces_2035,2050,SERVICES,LIGHTING_R_C,0.04826902161064772
La Paz,Abel Iturralde,Ixiamas,C1,acces_2050,2024,SERVICES,LIGHTING_R_C,0.017561861861861858
La Paz,Abel Iturralde,Ixiamas,C1,acces_2050,2035,SERVICES,LIGHTING_R_C,0.03130211929139162
La Paz,Abel Iturralde,Ixiamas,C1,acces_2050,2050,SERVICES,LIGHTING_R_C,0.04826902161064772
Pando,Abuná,Ingavi,C4,acces_2035,2024,SERVICES,LIGHTING_R_C,0.0008672672672672671
Pando,Abuná,Ingavi,C4,acces_2035,2035,SERVICES,LIGHTING_R_C,0.0048091428796271955
Pando,Abuná,Ingavi,C4,acces_2035,2050,SERVICES,LIGHTING_R_C,0.006075265432524593
Pando,Abuná,Ingavi,C4,acces_2050,2024,SERVICES,LIGHTING_R_C,0.0008672672672672671
Pando,Abuná,Ingavi,C4,acces_2050,2035,SERVICES,LIGHTING_R_C,0.0026794098499693508
Pando,Abuná,Ingavi,C4,acces_2050,2050,SERVICES,LIGHTING_R_C,0.006075265432524593
Pando,Abuná,Santa Rosa,C4,acces_2035,2024,SERVICES,LIGHTING_R_C,0.004359459459459458
Pando,Abuná,Santa Rosa,C4,acces_2035,2035,SERVICES,LIGHTING_R_C,0.007972576830822854
Pando,Abuná,Santa Rosa,C4,acces_2035,2050,SERVICES,LIGHTING_R_C,0.00976716522844724
Pando,Abuná,Santa Rosa,C4,acces_2050,2024,SERVICES,LIGHTING_R_C,0.004359459459459458
Pando,Abuná,Santa Rosa,C4,acces_2050,2035,SERVICES,LIGHTING_R_C,0.006973302830117353
Pando,Abuná,Santa Rosa,C4,acces_2050,2050,SERVICES,LIGHTING_R_C,0.00976716522844724
Pando,Federico Román,Nueva Esperanza,C4,acces_2035,2024,SERVICES,LIGHTING_R_C,0.0005450450450450449
Pando,Federico Román,Nueva Esperanza,C4,acces_2035,2035,SERVICES,LIGHTING_R_C,0.002928678101276094
Pando,Federico Román,Nueva Esperanza,C4,acces_2035,2050,SERVICES,LIGHTING_R_C,0.0030818480751837077
Pando,Federico Román,Nueva Esperanza,C4,acces_2050,2024,SERVICES,LIGHTING_R_C,0.0005450450450450449
Pando,Federico Román,Nueva Esperanza,C4,acces_2050,2035,SERVICES,LIGHTING_R_C,0.0019018788691791072
Pando,Federico Román,Nueva Esperanza,C4,acces_2050,2050,SERVICES,LIGHTING_R_C,0.0030818480751837077
Pando,Federico Román,Santos Mercado,C4,acces_2035,2024,SERVICES,LIGHTING_R_C,0.0014429429429429427
Pando,Federico Román,Santos Mercado,C4,acces_2035,2035,SERVICES,LIGHTING_R_C,0.0041628466466063175
Pando,Federico Román,Santos Mercado,C4,acces_2035,2050,SERVICES,LIGHTING_R_C,0.005122091370771221
Pando,Federico Román,Santos Mercado,C4,acces_2050,2024,SERVICES,LIGHTING_R_C,0.0014429429429429427
Pando,Federico Román,Santos Mercado,C4,acces_2050,2035,SERVICES,LIGHTING_R_C,0.0030416181210973846
Pando,Federico Román,Santos Mercado,C4,acces_2050,2050,SERVICES,LIGHTING_R_C,0.005122091370771221
Pando,Federico Román,Villa Nueva,C4,acces_2035,2024,SERVICES,LIGHTING_R_C,0.005542942942942943
Pando,Federico Román,Villa Nueva,C4,acces_2035,2035,SERVICES,LIGHTING_R_C,0.012775621419208886
Pando,Federico Román,Villa Nueva,C4,acces_2035,2050,SERVICES,LIGHTING_R_C,0.013612959954971731
Pando,Federico Román,Villa Nueva,C4,acces_2050,2024,SERVICES,LIGHTING_R_C,0.005542942942942943
Pando,Federico Román,Villa Nueva,C4,acces_2050,2035,SERVICES,LIGHTING_R_C,0.009610340777740572
Pando,Federico Román,Villa Nueva,C4,acces_2050,2050,SERVICES,LIGHTING_R_C,0.013612959954971731
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,acces_2035,2024,SERVICES,LIGHTING_R_C,0.012405105105105103
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,acces_2035,2035,SERVICES,LIGHTING_R_C,0.022717567424608082
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,acces_2035,2050,SERVICES,LIGHTING_R_C,0.02875750107347793
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,acces_2050,2024,SERVICES,LIGHTING_R_C,0.012405105105105103
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,acces_2050,2035,SERVICES,LIGHTING_R_C,0.020099019114572646
Pando,Madre de Dios,Puerto Gonzalo Moreno,C3,acces_2050,2050,SERVICES,LIGHTING_R_C,0.02875750107347793
Pando,Madre de Dios,San Lorenzo,C4,acces_2035,2024,SERVICES,LIGHTING_R_C,0.015387687687687683
Pando,Madre de Dios,San Lorenzo,C4,acces_2035,2035,SERVICES,LIGHTING_R_C,0.02647729828059179
Pando,Madre de Dios,San Lorenzo,C4,acces_2035,2050,SERVICES,LIGHTING_R_C,0.03332423652943179
Pando,Madre de Dios,San Lorenzo,C4,acces_2050,2024,SERVICES,LIGHTING_R_C,0.015387687687687683
Pando,Madre de Dios,San Lorenzo,C4,acces_2050,2035,SERVICES,LIGHTING_R_C,0.02426615849247121
Pando,Madre de Dios,San Lorenzo,C4,acces_2050,2050,SERVICES,LIGHTING_R_C,0.03332423652943179
Pando,Madre de Dios,Sena,C4,acces_2035,2024,SERVICES,LIGHTING_R_C,0.03221921921921922
Pando,Madre de Dios,Sena,C4,acces_2035,2035,SERVICES,LIGHTING_R_C,0.084593350941532
Pando,Madre de Dios,Sena,C4,acces_2035,2050,SERVICES,LIGHTING_R_C,0.10656861177813357
Pando,Madre de Dios,Sena,C4,acces_2050,2024,SERVICES,LIGHTING_R_C,0.03221921921921922
Pando,Madre de Dios,Sena,C4,acces_2050,2035,SERVICES,LIGHTING_R_C,0.06903098947074247
Pando,Madre de Dios,Sena,C4,acces_2050,2050,SERVICES,LIGHTING_R_C,0.10656861177813357
Pando,Manuripi,Filadelfia,C4,acces_2035,2024,SERVICES,LIGHTING_R_C,0.047136336336336335
Pando,Manuripi,Filadelfia,C4,acces_2035,2035,SERVICES,LIGHTING_R_C,0.1156755593073649
Pando,Manuripi,Filadelfia,C4,acces_2035,2050,SERVICES,LIGHTING_R_C,0.14609758727433025
Pando,Manuripi,Filadelfia,C4,acces_2050,2024,SERVICES,LIGHTING_R_C,0.047136336336336335
Pando,Manuripi,Filadelfia,C4,acces_2050,2035,SERVICES,LIGHTING_R_C,0.09336155292378287
Pando,Manuripi,Filadelfia,C4,acces_2050,2050,SERVICES,LIGHTING_R_C,0.14609758727433025
Pando,Manuripi,Puerto Rico,C4,acces_2035,2024,SERVICES,LIGHTING_R_C,0.04828588588588588
Pando,Manuripi,Puerto Rico,C4,acces_2035,2035,SERVICES,LIGHTING_R_C,0.08018714090267996
Pando,Manuripi,Puerto Rico,C4,acces_2035,2050,SERVICES,LIGHTING_R_C,0.09865857142214846
Pando,Manuripi,Puerto Rico,C4,acces_2050,2024,SERVICES,LIGHTING_R_C,0.04828588588588588
Pando,Manuripi,Puerto Rico,C4,acces_2050,2035,SERVICES,LIGHTING_R_C,0.07264847231813475
Pando,Manuripi,Puerto Rico,C4,acces_2050,2050,SERVICES,LIGHTING_R_C,0.09865857142214846
Pando,Manuripi,San Pedro,C4,acces_2035,2024,SERVICES,LIGHTING_R_C,1.5315315315315313e-05
