N°,NIVEL,DEPARTAMENTO,PROVINCIA,MUNICIPIO/TIOC,ÁREA,NÚMERO DE VIVIENDAS | 2012 | Total,NÚMERO DE VIVIENDAS | 2012 | Red de empresa eléctrica (servicio público),NÚMERO DE VIVIENDAS | 2012 | Motor propio,NÚMERO DE VIVIENDAS | 2012 | Panel solar,NÚMERO DE VIVIENDAS | 2012 | Otra,NÚMERO DE VIVIENDAS | 2012 | No tiene,NÚMERO DE VIVIENDAS | 2024 | Total,NÚMERO DE VIVIENDAS | 2024 | Servicio público de energía eléctrica,NÚMERO DE VIVIENDAS | 2024 | Motor propio,NÚMERO DE VIVIENDAS | 2024 | Panel solar,NÚMERO DE VIVIENDAS | 2024 | Otra,NÚMERO DE VIVIENDAS | 2024 | No tiene,DISTRIBUCIÓN PORCENTUAL | 2012 | Red de empresa eléctrica (servicio público),DISTRIBUCIÓN PORCENTUAL | 2012 | Motor propio,DISTRIBUCIÓN PORCENTUAL | 2012 | Panel solar,DISTRIBUCIÓN PORCENTUAL | 2012 | Otra,DISTRIBUCIÓN PORCENTUAL | 2012 | No tiene,DISTRIBUCIÓN PORCENTUAL | 2024 | Servicio público de energía eléctrica,DISTRIBUCIÓN PORCENTUAL | 2024 | Motor propio,DISTRIBUCIÓN PORCENTUAL | 2024 | Panel solar,DISTRIBUCIÓN PORCENTUAL | 2024 | Otra,DISTRIBUCIÓN PORCENTUAL | 2024 | No tiene
920,Provincia,Potosí,José María Linares,,Urbana,722,524,0,5,3,190,1230,993,4,5,11,217,72.5761773,0,0.6925208,0.4155125,26.3157895,80.7317073,0.3252033,0.4065041,0.8943089,17.6422764
921,Provincia,Potosí,José María Linares,,Rural,13750,8091,32,405,181,5041,13867,10241,38,201,94,3293,58.8436364,0.2327273,2.9454545,1.3163636,36.6618182,73.8515901,0.2740319,1.4494844,0.6778683,23.7470253
922,Municipio/TIOC,Potosí,José María Linares,Puna,Puna,7103,4779,13,23,48,2240,6251,4963,14,41,32,1201,67.2814304,0.1830213,0.3238068,0.6757708,31.5359707,79.3952968,0.2239642,0.6558951,0.5119181,19.2129259
923,Municipio/TIOC,Potosí,José María Linares,Puna,Urbana,,,,,,,,,,,,,,,,,,,,,,
924,Municipio/TIOC,Potosí,José María Linares,Puna,Rural,7103,4779,13,23,48,2240,6251,4963,14,41,32,1201,67.2814304,0.1830213,0.3238068,0.6757708,31.5359707,79.3952968,0.2239642,0.6558951,0.5119181,19.2129259
925,Municipio/TIOC,Potosí,José María Linares,"Caiza ""D""","Caiza ""D""",3543,2345,11,32,13,1142,4643,3521,20,67,43,992,66.1868473,0.3104714,0.9031894,0.3669207,32.2325713,75.8345897,0.43075600000000003,1.4430325,0.9261253,21.3654964
926,Municipio/TIOC,Potosí,José María Linares,"Caiza ""D""",Urbana,722,524,0,5,3,190,1230,993,4,5,11,217,72.5761773,0,0.6925208,0.4155125,26.3157895,80.7317073,0.3252033,0.4065041,0.8943089,17.6422764
927,Municipio/TIOC,Potosí,José María Linares,"Caiza ""D""",Rural,2821,1821,11,27,10,952,3413,2528,16,62,32,775,64.5515775,0.3899326,0.9571074,0.3544842,33.7468983,74.0697334,0.4687958,1.8165837,0.9375916,22.7072956
928,Municipio/TIOC,Potosí,José María Linares,Ckochas,Ckochas,3826,1491,8,355,123,1849,4203,2750,8,98,30,1317,38.9702039,0.2090957,9.27862,3.2148458,48.3272347,65.4294552,0.1903402,2.3316679,0.7137759,31.3347609
929,Municipio/TIOC,Potosí,José María Linares,Ckochas,Urbana,,,,,,,,,,,,,,,,,,,,,,
930,Municipio/TIOC,Potosí,José María Linares,Ckochas,Rural,3826,1491,8,355,123,1849,4203,2750,8,98,30,1317,38.9702039,0.2090957,9.27862,3.2148458,48.3272347,65.4294552,0.1903402,2.3316679,0.7137759,31.3347609
931,Provincia,Potosí,Antonio Quijarro,,Antonio Quijarro,17969,12904,85,329,107,4544,24344,20996,61,380,106,2801,71.8125661,0.4730369,1.830931,0.59547,25.287996,86.2471245,0.2505751,1.5609596,0.4354256,11.5059152
932,Provincia,Potosí,Antonio Quijarro,,Urbana,8008,7705,10,2,10,281,13151,12441,33,115,56,506,96.2162837,0.1248751,0.024975,0.1248751,3.508991,94.601171,0.2509315,0.8744582,0.4258231,3.8476162
933,Provincia,Potosí,Antonio Quijarro,,Rural,9961,5199,75,327,97,4263,11193,8555,28,265,50,2295,52.1935549,0.7529365,3.2828029,0.9737978,42.7969079,76.4316984,0.2501563,2.3675511,0.4467078,20.5038864
934,Municipio/TIOC,Potosí,Antonio Quijarro,Uyuni,Uyuni,9597,7458,41,181,52,1865,13134,11718,37,159,70,1150,77.7117849,0.4272168,1.886006,0.541836,19.4331562,89.2188214,0.2817116,1.2105984,0.5329679,8.7559007
935,Municipio/TIOC,Potosí,Antonio Quijarro,Uyuni,Urbana,5768,5517,7,2,8,234,9037,8421,23,63,52,478,95.648405,0.1213592,0.0346741,0.1386963,4.0568655,93.1835786,0.2545092,0.697134,0.5754122,5.2893659
936,Municipio/TIOC,Potosí,Antonio Quijarro,Uyuni,Rural,3829,1941,34,179,44,1631,4097,3297,14,96,18,672,50.6920867,0.8879603,4.6748498,1.1491251,42.5959781,80.4735172,0.3417134,2.3431779,0.4393459,16.4022455
937,Municipio/TIOC,Potosí,Antonio Quijarro,Tomave,Tomave,3077,1612,29,113,17,1306,3317,2456,4,112,12,733,52.3886903,0.9424764,3.6724082,0.5524862,42.4439389,74.0428098,0.1205909,3.3765451,0.3617727,22.0982816
938,Municipio/TIOC,Potosí,Antonio Quijarro,Tomave,Urbana,,,,,,,,,,,,,,,,,,,,,,
939,Municipio/TIOC,Potosí,Antonio Quijarro,Tomave,Rural,3077,1612,29,113,17,1306,3317,2456,4,112,12,733,52.3886903,0.9424764,3.6724082,0.5524862,42.4439389,74.0428098,0.1205909,3.3765451,0.3617727,22.0982816
940,Municipio/TIOC,Potosí,Antonio Quijarro,Porco,Porco,3156,2465,13,21,38,619,5286,4880,18,75,8,305,78.1051965,0.4119138,0.6653992,1.2040558,19.6134347,92.3193341,0.3405221,1.4188422,0.1513432,5.7699584
941,Municipio/TIOC,Potosí,Antonio Quijarro,Porco,Urbana,2240,2188,3,0,2,47,4114,4020,10,52,4,28,97.6785714,0.1339286,0,0.0892857,2.0982143,97.7151191,0.2430724,1.2639767,0.097229,0.6806028
942,Municipio/TIOC,Potosí,Antonio Quijarro,Porco,Rural,916,277,10,21,36,572,1172,860,8,23,4,277,30.2401747,1.0917031,2.2925764,3.930131,62.4454148,73.3788396,0.6825939,1.9624573,0.3412969,23.6348123
943,Municipio/TIOC,Potosí,Antonio Quijarro,TIOC-Jatun Ayllu Yura,TIOC-Jatun Ayllu Yura,2139,1369,2,14,0,754,2607,1942,2,34,16,613,64.00187,0.0935016,0.6545115,0,35.2501169,74.491753,0.0767165,1.3041811,0.6137323,23.5136172
944,Municipio/TIOC,Potosí,Antonio Quijarro,TIOC-Jatun Ayllu Yura,Urbana,,,,,,,,,,,,,,,,,,,,,,
945,Municipio/TIOC,Potosí,Antonio Quijarro,TIOC-Jatun Ayllu Yura,Rural,2139,1369,2,14,0,754,2607,1942,2,34,16,613,64.00187,0.0935016,0.6545115,0,35.2501169,74.491753,0.0767165,1.3041811,0.6137323,23.5136172
946,Provincia,Potosí,General Bernardino Bilbao,,General Bernardino Bilbao,3017,1637,22,19,2,1337,3288,2302,3,37,10,936,54.2591979,0.7292012,0.6297647,0.066291,44.3155452,70.0121655,0.0912409,1.1253041,0.3041363,28.4671533
947,Provincia,Potosí,General Bernardino Bilbao,,Urbana,,,,,,,,,,,,,,,,,,,,,,
948,Provincia,Potosí,General Bernardino Bilbao,,Rural,3017,1637,22,19,2,1337,3288,2302,3,37,10,936,54.2591979,0.7292012,0.6297647,0.066291,44.3155452,70.0121655,0.0912409,1.1253041,0.3041363,28.4671533
949,Municipio/TIOC,Potosí,General Bernardino Bilbao,Arampampa,Arampampa,1298,557,19,15,0,707,1457,1001,1,10,6,439,42.9121726,1.4637904,1.155624,0,54.4684129,68.702814,0.0686342,0.6863418,0.4118051,30.1304049
950,Municipio/TIOC,Potosí,General Bernardino Bilbao,Arampampa,Urbana,,,,,,,,,,,,,,,,,,,,,,
951,Municipio/TIOC,Potosí,General Bernardino Bilbao,Arampampa,Rural,1298,557,19,15,0,707,1457,1001,1,10,6,439,42.9121726,1.4637904,1.155624,0,54.4684129,68.702814,0.0686342,0.6863418,0.4118051,30.1304049
952,Municipio/TIOC,Potosí,General Bernardino Bilbao,Acasio,Acasio,1719,1080,3,4,2,630,1831,1301,2,27,4,497,62.8272251,0.1745201,0.2326934,0.1163467,36.6492147,71.0540688,0.1092299,1.474604,0.2184599,27.1436374
953,Municipio/TIOC,Potosí,General Bernardino Bilbao,Acasio,Urbana,,,,,,,,,,,,,,,,,,,,,,
954,Municipio/TIOC,Potosí,General Bernardino Bilbao,Acasio,Rural,1719,1080,3,4,2,630,1831,1301,2,27,4,497,62.8272251,0.1745201,0.2326934,0.1163467,36.6492147,71.0540688,0.1092299,1.474604,0.2184599,27.1436374
