N°,NIVEL,DEPARTAMENTO,PROVINCIA,MUNICIPIO/TIOC,ÁREA,NÚMERO DE HOGARES | Total hogares,NÚMERO DE HOGARES | Refrigerador o congelador | Tiene,NÚMERO DE HOGARES | Refrigerador o congelador | No tiene,NÚMERO DE HOGARES | Refrigerador o congelador | Sin especificar,NÚMERO DE HOGARES | Microondas | Tiene,NÚMERO DE HOGARES | Microondas | No tiene,NÚMERO DE HOGARES | Microondas | Sin especificar,NÚMERO DE HOGARES | Calefón o termotanque | Tiene,NÚMERO DE HOGARES | Calefón o termotanque | No tiene,NÚMERO DE HOGARES | Calefón o termotanque | Sin especificar,NÚMERO DE HOGARES | Aire Acondicionado | Tiene,NÚMERO DE HOGARES | Aire Acondicionado | No tiene,NÚMERO DE HOGARES | Aire Acondicionado | Sin especificar,NÚMERO DE HOGARES | Lavadora de ropa | Tiene,NÚMERO DE HOGARES | Lavadora de ropa | No tiene,NÚMERO DE HOGARES | Lavadora de ropa | Sin especificar,DISTRIBUCIÓN PORCENTUAL (1) | Refrigerador o congelador | Tiene,DISTRIBUCIÓN PORCENTUAL (1) | Refrigerador o congelador | No tiene,DISTRIBUCIÓN PORCENTUAL (1) | Microondas | Tiene,DISTRIBUCIÓN PORCENTUAL (1) | Microondas | No tiene,DISTRIBUCIÓN PORCENTUAL (1) | Calefón o termotanque | Tiene,DISTRIBUCIÓN PORCENTUAL (1) | Calefón o termotanque | No tiene,DISTRIBUCIÓN PORCENTUAL (1) | Aire Acondicionado | Tiene,DISTRIBUCIÓN PORCENTUAL (1) | Aire Acondicionado | No tiene,DISTRIBUCIÓN PORCENTUAL (1) | Lavadora de ropa | Tiene,DISTRIBUCIÓN PORCENTUAL (1) | Lavadora de ropa | No tiene
1241,Municipio/TIOC,Santa Cruz,Guarayos,Urubichá,Urbana,1265.0,467.0,683.0,115.0,46.0,1105.0,114.0,18.0,1133.0,114.0,35.0,1116.0,114.0,73.0,1078.0,114.0,40.6086957,59.3913043,3.9965248,96.0034752,1.5638575,98.4361425,3.0408341,96.9591659,6.342311,93.657689
1242,Municipio/TIOC,Santa Cruz,Guarayos,Urubichá,Rural,375.0,32.0,320.0,23.0,2.0,350.0,23.0,3.0,349.0,23.0,5.0,346.0,24.0,2.0,350.0,23.0,9.0909091,90.9090909,0.5681818,99.4318182,0.8522727,99.1477273,1.4245014,98.5754986,0.5681818,99.4318182
1243,Municipio/TIOC,Santa Cruz,Guarayos,El Puente,El Puente,6454.0,1672.0,4521.0,261.0,180.0,6011.0,263.0,118.0,6074.0,262.0,192.0,6000.0,262.0,367.0,5825.0,262.0,26.9982238,73.0017762,2.9074463,97.0925537,1.9056848,98.0943152,3.1007752,96.8992248,5.9270026,94.0729974
1244,Municipio/TIOC,Santa Cruz,Guarayos,El Puente,Urbana,778.0,459.0,279.0,40.0,70.0,668.0,40.0,10.0,728.0,40.0,43.0,695.0,40.0,108.0,630.0,40.0,62.195122,37.804878,9.4850949,90.5149051,1.3550136,98.6449864,5.8265583,94.1734417,14.6341463,85.3658537
1245,Municipio/TIOC,Santa Cruz,Guarayos,El Puente,Rural,5676.0,1213.0,4242.0,221.0,110.0,5343.0,223.0,108.0,5346.0,222.0,149.0,5305.0,222.0,259.0,5195.0,222.0,22.2364803,77.7635197,2.0172382,97.9827618,1.980198,98.019802,2.7319399,97.2680601,4.7488082,95.2511918
1246,Departamento,Beni,,,Beni,126668.0,57789.0,61106.0,7773.0,10295.0,108601.0,7772.0,2904.0,115990.0,7774.0,12386.0,106510.0,7772.0,25013.0,93885.0,7770.0,48.6050717,51.3949283,8.6588279,91.3411721,2.4425118,97.5574882,10.4175077,89.5824923,21.0373598,78.9626402
1247,Departamento,Beni,,,Urbana,89529.0,52241.0,31904.0,5384.0,9868.0,74275.0,5386.0,2486.0,81656.0,5387.0,12116.0,72027.0,5386.0,24077.0,60068.0,5384.0,62.084497,37.915503,11.7276541,88.2723459,2.9545292,97.0454708,14.3992964,85.6007036,28.6137025,71.3862975
1248,Departamento,Beni,,,Rural,37139.0,5548.0,29202.0,2389.0,427.0,34326.0,2386.0,418.0,34334.0,2387.0,270.0,34483.0,2386.0,936.0,33817.0,2386.0,15.9654676,84.0345324,1.2286709,98.7713291,1.2028085,98.7971915,0.7769113,99.2230887,2.6932927,97.3067073
1249,Provincia,Beni,Cercado,,Cercado,34516.0,20872.0,11673.0,1971.0,4966.0,27579.0,1971.0,1131.0,31415.0,1970.0,6881.0,25663.0,1972.0,9023.0,23523.0,1970.0,64.1327393,35.8672607,15.2588723,84.7411277,3.4750814,96.5249186,21.1436824,78.8563176,27.723837,72.276163
1250,Provincia,Beni,Cercado,,Urbana,31030.0,20069.0,9219.0,1742.0,4882.0,24405.0,1743.0,1084.0,28204.0,1742.0,6850.0,22437.0,1743.0,8917.0,20370.0,1743.0,68.5229446,31.4770554,16.6695121,83.3304879,3.7011745,96.2988255,23.3892171,76.6107829,30.446956,69.553044
1251,Provincia,Beni,Cercado,,Rural,3486.0,803.0,2454.0,229.0,84.0,3174.0,228.0,47.0,3211.0,228.0,31.0,3226.0,229.0,106.0,3153.0,227.0,24.6545901,75.3454099,2.5782689,97.4217311,1.4426028,98.5573972,0.9517961,99.0482039,3.2525315,96.7474685
1252,Municipio/TIOC,Beni,Cercado,Trinidad,Trinidad,32445.0,20608.0,9996.0,1841.0,4941.0,25662.0,1842.0,1112.0,29492.0,1841.0,6871.0,23731.0,1843.0,8994.0,21610.0,1841.0,67.3376029,32.6623971,16.1454759,83.8545241,3.633512,96.366488,22.4527809,77.5472191,29.3883153,70.6116847
1253,Municipio/TIOC,Beni,Cercado,Trinidad,Urbana,31030.0,20069.0,9219.0,1742.0,4882.0,24405.0,1743.0,1084.0,28204.0,1742.0,6850.0,22437.0,1743.0,8917.0,20370.0,1743.0,68.5229446,31.4770554,16.6695121,83.3304879,3.7011745,96.2988255,23.3892171,76.6107829,30.446956,69.553044
1254,Municipio/TIOC,Beni,Cercado,Trinidad,Rural,1415.0,539.0,777.0,99.0,59.0,1257.0,99.0,28.0,1288.0,99.0,21.0,1294.0,100.0,77.0,1240.0,98.0,40.9574468,59.0425532,4.4832827,95.5167173,2.1276596,97.8723404,1.5969582,98.4030418,5.8466211,94.1533789
1255,Municipio/TIOC,Beni,Cercado,San Javier,San Javier,2071.0,264.0,1677.0,130.0,25.0,1917.0,129.0,19.0,1923.0,129.0,10.0,1932.0,129.0,29.0,1913.0,129.0,13.6012365,86.3987635,1.2873326,98.7126674,0.9783728,99.0216272,0.5149331,99.4850669,1.4933059,98.5066941
1256,Municipio/TIOC,Beni,Cercado,San Javier,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,
1257,Municipio/TIOC,Beni,Cercado,San Javier,Rural,2071.0,264.0,1677.0,130.0,25.0,1917.0,129.0,19.0,1923.0,129.0,10.0,1932.0,129.0,29.0,1913.0,129.0,13.6012365,86.3987635,1.2873326,98.7126674,0.9783728,99.0216272,0.5149331,99.4850669,1.4933059,98.5066941
1258,Provincia,Beni,Vaca Diez,,Vaca Diez,38333.0,18239.0,17520.0,2574.0,2743.0,33020.0,2570.0,923.0,34839.0,2571.0,2914.0,32848.0,2571.0,9600.0,26165.0,2568.0,51.0053413,48.9946587,7.6699382,92.3300618,2.5809518,97.4190482,8.1483139,91.8516861,26.8418845,73.1581155
1259,Provincia,Beni,Vaca Diez,,Urbana,32914.0,17722.0,13093.0,2099.0,2707.0,28109.0,2098.0,860.0,29956.0,2098.0,2884.0,27931.0,2099.0,9420.0,21396.0,2098.0,57.5109525,42.4890475,8.7843977,91.2156023,2.790758,97.209242,9.3590784,90.6409216,30.5685358,69.4314642
1260,Provincia,Beni,Vaca Diez,,Rural,5419.0,517.0,4427.0,475.0,36.0,4911.0,472.0,63.0,4883.0,473.0,30.0,4917.0,472.0,180.0,4769.0,470.0,10.4571197,89.5428803,0.7277138,99.2722862,1.2737566,98.7262434,0.6064281,99.3935719,3.6370984,96.3629016
1261,Municipio/TIOC,Beni,Vaca Diez,Riberalta,Riberalta,27442.0,12726.0,12846.0,1870.0,1880.0,23696.0,1866.0,669.0,24906.0,1867.0,1757.0,23819.0,1866.0,6014.0,19564.0,1864.0,49.7653684,50.2346316,7.3506412,92.6493588,2.6158358,97.3841642,6.8697216,93.1302784,23.5123935,76.4876065
1262,Municipio/TIOC,Beni,Vaca Diez,Riberalta,Urbana,23889.0,12445.0,9902.0,1542.0,1860.0,20488.0,1541.0,656.0,21692.0,1541.0,1739.0,20609.0,1541.0,5950.0,16399.0,1540.0,55.6898018,44.3101982,8.3228924,91.6771076,2.9353857,97.0646143,7.781457,92.218543,26.6231151,73.3768849
1263,Municipio/TIOC,Beni,Vaca Diez,Riberalta,Rural,3553.0,281.0,2944.0,328.0,20.0,3208.0,325.0,13.0,3214.0,326.0,18.0,3210.0,325.0,64.0,3165.0,324.0,8.7131783,91.2868217,0.6195787,99.3804213,0.4028509,99.5971491,0.5576208,99.4423792,1.9820378,98.0179622
1264,Municipio/TIOC,Beni,Vaca Diez,Guayaramerín,Guayaramerín,10891.0,5513.0,4674.0,704.0,863.0,9324.0,704.0,254.0,9933.0,704.0,1157.0,9029.0,705.0,3586.0,6601.0,704.0,54.1179935,45.8820065,8.4715814,91.5284186,2.4933739,97.5066261,11.3587277,88.6412723,35.2017277,64.7982723
1265,Municipio/TIOC,Beni,Vaca Diez,Guayaramerín,Urbana,9025.0,5277.0,3191.0,557.0,847.0,7621.0,557.0,204.0,8264.0,557.0,1145.0,7322.0,558.0,3470.0,4997.0,558.0,62.316958,37.683042,10.0023618,89.9976382,2.4090694,97.5909306,13.5230896,86.4769104,40.9826385,59.0173615
1266,Municipio/TIOC,Beni,Vaca Diez,Guayaramerín,Rural,1866.0,236.0,1483.0,147.0,16.0,1703.0,147.0,50.0,1669.0,147.0,12.0,1707.0,147.0,116.0,1604.0,146.0,13.7289122,86.2710878,0.9307737,99.0692263,2.9086678,97.0913322,0.6980803,99.3019197,6.744186,93.255814
1267,Provincia,Beni,General José Ballivián,,General José Ballivián,26098.0,9637.0,15108.0,1353.0,1315.0,23428.0,1355.0,391.0,24351.0,1356.0,1227.0,23516.0,1355.0,3124.0,21617.0,1357.0,38.9452415,61.0547585,5.3146344,94.6853656,1.5803088,98.4196912,4.9589783,95.0410217,12.6268138,87.3731862
1268,Provincia,Beni,General José Ballivián,,Urbana,13929.0,7975.0,5249.0,705.0,1217.0,12006.0,706.0,281.0,12942.0,706.0,1171.0,12054.0,704.0,2903.0,10322.0,704.0,60.3070175,39.6929825,9.2036603,90.7963397,2.1250851,97.8749149,8.8544423,91.1455577,21.9508507,78.0491493
1269,Provincia,Beni,General José Ballivián,,Rural,12169.0,1662.0,9859.0,648.0,98.0,11422.0,649.0,110.0,11409.0,650.0,56.0,11462.0,651.0,221.0,11295.0,653.0,14.4258311,85.5741689,0.8506944,99.1493056,0.954944,99.045056,0.4861955,99.5138045,1.9190691,98.0809309
1270,Municipio/TIOC,Beni,General José Ballivián,Reyes,Reyes,3417.0,1372.0,1873.0,172.0,209.0,3036.0,172.0,38.0,3206.0,173.0,170.0,3075.0,172.0,583.0,2663.0,171.0,42.2804314,57.7195686,6.440678,93.559322,1.1713933,98.8286067,5.238829,94.761171,17.9605669,82.0394331
1271,Municipio/TIOC,Beni,General José Ballivián,Reyes,Urbana,1884.0,1175.0,630.0,79.0,196.0,1609.0,79.0,33.0,1771.0,80.0,166.0,1639.0,79.0,558.0,1247.0,79.0,65.0969529,34.9030471,10.8587258,89.1412742,1.8292683,98.1707317,9.1966759,90.8033241,30.9141274,69.0858726
1272,Municipio/TIOC,Beni,General José Ballivián,Reyes,Rural,1533.0,197.0,1243.0,93.0,13.0,1427.0,93.0,5.0,1435.0,93.0,4.0,1436.0,93.0,25.0,1416.0,92.0,13.6805556,86.3194444,0.9027778,99.0972222,0.3472222,99.6527778,0.2777778,99.7222222,1.7349063,98.2650937
1273,Municipio/TIOC,Beni,General José Ballivián,San Borja,San Borja,13051.0,4202.0,8174.0,675.0,556.0,11817.0,678.0,171.0,12202.0,678.0,575.0,11798.0,678.0,1017.0,11351.0,683.0,33.9528119,66.0471881,4.4936555,95.5063445,1.3820415,98.6179585,4.6472157,95.3527843,8.2228331,91.7771669
1274,Municipio/TIOC,Beni,General José Ballivián,San Borja,Urbana,6406.0,3569.0,2538.0,299.0,520.0,5586.0,300.0,121.0,5985.0,300.0,557.0,5550.0,299.0,936.0,5170.0,300.0,58.4411331,41.5588669,8.5162136,91.4837864,1.9816574,98.0183426,9.1206812,90.8793188,15.3291844,84.6708156
1275,Municipio/TIOC,Beni,General José Ballivián,San Borja,Rural,6645.0,633.0,5636.0,376.0,36.0,6231.0,378.0,50.0,6217.0,378.0,18.0,6248.0,379.0,81.0,6181.0,383.0,10.0973042,89.9026958,0.5744375,99.4255625,0.7978299,99.2021701,0.2872646,99.7127354,1.2935164,98.7064836
1276,Municipio/TIOC,Beni,General José Ballivián,Santa Rosa,Santa Rosa,2755.0,1102.0,1488.0,165.0,133.0,2457.0,165.0,66.0,2525.0,164.0,161.0,2429.0,165.0,435.0,2156.0,164.0,42.5482625,57.4517375,5.1351351,94.8648649,2.547279,97.452721,6.2162162,93.7837838,16.7888846,83.2111154
1277,Municipio/TIOC,Beni,General José Ballivián,Santa Rosa,Urbana,1374.0,858.0,420.0,96.0,118.0,1160.0,96.0,26.0,1253.0,95.0,147.0,1132.0,95.0,371.0,908.0,95.0,67.1361502,32.8638498,9.2331768,90.7668232,2.0328382,97.9671618,11.4933542,88.5066458,29.0070367,70.9929633
1278,Municipio/TIOC,Beni,General José Ballivián,Santa Rosa,Rural,1381.0,244.0,1068.0,69.0,15.0,1297.0,69.0,40.0,1272.0,69.0,14.0,1297.0,70.0,64.0,1248.0,69.0,18.597561,81.402439,1.1432927,98.8567073,3.0487805,96.9512195,1.0678871,98.9321129,4.8780488,95.1219512
1279,Municipio/TIOC,Beni,General José Ballivián,Puerto Menor de Rurrenabaque,Puerto Menor de Rurrenabaque,6875.0,2961.0,3573.0,341.0,417.0,6118.0,340.0,116.0,6418.0,341.0,321.0,6214.0,340.0,1089.0,5447.0,339.0,45.3168044,54.6831956,6.3810252,93.6189748,1.775329,98.224671,4.9120122,95.0879878,16.6615667,83.3384333
1280,Municipio/TIOC,Beni,General José Ballivián,Puerto Menor de Rurrenabaque,Urbana,4265.0,2373.0,1661.0,231.0,383.0,3651.0,231.0,101.0,3933.0,231.0,301.0,3733.0,231.0,1038.0,2997.0,230.0,58.8249876,41.1750124,9.4942985,90.5057015,2.5037184,97.4962816,7.4615766,92.5384234,25.7249071,74.2750929
1281,Municipio/TIOC,Beni,General José Ballivián,Puerto Menor de Rurrenabaque,Rural,2610.0,588.0,1912.0,110.0,34.0,2467.0,109.0,15.0,2485.0,110.0,20.0,2481.0,109.0,51.0,2450.0,109.0,23.52,76.48,1.3594562,98.6405438,0.6,99.4,0.7996801,99.2003199,2.0391843,97.9608157
1282,Provincia,Beni,Yacuma,,Yacuma,5750.0,2038.0,3279.0,433.0,366.0,4950.0,434.0,114.0,5202.0,434.0,443.0,4874.0,433.0,795.0,4523.0,432.0,38.3298853,61.6701147,6.8848758,93.1151242,2.1444695,97.8555305,8.331766,91.668234,14.949229,85.050771
1283,Provincia,Beni,Yacuma,,Urbana,3213.0,1874.0,1118.0,221.0,355.0,2637.0,221.0,87.0,2904.0,222.0,437.0,2555.0,221.0,781.0,2211.0,221.0,62.6336898,37.3663102,11.8649733,88.1350267,2.9087262,97.0912738,14.605615,85.394385,26.1029412,73.8970588
1284,Provincia,Beni,Yacuma,,Rural,2537.0,164.0,2161.0,212.0,11.0,2313.0,213.0,27.0,2298.0,212.0,6.0,2319.0,212.0,14.0,2312.0,211.0,7.0537634,92.9462366,0.4733219,99.5266781,1.1612903,98.8387097,0.2580645,99.7419355,0.6018917,99.3981083
1285,Municipio/TIOC,Beni,Yacuma,Santa Ana,Santa Ana,4295.0,1906.0,2072.0,317.0,362.0,3615.0,318.0,92.0,3886.0,317.0,436.0,3542.0,317.0,765.0,3214.0,316.0,47.9135244,52.0864756,9.1023384,90.8976616,2.31272,97.68728,10.9602815,89.0397185,19.2259362,80.7740638
1286,Municipio/TIOC,Beni,Yacuma,Santa Ana,Urbana,2971.0,1765.0,1004.0,202.0,351.0,2418.0,202.0,80.0,2689.0,202.0,430.0,2339.0,202.0,751.0,2018.0,202.0,63.7414229,36.2585771,12.6760563,87.3239437,2.8891296,97.1108704,15.5290719,84.4709281,27.1217046,72.8782954
1287,Municipio/TIOC,Beni,Yacuma,Santa Ana,Rural,1324.0,141.0,1068.0,115.0,11.0,1197.0,116.0,12.0,1197.0,115.0,6.0,1203.0,115.0,14.0,1196.0,114.0,11.662531,88.337469,0.910596,99.089404,0.9925558,99.0074442,0.4962779,99.5037221,1.1570248,98.8429752
1288,Municipio/TIOC,Beni,Yacuma,Exaltación,Exaltación,1455.0,132.0,1207.0,116.0,4.0,1335.0,116.0,22.0,1316.0,117.0,7.0,1332.0,116.0,30.0,1309.0,116.0,9.8581031,90.1418969,0.2987304,99.7012696,1.6442451,98.3557549,0.5227782,99.4772218,2.240478,97.759522
1289,Municipio/TIOC,Beni,Yacuma,Exaltación,Urbana,242.0,109.0,114.0,19.0,4.0,219.0,19.0,7.0,215.0,20.0,7.0,216.0,19.0,30.0,193.0,19.0,48.8789238,51.1210762,1.793722,98.206278,3.1531532,96.8468468,3.1390135,96.8609865,13.4529148,86.5470852
1290,Municipio/TIOC,Beni,Yacuma,Exaltación,Rural,1213.0,23.0,1093.0,97.0,0.0,1116.0,97.0,15.0,1101.0,97.0,0.0,1116.0,97.0,0.0,1116.0,97.0,2.0609319,97.9390681,0.0,100.0,1.344086,98.655914,0.0,100.0,0.0,100.0
1291,Provincia,Beni,Moxos,,Moxos,5391.0,1804.0,3320.0,267.0,228.0,4897.0,266.0,96.0,5029.0,266.0,271.0,4855.0,265.0,373.0,4753.0,265.0,35.2068696,64.7931304,4.4487805,95.5512195,1.8731707,98.1268293,5.2867733,94.7132267,7.276629,92.723371
1292,Provincia,Beni,Moxos,,Urbana,2611.0,1364.0,1092.0,155.0,190.0,2266.0,155.0,61.0,2394.0,156.0,244.0,2212.0,155.0,326.0,2130.0,155.0,55.5374593,44.4625407,7.7361564,92.2638436,2.4847251,97.5152749,9.9348534,90.0651466,13.2736156,86.7263844
1293,Provincia,Beni,Moxos,,Rural,2780.0,440.0,2228.0,112.0,38.0,2631.0,111.0,35.0,2635.0,110.0,27.0,2643.0,110.0,47.0,2623.0,110.0,16.4917541,83.5082459,1.4237542,98.5762458,1.3108614,98.6891386,1.011236,98.988764,1.7602996,98.2397004
1294,Municipio/TIOC,Beni,Moxos,San Ignacio,San Ignacio,5391.0,1804.0,3320.0,267.0,228.0,4897.0,266.0,96.0,5029.0,266.0,271.0,4855.0,265.0,373.0,4753.0,265.0,35.2068696,64.7931304,4.4487805,95.5512195,1.8731707,98.1268293,5.2867733,94.7132267,7.276629,92.723371
1295,Municipio/TIOC,Beni,Moxos,San Ignacio,Urbana,2611.0,1364.0,1092.0,155.0,190.0,2266.0,155.0,61.0,2394.0,156.0,244.0,2212.0,155.0,326.0,2130.0,155.0,55.5374593,44.4625407,7.7361564,92.2638436,2.4847251,97.5152749,9.9348534,90.0651466,13.2736156,86.7263844
1296,Municipio/TIOC,Beni,Moxos,San Ignacio,Rural,2780.0,440.0,2228.0,112.0,38.0,2631.0,111.0,35.0,2635.0,110.0,27.0,2643.0,110.0,47.0,2623.0,110.0,16.4917541,83.5082459,1.4237542,98.5762458,1.3108614,98.6891386,1.011236,98.988764,1.7602996,98.2397004
1297,Provincia,Beni,Marbán,,Marbán,6323.0,1378.0,4524.0,421.0,137.0,5767.0,419.0,85.0,5818.0,420.0,96.0,5808.0,419.0,218.0,5684.0,421.0,23.3480176,76.6519824,2.3204607,97.6795393,1.4399458,98.5600542,1.6260163,98.3739837,3.6936632,96.3063368
1298,Provincia,Beni,Marbán,,Urbana,696.0,336.0,309.0,51.0,44.0,601.0,51.0,10.0,635.0,51.0,39.0,606.0,51.0,91.0,554.0,51.0,52.0930233,47.9069767,6.8217054,93.1782946,1.5503876,98.4496124,6.0465116,93.9534884,14.1085271,85.8914729
1299,Provincia,Beni,Marbán,,Rural,5627.0,1042.0,4215.0,370.0,93.0,5166.0,368.0,75.0,5183.0,369.0,57.0,5202.0,368.0,127.0,5130.0,370.0,19.8211908,80.1788092,1.768397,98.231603,1.4263979,98.5736021,1.0838562,98.9161438,2.4158265,97.5841735
1300,Municipio/TIOC,Beni,Marbán,Loreto,Loreto,1053.0,239.0,758.0,56.0,25.0,972.0,56.0,15.0,982.0,56.0,24.0,973.0,56.0,22.0,973.0,58.0,23.9719157,76.0280843,2.5075226,97.4924774,1.5045135,98.4954865,2.4072217,97.5927783,2.2110553,97.7889447
1301,Municipio/TIOC,Beni,Marbán,Loreto,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,
1302,Municipio/TIOC,Beni,Marbán,Loreto,Rural,1053.0,239.0,758.0,56.0,25.0,972.0,56.0,15.0,982.0,56.0,24.0,973.0,56.0,22.0,973.0,58.0,23.9719157,76.0280843,2.5075226,97.4924774,1.5045135,98.4954865,2.4072217,97.5927783,2.2110553,97.7889447
1303,Municipio/TIOC,Beni,Marbán,San Andrés,San Andrés,5270.0,1139.0,3766.0,365.0,112.0,4795.0,363.0,70.0,4836.0,364.0,72.0,4835.0,363.0,196.0,4711.0,363.0,23.2212029,76.7787971,2.2824536,97.7175464,1.4268243,98.5731757,1.4672916,98.5327084,3.9942939,96.0057061
1304,Municipio/TIOC,Beni,Marbán,San Andrés,Urbana,696.0,336.0,309.0,51.0,44.0,601.0,51.0,10.0,635.0,51.0,39.0,606.0,51.0,91.0,554.0,51.0,52.0930233,47.9069767,6.8217054,93.1782946,1.5503876,98.4496124,6.0465116,93.9534884,14.1085271,85.8914729
1305,Municipio/TIOC,Beni,Marbán,San Andrés,Rural,4574.0,803.0,3457.0,314.0,68.0,4194.0,312.0,60.0,4201.0,313.0,33.0,4229.0,312.0,105.0,4157.0,312.0,18.8497653,81.1502347,1.5954951,98.4045049,1.4081202,98.5918798,0.7742844,99.2257156,2.4636321,97.5363679
1306,Provincia,Beni,Mamoré,,Mamoré,3294.0,1265.0,1758.0,271.0,230.0,2793.0,271.0,65.0,2958.0,271.0,275.0,2748.0,271.0,754.0,2269.0,271.0,41.8458485,58.1541515,7.6083361,92.3916639,2.1501819,97.8498181,9.0969236,90.9030764,24.9421105,75.0578895
1307,Provincia,Beni,Mamoré,,Urbana,1894.0,1106.0,622.0,166.0,223.0,1505.0,166.0,43.0,1685.0,166.0,265.0,1463.0,166.0,696.0,1032.0,166.0,64.0046296,35.9953704,12.9050926,87.0949074,2.4884259,97.5115741,15.3356481,84.6643519,40.2777778,59.7222222
1308,Provincia,Beni,Mamoré,,Rural,1400.0,159.0,1136.0,105.0,7.0,1288.0,105.0,22.0,1273.0,105.0,10.0,1285.0,105.0,58.0,1237.0,105.0,12.2779923,87.7220077,0.5405405,99.4594595,1.6988417,98.3011583,0.7722008,99.2277992,4.4787645,95.5212355
1309,Municipio/TIOC,Beni,Mamoré,San Joaquín,San Joaquín,1485.0,604.0,755.0,126.0,113.0,1246.0,126.0,27.0,1332.0,126.0,133.0,1226.0,126.0,377.0,982.0,126.0,44.4444444,55.5555556,8.3149375,91.6850625,1.986755,98.013245,9.7866078,90.2133922,27.740986,72.259014
1310,Municipio/TIOC,Beni,Mamoré,San Joaquín,Urbana,1027.0,571.0,360.0,96.0,111.0,820.0,96.0,23.0,908.0,96.0,133.0,798.0,96.0,351.0,580.0,96.0,61.3319012,38.6680988,11.9226638,88.0773362,2.4704619,97.5295381,14.2857143,85.7142857,37.7013963,62.2986037
1311,Municipio/TIOC,Beni,Mamoré,San Joaquín,Rural,458.0,33.0,395.0,30.0,2.0,426.0,30.0,4.0,424.0,30.0,0.0,428.0,30.0,26.0,402.0,30.0,7.7102804,92.2897196,0.4672897,99.5327103,0.9345794,99.0654206,0.0,100.0,6.0747664,93.9252336
1312,Municipio/TIOC,Beni,Mamoré,San Ramón,San Ramón,1504.0,588.0,796.0,120.0,115.0,1269.0,120.0,29.0,1355.0,120.0,141.0,1243.0,120.0,357.0,1027.0,120.0,42.4855491,57.5144509,8.3092486,91.6907514,2.0953757,97.9046243,10.1878613,89.8121387,25.7947977,74.2052023
1313,Municipio/TIOC,Beni,Mamoré,San Ramón,Urbana,867.0,535.0,262.0,70.0,112.0,685.0,70.0,20.0,777.0,70.0,132.0,665.0,70.0,345.0,452.0,70.0,67.1267252,32.8732748,14.0526976,85.9473024,2.5094103,97.4905897,16.5621079,83.4378921,43.2873275,56.7126725
1314,Municipio/TIOC,Beni,Mamoré,San Ramón,Rural,637.0,53.0,534.0,50.0,3.0,584.0,50.0,9.0,578.0,50.0,9.0,578.0,50.0,12.0,575.0,50.0,9.0289608,90.9710392,0.5110733,99.4889267,1.5332198,98.4667802,1.5332198,98.4667802,2.044293,97.955707
1315,Municipio/TIOC,Beni,Mamoré,Puerto Siles,Puerto Siles,305.0,73.0,207.0,25.0,2.0,278.0,25.0,9.0,271.0,25.0,1.0,279.0,25.0,20.0,260.0,25.0,26.0714286,73.9285714,0.7142857,99.2857143,3.2142857,96.7857143,0.3571429,99.6428571,7.1428571,92.8571429
1316,Municipio/TIOC,Beni,Mamoré,Puerto Siles,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,
1317,Municipio/TIOC,Beni,Mamoré,Puerto Siles,Rural,305.0,73.0,207.0,25.0,2.0,278.0,25.0,9.0,271.0,25.0,1.0,279.0,25.0,20.0,260.0,25.0,26.0714286,73.9285714,0.7142857,99.2857143,3.2142857,96.7857143,0.3571429,99.6428571,7.1428571,92.8571429
1318,Provincia,Beni,Iténez,,Iténez,6041.0,2370.0,3239.0,432.0,298.0,5308.0,435.0,92.0,5514.0,435.0,278.0,5328.0,435.0,1123.0,4483.0,435.0,42.2535211,57.7464789,5.3157331,94.6842669,1.6410988,98.3589012,4.9589725,95.0410275,20.0321085,79.9678915
1319,Provincia,Beni,Iténez,,Urbana,3242.0,1795.0,1202.0,245.0,250.0,2746.0,246.0,60.0,2936.0,246.0,226.0,2769.0,247.0,943.0,2053.0,246.0,59.8932266,40.1067734,8.3444593,91.6555407,2.0026702,97.9973298,7.5459098,92.4540902,31.4753004,68.5246996
