N°,NIVEL,DEPARTAMENTO,PROVINCIA,MUNICIPIO/TIOC,ÁREA,NÚMERO DE VIVIENDAS | 2001 | Total,NÚMERO DE VIVIENDAS | 2001 | Tiene,NÚMERO DE VIVIENDAS | 2001 | No tiene,NÚMERO DE VIVIENDAS | 2012 | Total,NÚMERO DE VIVIENDAS | 2012 | Tiene,NÚMERO DE VIVIENDAS | 2012 | No tiene,NÚMERO DE VIVIENDAS | 2024 | Total,NÚMERO DE VIVIENDAS | 2024 | Tiene,NÚMERO DE VIVIENDAS | 2024 | No tiene,DISTRIBUCIÓN PORCENTUAL | 2001 | Tiene,DISTRIBUCIÓN PORCENTUAL | 2001 | No tiene,DISTRIBUCIÓN PORCENTUAL | 2012 | Tiene,DISTRIBUCIÓN PORCENTUAL | 2012 | No tiene,DISTRIBUCIÓN PORCENTUAL | 2024 | Tiene,DISTRIBUCIÓN PORCENTUAL | 2024 | No tiene
337,Municipio/TIOC,La Paz,Sur Yungas,La Asunta,La Asunta,4772,537,4235,13638,5217,8421,18380,13864,4516,11.2531433,88.7468567,38.2534096,61.7465904,75.429815,24.570185
338,Municipio/TIOC,La Paz,Sur Yungas,La Asunta,Urbana,,,,1009,763,246,1297,1266,31,,,75.6194252,24.3805748,97.6098689,2.3901311
339,Municipio/TIOC,La Paz,Sur Yungas,La Asunta,Rural,4772,537,4235,12629,4454,8175,17083,12598,4485,11.2531433,88.7468567,35.2680339,64.7319661,73.7458292,26.2541708
340,Provincia,La Paz,Los Andes,,Los Andes,19728,7196,12532,27292,19024,8268,46763,36193,10570,36.4760746,63.5239254,69.7054082,30.2945918,77.3966598,22.6033402
341,Provincia,La Paz,Los Andes,,Urbana,,,,700,645,55,12755,10057,2698,,,92.1428571,7.8571429,78.8475108,21.1524892
342,Provincia,La Paz,Los Andes,,Rural,19728,7196,12532,26592,18379,8213,34008,26136,7872,36.4760746,63.5239254,69.1147714,30.8852286,76.8525053,23.1474947
343,Municipio/TIOC,La Paz,Los Andes,Pucarani,Pucarani,7081,2808,4273,11121,7348,3773,21459,16071,5388,39.6554159,60.3445841,66.0731949,33.9268051,74.8916539,25.1083461
344,Municipio/TIOC,La Paz,Los Andes,Pucarani,Urbana,,,,,,,7346,5415,1931,,,,,73.7135856,26.2864144
345,Municipio/TIOC,La Paz,Los Andes,Pucarani,Rural,7081,2808,4273,11121,7348,3773,14113,10656,3457,39.6554159,60.3445841,66.0731949,33.9268051,75.5048537,24.4951463
346,Municipio/TIOC,La Paz,Los Andes,Laja,Laja,4457,1290,3167,7761,5460,2301,13613,10875,2738,28.9432354,71.0567646,70.3517588,29.6482412,79.8868728,20.1131272
347,Municipio/TIOC,La Paz,Los Andes,Laja,Urbana,,,,,,,4394,3706,688,,,,,84.3422849,15.6577151
348,Municipio/TIOC,La Paz,Los Andes,Laja,Rural,4457,1290,3167,7761,5460,2301,9219,7169,2050,28.9432354,71.0567646,70.3517588,29.6482412,77.7633149,22.2366851
349,Municipio/TIOC,La Paz,Los Andes,Batallas,Batallas,5739,2213,3526,6062,4417,1645,8503,6687,1816,38.5607249,61.4392751,72.8637413,27.1362587,78.6428319,21.3571681
350,Municipio/TIOC,La Paz,Los Andes,Batallas,Urbana,,,,700,645,55,1015,936,79,,,92.1428571,7.8571429,92.2167488,7.7832512
351,Municipio/TIOC,La Paz,Los Andes,Batallas,Rural,5739,2213,3526,5362,3772,1590,7488,5751,1737,38.5607249,61.4392751,70.3468855,29.6531145,76.8028846,23.1971154
352,Municipio/TIOC,La Paz,Los Andes,Puerto Pérez,Puerto Pérez,2451,885,1566,2348,1799,549,3188,2560,628,36.1077111,63.8922889,76.6183986,23.3816014,80.3011292,19.6988708
353,Municipio/TIOC,La Paz,Los Andes,Puerto Pérez,Urbana,,,,,,,,,,,,,,,
354,Municipio/TIOC,La Paz,Los Andes,Puerto Pérez,Rural,2451,885,1566,2348,1799,549,3188,2560,628,36.1077111,63.8922889,76.6183986,23.3816014,80.3011292,19.6988708
355,Provincia,La Paz,Aroma,,Aroma,23550,6186,17364,31288,20747,10541,42289,32997,9292,26.2675159,73.7324841,66.3097673,33.6902327,78.027383,21.972617
356,Provincia,La Paz,Aroma,,Urbana,4946,2652,2294,8433,6920,1513,12480,10668,1812,53.6190861,46.3809139,82.0585794,17.9414206,85.4807692,14.5192308
357,Provincia,La Paz,Aroma,,Rural,18604,3534,15070,22855,13827,9028,29809,22329,7480,18.9959149,81.0040851,60.4987968,39.5012032,74.9069073,25.0930927
358,Municipio/TIOC,La Paz,Aroma,Sicasica,Sicasica,7144,1802,5342,9420,6263,3157,12627,9614,3013,25.2239642,74.7760358,66.4861996,33.5138004,76.1384335,23.8615665
359,Municipio/TIOC,La Paz,Aroma,Sicasica,Urbana,1795,925,870,3024,2481,543,3749,3153,596,51.5320334,48.4679666,82.0436508,17.9563492,84.1024273,15.8975727
360,Municipio/TIOC,La Paz,Aroma,Sicasica,Rural,5349,877,4472,6396,3782,2614,8878,6461,2417,16.395588,83.604412,59.1307067,40.8692933,72.7753999,27.2246001
361,Municipio/TIOC,La Paz,Aroma,Umala,Umala,2950,498,2452,3249,1860,1389,3921,3005,916,16.8813559,83.1186441,57.2483841,42.7516159,76.6386126,23.3613874
362,Municipio/TIOC,La Paz,Aroma,Umala,Urbana,,,,,,,,,,,,,,,
363,Municipio/TIOC,La Paz,Aroma,Umala,Rural,2950,498,2452,3249,1860,1389,3921,3005,916,16.8813559,83.1186441,57.2483841,42.7516159,76.6386126,23.3613874
364,Municipio/TIOC,La Paz,Aroma,Ayo Ayo,Ayo Ayo,1973,278,1695,2823,1698,1125,4794,3220,1574,14.0902179,85.9097821,60.1487779,39.8512221,67.1672924,32.8327076
365,Municipio/TIOC,La Paz,Aroma,Ayo Ayo,Urbana,,,,,,,,,,,,,,,
366,Municipio/TIOC,La Paz,Aroma,Ayo Ayo,Rural,1973,278,1695,2823,1698,1125,4794,3220,1574,14.0902179,85.9097821,60.1487779,39.8512221,67.1672924,32.8327076
367,Municipio/TIOC,La Paz,Aroma,Calamarca,Calamarca,3042,680,2362,3827,2555,1272,5467,4422,1045,22.3537147,77.6462853,66.7624771,33.2375229,80.8853119,19.1146881
368,Municipio/TIOC,La Paz,Aroma,Calamarca,Urbana,,,,,,,,,,,,,,,
369,Municipio/TIOC,La Paz,Aroma,Calamarca,Rural,3042,680,2362,3827,2555,1272,5467,4422,1045,22.3537147,77.6462853,66.7624771,33.2375229,80.8853119,19.1146881
370,Municipio/TIOC,La Paz,Aroma,Patacamaya,Patacamaya,5732,2405,3327,7497,5598,1899,9347,7908,1439,41.957432,58.042568,74.6698679,25.3301321,84.604686,15.395314
371,Municipio/TIOC,La Paz,Aroma,Patacamaya,Urbana,2604,1601,1003,3794,3180,614,5100,4535,565,61.4823349,38.5176651,83.8165525,16.1834475,88.9215686,11.0784314
372,Municipio/TIOC,La Paz,Aroma,Patacamaya,Rural,3128,804,2324,3703,2418,1285,4247,3373,874,25.7033248,74.2966752,65.2984067,34.7015933,79.4207676,20.5792324
373,Municipio/TIOC,La Paz,Aroma,Colquencha,Colquencha,1968,319,1649,3200,1907,1293,4480,3418,1062,16.2093496,83.7906504,59.59375,40.40625,76.2946429,23.7053571
374,Municipio/TIOC,La Paz,Aroma,Colquencha,Urbana,547,126,421,892,713,179,2627,2079,548,23.0347349,76.9652651,79.9327354,20.0672646,79.1397031,20.8602969
375,Municipio/TIOC,La Paz,Aroma,Colquencha,Rural,1421,193,1228,2308,1194,1114,1853,1339,514,13.5819845,86.4180155,51.7331023,48.2668977,72.2611981,27.7388019
376,Municipio/TIOC,La Paz,Aroma,Collana,Collana,741,204,537,1272,866,406,1653,1410,243,27.5303644,72.4696356,68.081761,31.918239,85.2994555,14.7005445
377,Municipio/TIOC,La Paz,Aroma,Collana,Urbana,,,,723,546,177,1004,901,103,,,75.5186722,24.4813278,89.7410359,10.2589641
378,Municipio/TIOC,La Paz,Aroma,Collana,Rural,741,204,537,549,320,229,649,509,140,27.5303644,72.4696356,58.287796,41.712204,78.4283513,21.5716487
379,Provincia,La Paz,Nor Yungas,,Nor Yungas,6342,3742,2600,12376,9737,2639,19289,16578,2711,59.0034689,40.9965311,78.6764706,21.3235294,85.9453575,14.0546425
380,Provincia,La Paz,Nor Yungas,,Urbana,1222,1025,197,844,833,11,2274,2226,48,83.8788871,16.1211129,98.6966825,1.3033175,97.8891821,2.1108179
381,Provincia,La Paz,Nor Yungas,,Rural,5120,2717,2403,11532,8904,2628,17015,14352,2663,53.0664062,46.9335938,77.2112383,22.7887617,84.3491037,15.6508963
382,Municipio/TIOC,La Paz,Nor Yungas,Coroico,Coroico,3306,1697,1609,6996,5063,1933,10376,8237,2139,51.3309135,48.6690865,72.3699257,27.6300743,79.3851195,20.6148805
383,Municipio/TIOC,La Paz,Nor Yungas,Coroico,Urbana,610,540,70,844,833,11,1091,1061,30,88.5245902,11.4754098,98.6966825,1.3033175,97.2502291,2.7497709
384,Municipio/TIOC,La Paz,Nor Yungas,Coroico,Rural,2696,1157,1539,6152,4230,1922,9285,7176,2109,42.9154303,57.0845697,68.7581274,31.2418726,77.2859451,22.7140549
385,Municipio/TIOC,La Paz,Nor Yungas,Coripata,Coripata,3036,2045,991,5380,4674,706,8913,8341,572,67.3583663,32.6416337,86.8773234,13.1226766,93.5824077,6.4175923
386,Municipio/TIOC,La Paz,Nor Yungas,Coripata,Urbana,612,485,127,,,,1183,1165,18,79.248366,20.751634,,,98.4784446,1.5215554
387,Municipio/TIOC,La Paz,Nor Yungas,Coripata,Rural,2424,1560,864,5380,4674,706,7730,7176,554,64.3564356,35.6435644,86.8773234,13.1226766,92.8331177,7.1668823
388,Provincia,La Paz,Abel Iturralde,,Abel Iturralde,2442,806,1636,4275,2627,1648,6155,4782,1373,33.005733,66.994267,61.4502924,38.5497076,77.6929326,22.3070674
389,Provincia,La Paz,Abel Iturralde,,Urbana,433,334,99,1827,1633,194,2499,2375,124,77.1362587,22.8637413,89.3814997,10.6185003,95.0380152,4.9619848
390,Provincia,La Paz,Abel Iturralde,,Rural,2009,472,1537,2448,994,1454,3656,2407,1249,23.4942758,76.5057242,40.6045752,59.3954248,65.8369803,34.1630197
391,Municipio/TIOC,La Paz,Abel Iturralde,Ixiamas,Ixiamas,1197,291,906,2270,1284,986,3306,2263,1043,24.3107769,75.6892231,56.5638767,43.4361233,68.4513007,31.5486993
392,Municipio/TIOC,La Paz,Abel Iturralde,Ixiamas,Urbana,,,,985,824,161,1343,1264,79,,,83.6548223,16.3451777,94.1176471,5.8823529
393,Municipio/TIOC,La Paz,Abel Iturralde,Ixiamas,Rural,1197,291,906,1285,460,825,1963,999,964,24.3107769,75.6892231,35.7976654,64.2023346,50.8914926,49.1085074
394,Municipio/TIOC,La Paz,Abel Iturralde,San Buenaventura,San Buenaventura,1245,515,730,2005,1343,662,2849,2519,330,41.3654618,58.6345382,66.9825436,33.0174564,88.4169884,11.5830116
395,Municipio/TIOC,La Paz,Abel Iturralde,San Buenaventura,Urbana,433,334,99,842,809,33,1156,1111,45,77.1362587,22.8637413,96.0807601,3.9192399,96.1072664,3.8927336
396,Municipio/TIOC,La Paz,Abel Iturralde,San Buenaventura,Rural,812,181,631,1163,534,629,1693,1408,285,22.2906404,77.7093596,45.9157352,54.0842648,83.1659776,16.8340224
397,Provincia,La Paz,Bautista Saavedra,,Bautista Saavedra,3122,313,2809,4532,2454,2078,6678,5063,1615,10.0256246,89.9743754,54.1482789,45.8517211,75.8161126,24.1838874
398,Provincia,La Paz,Bautista Saavedra,,Urbana,,,,634,479,155,759,654,105,,,75.5520505,24.4479495,86.1660079,13.8339921
399,Provincia,La Paz,Bautista Saavedra,,Rural,3122,313,2809,3898,1975,1923,5919,4409,1510,10.0256246,89.9743754,50.6670087,49.3329913,74.4889339,25.5110661
400,Municipio/TIOC,La Paz,Bautista Saavedra,Charazani,Charazani,2507,273,2234,3550,1952,1598,5022,3952,1070,10.8895094,89.1104906,54.9859155,45.0140845,78.6937475,21.3062525
401,Municipio/TIOC,La Paz,Bautista Saavedra,Charazani,Urbana,,,,634,479,155,759,654,105,,,75.5520505,24.4479495,86.1660079,13.8339921
402,Municipio/TIOC,La Paz,Bautista Saavedra,Charazani,Rural,2507,273,2234,2916,1473,1443,4263,3298,965,10.8895094,89.1104906,50.5144033,49.4855967,77.3633591,22.6366409
403,Municipio/TIOC,La Paz,Bautista Saavedra,Curva,Curva,615,40,575,982,502,480,1656,1111,545,6.504065,93.495935,51.1201629,48.8798371,67.089372,32.910628
404,Municipio/TIOC,La Paz,Bautista Saavedra,Curva,Urbana,,,,,,,,,,,,,,,
405,Municipio/TIOC,La Paz,Bautista Saavedra,Curva,Rural,615,40,575,982,502,480,1656,1111,545,6.504065,93.495935,51.1201629,48.8798371,67.089372,32.910628
406,Provincia,La Paz,Manco Kapac,,Manco Kapac,7025,3773,3252,8906,6584,2322,11922,9406,2516,53.7081851,46.2918149,73.9276892,26.0723108,78.8961584,21.1038416
407,Provincia,La Paz,Manco Kapac,,Urbana,1153,881,272,2539,2147,392,2973,2569,404,76.4093669,23.5906331,84.5608507,15.4391493,86.4110326,13.5889674
408,Provincia,La Paz,Manco Kapac,,Rural,5872,2892,2980,6367,4437,1930,8949,6837,2112,49.2506812,50.7493188,69.6874509,30.3125491,76.3995977,23.6004023
409,Municipio/TIOC,La Paz,Manco Kapac,Copacabana,Copacabana,4085,2426,1659,5144,4124,1020,6817,5456,1361,59.3880049,40.6119951,80.1710731,19.8289269,80.0352061,19.9647939
410,Municipio/TIOC,La Paz,Manco Kapac,Copacabana,Urbana,1153,881,272,1923,1700,223,2502,2182,320,76.4093669,23.5906331,88.4035361,11.5964639,87.2102318,12.7897682
411,Municipio/TIOC,La Paz,Manco Kapac,Copacabana,Rural,2932,1545,1387,3221,2424,797,4315,3274,1041,52.6944065,47.3055935,75.2561316,24.7438684,75.8748552,24.1251448
412,Municipio/TIOC,La Paz,Manco Kapac,San Pedro de Tiquina,San Pedro de Tiquina,2171,1071,1100,2467,1661,806,3631,2922,709,49.332105,50.667895,67.3287394,32.6712606,80.4736987,19.5263013
413,Municipio/TIOC,La Paz,Manco Kapac,San Pedro de Tiquina,Urbana,,,,,,,,,,,,,,,
414,Municipio/TIOC,La Paz,Manco Kapac,San Pedro de Tiquina,Rural,2171,1071,1100,2467,1661,806,3631,2922,709,49.332105,50.667895,67.3287394,32.6712606,80.4736987,19.5263013
415,Municipio/TIOC,La Paz,Manco Kapac,Tito Yupanqui,Tito Yupanqui,769,276,493,1295,799,496,1474,1028,446,35.8907672,64.1092328,61.6988417,38.3011583,69.7421981,30.2578019
416,Municipio/TIOC,La Paz,Manco Kapac,Tito Yupanqui,Urbana,,,,616,447,169,471,387,84,,,72.5649351,27.4350649,82.1656051,17.8343949
417,Municipio/TIOC,La Paz,Manco Kapac,Tito Yupanqui,Rural,769,276,493,679,352,327,1003,641,362,35.8907672,64.1092328,51.8409426,48.1590574,63.9082752,36.0917248
418,Provincia,La Paz,Gualberto Villarroel,,Gualberto Villarroel,4494,60,4434,6026,2912,3114,7253,5200,2053,1.3351135,98.6648865,48.3239296,51.6760704,71.6944713,28.3055287
419,Provincia,La Paz,Gualberto Villarroel,,Urbana,,,,,,,,,,,,,,,
420,Provincia,La Paz,Gualberto Villarroel,,Rural,4494,60,4434,6026,2912,3114,7253,5200,2053,1.3351135,98.6648865,48.3239296,51.6760704,71.6944713,28.3055287
421,Municipio/TIOC,La Paz,Gualberto Villarroel,San Pedro de Curahuara,San Pedro de Curahuara,2173,25,2148,2828,1248,1580,3484,2606,878,1.1504832,98.8495168,44.1301273,55.8698727,74.7990815,25.2009185
422,Municipio/TIOC,La Paz,Gualberto Villarroel,San Pedro de Curahuara,Urbana,,,,,,,,,,,,,,,
423,Municipio/TIOC,La Paz,Gualberto Villarroel,San Pedro de Curahuara,Rural,2173,25,2148,2828,1248,1580,3484,2606,878,1.1504832,98.8495168,44.1301273,55.8698727,74.7990815,25.2009185
424,Municipio/TIOC,La Paz,Gualberto Villarroel,Papel Pampa,Papel Pampa,1808,29,1779,2429,1212,1217,2888,2026,862,1.6039823,98.3960177,49.897077,50.102923,70.1523546,29.8476454
425,Municipio/TIOC,La Paz,Gualberto Villarroel,Papel Pampa,Urbana,,,,,,,,,,,,,,,
426,Municipio/TIOC,La Paz,Gualberto Villarroel,Papel Pampa,Rural,1808,29,1779,2429,1212,1217,2888,2026,862,1.6039823,98.3960177,49.897077,50.102923,70.1523546,29.8476454
427,Municipio/TIOC,La Paz,Gualberto Villarroel,Chacarilla,Chacarilla,513,6,507,769,452,317,881,568,313,1.1695906,98.8304094,58.7776333,41.2223667,64.4721907,35.5278093
428,Municipio/TIOC,La Paz,Gualberto Villarroel,Chacarilla,Urbana,,,,,,,,,,,,,,,
429,Municipio/TIOC,La Paz,Gualberto Villarroel,Chacarilla,Rural,513,6,507,769,452,317,881,568,313,1.1695906,98.8304094,58.7776333,41.2223667,64.4721907,35.5278093
430,Provincia,La Paz,General José Manuel Pando,,General José Manuel Pando,2089,177,1912,2566,1164,1402,4651,3560,1091,8.4729536,91.5270464,45.3624318,54.6375682,76.542679,23.457321
431,Provincia,La Paz,General José Manuel Pando,,Urbana,,,,,,,,,,,,,,,
432,Provincia,La Paz,General José Manuel Pando,,Rural,2089,177,1912,2566,1164,1402,4651,3560,1091,8.4729536,91.5270464,45.3624318,54.6375682,76.542679,23.457321
433,Municipio/TIOC,La Paz,General José Manuel Pando,Santiago de Machaca,Santiago de Machaca,1608,159,1449,1830,766,1064,2956,2245,711,9.8880597,90.1119403,41.8579235,58.1420765,75.947226,24.052774
434,Municipio/TIOC,La Paz,General José Manuel Pando,Santiago de Machaca,Urbana,,,,,,,,,,,,,,,
435,Municipio/TIOC,La Paz,General José Manuel Pando,Santiago de Machaca,Rural,1608,159,1449,1830,766,1064,2956,2245,711,9.8880597,90.1119403,41.8579235,58.1420765,75.947226,24.052774
436,Municipio/TIOC,La Paz,General José Manuel Pando,Catacora,Catacora,481,18,463,736,398,338,1695,1315,380,3.7422037,96.2577963,54.076087,45.923913,77.5811209,22.4188791
437,Municipio/TIOC,La Paz,General José Manuel Pando,Catacora,Urbana,,,,,,,,,,,,,,,
438,Municipio/TIOC,La Paz,General José Manuel Pando,Catacora,Rural,481,18,463,736,398,338,1695,1315,380,3.7422037,96.2577963,54.076087,45.923913,77.5811209,22.4188791
439,Provincia,La Paz,Caranavi,,Caranavi,14293,3877,10416,21231,12174,9057,25572,20285,5287,27.1251662,72.8748338,57.3406811,42.6593189,79.325043,20.674957
440,Provincia,La Paz,Caranavi,,Urbana,3006,2585,421,4460,3885,575,7802,7108,694,85.9946773,14.0053227,87.1076233,12.8923767,91.1048449,8.8951551
441,Provincia,La Paz,Caranavi,,Rural,11287,1292,9995,16771,8289,8482,17770,13177,4593,11.4467972,88.5532028,49.424602,50.575398,74.153067,25.846933
442,Municipio/TIOC,La Paz,Caranavi,Caranavi,Caranavi,12215,3546,8669,17021,10218,6803,21081,17521,3560,29.0298813,70.9701187,60.0317255,39.9682745,83.1127556,16.8872444
443,Municipio/TIOC,La Paz,Caranavi,Caranavi,Urbana,3006,2585,421,4460,3885,575,7802,7108,694,85.9946773,14.0053227,87.1076233,12.8923767,91.1048449,8.8951551
444,Municipio/TIOC,La Paz,Caranavi,Caranavi,Rural,9209,961,8248,12561,6333,6228,13279,10413,2866,10.4354436,89.5645564,50.4179604,49.5820396,78.4170495,21.5829505
445,Municipio/TIOC,La Paz,Caranavi,Alto Beni,Alto Beni,2078,331,1747,4210,1956,2254,4491,2764,1727,15.9287777,84.0712223,46.4608076,53.5391924,61.5453128,38.4546872
446,Municipio/TIOC,La Paz,Caranavi,Alto Beni,Urbana,,,,,,,,,,,,,,,
447,Municipio/TIOC,La Paz,Caranavi,Alto Beni,Rural,2078,331,1747,4210,1956,2254,4491,2764,1727,15.9287777,84.0712223,46.4608076,53.5391924,61.5453128,38.4546872
448,Departamento,Cochabamba,,,Cochabamba,352411,240099,112312,516608,417241,99367,675064,588067,86997,68.1303932,31.8696068,80.7654934,19.2345066,87.1127775,12.8872225
449,Departamento,Cochabamba,,,Urbana,201445,185702,15743,330051,316318,13733,442960,430477,12483,92.1849636,7.8150364,95.8391279,4.1608721,97.1819126,2.8180874
450,Departamento,Cochabamba,,,Rural,150966,54397,96569,186557,100923,85634,232104,157590,74514,36.0326166,63.9673834,54.0976752,45.9023248,67.8962879,32.1037121
451,Provincia,Cochabamba,Cercado,,Cercado,123477,114908,8569,177376,170372,7004,212273,207642,4631,93.060246,6.939754,96.051326,3.948674,97.8183754,2.1816246
452,Provincia,Cochabamba,Cercado,,Urbana,123391,114865,8526,177376,170372,7004,212257,207640,4617,93.0902578,6.9097422,96.051326,3.948674,97.8248067,2.1751933
453,Provincia,Cochabamba,Cercado,,Rural,86,43,43,,,,16,2,14,50,50,,,12.5,87.5
454,Municipio/TIOC,Cochabamba,Cercado,Cochabamba,Cochabamba,123477,114908,8569,177376,170372,7004,212273,207642,4631,93.060246,6.939754,96.051326,3.948674,97.8183754,2.1816246
455,Municipio/TIOC,Cochabamba,Cercado,Cochabamba,Urbana,123391,114865,8526,177376,170372,7004,212257,207640,4617,93.0902578,6.9097422,96.051326,3.948674,97.8248067,2.1751933
456,Municipio/TIOC,Cochabamba,Cercado,Cochabamba,Rural,86,43,43,,,,16,2,14,50,50,,,12.5,87.5
457,Provincia,Cochabamba,Campero,,Campero,8611,2614,5997,9470,5918,3552,10796,8642,2154,30.3565207,69.6434793,62.4920803,37.5079197,80.048166,19.951834
458,Provincia,Cochabamba,Campero,,Urbana,1725,1313,412,2826,2717,109,3351,3272,79,76.115942,23.884058,96.1429582,3.8570418,97.6424948,2.3575052
459,Provincia,Cochabamba,Campero,,Rural,6886,1301,5585,6644,3201,3443,7445,5370,2075,18.8934069,81.1065931,48.1788079,51.8211921,72.1289456,27.8710544
460,Municipio/TIOC,Cochabamba,Campero,Aiquile,Aiquile,6118,1835,4283,6499,3993,2506,7123,5647,1476,29.9934619,70.0065381,61.4402216,38.5597784,79.2783939,20.7216061
461,Municipio/TIOC,Cochabamba,Campero,Aiquile,Urbana,1725,1313,412,2282,2201,81,2680,2638,42,76.115942,23.884058,96.450482,3.549518,98.4328358,1.5671642
462,Municipio/TIOC,Cochabamba,Campero,Aiquile,Rural,4393,522,3871,4217,1792,2425,4443,3009,1434,11.8825404,88.1174596,42.4946645,57.5053355,67.7245105,32.2754895
463,Municipio/TIOC,Cochabamba,Campero,Pasorapa,Pasorapa,1099,231,868,1537,837,700,1753,1271,482,21.0191083,78.9808917,54.4567339,45.5432661,72.5042784,27.4957216
464,Municipio/TIOC,Cochabamba,Campero,Pasorapa,Urbana,,,,544,516,28,671,634,37,,,94.8529412,5.1470588,94.485842,5.514158
465,Municipio/TIOC,Cochabamba,Campero,Pasorapa,Rural,1099,231,868,993,321,672,1082,637,445,21.0191083,78.9808917,32.326284,67.673716,58.8724584,41.1275416
466,Municipio/TIOC,Cochabamba,Campero,Omereque,Omereque,1394,548,846,1434,1088,346,1920,1724,196,39.3113343,60.6886657,75.8716876,24.1283124,89.7916667,10.2083333
467,Municipio/TIOC,Cochabamba,Campero,Omereque,Urbana,,,,,,,,,,,,,,,
468,Municipio/TIOC,Cochabamba,Campero,Omereque,Rural,1394,548,846,1434,1088,346,1920,1724,196,39.3113343,60.6886657,75.8716876,24.1283124,89.7916667,10.2083333
469,Provincia,Cochabamba,Ayopaya,,Ayopaya,14144,1727,12417,16203,7791,8412,21034,13779,7255,12.2101244,87.7898756,48.0836882,51.9163118,65.5082248,34.4917752
470,Provincia,Cochabamba,Ayopaya,,Urbana,502,355,147,,,,,,,70.7171315,29.2828685,,,,
471,Provincia,Cochabamba,Ayopaya,,Rural,13642,1372,12270,16203,7791,8412,21034,13779,7255,10.0571764,89.9428236,48.0836882,51.9163118,65.5082248,34.4917752
472,Municipio/TIOC,Cochabamba,Ayopaya,Ayopaya,Ayopaya,6398,1033,5365,7347,3522,3825,8442,6027,2415,16.1456705,83.8543295,47.9379339,52.0620661,71.3930348,28.6069652
473,Municipio/TIOC,Cochabamba,Ayopaya,Ayopaya,Urbana,502,355,147,,,,,,,70.7171315,29.2828685,,,,
474,Municipio/TIOC,Cochabamba,Ayopaya,Ayopaya,Rural,5896,678,5218,7347,3522,3825,8442,6027,2415,11.4993216,88.5006784,47.9379339,52.0620661,71.3930348,28.6069652
475,Municipio/TIOC,Cochabamba,Ayopaya,Morochata,Morochata,3875,571,3304,3936,1797,2139,5081,3157,1924,14.7354839,85.2645161,45.6554878,54.3445122,62.1334383,37.8665617
476,Municipio/TIOC,Cochabamba,Ayopaya,Morochata,Urbana,,,,,,,,,,,,,,,
477,Municipio/TIOC,Cochabamba,Ayopaya,Morochata,Rural,3875,571,3304,3936,1797,2139,5081,3157,1924,14.7354839,85.2645161,45.6554878,54.3445122,62.1334383,37.8665617
478,Municipio/TIOC,Cochabamba,Ayopaya,Cocapata,Cocapata,3871,123,3748,4920,2472,2448,7511,4595,2916,3.1774735,96.8225265,50.2439024,49.7560976,61.1769405,38.8230595
479,Municipio/TIOC,Cochabamba,Ayopaya,Cocapata,Urbana,,,,,,,,,,,,,,,
480,Municipio/TIOC,Cochabamba,Ayopaya,Cocapata,Rural,3871,123,3748,4920,2472,2448,7511,4595,2916,3.1774735,96.8225265,50.2439024,49.7560976,61.1769405,38.8230595
481,Provincia,Cochabamba,Esteban Arze,,Esteban Arze,8623,4145,4478,12234,8113,4121,20096,13935,6161,48.0691175,51.9308825,66.3151872,33.6848128,69.3421576,30.6578424
482,Provincia,Cochabamba,Esteban Arze,,Urbana,839,745,94,2238,1869,369,8824,6202,2622,88.7961859,11.2038141,83.5120643,16.4879357,70.2855848,29.7144152
483,Provincia,Cochabamba,Esteban Arze,,Rural,7784,3400,4384,9996,6244,3752,11272,7733,3539,43.6793422,56.3206578,62.464986,37.535014,68.6036196,31.3963804
484,Municipio/TIOC,Cochabamba,Esteban Arze,Tarata,Tarata,2246,1379,867,2593,1842,751,4030,3073,957,61.398041,38.601959,71.0374084,28.9625916,76.2531017,23.7468983
485,Municipio/TIOC,Cochabamba,Esteban Arze,Tarata,Urbana,839,745,94,1084,1007,77,1431,1375,56,88.7961859,11.2038141,92.896679,7.103321,96.0866527,3.9133473
486,Municipio/TIOC,Cochabamba,Esteban Arze,Tarata,Rural,1407,634,773,1509,835,674,2599,1698,901,45.0604122,54.9395878,55.3346587,44.6653413,65.3328203,34.6671797
487,Municipio/TIOC,Cochabamba,Esteban Arze,Anzaldo,Anzaldo,2650,404,2246,2636,1369,1267,3362,2064,1298,15.245283,84.754717,51.9347496,48.0652504,61.3920286,38.6079714
488,Municipio/TIOC,Cochabamba,Esteban Arze,Anzaldo,Urbana,,,,,,,,,,,,,,,
489,Municipio/TIOC,Cochabamba,Esteban Arze,Anzaldo,Rural,2650,404,2246,2636,1369,1267,3362,2064,1298,15.245283,84.754717,51.9347496,48.0652504,61.3920286,38.6079714
490,Municipio/TIOC,Cochabamba,Esteban Arze,Arbieto,Arbieto,2538,2081,457,5532,4200,1332,10848,7771,3077,81.9936958,18.0063042,75.9219089,24.0780911,71.6353245,28.3646755
491,Municipio/TIOC,Cochabamba,Esteban Arze,Arbieto,Urbana,,,,1154,862,292,7393,4827,2566,,,74.6967071,25.3032929,65.291492,34.708508
492,Municipio/TIOC,Cochabamba,Esteban Arze,Arbieto,Rural,2538,2081,457,4378,3338,1040,3455,2944,511,81.9936958,18.0063042,76.2448607,23.7551393,85.2098408,14.7901592
