N°,NIVEL,DEPARTAMENTO,PROVINCIA,MUNICIPIO/TIOC,ÁREA,NÚMERO DE VIVIENDAS | 2001 | Total,NÚMERO DE VIVIENDAS | 2001 | Leña,"NÚMERO DE VIVIENDAS | 2001 | Guano, bosta, taquia",NÚMERO DE VIVIENDAS | 2001 | Kerosén,NÚMERO DE VIVIENDAS | 2001 | Gas,NÚMERO DE VIVIENDAS | 2001 | Electricidad,NÚMERO DE VIVIENDAS | 2001 | Otro,NÚMERO DE VIVIENDAS | 2001 | No utiliza,NÚMERO DE VIVIENDAS | 2012 | Total,NÚMERO DE VIVIENDAS | 2012 | Leña,"NÚMERO DE VIVIENDAS | 2012 | Guano, bosta, taquia",NÚMERO DE VIVIENDAS | 2012 | Energía solar,NÚMERO DE VIVIENDAS | 2012 | Gas domiciliario (por cañería),NÚMERO DE VIVIENDAS | 2012 | Gas en garrafa,NÚMERO DE VIVIENDAS | 2012 | Electricidad,NÚMERO DE VIVIENDAS | 2012 | Otro,NÚMERO DE VIVIENDAS | 2012 | No cocina,NÚMERO DE VIVIENDAS | 2024 | Total,NÚMERO DE VIVIENDAS | 2024 | Leña,"NÚMERO DE VIVIENDAS | 2024 | Guano, bosta, taquia",NÚMERO DE VIVIENDAS | 2024 | Energía solar,NÚMERO DE VIVIENDAS | 2024 | Gas domiciliario (por cañería),NÚMERO DE VIVIENDAS | 2024 | Gas en garrafa,NÚMERO DE VIVIENDAS | 2024 | Electricidad,NÚMERO DE VIVIENDAS | 2024 | Otro,NÚMERO DE VIVIENDAS | 2024 | No cocina,DISTRIBUCIÓN PORCENTUAL | 2001 | Leña,"DISTRIBUCIÓN PORCENTUAL | 2001 | Guano, bosta, taquia",DISTRIBUCIÓN PORCENTUAL | 2001 | Kerosén,DISTRIBUCIÓN PORCENTUAL | 2001 | Gas,DISTRIBUCIÓN PORCENTUAL | 2001 | Electricidad,DISTRIBUCIÓN PORCENTUAL | 2001 | Otro,DISTRIBUCIÓN PORCENTUAL | 2001 | No utiliza,DISTRIBUCIÓN PORCENTUAL | 2012 | Leña,"DISTRIBUCIÓN PORCENTUAL | 2012 | Guano, bosta, taquia",DISTRIBUCIÓN PORCENTUAL | 2012 | Energía solar,DISTRIBUCIÓN PORCENTUAL | 2012 | Gas domiciliario (por cañería),DISTRIBUCIÓN PORCENTUAL | 2012 | Gas en garrafa,DISTRIBUCIÓN PORCENTUAL | 2012 | Electricidad,DISTRIBUCIÓN PORCENTUAL | 2012 | Otro,DISTRIBUCIÓN PORCENTUAL | 2012 | No cocina,DISTRIBUCIÓN PORCENTUAL | 2024 | Leña,"DISTRIBUCIÓN PORCENTUAL | 2024 | Guano, bosta, taquia",DISTRIBUCIÓN PORCENTUAL | 2024 | Energía solar,DISTRIBUCIÓN PORCENTUAL | 2024 | Gas domiciliario (por cañería),DISTRIBUCIÓN PORCENTUAL | 2024 | Gas en garrafa,DISTRIBUCIÓN PORCENTUAL | 2024 | Electricidad,DISTRIBUCIÓN PORCENTUAL | 2024 | Otro,DISTRIBUCIÓN PORCENTUAL | 2024 | No cocina
1186,Provincia,Santa Cruz,Ñuflo de Chávez,,Ñuflo de Chávez,17360,12950,25,30,4166,7,20,162,28102,11336,77,25,0,16025,88,24,527,38255,9790,18,7,1852,25555,161,38,834,74.5967742,0.1440092,0.1728111,23.9976959,0.0403226,0.1152074,0.9331797,40.3387659,0.2740019,0.0889616,0,57.0244111,0.313145,0.0854032,1.8753114,25.591426,0.0470527,0.0182983,4.8411972,66.8017253,0.42086,0.0993334,2.1801072
1187,Provincia,Santa Cruz,Ñuflo de Chávez,,Urbana,5282,2809,12,10,2332,2,6,111,12417,1910,1,8,0,10088,25,17,368,18864,1303,0,1,1800,15245,37,11,467,53.1806134,0.2271867,0.1893222,44.1499432,0.0378644,0.1135933,2.1014767,15.3821374,0.0080535,0.0644278,0,81.2434566,0.2013369,0.1369091,2.9636788,6.9073367,0,0.0053011,9.5419847,80.8153096,0.1961408,0.0583121,2.4756149
1188,Provincia,Santa Cruz,Ñuflo de Chávez,,Rural,12078,10141,13,20,1834,5,14,51,15685,9426,76,17,0,5937,63,7,159,19391,8487,18,6,52,10310,124,27,367,83.9625766,0.1076337,0.1655903,15.1846332,0.0413976,0.1159132,0.4222553,60.0956328,0.4845394,0.1083838,0,37.8514504,0.4016576,0.0446286,1.0137074,43.7677273,0.0928266,0.0309422,0.2681656,53.1689959,0.6394719,0.1392399,1.8926306
1189,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,Concepción,Concepción,2485,1940,5,9,512,2,5,12,4261,2452,0,1,0,1715,9,5,79,9407,4801,7,0,34,4424,10,3,128,78.0684105,0.2012072,0.362173,20.6036217,0.0804829,0.2012072,0.4828974,57.5451772,0,0.0234687,0,40.2487679,0.211218,0.1173433,1.8540249,51.0364622,0.0744127,0,0.361433,47.0288083,0.1063038,0.0318911,1.3606888
1190,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,Concepción,Urbana,983,507,3,5,458,1,0,9,2292,709,0,0,0,1505,6,3,69,4163,869,0,0,14,3182,6,0,92,51.5768057,0.3051882,0.508647,46.5920651,0.1017294,0,0.9155646,30.9336824,0,0,0,65.6631763,0.2617801,0.1308901,3.0104712,20.8743694,0,0,0.3362959,76.435263,0.1441268,0,2.2099448
1191,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,Concepción,Rural,1502,1433,2,4,54,1,5,3,1969,1743,0,1,0,210,3,2,10,5244,3932,7,0,20,1242,4,3,36,95.4061252,0.1331558,0.2663116,3.5952064,0.0665779,0.3328895,0.1997337,88.5220924,0,0.0507872,0,10.6653123,0.1523616,0.1015744,0.507872,74.9809306,0.1334859,0,0.3813883,23.6842105,0.0762777,0.0572082,0.6864989
1192,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,San Javier,San Javier,1978,1340,3,8,606,1,1,19,3185,1381,1,3,0,1737,3,2,58,3941,1047,3,1,14,2828,7,0,41,67.7451972,0.1516684,0.4044489,30.6370071,0.0505561,0.0505561,0.9605662,43.3594976,0.0313972,0.0941915,0,54.5368917,0.0941915,0.0627943,1.8210361,26.5668612,0.0761228,0.0253743,0.3552398,71.7584369,0.1776199,0,1.0403451
1193,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,San Javier,Urbana,1006,458,1,0,532,0,0,15,1677,265,0,0,0,1372,1,1,38,2107,106,0,0,5,1960,3,0,33,45.526839,0.0994036,0,52.8827038,0,0,1.4910537,15.8020274,0,0,0,81.8127609,0.0596303,0.0596303,2.2659511,5.0308495,0,0,0.2373042,93.0232558,0.1423825,0,1.5662079
1194,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,San Javier,Rural,972,882,2,8,74,1,1,4,1508,1116,1,3,0,365,2,1,20,1834,941,3,1,9,868,4,0,8,90.7407407,0.2057613,0.8230453,7.6131687,0.1028807,0.1028807,0.4115226,74.005305,0.066313,0.198939,0,24.204244,0.132626,0.066313,1.3262599,51.308615,0.1635769,0.0545256,0.4907306,47.3282443,0.2181025,0,0.436205
1195,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,San Julián,San Julián,7536,6348,13,10,1104,2,6,53,12767,5377,75,21,0,6981,46,11,256,14448,2069,4,5,1245,10612,46,28,439,84.2356688,0.1725053,0.1326964,14.6496815,0.0265393,0.0796178,0.7032909,42.1163938,0.587452,0.1644866,0,54.6800345,0.3603039,0.0861596,2.0051696,14.3203212,0.0276855,0.0346069,8.6171096,73.4496124,0.3183832,0.1937984,3.0384828
1196,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,San Julián,Urbana,1395,987,4,3,371,1,2,27,4926,620,1,8,0,4115,15,9,158,7582,187,0,1,1232,5924,13,7,218,70.7526882,0.2867384,0.2150538,26.5949821,0.0716846,0.1433692,1.9354839,12.5862769,0.0203004,0.1624036,0,83.5363378,0.3045067,0.182704,3.2074706,2.4663677,0,0.0131891,16.2490108,78.1324189,0.1714587,0.0923239,2.8752308
1197,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,San Julián,Rural,6141,5361,9,7,733,1,4,26,7841,4757,74,13,0,2866,31,2,98,6866,1882,4,4,13,4688,33,21,221,87.2984856,0.1465559,0.1139879,11.9361667,0.016284,0.065136,0.4233838,60.6682821,0.9437572,0.1657952,0,36.5514603,0.3953577,0.025507,1.2498406,27.4104282,0.0582581,0.0582581,0.1893388,68.2784736,0.4806292,0.3058549,3.2187591
1198,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,San Antonio de Lomerio,San Antonio de Lomerio,954,902,0,0,48,0,1,3,1146,949,0,0,0,193,0,0,4,1475,1043,4,1,4,410,3,0,10,94.5492662,0,0,5.0314465,0,0.1048218,0.3144654,82.8097731,0,0,0,16.8411867,0,0,0.3490401,70.7118644,0.2711864,0.0677966,0.2711864,27.7966102,0.2033898,0,0.6779661
1199,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,San Antonio de Lomerio,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,San Antonio de Lomerio,Rural,954,902,0,0,48,0,1,3,1146,949,0,0,0,193,0,0,4,1475,1043,4,1,4,410,3,0,10,94.5492662,0,0,5.0314465,0,0.1048218,0.3144654,82.8097731,0,0,0,16.8411867,0,0,0.3490401,70.7118644,0.2711864,0.0677966,0.2711864,27.7966102,0.2033898,0,0.6779661
1201,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,San Ramón,San Ramón,1086,597,0,3,445,2,3,36,1685,402,0,0,0,1237,3,2,41,2433,444,0,0,9,1921,14,1,44,54.9723757,0,0.2762431,40.9760589,0.1841621,0.2762431,3.3149171,23.8575668,0,0,0,73.4124629,0.1780415,0.1186944,2.4332344,18.2490752,0,0,0.3699137,78.9560214,0.5754213,0.0411015,1.8084669
1202,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,San Ramón,Urbana,928,466,0,2,423,0,2,35,1446,221,0,0,0,1182,0,2,41,1959,110,0,0,8,1789,13,1,38,50.2155172,0,0.2155172,45.5818966,0,0.2155172,3.7715517,15.2835408,0,0,0,81.7427386,0,0.1383126,2.835408,5.6151097,0,0,0.4083716,91.3221031,0.6636039,0.0510465,1.9397652
1203,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,San Ramón,Rural,158,131,0,1,22,2,1,1,239,181,0,0,0,55,3,0,0,474,334,0,0,1,132,1,0,6,82.9113924,0,0.6329114,13.9240506,1.2658228,0.6329114,0.6329114,75.7322176,0,0,0,23.0125523,1.2552301,0,0,70.464135,0,0,0.2109705,27.8481013,0.2109705,0,1.2658228
1204,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,Cuatro Cañadas,Cuatro Cañadas,3321,1823,4,0,1451,0,4,39,5058,775,1,0,0,4162,27,4,89,6551,386,0,0,546,5360,81,6,172,54.8931045,0.1204456,0,43.6916591,0,0.1204456,1.1743451,15.3222618,0.0197707,0,0,82.2854883,0.5338078,0.0790826,1.7595888,5.8922302,0,0,8.3346054,81.8195695,1.2364525,0.0915891,2.6255534
1205,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,Cuatro Cañadas,Urbana,970,391,4,0,548,0,2,25,2076,95,0,0,0,1914,3,2,62,3053,31,0,0,541,2390,2,3,86,40.3092784,0.4123711,0,56.4948454,0,0.2061856,2.5773196,4.5761079,0,0,0,92.1965318,0.1445087,0.0963391,2.9865125,1.0153947,0,0,17.7202751,78.2836554,0.0655093,0.098264,2.8169014
1206,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,Cuatro Cañadas,Rural,2351,1432,0,0,903,0,2,14,2982,680,1,0,0,2248,24,2,27,3498,355,0,0,5,2970,79,3,86,60.910251,0,0,38.4091876,0,0.0850702,0.5954913,22.8034876,0.0335345,0,0,75.3856472,0.804829,0.0670691,0.9054326,10.1486564,0,0,0.1429388,84.9056604,2.2584334,0.0857633,2.4585477
1207,Provincia,Santa Cruz,Ángel Sandoval,,Ángel Sandoval,2334,1524,3,4,775,0,1,27,3215,1496,0,2,0,1670,2,1,44,4145,1223,4,2,336,2502,11,0,67,65.2956298,0.1285347,0.1713796,33.2047986,0,0.0428449,1.1568123,46.5318818,0,0.0622084,0,51.9440124,0.0622084,0.0311042,1.3685848,29.5054282,0.0965018,0.0482509,8.106152,60.3618818,0.26538,0,1.6164053
1208,Provincia,Santa Cruz,Ángel Sandoval,,Urbana,1009,308,3,3,671,0,0,24,1501,200,0,0,0,1270,1,1,29,2079,212,0,1,324,1493,5,0,44,30.5252725,0.2973241,0.2973241,66.5014866,0,0,2.3785927,13.3244504,0,0,0,84.6102598,0.0666223,0.0666223,1.9320453,10.1972102,0,0.0481,15.5844156,71.8133718,0.2405002,0,2.1164021
1209,Provincia,Santa Cruz,Ángel Sandoval,,Rural,1325,1216,0,1,104,0,1,3,1714,1296,0,2,0,400,1,0,15,2066,1011,4,1,12,1009,6,0,23,91.7735849,0,0.0754717,7.8490566,0,0.0754717,0.2264151,75.6126021,0,0.1166861,0,23.3372229,0.0583431,0,0.8751459,48.9351404,0.1936108,0.0484027,0.5808325,48.8383349,0.2904163,0,1.1132623
1210,Municipio/TIOC,Santa Cruz,Ángel Sandoval,San Matías,San Matías,2334,1524,3,4,775,0,1,27,3215,1496,0,2,0,1670,2,1,44,4145,1223,4,2,336,2502,11,0,67,65.2956298,0.1285347,0.1713796,33.2047986,0,0.0428449,1.1568123,46.5318818,0,0.0622084,0,51.9440124,0.0622084,0.0311042,1.3685848,29.5054282,0.0965018,0.0482509,8.106152,60.3618818,0.26538,0,1.6164053
1211,Municipio/TIOC,Santa Cruz,Ángel Sandoval,San Matías,Urbana,1009,308,3,3,671,0,0,24,1501,200,0,0,0,1270,1,1,29,2079,212,0,1,324,1493,5,0,44,30.5252725,0.2973241,0.2973241,66.5014866,0,0,2.3785927,13.3244504,0,0,0,84.6102598,0.0666223,0.0666223,1.9320453,10.1972102,0,0.0481,15.5844156,71.8133718,0.2405002,0,2.1164021
1212,Municipio/TIOC,Santa Cruz,Ángel Sandoval,San Matías,Rural,1325,1216,0,1,104,0,1,3,1714,1296,0,2,0,400,1,0,15,2066,1011,4,1,12,1009,6,0,23,91.7735849,0,0.0754717,7.8490566,0,0.0754717,0.2264151,75.6126021,0,0.1166861,0,23.3372229,0.0583431,0,0.8751459,48.9351404,0.1936108,0.0484027,0.5808325,48.8383349,0.2904163,0,1.1132623
1213,Provincia,Santa Cruz,Manuel María Caballero,,Manuel María Caballero,4782,2997,4,3,1719,3,0,56,6422,2070,1,3,270,3915,6,9,148,7743,1435,7,4,1916,4209,7,7,158,62.672522,0.083647,0.0627353,35.9473024,0.0627353,0,1.1710581,32.2329492,0.0155715,0.0467144,4.2042977,60.962317,0.0934288,0.1401433,2.304578,18.5328684,0.0904042,0.0516596,24.7449309,54.3587757,0.0904042,0.0904042,2.0405528
1214,Provincia,Santa Cruz,Manuel María Caballero,,Urbana,1541,487,2,2,1014,3,0,33,2423,72,0,0,238,2033,4,1,75,3217,49,0,0,1165,1903,4,1,95,31.6028553,0.1297859,0.1297859,65.8014276,0.1946788,0,2.1414666,2.9715229,0,0,9.822534,83.9042509,0.1650846,0.0412712,3.0953364,1.5231582,0,0,36.2138638,59.1544918,0.1243394,0.0310849,2.9530619
1215,Provincia,Santa Cruz,Manuel María Caballero,,Rural,3241,2510,2,1,705,0,0,23,3999,1998,1,3,32,1882,2,8,73,4526,1386,7,4,751,2306,3,6,63,77.445233,0.0617093,0.0308547,21.7525455,0,0,0.7096575,49.9624906,0.0250063,0.0750188,0.8002001,47.0617654,0.0500125,0.20005,1.8254564,30.6230667,0.154662,0.0883783,16.5930181,50.9500663,0.0662837,0.1325674,1.3919576
1216,Municipio/TIOC,Santa Cruz,Manuel María Caballero,Comarapa,Comarapa,3577,2251,3,3,1280,2,0,38,4639,1632,1,2,0,2919,3,3,79,5754,1184,6,4,1085,3349,6,4,116,62.9298295,0.0838692,0.0838692,35.7841767,0.0559128,0,1.0623427,35.1799957,0.0215564,0.0431127,0,62.9230438,0.0646691,0.0646691,1.7029532,20.5769899,0.1042753,0.0695169,18.8564477,58.2029892,0.1042753,0.0695169,2.0159889
1217,Municipio/TIOC,Santa Cruz,Manuel María Caballero,Comarapa,Urbana,982,238,1,2,718,2,0,21,1507,36,0,0,0,1424,2,1,44,2031,16,0,0,572,1379,3,0,61,24.2362525,0.101833,0.203666,73.1160896,0.203666,0,2.1384929,2.388852,0,0,0,94.4923689,0.132714,0.066357,2.919708,0.7877893,0,0,28.1634663,67.8975874,0.1477105,0,3.0034466
1218,Municipio/TIOC,Santa Cruz,Manuel María Caballero,Comarapa,Rural,2595,2013,2,1,562,0,0,17,3132,1596,1,2,0,1495,1,2,35,3723,1168,6,4,513,1970,3,4,55,77.5722543,0.0770713,0.0385356,21.6570328,0,0,0.655106,50.9578544,0.0319285,0.063857,0,47.7330779,0.0319285,0.063857,1.1174968,31.372549,0.1611604,0.1074402,13.7792103,52.9143164,0.0805802,0.1074402,1.4773033
1219,Municipio/TIOC,Santa Cruz,Manuel María Caballero,Saipina,Saipina,1205,746,1,0,439,1,0,18,1783,438,0,1,270,996,3,6,69,1989,251,1,0,831,860,1,3,42,61.9087137,0.0829876,0,36.4315353,0.0829876,0,1.4937759,24.5653393,0,0.0560852,15.1430174,55.8609086,0.1682557,0.3365115,3.8698822,12.6194067,0.0502765,0,41.7797888,43.2378079,0.0502765,0.1508296,2.1116139
1220,Municipio/TIOC,Santa Cruz,Manuel María Caballero,Saipina,Urbana,559,249,1,0,296,1,0,12,916,36,0,0,238,609,2,0,31,1186,33,0,0,593,524,1,1,34,44.5438283,0.1788909,0,52.9516995,0.1788909,0,2.1466905,3.930131,0,0,25.9825328,66.4847162,0.2183406,0,3.3842795,2.7824621,0,0,50,44.1821248,0.084317,0.084317,2.8667791
1221,Municipio/TIOC,Santa Cruz,Manuel María Caballero,Saipina,Rural,646,497,0,0,143,0,0,6,867,402,0,1,32,387,1,6,38,803,218,1,0,238,336,0,2,8,76.9349845,0,0,22.1362229,0,0,0.9287926,46.366782,0,0.1153403,3.6908881,44.6366782,0.1153403,0.6920415,4.3829296,27.1481943,0.124533,0,29.6388543,41.8430884,0,0.249066,0.996264
1222,Provincia,Santa Cruz,Germán Busch,,Germán Busch,6562,2312,19,14,4063,5,8,141,9927,2423,11,0,0,7233,29,8,223,12246,1771,2,1,400,9811,27,8,226,35.2331606,0.2895459,0.2133496,61.9170984,0.0761963,0.1219141,2.1487351,24.4081797,0.1108089,0,0,72.8618918,0.2921326,0.0805883,2.2463987,14.4618651,0.0163319,0.0081659,3.2663727,80.1159562,0.2204802,0.0653275,1.8455006
1223,Provincia,Santa Cruz,Germán Busch,,Urbana,5375,1433,17,14,3786,4,6,115,8064,1097,0,0,0,6741,17,8,201,9184,336,1,1,363,8262,26,6,189,26.6604651,0.3162791,0.2604651,70.4372093,0.0744186,0.1116279,2.1395349,13.6036706,0,0,0,83.59375,0.2108135,0.0992063,2.4925595,3.6585366,0.0108885,0.0108885,3.9525261,89.9608014,0.283101,0.065331,2.0579268
1224,Provincia,Santa Cruz,Germán Busch,,Rural,1187,879,2,0,277,1,2,26,1863,1326,11,0,0,492,12,0,22,3062,1435,1,0,37,1549,1,2,37,74.0522325,0.168492,0,23.3361415,0.084246,0.168492,2.190396,71.1755233,0.5904455,0,0,26.4090177,0.6441224,0,1.180891,46.8647943,0.0326584,0,1.2083605,50.5878511,0.0326584,0.0653168,1.2083605
1225,Municipio/TIOC,Santa Cruz,Germán Busch,Puerto Suárez,Puerto Suárez,3006,1058,8,3,1861,2,1,73,4554,967,0,0,0,3459,11,2,115,4859,525,0,0,232,4007,13,2,80,35.1962741,0.2661344,0.0998004,61.9095143,0.0665336,0.0332668,2.4284764,21.2340799,0,0,0,75.9552042,0.2415459,0.0439174,2.5252525,10.8046923,0,0,4.774645,82.4655279,0.2675448,0.0411607,1.6464293
1226,Municipio/TIOC,Santa Cruz,Germán Busch,Puerto Suárez,Urbana,2299,630,6,3,1607,1,1,51,3590,446,0,0,0,3037,8,2,97,3361,86,0,0,198,3006,12,2,57,27.4032188,0.260983,0.1304915,69.8999565,0.0434972,0.0434972,2.2183558,12.4233983,0,0,0,84.5961003,0.2228412,0.0557103,2.7019499,2.5587623,0,0,5.8911038,89.4376674,0.3570366,0.0595061,1.6959238
1227,Municipio/TIOC,Santa Cruz,Germán Busch,Puerto Suárez,Rural,707,428,2,0,254,1,0,22,964,521,0,0,0,422,3,0,18,1498,439,0,0,34,1001,1,0,23,60.5374823,0.2828854,0,35.9264498,0.1414427,0,3.1117397,54.0456432,0,0,0,43.7759336,0.3112033,0,1.8672199,29.305741,0,0,2.2696929,66.8224299,0.0667557,0,1.5353805
1228,Municipio/TIOC,Santa Cruz,Germán Busch,Puerto Quijarro,Puerto Quijarro,2629,427,10,11,2113,3,5,60,3881,316,0,0,0,3450,9,6,100,4954,151,0,1,162,4502,12,4,122,16.2419171,0.3803728,0.41841,80.3727653,0.1141118,0.1901864,2.2822366,8.1422314,0,0,0,88.8946148,0.231899,0.1545993,2.5766555,3.048042,0,0.0201857,3.2700848,90.8760597,0.2422285,0.0807428,2.4626564
1229,Municipio/TIOC,Santa Cruz,Germán Busch,Puerto Quijarro,Urbana,2573,374,10,11,2110,3,5,60,3817,259,0,0,0,3443,9,6,100,4821,95,0,1,162,4426,12,4,121,14.5355616,0.3886514,0.4275165,82.0054411,0.1165954,0.1943257,2.3319083,6.7854336,0,0,0,90.2017291,0.2357873,0.1571915,2.6198585,1.9705455,0,0.0207426,3.3602987,91.8066791,0.248911,0.0829703,2.5098527
1230,Municipio/TIOC,Santa Cruz,Germán Busch,Puerto Quijarro,Rural,56,53,0,0,3,0,0,0,64,57,0,0,0,7,0,0,0,133,56,0,0,0,76,0,0,1,94.6428571,0,0,5.3571429,0,0,0,89.0625,0,0,0,10.9375,0,0,0,42.1052632,0,0,0,57.1428571,0,0,0.7518797
1231,Municipio/TIOC,Santa Cruz,Germán Busch,El Carmen Rivero Tórrez,El Carmen Rivero Tórrez,927,827,1,0,89,0,2,8,1492,1140,11,0,0,324,9,0,8,2433,1095,2,0,6,1302,2,2,24,89.2125135,0.1078749,0,9.600863,0,0.2157497,0.8629989,76.4075067,0.7372654,0,0,21.7158177,0.6032172,0,0.536193,45.0061652,0.082203,0,0.2466091,53.51418,0.082203,0.082203,0.9864365
1232,Municipio/TIOC,Santa Cruz,Germán Busch,El Carmen Rivero Tórrez,Urbana,503,429,1,0,69,0,0,4,657,392,0,0,0,261,0,0,4,1002,155,1,0,3,830,2,0,11,85.2882704,0.1988072,0,13.7176938,0,0,0.7952286,59.6651446,0,0,0,39.7260274,0,0,0.608828,15.4690619,0.0998004,0,0.2994012,82.8343313,0.1996008,0,1.0978044
1233,Municipio/TIOC,Santa Cruz,Germán Busch,El Carmen Rivero Tórrez,Rural,424,398,0,0,20,0,2,4,835,748,11,0,0,63,9,0,4,1431,940,1,0,3,472,0,2,13,93.8679245,0,0,4.7169811,0,0.4716981,0.9433962,89.5808383,1.3173653,0,0,7.5449102,1.0778443,0,0.4790419,65.6883298,0.0698812,0,0.2096436,32.9839273,0,0.1397624,0.9084556
1234,Provincia,Santa Cruz,Guarayos,,Guarayos,5883,4948,5,3,856,8,6,57,11164,5695,60,3,0,5133,77,8,188,18897,7871,23,7,738,9907,46,17,288,84.1067483,0.0849907,0.0509944,14.5503995,0.135985,0.1019888,0.9688934,51.012182,0.5374418,0.0268721,0,45.978144,0.6897169,0.0716589,1.6839842,41.6521141,0.1217124,0.0370429,3.9053818,52.4263111,0.2434249,0.0899614,1.5240514
1235,Provincia,Santa Cruz,Guarayos,,Urbana,2677,1994,2,1,638,8,6,28,6119,2055,27,1,0,3837,67,2,130,8236,1664,6,2,708,5681,23,2,150,74.4863653,0.0747105,0.0373552,23.8326485,0.298842,0.2241315,1.045947,33.5839189,0.4412486,0.0163425,0,62.7063246,1.0949502,0.0326851,2.1245302,20.2039825,0.0728509,0.0242836,8.596406,68.9776591,0.2792618,0.0242836,1.8212725
1236,Provincia,Santa Cruz,Guarayos,,Rural,3206,2954,3,2,218,0,0,29,5045,3640,33,2,0,1296,10,6,58,10661,6207,17,5,30,4226,23,15,138,92.139738,0.0935745,0.062383,6.7997505,0,0,0.904554,72.1506442,0.654113,0.0396432,0,25.6888008,0.1982161,0.1189296,1.1496531,58.2215552,0.1594597,0.0468999,0.2813995,39.6398086,0.2157396,0.1406997,1.2944377
1237,Municipio/TIOC,Santa Cruz,Guarayos,Ascención de Guarayos,Ascención de Guarayos,3086,2376,1,2,654,8,6,39,5521,1969,42,1,0,3320,59,7,123,10803,3877,12,2,722,5969,26,14,181,76.992871,0.0324044,0.0648088,21.1924822,0.2592353,0.1944264,1.2637719,35.663829,0.7607318,0.0181127,0,60.1340337,1.068647,0.1267886,2.2278573,35.8881792,0.1110803,0.0185134,6.6833287,55.2531704,0.2406739,0.1295936,1.6754605
1238,Municipio/TIOC,Santa Cruz,Guarayos,Ascención de Guarayos,Urbana,2159,1504,1,1,612,8,6,27,4016,1080,13,1,0,2772,52,2,96,6193,1085,6,1,704,4260,18,2,117,69.6618805,0.0463177,0.0463177,28.3464567,0.3705419,0.2779064,1.250579,26.8924303,0.3237052,0.0249004,0,69.0239044,1.2948207,0.0498008,2.3904382,17.5197804,0.0968836,0.0161473,11.3676732,68.7873405,0.2906507,0.0322945,1.8892298
1239,Municipio/TIOC,Santa Cruz,Guarayos,Ascención de Guarayos,Rural,927,872,0,1,42,0,0,12,1505,889,29,0,0,548,7,5,27,4610,2792,6,1,18,1709,8,12,64,94.0668824,0,0.1078749,4.5307443,0,0,1.2944984,59.0697674,1.9269103,0,0,36.4119601,0.4651163,0.3322259,1.7940199,60.5639913,0.1301518,0.021692,0.3904555,37.0715835,0.1735358,0.2603037,1.3882863
