N°,NIVEL,DEPARTAMENTO,PROVINCIA,MUNICIPIO/TIOC,ÁREA,TOTAL HOGARES(1) | 2001 | Total,TOTAL HOGARES(1) | 2001 | Radio o equipo de sonido | Tiene,TOTAL HOGARES(1) | 2001 | Radio o equipo de sonido | No tiene,TOTAL HOGARES(1) | 2001 | Televisor | Tiene,TOTAL HOGARES(1) | 2001 | Televisor | No tiene,TOTAL HOGARES(1) | 2001 | Teléfono o celular | Tiene,TOTAL HOGARES(1) | 2001 | Teléfono o celular | No tiene,TOTAL HOGARES(1) | 2012 | Total,TOTAL HOGARES(1) | 2012 | Radio | Tiene,TOTAL HOGARES(1) | 2012 | Radio | No tiene,TOTAL HOGARES(1) | 2012 | Televisor | Tiene,TOTAL HOGARES(1) | 2012 | Televisor | No tiene,TOTAL HOGARES(1) | 2012 | Computadora | Tiene,TOTAL HOGARES(1) | 2012 | Computadora | No tiene,TOTAL HOGARES(1) | 2012 | Servicio de Internet | Tiene,TOTAL HOGARES(1) | 2012 | Servicio de Internet | No tiene,TOTAL HOGARES(1) | 2012 | Servicio de telefonía fija o celular | Tiene,TOTAL HOGARES(1) | 2012 | Servicio de telefonía fija o celular | No tiene,TOTAL HOGARES(1) | 2024(2) | Total,TOTAL HOGARES(1) | 2024(2) | Radio o equipo de sonido | Tiene,TOTAL HOGARES(1) | 2024(2) | Radio o equipo de sonido | No tiene,TOTAL HOGARES(1) | 2024(2) | Radio o equipo de sonido | Sin especificar,TOTAL HOGARES(1) | 2024(2) | Televisor | Tiene,TOTAL HOGARES(1) | 2024(2) | Televisor | No tiene,TOTAL HOGARES(1) | 2024(2) | Televisor | Sin especificar,TOTAL HOGARES(1) | 2024(2) | Computadora, laptop o tablet | Tiene,TOTAL HOGARES(1) | 2024(2) | Computadora o laptop o tablet | No tiene,TOTAL HOGARES(1) | 2024(2) | Computadora o laptop o tablet | Sin especificar,TOTAL HOGARES(1) | 2024(2) | Teléfono celular | Tiene,TOTAL HOGARES(1) | 2024(2) | Teléfono celular | No tiene,TOTAL HOGARES(1) | 2024(2) | Teléfono celular | Sin especificar,TOTAL HOGARES(1) | 2024(2) | Internet fijo en la vivienda | Tiene,TOTAL HOGARES(1) | 2024(2) | Internet fijo en la vivienda | No tiene,TOTAL HOGARES(1) | 2024(2) | Internet fijo en la vivienda | Sin especificar,TOTAL HOGARES(1) | 2024(2) | Internet móvil (mega o datos) | Tiene,TOTAL HOGARES(1) | 2024(2) | Internet móvil (mega o datos) | No tiene,TOTAL HOGARES(1) | 2024(2) | Internet móvil (mega o datos) | Sin especificar,TOTAL HOGARES(1) | 2024(2) | Servicio de TV cable o satelital | Tiene,TOTAL HOGARES(1) | 2024(2) | Servicio de TV cable o satelital | No tiene,TOTAL HOGARES(1) | 2024(2) | Servicio de TV cable o satelital | Sin especificar,TOTAL HOGARES(1) | 2024(2) | Servicio de telefonía fija | Tiene,TOTAL HOGARES(1) | 2024(2) | Servicio de telefonía fija | No tiene,TOTAL HOGARES(1) | 2024(2) | Servicio de telefonía fija | Sin especificar,TOTAL HOGARES(1) | 2024(2) | Servicio de internet(3) "Internet fijo en la vivienda" o "Internet móvil (megas o datos)" | Tiene,TOTAL HOGARES(1) | 2024(2) | Servicio de internet(3) "Internet fijo en la vivienda" o "Internet móvil (megas o datos)" | No tiene,TOTAL HOGARES(1) | 2024(2) | Servicio de internet(3) "Internet fijo en la vivienda" o "Internet móvil (megas o datos)" | Sin especificar,TOTAL HOGARES(1) | 2024(2) | Servicio de telefonía fija o teléfono celular(4) | Tiene,TOTAL HOGARES(1) | 2024(2) | Servicio de telefonía fija o teléfono celular(4) | No tiene,TOTAL HOGARES(1) | 2024(2) | Servicio de telefonía fija o teléfono celular(4) | Sin especificar,PORCENTAJE (5) | 2001 | Radio o equipo de sonido | Tiene,PORCENTAJE (5) | 2001 | Radio o equipo de sonido | No tiene,PORCENTAJE (5) | 2001 | Televisor | Tiene,PORCENTAJE (5) | 2001 | Televisor | No tiene,PORCENTAJE (5) | 2001 | Teléfono o celular | Tiene,PORCENTAJE (5) | 2001 | Teléfono o celular | No tiene,PORCENTAJE (5) | 2012 | Radio | Tiene,PORCENTAJE (5) | 2012 | Radio | No tiene,PORCENTAJE (5) | 2012 | Televisor | Tiene,PORCENTAJE (5) | 2012 | Televisor | No tiene,PORCENTAJE (5) | 2012 | Computadora | Tiene,PORCENTAJE (5) | 2012 | Computadora | No tiene,PORCENTAJE (5) | 2012 | Servicio de Internet | Tiene,PORCENTAJE (5) | 2012 | Servicio de Internet | No tiene,PORCENTAJE (5) | 2012 | Servicio de telefonía fija o celular | Tiene,PORCENTAJE (5) | 2012 | Servicio de telefonía fija o celular | No tiene,PORCENTAJE (5) | 2024 | Radio o equipo de sonido | Tiene,PORCENTAJE (5) | 2024 | Radio o equipo de sonido | No tiene,PORCENTAJE (5) | 2024 | Televisor | Tiene,PORCENTAJE (5) | 2024 | Televisor | No tiene,PORCENTAJE (5) | 2024 | Computadora o laptop o tablet | Tiene,PORCENTAJE (5) | 2024 | Computadora o laptop o tablet | No tiene,PORCENTAJE (5) | 2024 | Teléfono celular | Tiene,PORCENTAJE (5) | 2024 | Teléfono celular | No tiene,PORCENTAJE (5) | 2024 | Internet fijo en la vivienda | Tiene,PORCENTAJE (5) | 2024 | Internet fijo en la vivienda | No tiene,PORCENTAJE (5) | 2024 | Internet móvil (mega o datos) | Tiene,PORCENTAJE (5) | 2024 | Internet móvil (mega o datos) | No tiene,PORCENTAJE (5) | 2024 | Servicio de TV cable o satelital | Tiene,PORCENTAJE (5) | 2024 | Servicio de TV cable o satelital | No tiene,PORCENTAJE (5) | 2024 | Servicio de telefonía fija | Tiene,PORCENTAJE (5) | 2024 | Servicio de telefonía fija | No tiene,PORCENTAJE (5) | 2024 | Servicio de internet "Internet fijo en la vivienda" o "Internet móvil (megas o datos)" | Tiene,PORCENTAJE (5) | 2024 | Servicio de internet "Internet fijo en la vivienda" o "Internet móvil (megas o datos)" | No tiene,PORCENTAJE (5) | 2024 | Servicio de telefonía fija o teléfono celular | Tiene,
PORCENTAJE (5) | 2024 | Servicio de telefonía fija o teléfono celular | No tiene
1,País,,,,BOLIVIA,1977665.0,1497362,480303,1075340,902325,448798,1528867,2803982.0,2117300,686682,1864461,939521,662683,2141299,268334,2535648,1825374,978608,3623711.0,2312512,1180570,130629,2485242,1007119,131350,1205457,2286493,131761,3164084,327934,131693,1336733,2155073,131905,2378040,1113607,132064,783450,2708255,132006,285119,3206613,131979,2663395,828624,131692,3171501,320944,131266,75.7136319851947,24.2863680148053,54.3742241481747,45.6257758518253,22.6933277375086,77.3066722624914,75.5104704666435,24.4895295333565,66.4933298430589,33.5066701569411,23.6336395882713,76.3663604117287,9.56974759467072,90.4302524053293,65.0993479986676,34.9006520013324,66.2026256469215,33.7973743530785,71.1622309377524,28.8377690622476,34.5210269333753,65.4789730666247,90.6090403886807,9.3909596113193,38.2819950478348,61.7180049521652,68.1065411251481,31.8934588748519,22.4374625004117,77.5625374995883,8.16554649669562,91.8344535033044,76.2709194881242,23.7290805118758,90.8103348800053,9.18966511999473
2,País,,,,Urbana,1210962.0,999672,211290,964433,246529,436216,774746,1826480.0,1420586,405894,1562576,263904,624642,1201838,261131,1565349,1493847,332633,2386919.0,1597928,714282,74709,2012106,300073,74740,1099754,1212264,74901,2202168,109909,74842,1283366,1028635,74918,1756638,555299,74982,669166,1642794,74959,267312,2044665,74942,2027919,284156,74844,2208077,104153,74689,82.5518884985656,17.4481115014344,79.6418880196075,20.3581119803924,36.0222698978168,63.9777301021832,77.7772546099601,22.2227453900399,85.5512242126933,14.4487757873067,34.1992247382944,65.8007752617056,14.2969537032981,85.7030462967019,81.788303184267,18.211696815733,69.1082557380169,30.8917442619831,87.0220687931168,12.9779312068832,47.56684420277,52.43315579723,95.2463088383302,4.75369116166979,55.5088860255683,44.4911139744317,75.981222671725,24.0187773282749,28.9436668454472,71.0563331545528,11.5620527366838,88.4379472633162,87.7099142545116,12.2900857454884,95.4955605627468,4.50443943725321
3,País,,,,Rural,766703.0,497690,269013,110907,655796,12582,754121,977502.0,696714,280788,301885,675617,38041,939461,7203,970299,331527,645975,1236792.0,714584,466288,55920,473136,707046,56610,105703,1074229,56860,961916,218025,56851,53367,1126438,56987,621402,558308,57082,114284,1065461,57047,17807,1161948,57037,635476,544468,56848,963424,216791,56577,64.9130106442782,35.0869893557218,14.4654448984809,85.5345551015191,1.6410526631564,98.3589473368436,71.2749436829797,28.7250563170203,30.8833127707156,69.1166872292845,3.89165444162774,96.1083455583722,0.736878287717058,99.2631217122829,33.9157362337878,66.0842637662122,60.5132478371915,39.4867521628085,40.0900878000173,59.9099121999827,8.95839760257371,91.0416023974263,81.5223812038059,18.477618796194,4.52337462546777,95.4766253745322,52.6741317781489,47.3258682218511,9.68717816138233,90.3128218386177,1.50938118507656,98.4906188149234,53.8564542046063,46.1435457953937,81.6312282084196,18.3687717915804
4,Departamento,Chuquisaca,,,CHUQUISACA,118918.0,88512,30406,46066,72852,19318,99600,150081.0,114821,35260,80806,69275,32727,117354,12136,137945,82761,67320,184969.0,114663,63314,6992,112442,65505,7022,60734,117180,7055,158462,19474,7033,62697,115208,7064,122503,55394,7072,33623,144274,7072,13816,164086,7067,134297,43625,7047,158823,19134,7012,74.4311206041138,25.5688793958862,38.7376175179536,61.2623824820464,16.2448073462386,83.7551926537614,76.5060200824888,23.4939799175112,53.841592206875,46.158407793125,21.8062246386951,78.1937753613049,8.08630006463177,91.9136999353682,55.1442221200552,44.8557778799448,64.425740404659,35.574259595341,63.1884774680101,36.8115225319899,34.1367177400317,65.8632822599683,89.055615502203,10.944384497797,35.2418425564206,64.7581574435794,68.8617570841554,31.1382429158446,18.9002625114533,81.0997374885467,7.7660734561725,92.2339265438275,75.4808286777352,24.5191713222648,89.2479643958934,10.7520356041066
5,Departamento,Chuquisaca,,,Urbana,50517.0,44660,5857,40568,9949,19022,31495,74401.0,60393,14008,64124,10277,29922,44479,11744,62657,63017,11384,102961.0,69831,30296,2834,85058,15067,2836,54358,45764,2839,96118,4005,2838,59501,40620,2840,79467,20652,2842,26791,73328,2842,12820,87302,2839,90451,9672,2838,96374,3754,2833,88.4058831680424,11.5941168319576,80.3056396856504,19.6943603143496,37.6546509095948,62.3453490904052,81.1722960712894,18.8277039287106,86.1870136154084,13.8129863845916,40.2172013817019,59.7827986182981,15.7847340761549,84.2152659238451,84.6991303880324,15.3008696119676,69.7424271175607,30.2575728824393,84.9518102372035,15.0481897627965,54.2917640478616,45.7082359521384,95.9999200982791,4.00007990172088,59.4290908001318,40.5709091998682,79.3725466694633,20.6274533305367,26.7591566036417,73.2408433963583,12.8043786580372,87.1956213419628,90.3398819452074,9.6601180547926,96.250798977309,3.74920102269096
6,Departamento,Chuquisaca,,,Rural,68401.0,43852,24549,5498,62903,296,68105,75680.0,54428,21252,16682,58998,2805,72875,392,75288,19744,55936,82008.0,44832,33018,4158,27384,50438,4186,6376,71416,4216,62344,15469,4195,3196,74588,4224,43036,34742,4230,6832,70946,4230,996,76784,4228,43846,33953,4209,62449,15380,4179,64.110173827868,35.889826172132,8.03789418283358,91.9621058171664,0.432742211371179,99.5672577886288,71.9186046511628,28.0813953488372,22.0428118393235,77.9571881606765,3.70639534883721,96.2936046511628,0.517970401691332,99.4820295983087,26.0887949260042,73.9112050739958,57.5876685934489,42.4123314065511,35.1879931124875,64.8120068875125,8.19621554915673,91.8037844508433,80.1202883836891,19.8797116163109,4.1088141520107,95.8911858479893,55.3318419090231,44.6681580909769,8.78397490292885,91.2160250970712,1.28053484186166,98.7194651581383,56.3580508746899,43.6419491253101,80.23872849452,19.76127150548
7,Provincia,Chuquisaca,Oropeza,,Oropeza,56073.0,47347,8726,37334,18739,18391,37682,77255.0,62591,14664,58200,19055,27677,49578,11138,66117,57953,19302,100241.0,67767,29436,3038,76143,21049,3049,49318,47869,3054,91391,5801,3049,54313,42869,3059,74395,22785,3061,24045,73137,3059,12626,84558,3057,84261,12925,3055,91643,5553,3045,84.4381431348421,15.5618568651579,66.5810639701817,33.4189360298183,32.7983164803025,67.2016835196975,81.0187042909844,18.9812957090156,75.3349297780079,24.6650702219921,35.8255129117856,64.1744870882144,14.4171898259012,85.5828101740988,75.0152093715617,24.9847906284383,69.7169840437024,30.2830159562976,78.3428677257387,21.6571322742613,50.7454700731579,49.2545299268421,94.0314017614619,5.96859823853815,55.8879216315779,44.1120783684221,76.5538176579543,23.4461823420457,24.7422362165833,75.2577637834167,12.9918505103721,87.0081494896279,86.7007593686333,13.2992406313667,94.2868019260052,5.71319807399481
8,Provincia,Chuquisaca,Oropeza,,Urbana,44815.0,39946,4869,36580,8235,18281,26534,63108.0,51979,11129,55344,7764,27315,35793,11039,52069,54259,8849,84913.0,58744,24040,2129,71766,11017,2130,48216,34566,2131,79890,2889,2134,53452,29327,2134,66168,16610,2135,23096,59682,2135,12382,70398,2133,75851,6930,2132,80129,2653,2131,89.1353341515118,10.8646658484882,81.6244560972889,18.3755439027111,40.7921454870021,59.2078545129979,82.3651518032579,17.6348481967421,87.697280851873,12.302719148127,43.2829435253851,56.7170564746149,17.4922355327375,82.5077644672625,85.9780059580402,14.0219940419598,70.9605720912254,29.0394279087746,86.6917120664871,13.3082879335129,58.2445459157788,41.7554540842212,96.5099844163375,3.49001558366252,64.5719324949565,35.4280675050436,79.9342820556186,20.0657179443814,27.9011331513204,72.0988668486796,14.9577192558589,85.0422807441411,91.6285137893961,8.37148621060388,96.7951970235075,3.20480297649247
9,Provincia,Chuquisaca,Oropeza,,Rural,11258.0,7401,3857,754,10504,110,11148,14147.0,10612,3535,2856,11291,362,13785,99,14048,3694,10453,15328.0,9023,5396,909,4377,10032,919,1102,13303,923,11501,2912,915,861,13542,925,8227,6175,926,949,13455,924,244,14160,924,8410,5995,923,11514,2900,914,65.739918280334,34.260081719666,6.69745958429561,93.3025404157044,0.97708296322615,99.0229170367738,75.012370113805,24.987629886195,20.1880257298367,79.8119742701633,2.55884639852972,97.4411536014703,0.699795009542659,99.3002049904573,26.1115430833392,73.8884569166608,62.5771551425203,37.4228448574797,30.3768478034562,69.6231521965438,7.65012148559528,92.3498785144047,79.7960174842156,20.2039825157844,5.97792126640283,94.0220787335972,57.1240105540897,42.8759894459103,6.5884476534296,93.4115523465704,1.69397389613996,98.30602610386,58.3825060742798,41.6174939257202,79.8806715693076,20.1193284306924
10,Municipio/TIOC,Chuquisaca,Oropeza,Sucre,Sucre,49756.0,43344,6412,36734,13022,18293,31463,69949.0,57079,12870,56714,13235,27406,42543,11058,58891,56161,13788,92531.0,63498,26440,2593,73904,16029,2598,48606,41325,2600,85732,4197,2602,53684,36242,2605,70504,19421,2606,23509,66416,2606,12463,77465,2603,80255,9674,2602,85976,3957,2598,87.1131119864941,12.8868880135059,73.8282820162392,26.1717179837608,36.7654152263044,63.2345847736956,81.6008806416103,18.3991193583897,81.079071895238,18.920928104762,39.1799739810433,60.8200260189567,15.8086605955768,84.1913394044232,80.2884959041587,19.7115040958413,70.6019702461696,29.3980297538304,82.1767315668331,17.8232684331669,54.048103546052,45.951896453948,95.3329849103181,4.66701508968186,59.6979738896426,40.3020261103574,78.403113705866,21.596886294134,26.1428968584932,73.8571031415068,13.8588648696735,86.1411351303265,89.2426247372928,10.7573752627072,95.6000578208222,4.39994217917783
