N°,NIVEL,DEPARTAMENTO,PROVINCIA,MUNICIPIO/TIOC,ÁREA,NÚMERO DE PERSONAS(1) | 2001 | Total,NÚMERO DE PERSONAS(1) | 2001 | Tiene,NÚMERO DE PERSONAS(1) | 2001 | No tiene,NÚMERO DE PERSONAS(1) | 2012 | Total,NÚMERO DE PERSONAS(1) | 2012 | Tiene,NÚMERO DE PERSONAS(1) | 2012 | No tiene,NÚMERO DE PERSONAS(1) | 2024 | Total,NÚMERO DE PERSONAS(1) | 2024 | Tiene,NÚMERO DE PERSONAS(1) | 2024 | No tiene,DISTRIBUCIÓN PORCENTUAL | 2001 | Tiene,DISTRIBUCIÓN PORCENTUAL | 2001 | No tiene,DISTRIBUCIÓN PORCENTUAL | 2012 | Tiene,DISTRIBUCIÓN PORCENTUAL | 2012 | No tiene,DISTRIBUCIÓN PORCENTUAL | 2024 | Tiene,DISTRIBUCIÓN PORCENTUAL | 2024 | No tiene
487,Municipio/TIOC,Cochabamba,Esteban Arze,Anzaldo,Anzaldo,8995,1417,7578,7161,4055,3106,7302,4837,2465,15.7531962,84.2468038,56.6261695,43.3738305,66.2421254,33.7578746
488,Municipio/TIOC,Cochabamba,Esteban Arze,Anzaldo,Urbana,,,,,,,,,,,,,,,
489,Municipio/TIOC,Cochabamba,Esteban Arze,Anzaldo,Rural,8995,1417,7578,7161,4055,3106,7302,4837,2465,15.7531962,84.2468038,56.6261695,43.3738305,66.2421254,33.7578746
490,Municipio/TIOC,Cochabamba,Esteban Arze,Arbieto,Arbieto,9426,7933,1493,17143,14060,3083,29223,22690,6533,84.1608317,15.8391683,82.0159832,17.9840168,77.6443213,22.3556787
491,Municipio/TIOC,Cochabamba,Esteban Arze,Arbieto,Urbana,,,,3556,2948,608,20181,14797,5384,,,82.9021372,17.0978628,73.321441,26.678559
492,Municipio/TIOC,Cochabamba,Esteban Arze,Arbieto,Rural,9426,7933,1493,13587,11112,2475,9042,7893,1149,84.1608317,15.8391683,81.7840583,18.2159417,87.2926344,12.7073656
493,Municipio/TIOC,Cochabamba,Esteban Arze,Sacabamba,Sacabamba,4238,1120,3118,4323,2270,2053,4979,3037,1942,26.4275602,73.5724398,52.5098311,47.4901689,60.996184,39.003816
494,Municipio/TIOC,Cochabamba,Esteban Arze,Sacabamba,Urbana,,,,,,,,,,,,,,,
495,Municipio/TIOC,Cochabamba,Esteban Arze,Sacabamba,Rural,4238,1120,3118,4323,2270,2053,4979,3037,1942,26.4275602,73.5724398,52.5098311,47.4901689,60.996184,39.003816
496,Provincia,Cochabamba,Arani,,Arani,23841,12501,11340,18311,14534,3777,19284,16913,2371,52.4348811,47.5651189,79.3730544,20.6269456,87.704833,12.295167
497,Provincia,Cochabamba,Arani,,Urbana,3422,2931,491,3455,3379,76,4124,4067,57,85.6516657,14.3483343,97.8002894,2.1997106,98.6178468,1.3821532
498,Provincia,Cochabamba,Arani,,Rural,20419,9570,10849,14856,11155,3701,15160,12846,2314,46.868113,53.131887,75.0875067,24.9124933,84.7361478,15.2638522
499,Municipio/TIOC,Cochabamba,Arani,Arani,Arani,11439,7854,3585,9404,8109,1295,11052,10284,768,68.6598479,31.3401521,86.2292641,13.7707359,93.0510315,6.9489685
500,Municipio/TIOC,Cochabamba,Arani,Arani,Urbana,3422,2931,491,3455,3379,76,4124,4067,57,85.6516657,14.3483343,97.8002894,2.1997106,98.6178468,1.3821532
501,Municipio/TIOC,Cochabamba,Arani,Arani,Rural,8017,4923,3094,5949,4730,1219,6928,6217,711,61.4070101,38.5929899,79.5091612,20.4908388,89.7372979,10.2627021
502,Municipio/TIOC,Cochabamba,Arani,Vacas,Vacas,12402,4647,7755,8907,6425,2482,8232,6629,1603,37.4697629,62.5302371,72.1342764,27.8657236,80.5272109,19.4727891
503,Municipio/TIOC,Cochabamba,Arani,Vacas,Urbana,,,,,,,,,,,,,,,
504,Municipio/TIOC,Cochabamba,Arani,Vacas,Rural,12402,4647,7755,8907,6425,2482,8232,6629,1603,37.4697629,62.5302371,72.1342764,27.8657236,80.5272109,19.4727891
505,Provincia,Cochabamba,Arque,,Arque,23202,1094,22108,20597,9660,10937,21288,14905,6383,4.7151108,95.2848892,46.900034,53.099966,70.0159714,29.9840286
506,Provincia,Cochabamba,Arque,,Urbana,,,,,,,,,,,,,,,
507,Provincia,Cochabamba,Arque,,Rural,23202,1094,22108,20597,9660,10937,21288,14905,6383,4.7151108,95.2848892,46.900034,53.099966,70.0159714,29.9840286
508,Municipio/TIOC,Cochabamba,Arque,Arque,Arque,11572,622,10950,10486,4489,5997,10593,7261,3332,5.3750432,94.6249568,42.8094602,57.1905398,68.5452657,31.4547343
509,Municipio/TIOC,Cochabamba,Arque,Arque,Urbana,,,,,,,,,,,,,,,
510,Municipio/TIOC,Cochabamba,Arque,Arque,Rural,11572,622,10950,10486,4489,5997,10593,7261,3332,5.3750432,94.6249568,42.8094602,57.1905398,68.5452657,31.4547343
511,Municipio/TIOC,Cochabamba,Arque,Tacopaya,Tacopaya,11630,472,11158,10111,5171,4940,10695,7644,3051,4.0584695,95.9415305,51.1423202,48.8576798,71.4726508,28.5273492
512,Municipio/TIOC,Cochabamba,Arque,Tacopaya,Urbana,,,,,,,,,,,,,,,
513,Municipio/TIOC,Cochabamba,Arque,Tacopaya,Rural,11630,472,11158,10111,5171,4940,10695,7644,3051,4.0584695,95.9415305,51.1423202,48.8576798,71.4726508,28.5273492
514,Provincia,Cochabamba,Capinota,,Capinota,25291,14568,10723,29266,22634,6632,30945,26850,4095,57.6015183,42.3984817,77.3388915,22.6611085,86.7668444,13.2331556
515,Provincia,Cochabamba,Capinota,,Urbana,7342,6274,1068,8996,8682,314,8763,8630,133,85.4535549,14.5464451,96.5095598,3.4904402,98.4822549,1.5177451
516,Provincia,Cochabamba,Capinota,,Rural,17949,8294,9655,20270,13952,6318,22182,18220,3962,46.2087024,53.7912976,68.8307844,31.1692156,82.138671,17.861329
517,Municipio/TIOC,Cochabamba,Capinota,Capinota,Capinota,16729,9764,6965,19181,15483,3698,19279,16699,2580,58.3657122,41.6342878,80.7205047,19.2794953,86.6175632,13.3824368
518,Municipio/TIOC,Cochabamba,Capinota,Capinota,Urbana,7342,6274,1068,8996,8682,314,8763,8630,133,85.4535549,14.5464451,96.5095598,3.4904402,98.4822549,1.5177451
519,Municipio/TIOC,Cochabamba,Capinota,Capinota,Rural,9387,3490,5897,10185,6801,3384,10516,8069,2447,37.1790774,62.8209226,66.7746686,33.2253314,76.7306961,23.2693039
520,Municipio/TIOC,Cochabamba,Capinota,Santiváñez,Santiváñez,6348,4466,1882,6368,4960,1408,7732,6853,879,70.352867,29.647133,77.8894472,22.1105528,88.6316606,11.3683394
521,Municipio/TIOC,Cochabamba,Capinota,Santiváñez,Urbana,,,,,,,,,,,,,,,
522,Municipio/TIOC,Cochabamba,Capinota,Santiváñez,Rural,6348,4466,1882,6368,4960,1408,7732,6853,879,70.352867,29.647133,77.8894472,22.1105528,88.6316606,11.3683394
523,Municipio/TIOC,Cochabamba,Capinota,Sicaya,Sicaya,2214,338,1876,3717,2191,1526,3934,3298,636,15.266486,84.733514,58.9453861,41.0546139,83.8332486,16.1667514
524,Municipio/TIOC,Cochabamba,Capinota,Sicaya,Urbana,,,,,,,,,,,,,,,
525,Municipio/TIOC,Cochabamba,Capinota,Sicaya,Rural,2214,338,1876,3717,2191,1526,3934,3298,636,15.266486,84.733514,58.9453861,41.0546139,83.8332486,16.1667514
526,Provincia,Cochabamba,Germán Jordán,,Germán Jordán,31267,27808,3459,33932,32184,1748,36030,33611,2419,88.9372182,11.0627818,94.8485206,5.1514794,93.2861504,6.7138496
527,Provincia,Cochabamba,Germán Jordán,,Urbana,10718,10024,694,14352,13955,397,13030,12949,81,93.5249114,6.4750886,97.233835,2.766165,99.3783576,0.6216424
528,Provincia,Cochabamba,Germán Jordán,,Rural,20549,17784,2765,19580,18229,1351,23000,20662,2338,86.5443574,13.4556426,93.1001021,6.8998979,89.8347826,10.1652174
529,Municipio/TIOC,Cochabamba,Germán Jordán,Cliza,Cliza,19631,18077,1554,21768,20897,871,21082,20741,341,92.0839489,7.9160511,95.9987137,4.0012863,98.3825064,1.6174936
530,Municipio/TIOC,Cochabamba,Germán Jordán,Cliza,Urbana,8776,8202,574,11182,10872,310,11067,11000,67,93.4594348,6.5405652,97.2276874,2.7723126,99.3945965,0.6054035
531,Municipio/TIOC,Cochabamba,Germán Jordán,Cliza,Rural,10855,9875,980,10586,10025,561,10015,9741,274,90.9719023,9.0280977,94.7005479,5.2994521,97.2641038,2.7358962
532,Municipio/TIOC,Cochabamba,Germán Jordán,Toco,Toco,6674,5323,1351,7034,6356,678,7369,6647,722,79.757267,20.242733,90.3611032,9.6388968,90.2021984,9.7978016
533,Municipio/TIOC,Cochabamba,Germán Jordán,Toco,Urbana,,,,,,,,,,,,,,,
534,Municipio/TIOC,Cochabamba,Germán Jordán,Toco,Rural,6674,5323,1351,7034,6356,678,7369,6647,722,79.757267,20.242733,90.3611032,9.6388968,90.2021984,9.7978016
535,Municipio/TIOC,Cochabamba,Germán Jordán,Tolata,Tolata,4962,4408,554,5130,4931,199,7579,6223,1356,88.8351471,11.1648529,96.1208577,3.8791423,82.1084576,17.8915424
536,Municipio/TIOC,Cochabamba,Germán Jordán,Tolata,Urbana,1942,1822,120,3170,3083,87,1963,1949,14,93.8208033,6.1791967,97.2555205,2.7444795,99.2868059,0.7131941
537,Municipio/TIOC,Cochabamba,Germán Jordán,Tolata,Rural,3020,2586,434,1960,1848,112,5616,4274,1342,85.6291391,14.3708609,94.2857143,5.7142857,76.1039886,23.8960114
538,Provincia,Cochabamba,Quillacollo,,Quillacollo,241463,210593,30870,331331,315492,15839,402085,394842,7243,87.2154326,12.7845674,95.219584,4.780416,98.1986396,1.8013604
539,Provincia,Cochabamba,Quillacollo,,Urbana,160883,151574,9309,282550,276105,6445,363960,360764,3196,94.2138075,5.7861925,97.7189878,2.2810122,99.1218815,0.8781185
540,Provincia,Cochabamba,Quillacollo,,Rural,80580,59019,21561,48781,39387,9394,38125,34078,4047,73.2427401,26.7572599,80.7425022,19.2574978,89.384918,10.615082
541,Municipio/TIOC,Cochabamba,Quillacollo,Quillacollo,Quillacollo,101749,92148,9601,134859,130818,4041,164395,161916,2479,90.564035,9.435965,97.003537,2.996463,98.4920466,1.5079534
542,Municipio/TIOC,Cochabamba,Quillacollo,Quillacollo,Urbana,77120,72972,4148,128348,126349,1999,156767,155388,1379,94.6213693,5.3786307,98.4425157,1.5574843,99.1203506,0.8796494
543,Municipio/TIOC,Cochabamba,Quillacollo,Quillacollo,Rural,24629,19176,5453,6511,4469,2042,7628,6528,1100,77.859434,22.140566,68.6376901,31.3623099,85.5794442,14.4205558
544,Municipio/TIOC,Cochabamba,Quillacollo,Sipesipe,Sipesipe,30780,21501,9279,40929,36116,4813,55625,53333,2292,69.8538012,30.1461988,88.2406118,11.7593882,95.8795506,4.1204494
545,Municipio/TIOC,Cochabamba,Quillacollo,Sipesipe,Urbana,3068,2744,324,13923,12997,926,37345,36674,671,89.4393742,10.5606258,93.3491345,6.6508655,98.2032401,1.7967599
546,Municipio/TIOC,Cochabamba,Quillacollo,Sipesipe,Rural,27712,18757,8955,27006,23119,3887,18280,16659,1621,67.6854792,32.3145208,85.6069022,14.3930978,91.1323851,8.8676149
547,Municipio/TIOC,Cochabamba,Quillacollo,Tiquipaya,Tiquipaya,36530,31310,5220,52820,49780,3040,61002,59807,1195,85.710375,14.289625,94.2446043,5.7553957,98.0410478,1.9589522
548,Municipio/TIOC,Cochabamba,Quillacollo,Tiquipaya,Urbana,25844,23768,2076,48406,47230,1176,57389,56883,506,91.9671877,8.0328123,97.5705491,2.4294509,99.1182979,0.8817021
549,Municipio/TIOC,Cochabamba,Quillacollo,Tiquipaya,Rural,10686,7542,3144,4414,2550,1864,3613,2924,689,70.5783268,29.4216732,57.7707295,42.2292705,80.9299751,19.0700249
550,Municipio/TIOC,Cochabamba,Quillacollo,Vinto,Vinto,31153,26645,4508,51404,47751,3653,55219,54166,1053,85.5294835,14.4705165,92.8935491,7.1064509,98.0930477,1.9069523
551,Municipio/TIOC,Cochabamba,Quillacollo,Vinto,Urbana,13943,13393,550,40554,38502,2052,46615,46199,416,96.0553683,3.9446317,94.9400799,5.0599201,99.1075834,0.8924166
552,Municipio/TIOC,Cochabamba,Quillacollo,Vinto,Rural,17210,13252,3958,10850,9249,1601,8604,7967,637,77.0017432,22.9982568,85.2442396,14.7557604,92.5964668,7.4035332
553,Municipio/TIOC,Cochabamba,Quillacollo,Colcapirhua,Colcapirhua,41251,38989,2262,51319,51027,292,65844,65620,224,94.5164966,5.4835034,99.43101,0.56899,99.659802,0.340198
554,Municipio/TIOC,Cochabamba,Quillacollo,Colcapirhua,Urbana,40908,38697,2211,51319,51027,292,65844,65620,224,94.5951892,5.4048108,99.43101,0.56899,99.659802,0.340198
555,Municipio/TIOC,Cochabamba,Quillacollo,Colcapirhua,Rural,343,292,51,,,,,,,85.1311953,14.8688047,,,,
556,Provincia,Cochabamba,Chapare,,Chapare,182399,122210,60189,257674,210533,47141,328890,291986,36904,67.0014638,32.9985362,81.7051779,18.2948221,88.7792271,11.2207729
557,Provincia,Cochabamba,Chapare,,Urbana,98284,90047,8237,159255,153873,5382,203106,198597,4509,91.6191852,8.3808148,96.6205143,3.3794857,97.779977,2.220023
558,Provincia,Cochabamba,Chapare,,Rural,84115,32163,51952,98419,56660,41759,125784,93389,32395,38.2369375,61.7630625,57.5701846,42.4298154,74.245532,25.754468
559,Municipio/TIOC,Cochabamba,Chapare,Sacaba,Sacaba,115199,98444,16755,169736,158424,11312,215343,206139,9204,85.4556029,14.5443971,93.3355328,6.6644672,95.7258885,4.2741115
560,Municipio/TIOC,Cochabamba,Chapare,Sacaba,Urbana,90866,83645,7221,147640,142698,4942,188229,184016,4213,92.0531332,7.9468668,96.6526687,3.3473313,97.7617689,2.2382311
561,Municipio/TIOC,Cochabamba,Chapare,Sacaba,Rural,24333,14799,9534,22096,15726,6370,27114,22123,4991,60.8186414,39.1813586,71.1712527,28.8287473,81.5925352,18.4074648
562,Municipio/TIOC,Cochabamba,Chapare,Colomi,Colomi,16676,11042,5634,18733,14257,4476,21465,17373,4092,66.2149196,33.7850804,76.1063364,23.8936636,80.9364081,19.0635919
563,Municipio/TIOC,Cochabamba,Chapare,Colomi,Urbana,3407,3021,386,3637,3549,88,3953,3890,63,88.6703845,11.3296155,97.5804234,2.4195766,98.4062737,1.5937263
564,Municipio/TIOC,Cochabamba,Chapare,Colomi,Rural,13269,8021,5248,15096,10708,4388,17512,13483,4029,60.4491672,39.5508328,70.9326974,29.0673026,76.9929191,23.0070809
565,Municipio/TIOC,Cochabamba,Chapare,Villa Tunari,Villa Tunari,50524,12724,37800,69205,37852,31353,92082,68474,23608,25.1840709,74.8159291,54.69547,45.30453,74.3619817,25.6380183
566,Municipio/TIOC,Cochabamba,Chapare,Villa Tunari,Urbana,4011,3381,630,7978,7626,352,10924,10691,233,84.2931937,15.7068063,95.5878666,4.4121334,97.8670817,2.1329183
567,Municipio/TIOC,Cochabamba,Chapare,Villa Tunari,Rural,46513,9343,37170,61227,30226,31001,81158,57783,23375,20.0868574,79.9131426,49.3671093,50.6328907,71.1981567,28.8018433
568,Provincia,Cochabamba,Tapacarí,,Tapacarí,25694,2626,23068,24401,9039,15362,24594,15282,9312,10.2202849,89.7797151,37.0435638,62.9564362,62.1371066,37.8628934
569,Provincia,Cochabamba,Tapacarí,,Urbana,,,,,,,,,,,,,,,
570,Provincia,Cochabamba,Tapacarí,,Rural,25694,2626,23068,24401,9039,15362,24594,15282,9312,10.2202849,89.7797151,37.0435638,62.9564362,62.1371066,37.8628934
571,Municipio/TIOC,Cochabamba,Tapacarí,Tapacarí,Tapacarí,25694,2626,23068,24401,9039,15362,24594,15282,9312,10.2202849,89.7797151,37.0435638,62.9564362,62.1371066,37.8628934
572,Municipio/TIOC,Cochabamba,Tapacarí,Tapacarí,Urbana,,,,,,,,,,,,,,,
573,Municipio/TIOC,Cochabamba,Tapacarí,Tapacarí,Rural,25694,2626,23068,24401,9039,15362,24594,15282,9312,10.2202849,89.7797151,37.0435638,62.9564362,62.1371066,37.8628934
574,Provincia,Cochabamba,Carrasco,,Carrasco,112059,37839,74220,131016,82421,48595,171911,137691,34220,33.7670334,66.2329666,62.9091103,37.0908897,80.0943511,19.9056489
575,Provincia,Cochabamba,Carrasco,,Urbana,14876,12315,2561,31442,28123,3319,59353,57323,2030,82.7843506,17.2156494,89.4440557,10.5559443,96.5797854,3.4202146
576,Provincia,Cochabamba,Carrasco,,Rural,97183,25524,71659,99574,54298,45276,112558,80368,32190,26.2638527,73.7361473,54.5302991,45.4697009,71.4014108,28.5985892
577,Municipio/TIOC,Cochabamba,Carrasco,Totora,Totora,12673,2648,10025,14524,7390,7134,14498,11166,3332,20.8948158,79.1051842,50.8812999,49.1187001,77.0175197,22.9824803
578,Municipio/TIOC,Cochabamba,Carrasco,Totora,Urbana,,,,,,,,,,,,,,,
579,Municipio/TIOC,Cochabamba,Carrasco,Totora,Rural,12673,2648,10025,14524,7390,7134,14498,11166,3332,20.8948158,79.1051842,50.8812999,49.1187001,77.0175197,22.9824803
580,Municipio/TIOC,Cochabamba,Carrasco,Pojo,Pojo,11171,801,10370,10072,5414,4658,11645,8179,3466,7.1703518,92.8296482,53.7529786,46.2470214,70.2361529,29.7638471
581,Municipio/TIOC,Cochabamba,Carrasco,Pojo,Urbana,,,,,,,,,,,,,,,
582,Municipio/TIOC,Cochabamba,Carrasco,Pojo,Rural,11171,801,10370,10072,5414,4658,11645,8179,3466,7.1703518,92.8296482,53.7529786,46.2470214,70.2361529,29.7638471
583,Municipio/TIOC,Cochabamba,Carrasco,Pocona,Pocona,13370,4763,8607,10538,7889,2649,12079,10095,1984,35.6245325,64.3754675,74.8624027,25.1375973,83.5747992,16.4252008
584,Municipio/TIOC,Cochabamba,Carrasco,Pocona,Urbana,,,,,,,,,,,,,,,
585,Municipio/TIOC,Cochabamba,Carrasco,Pocona,Rural,13370,4763,8607,10538,7889,2649,12079,10095,1984,35.6245325,64.3754675,74.8624027,25.1375973,83.5747992,16.4252008
586,Municipio/TIOC,Cochabamba,Carrasco,Chimoré,Chimoré,13631,5455,8176,20691,12962,7729,26228,20533,5695,40.0190742,59.9809258,62.6455947,37.3544053,78.286564,21.713436
587,Municipio/TIOC,Cochabamba,Carrasco,Chimoré,Urbana,2911,2508,403,5787,5093,694,9882,9608,274,86.1559602,13.8440398,88.0076032,11.9923968,97.2272819,2.7727181
588,Municipio/TIOC,Cochabamba,Carrasco,Chimoré,Rural,10720,2947,7773,14904,7869,7035,16346,10925,5421,27.4906716,72.5093284,52.7979066,47.2020934,66.8359232,33.1640768
589,Municipio/TIOC,Cochabamba,Carrasco,Puerto Villarroel,Puerto Villarroel,39676,14533,25143,45607,29813,15794,63353,51804,11549,36.6291965,63.3708035,65.3693512,34.6306488,81.7703976,18.2296024
590,Municipio/TIOC,Cochabamba,Carrasco,Puerto Villarroel,Urbana,5996,5027,969,12542,11536,1006,21989,21082,907,83.8392262,16.1607738,91.9789507,8.0210493,95.8752103,4.1247897
591,Municipio/TIOC,Cochabamba,Carrasco,Puerto Villarroel,Rural,33680,9506,24174,33065,18277,14788,41364,30722,10642,28.2244656,71.7755344,55.2759716,44.7240284,74.2723141,25.7276859
592,Municipio/TIOC,Cochabamba,Carrasco,Entre Ríos,Entre Ríos,21538,9639,11899,29584,18953,10631,44108,35914,8194,44.753459,55.246541,64.0650352,35.9349648,81.4228711,18.5771289
593,Municipio/TIOC,Cochabamba,Carrasco,Entre Ríos,Urbana,5969,4780,1189,13113,11494,1619,27482,26633,849,80.0804155,19.9195845,87.6534737,12.3465263,96.9107052,3.0892948
594,Municipio/TIOC,Cochabamba,Carrasco,Entre Ríos,Rural,15569,4859,10710,16471,7459,9012,16626,9281,7345,31.2094547,68.7905453,45.2856536,54.7143464,55.8222062,44.1777938
595,Provincia,Cochabamba,Mizque,,Mizque,35739,7318,28421,35421,16502,18919,36311,24722,11589,20.4762304,79.5237696,46.5881822,53.4118178,68.0840517,31.9159483
596,Provincia,Cochabamba,Mizque,,Urbana,2490,2054,436,3284,3104,180,5946,5863,83,82.4899598,17.5100402,94.5188794,5.4811206,98.6041036,1.3958964
597,Provincia,Cochabamba,Mizque,,Rural,33249,5264,27985,32137,13398,18739,30365,18859,11506,15.8320551,84.1679449,41.6902636,58.3097364,62.1076898,37.8923102
598,Municipio/TIOC,Cochabamba,Mizque,Mizque,Mizque,21029,6353,14676,19566,13003,6563,19579,16519,3060,30.2106615,69.7893385,66.4571195,33.5428805,84.3710098,15.6289902
599,Municipio/TIOC,Cochabamba,Mizque,Mizque,Urbana,2490,2054,436,3284,3104,180,5946,5863,83,82.4899598,17.5100402,94.5188794,5.4811206,98.6041036,1.3958964
600,Municipio/TIOC,Cochabamba,Mizque,Mizque,Rural,18539,4299,14240,16282,9899,6383,13633,10656,2977,23.188953,76.811047,60.7971994,39.2028006,78.1632803,21.8367197
601,Municipio/TIOC,Cochabamba,Mizque,Vila Vila,Vila Vila,4546,484,4062,5416,1389,4027,5213,2917,2296,10.6467224,89.3532776,25.6462334,74.3537666,55.9562632,44.0437368
602,Municipio/TIOC,Cochabamba,Mizque,Vila Vila,Urbana,,,,,,,,,,,,,,,
603,Municipio/TIOC,Cochabamba,Mizque,Vila Vila,Rural,4546,484,4062,5416,1389,4027,5213,2917,2296,10.6467224,89.3532776,25.6462334,74.3537666,55.9562632,44.0437368
604,Municipio/TIOC,Cochabamba,Mizque,Alalay,Alalay,4918,411,4507,3418,503,2915,3488,1966,1522,8.3570557,91.6429443,14.7162083,85.2837917,56.3646789,43.6353211
605,Municipio/TIOC,Cochabamba,Mizque,Alalay,Urbana,,,,,,,,,,,,,,,
606,Municipio/TIOC,Cochabamba,Mizque,Alalay,Rural,4918,411,4507,3418,503,2915,3488,1966,1522,8.3570557,91.6429443,14.7162083,85.2837917,56.3646789,43.6353211
607,Municipio/TIOC,Cochabamba,Mizque,TIOC-Raqaypampa,TIOC-Raqaypampa,5246,70,5176,7021,1607,5414,8031,3320,4711,1.33435,98.66565,22.8884774,77.1115226,41.3398082,58.6601918
608,Municipio/TIOC,Cochabamba,Mizque,TIOC-Raqaypampa,Urbana,,,,,,,,,,,,,,,
609,Municipio/TIOC,Cochabamba,Mizque,TIOC-Raqaypampa,Rural,5246,70,5176,7021,1607,5414,8031,3320,4711,1.33435,98.66565,22.8884774,77.1115226,41.3398082,58.6601918
610,Provincia,Cochabamba,Punata,,Punata,47421,40306,7115,54247,50569,3678,61261,58614,2647,84.9960988,15.0039012,93.2199016,6.7800984,95.6791433,4.3208567
611,Provincia,Cochabamba,Punata,,Urbana,16618,15377,1241,27890,27007,883,36954,36355,599,92.532194,7.467806,96.8339907,3.1660093,98.3790659,1.6209341
612,Provincia,Cochabamba,Punata,,Rural,30803,24929,5874,26357,23562,2795,24307,22259,2048,80.9304289,19.0695711,89.3956065,10.6043935,91.5744436,8.4255564
613,Municipio/TIOC,Cochabamba,Punata,Punata,Punata,26002,23884,2118,28684,27723,961,34555,33871,684,91.8544727,8.1455273,96.6497002,3.3502998,98.020547,1.979453
614,Municipio/TIOC,Cochabamba,Punata,Punata,Urbana,14615,13629,986,19438,19016,422,26079,25854,225,93.2535067,6.7464933,97.8289948,2.1710052,99.1372369,0.8627631
615,Municipio/TIOC,Cochabamba,Punata,Punata,Rural,11387,10255,1132,9246,8707,539,8476,8017,459,90.058839,9.941161,94.1704521,5.8295479,94.5847098,5.4152902
616,Municipio/TIOC,Cochabamba,Punata,Villa Rivero,Villa Rivero,5846,4062,1784,8123,7361,762,8579,7910,669,69.4834075,30.5165925,90.6192293,9.3807707,92.2018883,7.7981117
617,Municipio/TIOC,Cochabamba,Punata,Villa Rivero,Urbana,,,,,,,2673,2440,233,,,,,91.2832024,8.7167976
618,Municipio/TIOC,Cochabamba,Punata,Villa Rivero,Rural,5846,4062,1784,8123,7361,762,5906,5470,436,69.4834075,30.5165925,90.6192293,9.3807707,92.6176769,7.3823231
619,Municipio/TIOC,Cochabamba,Punata,San Benito,San Benito,12576,10724,1852,13386,12500,886,13032,12643,389,85.2735369,14.7264631,93.3811445,6.6188555,97.0150399,2.9849601
620,Municipio/TIOC,Cochabamba,Punata,San Benito,Urbana,2003,1748,255,8452,7991,461,8202,8061,141,87.2690964,12.7309036,94.5456697,5.4543303,98.2809071,1.7190929
621,Municipio/TIOC,Cochabamba,Punata,San Benito,Rural,10573,8976,1597,4934,4509,425,4830,4582,248,84.8954885,15.1045115,91.3862991,8.6137009,94.8654244,5.1345756
622,Municipio/TIOC,Cochabamba,Punata,Tacachi,Tacachi,1063,742,321,1296,1162,134,1282,1214,68,69.8024459,30.1975541,89.6604938,10.3395062,94.6957878,5.3042122
623,Municipio/TIOC,Cochabamba,Punata,Tacachi,Urbana,,,,,,,,,,,,,,,
624,Municipio/TIOC,Cochabamba,Punata,Tacachi,Rural,1063,742,321,1296,1162,134,1282,1214,68,69.8024459,30.1975541,89.6604938,10.3395062,94.6957878,5.3042122
625,Municipio/TIOC,Cochabamba,Punata,Villa Gualberto Villarroel,Villa Gualberto Villarroel,1934,894,1040,2758,1823,935,3813,2976,837,46.2254395,53.7745605,66.0986222,33.9013778,78.0487805,21.9512195
626,Municipio/TIOC,Cochabamba,Punata,Villa Gualberto Villarroel,Urbana,,,,,,,,,,,,,,,
627,Municipio/TIOC,Cochabamba,Punata,Villa Gualberto Villarroel,Rural,1934,894,1040,2758,1823,935,3813,2976,837,46.2254395,53.7745605,66.0986222,33.9013778,78.0487805,21.9512195
628,Provincia,Cochabamba,Bolívar,,Bolívar,8609,1162,7447,7171,3900,3271,8271,5943,2328,13.4975026,86.5024974,54.3857203,45.6142797,71.8534639,28.1465361
629,Provincia,Cochabamba,Bolívar,,Urbana,,,,,,,,,,,,,,,
630,Provincia,Cochabamba,Bolívar,,Rural,8609,1162,7447,7171,3900,3271,8271,5943,2328,13.4975026,86.5024974,54.3857203,45.6142797,71.8534639,28.1465361
631,Municipio/TIOC,Cochabamba,Bolívar,Bolívar,Bolívar,8609,1162,7447,7171,3900,3271,8271,5943,2328,13.4975026,86.5024974,54.3857203,45.6142797,71.8534639,28.1465361
632,Municipio/TIOC,Cochabamba,Bolívar,Bolívar,Urbana,,,,,,,,,,,,,,,
