Cluster,Comunidad,Municipio_std,HH,distance_km,nearest_line_type,annual_extension_EUR_HH,annual_standalone_EUR_HH,dispersed,breakeven_distance_km,dispersed_glouton_noeud_seul,dispersed_breakeven_independant,km_arete_parent_glouton,attache_glouton,km_arete_parent_glouton_noeud_seul
C2,BIOCEANICA,Bolpebra,29.642916321458163,36.6360276698783,Sist. Ais.,1313.3,1257.14,False,35.048,False,True,16.237856904305175,node,16.237856904305175
C2,SAN JORGE,Bolpebra,22.26263463131732,42.188919712937626,Sist. Ais.,2004.39,1257.14,False,26.322,False,True,5.842383925669879,node,5.842383925669879
C2,NOHAYA,Bolpebra,18.128647703212742,48.45989467057796,Sist. Ais.,2820.17,1257.14,False,21.434,False,True,6.497582383030208,node,6.497582383030208
C2,SAN MIGUEL DE MACHINERI,Bolpebra,9.669198195710209,54.5501592850436,Sist. Ais.,5932.6,1257.14,False,11.432,False,True,0.35602847669201293,node,0.35602847669201293
C2,YAMINAHUA,Bolpebra,25.378348522507594,54.90199546439373,Sist. Ais.,2285.68,1257.14,False,30.006,False,True,6.561526677656921,tap,7.871067756420112
C2,SAN PEDRO DE BOLPEBRA,Bolpebra,55.40421614655252,62.44392299099927,Sist. Ais.,1199.17,1257.14,False,65.507,False,False,4.347421682395736,node,16.55870001801895
C3,SANTA ROSA,Guayaramerín,31.22853798126951,0.0015664926191252,Sist. Ais.,17.53,1257.87,False,36.945,False,False,0.0015664926191676625,root,0.0015664926191252
C3,26 DE MARZO,Guayaramerín,37.51873048907388,0.0027284078834997,Sist. Ais.,17.55,1257.87,False,44.387,False,False,0.0027284078836166364,root,0.0027284078834997
C3,SAN JUAN,Guayaramerín,24.360691987513007,0.0053629048000885,Sist. Ais.,17.71,1257.87,False,28.82,False,False,0.00536290480034717,root,0.0053629048000885
C3,SAN AGUSTIN,Guayaramerín,70.50663371488034,0.0305693525726044,Sist. Ais.,17.93,1257.87,False,83.413,False,False,0.030569352573341847,root,0.0305693525726044
C3,1RO DE MAYO,Guayaramerín,13.28524973985432,0.0330630018451636,Sist. Ais.,20.08,1257.87,False,15.717,False,False,0.03306300184516367,root,0.0330630018451636
C3,VILLA PURISIMA,Guayaramerín,12.83480749219563,0.042019404413938,Sist. Ais.,20.91,1257.87,False,15.184,False,False,0.04201940441401183,root,0.042019404413938
C3,CACHUELA ESPERANZA,Guayaramerín,47.00442247658689,0.0420670632737001,Sist. Ais.,18.41,1257.87,False,55.609,False,False,0.042067063274405514,root,0.0420670632737001
C3,SAN MIGUEL,Guayaramerín,38.096383975026015,0.0704400944988156,Sist. Ais.,19.41,1257.87,False,45.07,False,False,0.07044009449881562,root,0.0704400944988156
C3,ROSARIO DEL YATA,Guayaramerín,41.602660257454225,0.0751746000907297,Sist. Ais.,19.37,1257.87,False,49.218,False,False,0.07517460009077043,root,0.0751746000907297
C3,GUAYARAMERIN,Guayaramerín,260.75013007284076,0.08578055348348,Sist. Ais.,17.82,1257.87,False,308.481,False,False,0.08578055348370667,root,0.08578055348348
C3,27 DE NOVIEMBRE,Guayaramerín,38.37721123829344,0.1087731365772857,Sist. Ais.,20.45,1257.87,False,45.402,False,False,0.10877313657728577,root,0.1087731365772857
C3,LA UNION,Guayaramerín,25.627211238293444,0.1460826426691154,Sist. Ais.,23.45,1257.87,False,30.318,False,False,0.14608264266911541,root,0.1460826426691154
C3,8 DE FEBRERO,Guayaramerín,29.469172736732567,0.162632702085984,Sist. Ais.,23.26,1257.87,False,34.864,False,False,0.16263270208598407,root,0.162632702085984
C3,SAN JOSE,Guayaramerín,21.785249739854322,0.1766261060875343,Sist. Ais.,25.98,1257.87,False,25.773,False,False,0.17662610608753432,root,0.1766261060875343
C3,ESTANCIAS DISPERSAS,Guayaramerín,3.841961498439126,0.2712324362636584,Sist. Ais.,91.49,1257.87,False,4.545,False,False,0.2712324362638515,root,0.2712324362636584
C3,SANTA EMILIA,Guayaramerín,1.7616057492195631,0.3051661081622357,Sist. Ais.,199.1,1257.87,False,2.084,False,False,0.3051661081622357,root,0.3051661081622357
C3,SAN PEDRO,Guayaramerín,2.02903159667719,0.739664055451882,Sist. Ais.,399.69,1257.87,False,2.4,False,False,0.7396640554518572,root,0.739664055451882
C3,SANTA EMILIA,Guayaramerín,5.514278746097815,0.7624578041117839,Sist. Ais.,162.45,1257.87,False,6.524,False,False,0.762457804110991,root,0.7624578041117839
C3,CACHUELA MAMORE,Guayaramerín,47.820499479708644,1.5299242601810832,Sist. Ais.,51.02,1257.87,False,56.574,False,False,1.5299242601810832,root,1.5299242601810832
C3,PUERTO CARRERO,Guayaramerín,12.12597463030001,1.644059457153869,Sist. Ais.,159.63,1257.87,False,14.346,False,False,1.6440594571545093,root,1.644059457153869
C3,EL PORVENIR,Guayaramerín,19.167403746097815,1.911770126979268,Sist. Ais.,122.05,1257.87,False,22.676,False,False,1.9117701269792677,root,1.911770126979268
C3,SAN FRANCISCO,Guayaramerín,20.926768990634756,1.925510907587795,Sist. Ais.,113.95,1257.87,False,24.757,False,False,1.925510907587795,root,1.925510907587795
C3,SANTA LUCIA,Guayaramerín,63.341961498439126,2.863110516569265,Sist. Ais.,64.87,1257.87,False,74.937,False,False,2.863110516569265,root,2.863110516569265
C3,SANTA FE,Guayaramerín,42.261576482830385,4.843480361908091,Sist. Ais.,137.64,1257.87,False,49.998,False,False,4.769149348028153,node,4.769149348028153
C3,VILLA UNION,Guayaramerín,19.252211238293444,6.248217718386594,Sist. Ais.,357.75,1257.87,False,22.776,False,False,1.455036473651923,tap,3.3959788051621147
C3,SAN PEDRO,Guayaramerín,35.89773739395757,6.274083122076944,Sist. Ais.,200.72,1257.87,False,42.469,False,False,5.145494049772355,node,5.145494049772355
C3,VILLA BELLA,Guayaramerín,47.820499479708644,8.115286435414435,Sist. Ais.,195.4,1257.87,False,56.574,False,False,5.969766303704436,root,8.115286435414435
C3,2 DE OCTUBRE,Guayaramerín,46.72359521331946,8.669628604964418,Sist. Ais.,212.02,1257.87,False,55.276,False,False,3.0986839988091854,node,6.167159337711672
C3,SANTA TERESA DEL YATA,Guayaramerín,23.180312888575003,8.876812568259037,Sist. Ais.,418.98,1257.87,False,27.423,False,False,4.6989313634583,node,4.6989313634583
C3,SAN FRANSISCO DEL YATA,Guayaramerín,16.719172736732567,12.59032490636806,Sist. Ais.,807.03,1257.87,False,19.78,False,False,6.182356531019041,node,6.182356531019041
C3,14 DE SEPTIEMBRE,Guayaramerín,22.72853798126951,13.910391977976571,Sist. Ais.,659.17,1257.87,False,26.889,False,False,5.477652167980157,node,5.477652167980157
C3,SANTA TERESA DEL YATA,Guayaramerín,46.5526475692814,14.033204806109612,Sist. Ais.,333.54,1257.87,False,55.074,False,False,11.870486592597084,node,11.870486592597084
C3,18 DE JUNIO,Guayaramerín,43.69771071800208,14.039664418309304,Sist. Ais.,354.34,1257.87,False,51.697,False,False,10.669022069143947,node,10.669022069143947
C3,PUERTO CARRERO,Guayaramerín,12.192313611115182,20.54662526974061,Sist. Ais.,1784.38,1257.87,False,14.424,False,True,0.6538884482380999,tap,1.4335776415554642
C3,SAN ROQUE,Guayaramerín,28.202653485952133,20.553844102869927,Sist. Ais.,781.59,1257.87,False,33.365,False,False,1.275764379353196,node,10.40283124823833
C3,PALMA SOLA,Guayaramerín,34.94328824141519,31.92040149395029,Sist. Ais.,975.25,1257.87,False,41.34,False,False,14.471385007952087,node,14.471385007952087
C3,RANCHO GRANDE,Guayaramerín,20.433922996878252,36.30193075203629,Sist. Ais.,1880.15,1257.87,False,24.174,False,True,0.44712673429333183,tap,3.0027084961342165
C3,BARRANCO COLORADO,Guayaramerín,42.75442247658689,39.30122744948912,Sist. Ais.,981.27,1257.87,False,50.581,False,False,2.969231549784154,node,7.429955040978936
C3,SAN JUAN DEL MAMORE,Guayaramerín,23.051768990634756,48.62838206877869,Sist. Ais.,2229.26,1257.87,False,27.271,False,True,9.64250350376607,node,9.64250350376607
C3,PUERTO COIMBRA,Guayaramerín,14.101326742976067,58.11617418825754,Sist. Ais.,4338.58,1257.87,False,16.683,False,True,1.9929026558345322,tap,2.1177150426814326
C3,SANTA FE DE LA CRUZ,Guayaramerín,16.63436524453694,60.21815795507517,Sist. Ais.,3813.06,1257.87,False,19.679,False,True,0.7162792795902057,tap,8.065874190036128
C3,ROSARIO DEL YATA,Guayaramerín,6.387454206645672,73.8938273742279,Sist. Ais.,12146.85,1257.87,True,7.557,True,True,,,
C3,LA ESPERANZA,Guayaramerín,0.8584807492195631,80.69853767352332,Sist. Ais.,98575.77,1257.87,True,1.016,True,True,,,
C3,PUERTO BOLIVAR,Guayaramerín,13.242845993756504,88.73483504718295,Sist. Ais.,7042.87,1257.87,True,15.667,True,True,,,
C3,FIRMEZA,Guayaramerín,9.808922996878252,90.21962458286488,Sist. Ais.,9661.04,1257.87,False,11.604,False,True,8.320497034355467,node,8.320497034355467
C3,SAN LORENZO,Guayaramerín,12.83480749219563,91.32893307554636,Sist. Ais.,7478.13,1257.87,True,15.184,True,True,,,
C3,VILLA NUEVA,Guayaramerín,9.400884495317378,91.49600023867296,Sist. Ais.,10221.97,1257.87,True,11.122,True,True,,,
C3,SINAI,Guayaramerín,5.966961498439126,94.29680460783636,Sist. Ais.,16586.69,1257.87,True,7.059,True,True,,,
C3,LAS PIEDRAS,Puerto_Gonzalo_Moreno,58.25081081081081,0.0010074354680366,Sist. Ais.,17.49,1255.82,False,68.8,False,False,0.001007435467605165,root,0.0010074354680366
C3,GONZALO MORENO,Puerto_Gonzalo_Moreno,56.93405405405406,0.0121208085802924,Sist. Ais.,17.7,1255.82,False,67.245,False,False,0.012120808580922023,root,0.0121208085802924
C3,BUEN FUTURO,Puerto_Gonzalo_Moreno,32.270990990990995,0.0361522499229542,Sist. Ais.,18.65,1255.82,False,38.115,False,False,0.036152249923012296,root,0.0361522499229542
C3,LIBERTAD,Puerto_Gonzalo_Moreno,10.011531531531531,0.0381126026619756,Sist. Ais.,21.47,1255.82,False,11.825,False,False,0.0381126026618969,root,0.0381126026619756
C3,LAGO VICTORIA,Puerto_Gonzalo_Moreno,19.96036036036036,0.0747955390471253,Sist. Ais.,21.4,1255.82,False,23.575,False,False,0.07479553904718769,root,0.0747955390471253
C3,PORTACHUELO MEDIO,Puerto_Gonzalo_Moreno,34.340180180180184,0.1017127007660635,Sist. Ais.,20.58,1255.82,False,40.559,False,False,0.10171270076627222,root,0.1017127007660635
C3,SAN PABLO,Puerto_Gonzalo_Moreno,34.69549549549549,0.1050556380191655,Sist. Ais.,20.65,1255.82,False,40.979,False,False,0.10505563801916552,root,0.1050556380191655
C3,CANDELARIA,Puerto_Gonzalo_Moreno,11.223783783783784,0.1293022962986766,Sist. Ais.,29.55,1255.82,False,13.256,False,False,0.12930229629864762,root,0.1293022962986766
C3,MIRAFLORES,Puerto_Gonzalo_Moreno,35.28072072072072,0.1329820296268107,Sist. Ais.,21.43,1255.82,False,41.67,False,False,0.13298202962611888,root,0.1329820296268107
C3,PORTACHUELO BAJO,Puerto_Gonzalo_Moreno,62.91171171171172,0.1790470402402901,Sist. Ais.,20.46,1255.82,False,74.305,False,False,0.17904704024029014,root,0.1790470402402901
C3,FRONTERA,Puerto_Gonzalo_Moreno,16.595315315315318,0.2453856190041139,Sist. Ais.,32.98,1255.82,False,19.601,False,False,0.24538561900411396,root,0.2453856190041139
C3,PORTACHUELO ALTO,Puerto_Gonzalo_Moreno,28.905945945945945,0.2877181506576902,Sist. Ais.,27.91,1255.82,False,34.141,False,False,0.2877181506576902,root,0.2877181506576902
C3,AGUA DULCE,Puerto_Gonzalo_Moreno,55.638198198198204,0.6809406946166343,Sist. Ais.,30.31,1255.82,False,65.714,False,False,0.6809406946166343,root,0.6809406946166343
C3,SAN CARLOS,Puerto_Gonzalo_Moreno,20.56648648648649,5.617822496357661,Sist. Ais.,303.87,1255.82,False,24.291,False,False,5.617822496357661,root,5.617822496357661
C3,6 DE AGOSTO,Puerto_Gonzalo_Moreno,19.019819819819823,5.690417652237091,Sist. Ais.,331.16,1255.82,False,22.464,False,False,2.7708921061196703,tap,5.642456169361645
C3,21 DE SEPTIEMBRE,Puerto_Gonzalo_Moreno,6.2493693693693695,6.7173887332877165,Sist. Ais.,1144.47,1255.82,False,7.381,False,False,5.902862563121253,tap,6.376562755230478
C3,AMERICA,Puerto_Gonzalo_Moreno,23.053693693693695,10.43176090995268,Sist. Ais.,491.91,1255.82,False,27.229,False,False,6.108347934433979,node,6.108347934433979
C3,VILLA NUEVA,Puerto_Gonzalo_Moreno,13.43927927927928,11.792548368339856,Sist. Ais.,937.48,1255.82,False,15.873,False,False,2.933495605371268,tap,3.3713163519374874
C3,SANTA ROSITA,Puerto_Gonzalo_Moreno,10.345945945945946,12.412262873463304,Sist. Ais.,1275.35,1255.82,False,12.22,False,True,1.6243051828887207,node,1.6243051828887207
C3,CONTRAVARICIA,Puerto_Gonzalo_Moreno,28.75963963963964,12.914298606871924,Sist. Ais.,488.28,1255.82,False,33.968,False,False,1.8621541441969898,node,5.315485868569615
C3,PALMIRA,Riberalta,20.55035128805621,4.6627595768806114e-05,Sist. Ais.,17.48,1257.49,False,24.305,False,False,4.6627596184228314e-05,root,4.6627595768806114e-05
C3,RIBERALTA,Riberalta,1293.7840449168318,0.0017451790051837,Sist. Ais.,17.48,1257.49,False,1530.134,False,False,0.00174517900513931,root,0.0017451790051837
C3,SANTA MARIA,Riberalta,125.4548990171941,0.0024104872218863,Sist. Ais.,17.49,1257.49,False,148.373,False,False,0.002410487222302256,root,0.0024104872218863
C3,LA ESPERANZA,Riberalta,4.566744730679157,0.00457756212331,Sist. Ais.,18.53,1257.49,False,5.401,False,False,0.004577562123324507,root,0.00457756212331
C3,VILLA COTOCA,Riberalta,42.54203646990533,0.0068734131478468,Sist. Ais.,17.64,1257.49,False,50.314,False,False,0.006873413148121072,root,0.0068734131478468
C3,SIGLO XX,Riberalta,7.991803278688525,0.0127401374784626,Sist. Ais.,19.15,1257.49,False,9.452,False,False,0.012740137478814688,root,0.0127401374784626
C3,SAN CRISTOBAL,Riberalta,34.86830000600493,0.0329249077333875,Sist. Ais.,18.46,1257.49,False,41.238,False,False,0.03292490773396023,root,0.0329249077333875
C3,TUMICHUCUA,Riberalta,36.63691026641847,0.0367063719529776,Sist. Ais.,18.53,1257.49,False,43.33,False,False,0.03670637195318981,root,0.0367063719529776
C3,12 DE OCTUBRE,Riberalta,18.472883764687044,0.0381239435497775,Sist. Ais.,19.64,1257.49,False,21.848,False,False,0.0381239435493317,root,0.0381239435497775
C3,LAGO SAN JOSE,Riberalta,13.803186613022678,0.0823657918139144,Sist. Ais.,23.73,1257.49,False,16.325,False,False,0.0823657918139144,root,0.0823657918139144
C3,AGUA CLARA,Riberalta,47.62354330551052,0.0854504785491578,Sist. Ais.,19.36,1257.49,False,56.323,False,False,0.08545047854947772,root,0.0854504785491578
C3,WARNES,Riberalta,74.50924958465941,0.0971151178174334,Sist. Ais.,18.84,1257.49,False,88.121,False,False,0.09711511781746751,root,0.0971151178174334
C3,AVAROA,Riberalta,32.89378490362097,0.1358970845966442,Sist. Ais.,21.81,1257.49,False,38.903,False,False,0.13589708459701563,root,0.1358970845966442
C3,POPECHI,Riberalta,73.16165856001922,0.1613392680526464,Sist. Ais.,19.79,1257.49,False,86.527,False,False,0.16133926805264645,root,0.1613392680526464
C3,BOLIVAR,Riberalta,50.95485898436719,0.244915270872427,Sist. Ais.,22.51,1257.49,False,60.263,False,False,0.244915270872427,root,0.244915270872427
C3,LA UNION,Riberalta,44.731665966092194,0.2611881217853398,Sist. Ais.,23.6,1257.49,False,52.903,False,False,0.2611881217858224,root,0.2611881217853398
C3,SAN ANTONIO,Riberalta,22.361228207129848,0.3273854698325498,Sist. Ais.,32.83,1257.49,False,26.446,False,False,0.3273854698325498,root,0.3273854698325498
C3,PALESTINA,Riberalta,6.167960601256249,0.3537383558004681,Sist. Ais.,77.61,1257.49,False,7.295,False,False,0.3537383557999125,root,0.3537383558004681
C3,SAN JOSE,Riberalta,20.75625613002662,0.3701012127160359,Sist. Ais.,36.17,1257.49,False,24.548,False,False,0.289414299651384,node,0.289414299651384
C3,CAMPO CENTRAL,Riberalta,67.55618006765548,0.3789451481248055,Sist. Ais.,23.36,1257.49,False,79.897,False,False,0.3789451481248055,root,0.3789451481248055
C3,LAS PALMERAS,Riberalta,41.51251226005324,0.507260745980315,Sist. Ais.,30.29,1257.49,False,49.096,False,False,0.507260745980315,root,0.507260745980315
C3,NUEVA UNION,Riberalta,13.70023419203747,1.8561719481722767,Sist. Ais.,159.53,1257.49,False,16.203,False,False,1.8561719481722767,root,1.8561719481722767
C3,SAN JUAN DEL URUCU,Riberalta,28.953964250685566,1.8959393108575464,Sist. Ais.,86.13,1257.49,False,34.243,False,False,1.8959393108575464,root,1.8959393108575464
C3,ANTOFAGASTA,Riberalta,48.77443904001281,2.2961558009344154,Sist. Ais.,66.83,1257.49,False,57.685,False,False,2.2961558009344154,root,2.2961558009344154
C3,LAS MERCEDES,Riberalta,24.284267099021196,2.4649293572712776,Sist. Ais.,123.9,1257.49,False,28.721,False,False,2.4649293572712776,root,2.4649293572712776
C3,ALADITA,Riberalta,10.37812806501331,2.647285187822573,Sist. Ais.,284.92,1257.49,False,12.274,False,False,1.8676187596763252,tap,2.647285187822573
C3,ESTANCIAS DISPERSAS,Riberalta,2.2833723653395785,2.866702815955385,Sist. Ais.,1333.8,1257.49,False,2.701,True,True,1.9373627340653798,tap,
C3,BUENA VISTA,Riberalta,22.028687318877072,3.332415749042682,Sist. Ais.,176.08,1257.49,False,26.053,False,False,3.322869681559215,node,3.322869681559215
C3,SAN LORENZO DE PAMPA,Riberalta,25.220048439720568,3.426822292993978,Sist. Ais.,159.94,1257.49,False,29.827,False,False,3.426822292993978,root,3.426822292993978
C3,7 DE JULIO,Riberalta,46.182209411717615,3.719254563964971,Sist. Ais.,101.91,1257.49,False,54.619,False,False,3.7192545639647245,root,3.719254563964971
C3,SAN JUAN,Riberalta,69.42774274905423,5.053773221999233,Sist. Ais.,93.8,1257.49,False,82.111,False,False,5.053773221999233,root,5.053773221999233
C3,SAN ANTONIO,Riberalta,41.15217878660502,5.41946278533492,Sist. Ais.,155.55,1257.49,False,48.67,False,False,3.5432647589613833,root,5.41946278533492
C3,SANTA AMALIA,Riberalta,47.323895594387395,6.613882773577458,Sist. Ais.,164.01,1257.49,False,55.969,False,False,6.613882773577458,root,6.613882773577458
C3,EL HONDO,Riberalta,31.237336616025146,7.799533625137456,Sist. Ais.,279.26,1257.49,False,36.944,False,False,4.151630340736674,node,4.151630340736674
C3,26 DE OCTUBRE,Riberalta,45.04052322904782,8.232357529250057,Sist. Ais.,209.11,1257.49,False,53.269,False,False,6.639788217256858,tap,7.508358936566
C3,SANTA ROSA DEL IVON,Riberalta,26.464687043375573,8.346941651223807,Sist. Ais.,348.16,1257.49,False,31.299,False,False,5.479823571754296,node,5.479823571754296
C3,BERLIN,Riberalta,49.81317280169739,8.372235237139709,Sist. Ais.,193.69,1257.49,False,58.913,False,False,3.50551941233792,root,8.372235237139709
C3,LOS ANGELES,Riberalta,27.39125883224244,8.463332279801506,Sist. Ais.,341.43,1257.49,False,32.395,False,False,6.715371487738107,node,6.715371487738107
C3,PUERTO ROMAN,Riberalta,52.508354850977796,8.849704125119949,Sist. Ais.,194.18,1257.49,False,62.101,False,False,8.849704125119949,root,8.849704125119949
C3,SANTA FE,Riberalta,31.34028903701035,8.862894754079939,Sist. Ais.,313.98,1257.49,False,37.066,False,False,8.838144323002073,node,8.838144323002073
C3,CANDELARIA,Riberalta,54.501708969982836,8.998596347061524,Sist. Ais.,190.58,1257.49,False,64.458,False,False,8.97948136459826,node,8.97948136459826
C3,SAN JUAN KM 42,Riberalta,25.220048439720568,11.046602787309594,Sist. Ais.,476.72,1257.49,False,29.827,False,False,2.9605679157541434,node,2.9605679157541434
C3,BELLA FLOR,Riberalta,55.93341339898717,11.252025922825574,Sist. Ais.,228.39,1257.49,False,66.151,False,False,7.3874744037746884,tap,8.084949263212604
C3,HAMBURGO,Riberalta,3.425058548009368,11.31406562152047,Sist. Ais.,3480.92,1257.49,False,4.051,False,True,1.3106806043727899,tap,2.0102348299511834
C3,DESVELO,Riberalta,33.21185171840909,11.578479769958694,Sist. Ais.,383.0,1257.49,False,39.279,False,False,8.48453093758491,node,8.48453093758491
C3,SAN ARIEL,Riberalta,66.33418508440079,11.683086319781472,Sist. Ais.,202.14,1257.49,False,78.452,False,False,3.2850611139355888,node,11.535327914920014
C3,MEDIO MONTE,Riberalta,24.284267099021196,11.904214056365795,Sist. Ais.,531.44,1257.49,False,28.721,False,False,0.22176768645820588,tap,3.6949921993629466
C3,PARAISO,Riberalta,10.584032906983728,12.229171686553858,Sist. Ais.,1228.92,1257.49,False,12.518,False,False,0.30466295312098013,tap,0.37682943324700013
C3,27 DE MAYO,Riberalta,12.558548009367684,13.086721595776924,Sist. Ais.,1110.05,1257.49,False,14.853,False,False,3.0388219540573305,tap,3.563994518123237
C3,BUENA VISTA,Riberalta,21.03732080778679,13.59615985265695,Sist. Ais.,695.09,1257.49,False,24.88,False,False,1.9011574262110975,tap,8.55243817036498
C3,VILLA NAZARETH,Riberalta,15.047825216677676,13.886916361483353,Sist. Ais.,985.06,1257.49,False,17.797,False,False,2.0277488305789717,tap,3.6247764598840675
C3,SAN ARIEL,Riberalta,13.88349541360758,14.312512784258962,Sist. Ais.,1098.35,1257.49,False,16.42,False,False,4.579604983527381,tap,4.842934014579733
C3,PALMIRA DEL IVON,Riberalta,30.82552693208431,14.61899696302298,Sist. Ais.,514.71,1257.49,False,36.457,False,False,0.01071812303643566,node,4.639540412236285
C3,LAGO EL CARMEN,Riberalta,15.459634900618507,14.837150607904546,Sist. Ais.,1023.73,1257.49,False,18.284,False,False,1.3142791137901855,tap,2.010293811029386
C3,CENTRITO,Riberalta,10.481080485998518,15.024164209069474,Sist. Ais.,1520.42,1257.49,False,12.396,False,True,8.010682585685126,node,8.010682585685126
C3,IVARENDA,Riberalta,2.2833723653395785,15.616149029498589,Sist. Ais.,7188.07,1257.49,False,2.701,False,True,1.1345541028913557,tap,2.2139585749574158
C3,SANTUARIO,Riberalta,56.85998518785405,15.929342544405934,Sist. Ais.,311.21,1257.49,False,67.247,False,False,12.388466810684902,node,15.929342544405934
C3,SANTA ELENA DEL LAGO,Riberalta,27.185353990272024,16.319021113647736,Sist. Ais.,646.86,1257.49,False,32.152,False,False,16.319021113647736,root,16.319021113647736
C3,FLOR DE OCTUBRE,Riberalta,25.323000860705783,16.49850185213819,Sist. Ais.,700.58,1257.49,False,29.949,False,False,1.521167846661778,node,6.176491856234984
C3,BUEN RETIRO,Riberalta,22.10384715466683,18.103415534728445,Sist. Ais.,876.19,1257.49,False,26.142,False,False,11.312203518801017,node,11.312203518801017
C3,CONSUELO DEL ROSARIO,Riberalta,81.771176364619,18.88528238503865,Sist. Ais.,259.62,1257.49,False,96.709,False,False,6.457168956807479,node,10.927936120358728
C3,SANTA RITA,Riberalta,12.558548009367684,19.158092547181067,Sist. Ais.,1616.93,1257.49,False,14.853,False,True,5.004599831694588,node,5.004599831694588
C3,PALESTINA,Riberalta,11.920916875976234,22.35718941626072,Sist. Ais.,1983.85,1257.49,False,14.099,False,True,3.217747442819556,node,3.217747442819556
C3,MONTE CRISTO,Riberalta,14.214996296963513,24.96072751107668,Sist. Ais.,1858.54,1257.49,False,16.812,False,True,8.612617621796396,node,8.612617621796396
C3,BRILLANTE,Riberalta,36.31884345163034,26.20380755070581,Sist. Ais.,773.94,1257.49,False,42.954,False,False,10.536356236849588,node,10.536356236849588
C3,SANTA ROSA DEL BIATA,Riberalta,17.331197582017257,26.23030838585562,Sist. Ais.,1604.31,1257.49,False,20.497,False,True,7.35016696604437,tap,11.43061124900633
C3,PALESTINA,Riberalta,18.959842473126812,27.77880082925932,Sist. Ais.,1553.64,1257.49,False,22.423,False,True,3.7173293370389633,node,3.7173293370389633
C3,LA SABANA,Riberalta,15.150777637662884,27.981624264887696,Sist. Ais.,1953.88,1257.49,False,17.919,False,True,16.79342301697654,node,16.79342301697654
C3,ALTA GRACIA,Riberalta,23.245533337336617,30.37586847234673,Sist. Ais.,1387.56,1257.49,False,27.492,False,True,4.31142343887443,tap,5.065290237780617
C3,EL TRIANGULO,Riberalta,22.61860925959287,31.124784070859388,Sist. Ais.,1460.25,1257.49,False,26.751,False,True,5.033096591831665,node,5.033096591831665
C3,PUERTO CHACOBO,Riberalta,177.95285535347446,31.903214115037773,Sist. Ais.,205.44,1257.49,False,210.461,False,False,2.658720204097443,node,21.07728802246133
C3,SANTA ROSA DEL FLORIDA,Riberalta,27.709325647030568,36.65187965922666,Sist. Ais.,1404.32,1257.49,False,32.771,False,True,8.754080139979326,node,18.57690473098509
C3,COSTA RICA,Riberalta,49.59805840789447,37.63039327564434,Sist. Ais.,812.96,1257.49,False,58.659,False,False,9.63844235120602,node,9.63844235120602
C3,5 DE AGOSTO,Riberalta,32.790832482635764,39.30039294276949,Sist. Ais.,1274.09,1257.49,False,38.781,False,True,1.8217167632504345,node,1.8217167632504345
C3,POZA NEGRA,Riberalta,16.086558978362255,39.48337864250204,Sist. Ais.,2590.89,1257.49,False,19.025,False,True,7.784141140898806,tap,8.532897540819958
C3,CANDELARIA,Riberalta,40.03392024597425,40.08108379417812,Sist. Ais.,1067.18,1257.49,False,47.347,False,False,1.8003373916700003,node,1.8003373916700003
C3,VICTORIA,Riberalta,33.82956624432035,42.60355616542255,Sist. Ais.,1337.88,1257.49,False,40.01,False,True,4.537830559542849,node,14.88547845030951
C3,TOKIO,Riberalta,12.558548009367684,46.12141994356299,Sist. Ais.,3868.01,1257.49,False,14.853,False,True,4.114801370884754,tap,6.267341349782729
C3,LAS LIMAS,Riberalta,11.416861826697891,57.59636294400491,Sist. Ais.,5306.87,1257.49,True,13.503,True,True,,,
C3,LOS CAYUCES,Riberalta,1.2439572449408516,58.77569516229987,Sist. Ais.,49556.84,1257.49,True,1.471,True,True,,,
C3,FORTALEZA,Riberalta,15.150777637662884,59.28878030227891,Sist. Ais.,4120.42,1257.49,False,17.919,False,True,15.139675688180688,tap,15.141866263520349
C3,LA UNION II,Riberalta,11.820184325795038,62.53959000388844,Sist. Ais.,5564.87,1257.49,True,13.98,True,True,,,
C3,SAN FRANCISCO,Riberalta,31.443241457995555,64.12037897046511,Sist. Ais.,2155.57,1257.49,False,37.187,False,True,6.378439728877941,node,16.86905234589367
C3,EL RECREO,Riberalta,48.77443904001281,69.14633266932267,Sist. Ais.,1503.87,1257.49,False,57.685,False,True,7.679989349809782,tap,7.971877998848169
C3,ALTO IVON,Riberalta,133.77397866250325,73.05380332228823,Sist. Ais.,590.05,1257.49,False,158.212,False,False,1.7678479662007591,node,34.653754065623886
C3,BUEN DESTINO,Riberalta,61.74479673332132,74.31590787115638,Sist. Ais.,1279.42,1257.49,False,73.024,False,True,0.25755387601493845,tap,41.472728618057246
C3,PUERTO CHACOBO,Riberalta,24.61273242850679,77.89783652812108,Sist. Ais.,3335.84,1257.49,False,29.109,False,True,7.258566058802362,node,7.258566058802362
C3,3 BOCAS,Riberalta,7.056021937989151,82.16138968655842,Sist. Ais.,12226.08,1257.49,False,8.345,True,True,7.798331082969467,tap,
C3,LA UNION II,Riberalta,5.511013256222215,85.88734074323702,Sist. Ais.,16357.62,1257.49,False,6.518,False,True,0.08796475869497636,tap,0.17708452183346812
C3,CACHUELITA,Riberalta,12.661500430352891,85.99690802726325,Sist. Ais.,7138.72,1257.49,False,14.975,False,True,0.15369166893827452,node,12.758650199182117
