PV,SOLAR,WIND_ONSHORE
0.000000,0.000000,0.107500
0.000000,0.000000,0.092000
0.000000,0.000000,0.078000
0.000000,0.000000,0.064500
0.000000,0.000000,0.053000
0.000000,0.000000,0.035000
0.000000,0.000000,0.016000
0.000000,0.000000,0.009500
0.000000,0.000000,0.020000
0.000000,0.000000,0.061500
0.012000,0.030660,0.068000
0.101000,0.127830,0.011500
0.217500,0.253774,0.015000
0.319000,0.370755,0.031500
0.383000,0.449057,0.059000
0.412500,0.488679,0.074000
0.415000,0.492925,0.074500
0.367000,0.432547,0.068000
0.301500,0.353774,0.057000
0.232000,0.273585,0.051500
0.148000,0.181604,0.057500
0.061000,0.086792,0.061000
0.000000,0.012736,0.075000
0.000000,0.000000,0.093500
0.000000,0.000000,0.084000
0.000000,0.000000,0.074500
0.000000,0.000000,0.065000
0.000000,0.000000,0.055000
0.000000,0.000000,0.047000
0.000000,0.000000,0.037500
0.000000,0.000000,0.031000
0.000000,0.000000,0.028000
0.000000,0.000000,0.033000
0.000000,0.000000,0.050000
0.011500,0.030189,0.045500
0.102000,0.128774,0.003500
0.225000,0.261321,0.007500
0.342500,0.396226,0.010500
0.433500,0.509906,0.008500
0.492000,0.588679,0.008500
0.523500,0.633962,0.008000
0.529000,0.643868,0.007000
0.475000,0.573585,0.005000
0.364500,0.433491,0.005000
0.223500,0.267453,0.007000
0.090000,0.119811,0.018000
0.003000,0.019340,0.027500
0.000000,0.000000,0.094500
0.000000,0.000000,0.131500
0.000000,0.000000,0.128500
0.000000,0.000000,0.107500
0.000000,0.000000,0.091000
0.000000,0.000000,0.069000
0.000000,0.000000,0.062500
0.000000,0.000000,0.058000
0.000000,0.000000,0.058500
0.000000,0.000000,0.053500
0.000000,0.000000,0.055500
0.011000,0.029717,0.046500
0.096500,0.123585,0.012000
0.219000,0.256604,0.041500
0.339000,0.392925,0.049500
0.425500,0.499057,0.053000
0.464500,0.550472,0.054500
0.462000,0.548585,0.052000
0.433000,0.513208,0.047500
0.369500,0.434906,0.032000
0.260500,0.307075,0.016500
0.162500,0.197170,0.005500
0.063500,0.090094,0.002500
0.000000,0.012736,0.004500
0.000000,0.000000,0.036000
0.000000,0.000000,0.083000
0.000000,0.000000,0.100500
0.000000,0.000000,0.109500
0.000000,0.000000,0.099000
0.000000,0.000000,0.079500
0.000000,0.000000,0.055500
0.000000,0.000000,0.044500
0.000000,0.000000,0.044000
0.000000,0.000000,0.051500
0.000000,0.000000,0.061500
0.005500,0.022170,0.063500
0.074500,0.100000,0.009000
0.170500,0.202358,0.001000
0.271500,0.313208,0.009500
0.346000,0.401887,0.023500
0.380000,0.443396,0.030500
0.362500,0.424528,0.029000
0.316000,0.369340,0.019000
0.256500,0.301415,0.012000
0.193500,0.230660,0.009500
0.124500,0.155660,0.008500
0.050500,0.075000,0.006000
0.001000,0.011792,0.006500
0.000000,0.000000,0.018500
0.000000,0.000000,0.037500
0.000000,0.000000,0.064500
0.000000,0.000000,0.076500
0.000000,0.000000,0.073000
0.000000,0.000000,0.052500
0.000000,0.000000,0.032500
0.000000,0.000000,0.017500
0.000000,0.000000,0.008000
0.000000,0.000000,0.003000
0.000000,0.000000,0.008500
0.013000,0.031604,0.030000
0.111000,0.138679,0.006000
0.234000,0.271226,0.001500
0.338000,0.390094,0.016000
0.414500,0.484906,0.025000
0.443000,0.524057,0.024000
0.456000,0.541981,0.020500
0.439000,0.522170,0.015000
0.384500,0.455189,0.013000
0.287500,0.339151,0.014000
0.172000,0.208491,0.016500
0.069000,0.095755,0.013000
0.001500,0.015566,0.009000
0.000000,0.000000,0.020000
0.000000,0.000000,0.053000
0.000000,0.000000,0.094000
0.000000,0.000000,0.095000
0.000000,0.000000,0.057000
0.000000,0.000000,0.037000
0.000000,0.000000,0.035500
0.000000,0.000000,0.042500
0.000000,0.000000,0.045500
0.000000,0.000000,0.047000
0.000000,0.000000,0.062500
0.018000,0.037736,0.049000
0.119500,0.147642,0.007000
0.260000,0.301887,0.035500
0.368500,0.429245,0.049000
0.439500,0.518396,0.065500
0.463000,0.550472,0.074000
0.471000,0.561792,0.082000
0.439500,0.522170,0.086000
0.347500,0.408491,0.071000
0.259500,0.305189,0.042500
0.153000,0.186321,0.019000
0.055500,0.081132,0.005500
0.000000,0.011321,0.026000
0.000000,0.000000,0.080500
0.000000,0.000000,0.068500
0.000000,0.000000,0.070000
0.000000,0.000000,0.075000
0.000000,0.000000,0.082500
0.000000,0.000000,0.080500
0.000000,0.000000,0.076000
0.000000,0.000000,0.084000
0.000000,0.000000,0.083500
0.000000,0.000000,0.073000
0.000000,0.000000,0.072500
0.003000,0.018868,0.061000
0.061000,0.085377,0.022000
0.149000,0.179245,0.048000
0.254000,0.292925,0.072000
0.358000,0.412736,0.105500
0.412500,0.479245,0.138500
0.427000,0.500472,0.150000
0.413000,0.485377,0.128500
0.361500,0.423585,0.100000
0.284500,0.333019,0.070000
0.179000,0.214623,0.054000
0.072000,0.099057,0.044000
0.002500,0.016038,0.046000
0.000000,0.000000,0.063000
0.000000,0.000000,0.092500
0.000000,0.000000,0.107000
0.000000,0.000000,0.100000
0.000000,0.000000,0.083500
0.000000,0.000000,0.078000
0.000000,0.000000,0.090500
0.000000,0.000000,0.087500
0.000000,0.000000,0.086000
0.000000,0.000000,0.073500
0.000000,0.000000,0.067000
0.009500,0.027830,0.068500
0.100000,0.126415,0.021000
0.230500,0.266038,0.034500
0.324000,0.371226,0.074000
0.369500,0.425472,0.111000
0.369500,0.428302,0.141500
0.369000,0.430189,0.122000
0.358500,0.419811,0.094500
0.296000,0.346698,0.066500
0.202500,0.241509,0.050000
0.113000,0.143396,0.038500
0.037500,0.060377,0.019500
0.000000,0.008962,0.021500
0.000000,0.000000,0.048500
0.000000,0.000000,0.064000
0.000000,0.000000,0.056500
0.000000,0.000000,0.058000
0.000000,0.000000,0.063000
0.000000,0.000000,0.058000
0.000000,0.000000,0.051500
0.000000,0.000000,0.049500
0.000000,0.000000,0.047000
0.000000,0.000000,0.046500
0.000000,0.000000,0.046000
0.009000,0.026415,0.044500
0.092500,0.119340,0.010000
0.211500,0.246698,0.024000
0.325000,0.375472,0.046500
0.407000,0.477358,0.063500
0.453000,0.538208,0.072500
0.463500,0.554245,0.073000
0.437000,0.521698,0.073000
0.375000,0.444340,0.061000
