PV,SOLAR,WIND_ONSHORE
0.000000,0.000000,0.113167
0.000000,0.000000,0.078167
0.000000,0.000000,0.059333
0.000000,0.000000,0.045833
0.000000,0.000000,0.035167
0.000000,0.000000,0.028167
0.000000,0.000000,0.026333
0.000000,0.000000,0.028333
0.000000,0.000000,0.027667
0.000000,0.000000,0.032167
0.007333,0.023831,0.039500
0.086000,0.109227,0.003667
0.196000,0.223190,0.014833
0.298833,0.336541,0.026500
0.379000,0.430797,0.048500
0.433333,0.500458,0.078000
0.453500,0.528720,0.101500
0.436833,0.510541,0.117333
0.384667,0.446685,0.123667
0.304833,0.351971,0.125833
0.197667,0.231745,0.121167
0.080167,0.105408,0.112333
0.004333,0.019401,0.122333
0.000000,0.000000,0.160500
0.000000,0.000000,0.118000
0.000000,0.000000,0.067667
0.000000,0.000000,0.053000
0.000000,0.000000,0.037667
0.000000,0.000000,0.023500
0.000000,0.000000,0.014000
0.000000,0.000000,0.008833
0.000000,0.000000,0.004667
0.000000,0.000000,0.004000
0.000000,0.000000,0.006167
0.008833,0.026276,0.007167
0.094833,0.117935,0.003833
0.231000,0.261075,0.021167
0.364000,0.412313,0.022500
0.463333,0.537427,0.019500
0.524167,0.621143,0.021000
0.544667,0.652460,0.023833
0.517000,0.617018,0.027000
0.453500,0.534525,0.031667
0.333000,0.386190,0.037833
0.208833,0.245188,0.046167
0.090500,0.117324,0.050167
0.005167,0.021693,0.053333
0.000000,0.000000,0.143500
0.000000,0.000000,0.170667
0.000000,0.000000,0.135333
0.000000,0.000000,0.112500
0.000000,0.000000,0.088167
0.000000,0.000000,0.064167
0.000000,0.000000,0.043833
0.000000,0.000000,0.031833
0.000000,0.000000,0.025500
0.000000,0.000000,0.022167
0.000000,0.000000,0.021667
0.007000,0.023068,0.019000
0.087500,0.110755,0.008000
0.201333,0.229759,0.031667
0.315000,0.354873,0.066167
0.407333,0.463642,0.078000
0.442833,0.509777,0.070000
0.449667,0.520318,0.058167
0.429167,0.496334,0.045500
0.366500,0.421173,0.030167
0.270333,0.310113,0.022167
0.174500,0.205163,0.013500
0.075167,0.099908,0.007000
0.000833,0.015735,0.016000
0.000000,0.000000,0.056000
0.000000,0.000000,0.070000
0.000000,0.000000,0.068500
0.000000,0.000000,0.060500
0.000000,0.000000,0.052000
0.000000,0.000000,0.047000
0.000000,0.000000,0.047667
0.000000,0.000000,0.048667
0.000000,0.000000,0.050500
0.000000,0.000000,0.052167
0.000000,0.000000,0.053000
0.004333,0.019554,0.046500
0.075167,0.097922,0.003333
0.179333,0.205775,0.005333
0.279833,0.315460,0.023833
0.362500,0.412160,0.041167
0.423833,0.487779,0.046000
0.457167,0.533303,0.047333
0.438500,0.512985,0.048000
0.385167,0.447754,0.047667
0.289833,0.335472,0.046333
0.178833,0.211732,0.046833
0.075000,0.100214,0.045833
0.003833,0.018637,0.056833
0.000000,0.000000,0.097500
0.000000,0.000000,0.098833
0.000000,0.000000,0.076500
0.000000,0.000000,0.064333
0.000000,0.000000,0.054833
0.000000,0.000000,0.040333
0.000000,0.000000,0.025833
0.000000,0.000000,0.014500
0.000000,0.000000,0.009833
0.000000,0.000000,0.013167
0.000000,0.000000,0.020333
0.009667,0.026734,0.020667
0.104500,0.127712,0.002833
0.231667,0.261228,0.010833
0.336333,0.378093,0.013667
0.401667,0.457684,0.013000
0.432000,0.498625,0.013667
0.443500,0.516040,0.015167
0.426667,0.496639,0.016500
0.368833,0.426520,0.016833
0.278500,0.320959,0.019833
0.165333,0.196303,0.027333
0.067333,0.091506,0.029333
0.002333,0.016040,0.037833
0.000000,0.000000,0.061833
0.000000,0.000000,0.053500
0.000000,0.000000,0.042667
0.000000,0.000000,0.037833
0.000000,0.000000,0.035500
0.000000,0.000000,0.027333
0.000000,0.000000,0.018000
0.000000,0.000000,0.015500
0.000000,0.000000,0.023167
0.000000,0.000000,0.028167
0.000000,0.000000,0.038167
0.009833,0.027039,0.038833
0.105167,0.128628,0.004000
0.232500,0.263061,0.020500
0.332000,0.374733,0.030167
0.385000,0.439200,0.030667
0.398833,0.457837,0.033333
0.404833,0.467156,0.036500
0.382000,0.439811,0.036833
0.334333,0.383593,0.033833
0.259500,0.297739,0.029167
0.165667,0.194928,0.018167
0.070000,0.093339,0.004833
0.002333,0.015888,0.013667
