PV,SOLAR,WIND_ONSHORE
0.000000,0.000000,0.111375
0.000000,0.000000,0.080375
0.000000,0.000000,0.063625
0.000000,0.000000,0.045125
0.000000,0.000000,0.031375
0.000000,0.000000,0.022875
0.000000,0.000000,0.020125
0.000000,0.000000,0.022750
0.000000,0.000000,0.025500
0.000000,0.000000,0.032125
0.009625,0.028284,0.036500
0.101500,0.130633,0.009125
0.235375,0.278284,0.035125
0.355625,0.421980,0.041500
0.448875,0.544104,0.055375
0.510625,0.631592,0.076250
0.526875,0.658917,0.099125
0.489250,0.609779,0.121375
0.414375,0.510427,0.138625
0.317750,0.388303,0.150125
0.207875,0.256831,0.158750
0.094375,0.127277,0.154125
0.009375,0.028284,0.149000
0.000000,0.000000,0.195875
0.000000,0.000000,0.172000
0.000000,0.000000,0.121000
0.000000,0.000000,0.094750
0.000000,0.000000,0.068375
0.000000,0.000000,0.051000
0.000000,0.000000,0.035000
0.000000,0.000000,0.023875
0.000000,0.000000,0.016625
0.000000,0.000000,0.013375
0.000000,0.000000,0.014750
0.009750,0.027924,0.012000
0.094250,0.123082,0.010125
0.240125,0.283797,0.045625
0.379750,0.452780,0.044500
0.484750,0.594559,0.032000
0.543750,0.682526,0.030875
0.562500,0.714286,0.034250
0.540625,0.684923,0.035500
0.470125,0.587368,0.035125
0.333250,0.408317,0.035875
0.217625,0.268936,0.039625
0.097375,0.131352,0.043250
0.009000,0.028044,0.046250
0.000000,0.000000,0.133375
0.000000,0.000000,0.176750
0.000000,0.000000,0.143125
0.000000,0.000000,0.105375
0.000000,0.000000,0.081250
0.000000,0.000000,0.067375
0.000000,0.000000,0.054250
0.000000,0.000000,0.044250
0.000000,0.000000,0.036250
0.000000,0.000000,0.035125
0.000000,0.000000,0.035625
0.007625,0.025407,0.028375
0.090500,0.119367,0.014500
0.210875,0.251318,0.048500
0.329375,0.388902,0.107000
0.418875,0.502037,0.138000
0.457250,0.555129,0.125000
0.462125,0.563519,0.103000
0.426375,0.518217,0.081125
0.363500,0.439118,0.053625
0.258250,0.312081,0.033750
0.162875,0.202061,0.018750
0.069375,0.098394,0.012375
0.001875,0.017977,0.024875
0.000000,0.000000,0.083500
0.000000,0.000000,0.106500
0.000000,0.000000,0.089250
0.000000,0.000000,0.064375
0.000000,0.000000,0.046000
0.000000,0.000000,0.034125
0.000000,0.000000,0.030000
0.000000,0.000000,0.030750
0.000000,0.000000,0.031250
0.000000,0.000000,0.033875
0.000000,0.000000,0.037250
0.002000,0.017857,0.032625
0.068750,0.095638,0.005625
0.172750,0.208533,0.021500
0.273125,0.322747,0.049125
0.362000,0.430609,0.072875
0.428750,0.518097,0.082625
0.464750,0.569271,0.084875
0.453875,0.558006,0.082875
0.412625,0.505513,0.078375
0.324875,0.395494,0.073375
