PV,SOLAR,WIND_ONSHORE
0.002000,0.018555,0.081000
0.087000,0.117188,0.022000
0.211000,0.252930,0.027000
0.326000,0.386719,0.085000
0.396000,0.472656,0.101000
0.427000,0.513672,0.093000
0.445000,0.539062,0.064000
0.425000,0.513672,0.034000
0.368000,0.442383,0.013000
0.289000,0.346680,0.001000
0.174000,0.214844,0.000000
0.078000,0.108398,0.000000
0.006000,0.024414,0.000000
0.000000,0.000000,0.002000
0.000000,0.000000,0.010000
0.000000,0.000000,0.017000
0.000000,0.000000,0.030000
0.000000,0.000000,0.045000
0.000000,0.000000,0.054000
0.000000,0.000000,0.068000
0.000000,0.000000,0.069000
0.000000,0.000000,0.060000
0.000000,0.000000,0.058000
0.000000,0.000000,0.071000
0.000000,0.013672,0.078000
0.075000,0.103516,0.019000
0.190000,0.229492,0.007000
0.294000,0.348633,0.061000
0.369000,0.438477,0.118000
0.415000,0.498047,0.150000
0.434000,0.524414,0.150000
0.406000,0.490234,0.127000
0.347000,0.416992,0.087000
0.261000,0.314453,0.049000
0.176000,0.216797,0.020000
0.077000,0.106445,0.006000
0.006000,0.024414,0.012000
0.000000,0.000000,0.051000
0.000000,0.000000,0.076000
0.000000,0.000000,0.074000
0.000000,0.000000,0.068000
0.000000,0.000000,0.071000
0.000000,0.000000,0.071000
0.000000,0.000000,0.069000
0.000000,0.000000,0.070000
0.000000,0.000000,0.075000
0.000000,0.000000,0.084000
0.000000,0.000000,0.096000
0.002000,0.018555,0.090000
0.077000,0.104492,0.020000
0.228000,0.272461,0.094000
0.381000,0.454102,0.155000
0.492000,0.602539,0.184000
0.554000,0.690430,0.175000
0.567000,0.711914,0.143000
0.538000,0.672852,0.108000
0.467000,0.576172,0.070000
0.336000,0.407227,0.037000
0.206000,0.253906,0.012000
0.084000,0.116211,0.010000
0.006000,0.024414,0.030000
0.000000,0.000000,0.084000
0.000000,0.000000,0.131000
0.000000,0.000000,0.113000
0.000000,0.000000,0.087000
0.000000,0.000000,0.075000
0.000000,0.000000,0.060000
0.000000,0.000000,0.044000
0.000000,0.000000,0.046000
0.000000,0.000000,0.055000
0.000000,0.000000,0.064000
0.000000,0.000000,0.072000
0.000000,0.014648,0.074000
0.071000,0.099609,0.020000
0.186000,0.224609,0.055000
0.316000,0.375000,0.106000
0.449000,0.539062,0.135000
0.498000,0.607422,0.144000
0.504000,0.618164,0.134000
0.513000,0.630859,0.122000
0.481000,0.588867,0.115000
0.357000,0.429687,0.089000
0.228000,0.277344,0.041000
0.109000,0.142578,0.013000
0.015000,0.036133,0.006000
0.000000,0.000000,0.048000
0.000000,0.000000,0.081000
0.000000,0.000000,0.068000
0.000000,0.000000,0.062000
0.000000,0.000000,0.066000
0.000000,0.000000,0.069000
0.000000,0.000000,0.076000
0.000000,0.000000,0.081000
0.000000,0.000000,0.086000
0.000000,0.000000,0.090000
0.000000,0.000000,0.092000
0.000000,0.014648,0.085000
0.070000,0.098633,0.028000
0.182000,0.220703,0.067000
0.287000,0.341797,0.149000
0.393000,0.472656,0.189000
0.454000,0.552734,0.193000
0.480000,0.589844,0.175000
0.475000,0.584961,0.147000
0.433000,0.528320,0.119000
0.356000,0.431641,0.096000
0.245000,0.297852,0.070000
0.124000,0.160156,0.055000
0.018000,0.040039,0.067000
0.000000,0.000000,0.104000
0.000000,0.000000,0.101000
0.000000,0.000000,0.084000
0.000000,0.000000,0.078000
0.000000,0.000000,0.063000
0.000000,0.000000,0.045000
0.000000,0.000000,0.038000
0.000000,0.000000,0.038000
0.000000,0.000000,0.038000
0.000000,0.000000,0.041000
0.000000,0.000000,0.045000
0.001000,0.017578,0.047000
0.083000,0.112305,0.029000
0.216000,0.259766,0.126000
0.331000,0.394531,0.136000
0.409000,0.492188,0.153000
0.454000,0.551758,0.191000
0.493000,0.603516,0.206000
0.493000,0.605469,0.175000
0.457000,0.559570,0.144000
0.389000,0.472656,0.121000
0.272000,0.330078,0.093000
0.127000,0.164062,0.054000
0.019000,0.040039,0.046000
0.000000,0.000000,0.135000
0.000000,0.000000,0.142000
0.000000,0.000000,0.087000
0.000000,0.000000,0.052000
0.000000,0.000000,0.031000
0.000000,0.000000,0.024000
0.000000,0.000000,0.025000
0.000000,0.000000,0.030000
0.000000,0.000000,0.031000
0.000000,0.000000,0.037000
0.000000,0.000000,0.052000
0.001000,0.017578,0.055000
0.080000,0.108398,0.015000
0.204000,0.246094,0.034000
0.333000,0.397461,0.088000
0.447000,0.544922,0.090000
0.517000,0.641602,0.070000
0.539000,0.675781,0.059000
0.516000,0.644531,0.052000
0.457000,0.564453,0.041000
0.354000,0.431641,0.027000
0.253000,0.309570,0.018000
0.119000,0.156250,0.018000
0.017000,0.039062,0.031000
0.000000,0.000000,0.138000
0.000000,0.000000,0.199000
0.000000,0.000000,0.126000
0.000000,0.000000,0.114000
0.000000,0.000000,0.086000
0.000000,0.000000,0.068000
0.000000,0.000000,0.058000
0.000000,0.000000,0.060000
0.000000,0.000000,0.061000
0.000000,0.000000,0.069000
0.000000,0.000000,0.087000
0.001000,0.016602,0.100000
0.086000,0.115234,0.018000
0.209000,0.251953,0.019000
0.303000,0.359375,0.066000
0.408000,0.490234,0.090000
0.475000,0.581055,0.127000
0.485000,0.595703,0.154000
0.430000,0.524414,0.144000
0.352000,0.426758,0.104000
0.262000,0.318359,0.071000
0.165000,0.207031,0.045000
0.076000,0.106445,0.045000
0.007000,0.025391,0.072000
0.000000,0.000000,0.131000
0.000000,0.000000,0.123000
0.000000,0.000000,0.098000
0.000000,0.000000,0.089000
0.000000,0.000000,0.092000
0.000000,0.000000,0.068000
0.000000,0.000000,0.058000
0.000000,0.000000,0.067000
0.000000,0.000000,0.073000
0.000000,0.000000,0.071000
0.000000,0.000000,0.079000
0.002000,0.018555,0.094000
0.084000,0.113281,0.025000
0.214000,0.257812,0.117000
0.340000,0.405273,0.233000
0.444000,0.539062,0.272000
0.508000,0.626953,0.274000
0.530000,0.661133,0.249000
0.502000,0.625000,0.197000
0.430000,0.528320,0.122000
0.338000,0.411133,0.060000
0.216000,0.265625,0.030000
0.103000,0.137695,0.037000
0.013000,0.033203,0.086000
0.000000,0.000000,0.155000
0.000000,0.000000,0.147000
0.000000,0.000000,0.123000
0.000000,0.000000,0.093000
0.000000,0.000000,0.066000
0.000000,0.000000,0.055000
0.000000,0.000000,0.054000
0.000000,0.000000,0.060000
0.000000,0.000000,0.064000
0.000000,0.000000,0.071000
0.000000,0.000000,0.075000
0.002000,0.018555,0.066000
0.081000,0.109375,0.090000
0.227000,0.273438,0.280000
0.360000,0.432617,0.352000
0.464000,0.569336,0.374000
0.535000,0.668945,0.362000
0.557000,0.703125,0.312000
0.527000,0.662109,0.242000
0.438000,0.541016,0.165000
0.308000,0.376953,0.124000
0.207000,0.255859,0.118000
0.095000,0.128906,0.120000
0.011000,0.030273,0.184000
0.000000,0.000000,0.244000
0.000000,0.000000,0.263000
0.000000,0.000000,0.223000
0.000000,0.000000,0.167000
0.000000,0.000000,0.105000
0.000000,0.000000,0.101000
0.000000,0.000000,0.088000
0.000000,0.000000,0.064000
0.000000,0.000000,0.049000
0.000000,0.000000,0.061000
0.000000,0.000000,0.082000
0.001000,0.017578,0.086000
0.081000,0.110352,0.052000
0.219000,0.262695,0.144000
0.347000,0.414062,0.184000
0.437000,0.531250,0.161000
0.508000,0.627930,0.154000
0.533000,0.666016,0.133000
0.505000,0.629883,0.096000
0.463000,0.575195,0.064000
0.387000,0.475586,0.043000
0.267000,0.328125,0.023000
0.125000,0.162109,0.015000
0.017000,0.039062,0.002000
0.000000,0.000000,0.001000
0.000000,0.000000,0.013000
0.000000,0.000000,0.053000
0.000000,0.000000,0.102000
0.000000,0.000000,0.139000
0.000000,0.000000,0.176000
0.000000,0.000000,0.120000
0.000000,0.000000,0.054000
0.000000,0.000000,0.054000
0.000000,0.000000,0.129000
0.000000,0.000000,0.133000
0.000000,0.014648,0.065000
0.069000,0.097656,0.006000
0.169000,0.208008,0.046000
0.255000,0.305664,0.077000
0.321000,0.385742,0.055000
0.365000,0.442383,0.032000
0.412000,0.502930,0.018000
0.439000,0.540039,0.014000
0.450000,0.556641,0.010000
0.397000,0.488281,0.005000
0.286000,0.350586,0.001000
0.135000,0.174805,0.000000
0.018000,0.040039,0.000000
0.000000,0.000000,0.041000
0.000000,0.000000,0.152000
0.000000,0.000000,0.137000
0.000000,0.000000,0.085000
0.000000,0.000000,0.040000
0.000000,0.000000,0.014000
0.000000,0.000000,0.006000
0.000000,0.000000,0.003000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.005859,0.000000
0.025000,0.046875,0.000000
0.072000,0.100586,0.000000
0.110000,0.142578,0.001000
0.137000,0.172852,0.009000
0.167000,0.206055,0.019000
0.187000,0.228516,0.018000
0.182000,0.223633,0.013000
0.166000,0.206055,0.010000
0.142000,0.178711,0.008000
0.107000,0.141602,0.005000
0.063000,0.091797,0.002000
0.008000,0.027344,0.001000
0.000000,0.000000,0.005000
0.000000,0.000000,0.012000
0.000000,0.000000,0.014000
0.000000,0.000000,0.018000
0.000000,0.000000,0.030000
0.000000,0.000000,0.045000
0.000000,0.000000,0.056000
0.000000,0.000000,0.067000
0.000000,0.000000,0.076000
0.000000,0.000000,0.090000
0.000000,0.000000,0.088000
0.000000,0.014648,0.058000
0.071000,0.099609,0.004000
0.179000,0.217773,0.015000
0.291000,0.348633,0.054000
0.419000,0.506836,0.069000
0.502000,0.622070,0.063000
0.512000,0.637695,0.050000
0.504000,0.628906,0.034000
0.456000,0.565430,0.017000
0.330000,0.403320,0.004000
0.186000,0.232422,0.000000
0.087000,0.119141,0.000000
0.011000,0.031250,0.000000
0.000000,0.000000,0.049000
0.000000,0.000000,0.137000
0.000000,0.000000,0.143000
0.000000,0.000000,0.144000
0.000000,0.000000,0.126000
0.000000,0.000000,0.088000
0.000000,0.000000,0.055000
0.000000,0.000000,0.049000
0.000000,0.000000,0.051000
0.000000,0.000000,0.063000
0.000000,0.000000,0.063000
0.000000,0.011719,0.063000
0.064000,0.090820,0.015000
0.152000,0.188477,0.004000
0.211000,0.252930,0.015000
0.239000,0.285156,0.014000
0.273000,0.325195,0.022000
0.347000,0.412109,0.030000
0.381000,0.454102,0.027000
0.388000,0.464844,0.015000
0.309000,0.370117,0.004000
0.203000,0.247070,0.001000
0.101000,0.132812,0.001000
0.011000,0.030273,0.003000
0.000000,0.000000,0.034000
0.000000,0.000000,0.059000
0.000000,0.000000,0.047000
0.000000,0.000000,0.032000
0.000000,0.000000,0.025000
0.000000,0.000000,0.020000
0.000000,0.000000,0.010000
0.000000,0.000000,0.003000
0.000000,0.000000,0.001000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.011719,0.007000
0.076000,0.103516,0.005000
0.220000,0.261719,0.000000
0.362000,0.428711,0.002000
0.453000,0.544922,0.005000
0.484000,0.590820,0.007000
0.494000,0.607422,0.012000
0.465000,0.569336,0.023000
0.393000,0.475586,0.028000
0.318000,0.383789,0.022000
0.229000,0.279297,0.012000
0.113000,0.147461,0.002000
0.014000,0.034180,0.002000
0.000000,0.000000,0.008000
0.000000,0.000000,0.029000
0.000000,0.000000,0.067000
0.000000,0.000000,0.092000
0.000000,0.000000,0.105000
0.000000,0.000000,0.102000
0.000000,0.000000,0.086000
0.000000,0.000000,0.076000
0.000000,0.000000,0.067000
0.000000,0.000000,0.068000
0.000000,0.000000,0.068000
0.000000,0.010742,0.068000
0.063000,0.090820,0.030000
0.150000,0.185547,0.028000
0.216000,0.258789,0.051000
0.279000,0.332031,0.084000
0.323000,0.383789,0.105000
0.349000,0.416992,0.122000
0.370000,0.444336,0.136000
0.356000,0.426758,0.135000
0.319000,0.382812,0.120000
0.236000,0.285156,0.085000
0.120000,0.154297,0.041000
0.016000,0.037109,0.047000
0.000000,0.000000,0.107000
0.000000,0.000000,0.125000
0.000000,0.000000,0.096000
0.000000,0.000000,0.068000
0.000000,0.000000,0.062000
0.000000,0.000000,0.058000
0.000000,0.000000,0.060000
0.000000,0.000000,0.060000
0.000000,0.000000,0.051000
0.000000,0.000000,0.041000
0.000000,0.000000,0.042000
0.001000,0.017578,0.046000
0.076000,0.104492,0.021000
0.229000,0.272461,0.113000
0.365000,0.432617,0.154000
0.462000,0.557617,0.151000
0.521000,0.638672,0.107000
0.549000,0.680664,0.063000
0.550000,0.685547,0.037000
0.521000,0.646484,0.026000
0.424000,0.518555,0.025000
0.277000,0.336914,0.028000
0.132000,0.169922,0.035000
0.016000,0.037109,0.051000
0.000000,0.000000,0.094000
0.000000,0.000000,0.093000
0.000000,0.000000,0.071000
0.000000,0.000000,0.061000
0.000000,0.000000,0.054000
0.000000,0.000000,0.060000
0.000000,0.000000,0.065000
0.000000,0.000000,0.057000
0.000000,0.000000,0.038000
0.000000,0.000000,0.016000
0.000000,0.000000,0.007000
0.001000,0.016602,0.007000
0.057000,0.083008,0.002000
0.240000,0.284180,0.002000
0.404000,0.483398,0.010000
0.523000,0.645508,0.004000
0.597000,0.756836,0.001000
0.629000,0.808594,0.000000
0.608000,0.779297,0.000000
0.539000,0.681641,0.000000
0.426000,0.526367,0.000000
0.283000,0.346680,0.001000
0.130000,0.169922,0.005000
0.014000,0.035156,0.009000
0.000000,0.000000,0.044000
0.000000,0.000000,0.082000
0.000000,0.000000,0.096000
0.000000,0.000000,0.104000
0.000000,0.000000,0.102000
0.000000,0.000000,0.097000
0.000000,0.000000,0.081000
0.000000,0.000000,0.055000
0.000000,0.000000,0.035000
0.000000,0.000000,0.022000
0.000000,0.000000,0.020000
0.001000,0.016602,0.023000
0.075000,0.103516,0.004000
0.235000,0.282227,0.012000
0.389000,0.468750,0.014000
0.500000,0.618164,0.008000
0.567000,0.716797,0.006000
0.586000,0.748047,0.005000
0.566000,0.719727,0.008000
0.509000,0.638672,0.016000
0.400000,0.493164,0.030000
0.267000,0.327148,0.048000
0.127000,0.164062,0.048000
0.013000,0.034180,0.058000
0.000000,0.000000,0.125000
0.000000,0.000000,0.133000
0.000000,0.000000,0.078000
0.000000,0.000000,0.046000
0.000000,0.000000,0.041000
0.000000,0.000000,0.042000
0.000000,0.000000,0.035000
0.000000,0.000000,0.022000
0.000000,0.000000,0.013000
0.000000,0.000000,0.008000
0.000000,0.000000,0.006000
0.001000,0.016602,0.007000
0.087000,0.116211,0.002000
0.227000,0.271484,0.000000
0.346000,0.411133,0.003000
0.416000,0.498047,0.003000
0.457000,0.554688,0.004000
0.466000,0.567383,0.003000
0.440000,0.535156,0.002000
0.388000,0.468750,0.001000
0.299000,0.359375,0.000000
0.199000,0.243164,0.000000
0.092000,0.123047,0.000000
0.008000,0.027344,0.000000
0.000000,0.000000,0.004000
0.000000,0.000000,0.024000
0.000000,0.000000,0.043000
0.000000,0.000000,0.043000
0.000000,0.000000,0.029000
0.000000,0.000000,0.014000
0.000000,0.000000,0.014000
0.000000,0.000000,0.033000
0.000000,0.000000,0.054000
0.000000,0.000000,0.054000
0.000000,0.000000,0.042000
0.000000,0.012695,0.029000
0.075000,0.103516,0.004000
0.214000,0.256836,0.000000
0.355000,0.421875,0.000000
0.466000,0.564453,0.000000
0.541000,0.671875,0.000000
0.569000,0.715820,0.001000
0.563000,0.709961,0.001000
0.512000,0.638672,0.001000
0.420000,0.515625,0.002000
0.280000,0.341797,0.003000
0.136000,0.174805,0.001000
0.015000,0.036133,0.001000
0.000000,0.000000,0.001000
0.000000,0.000000,0.002000
0.000000,0.000000,0.004000
0.000000,0.000000,0.006000
0.000000,0.000000,0.009000
0.000000,0.000000,0.017000
0.000000,0.000000,0.022000
0.000000,0.000000,0.018000
0.000000,0.000000,0.010000
0.000000,0.000000,0.002000
0.000000,0.000000,0.000000
0.000000,0.015625,0.000000
0.075000,0.102539,0.000000
0.232000,0.279297,0.000000
0.385000,0.464844,0.000000
0.506000,0.625977,0.000000
0.581000,0.736328,0.000000
0.603000,0.772461,0.000000
0.587000,0.750977,0.000000
0.534000,0.674805,0.000000
0.434000,0.538086,0.000000
0.299000,0.366211,0.000000
0.135000,0.174805,0.000000
0.014000,0.035156,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.003000
0.000000,0.000000,0.001000
0.000000,0.000000,0.001000
0.000000,0.000000,0.010000
0.000000,0.000000,0.054000
0.000000,0.000000,0.124000
0.000000,0.000000,0.127000
0.000000,0.000000,0.088000
0.000000,0.000000,0.054000
0.000000,0.000000,0.045000
0.000000,0.015625,0.054000
0.064000,0.090820,0.011000
0.241000,0.290039,0.043000
0.404000,0.489258,0.032000
0.518000,0.644531,0.012000
0.587000,0.746094,0.005000
0.610000,0.783203,0.002000
0.592000,0.757812,0.001000
0.529000,0.666992,0.001000
0.419000,0.517578,0.001000
0.292000,0.357422,0.002000
0.133000,0.171875,0.004000
0.014000,0.034180,0.009000
0.000000,0.000000,0.027000
0.000000,0.000000,0.046000
0.000000,0.000000,0.046000
0.000000,0.000000,0.025000
0.000000,0.000000,0.026000
0.000000,0.000000,0.045000
0.000000,0.000000,0.115000
0.000000,0.000000,0.094000
0.000000,0.000000,0.019000
0.000000,0.000000,0.005000
0.000000,0.000000,0.017000
0.000000,0.011719,0.060000
0.075000,0.104492,0.003000
0.202000,0.244141,0.002000
0.303000,0.361328,0.005000
0.355000,0.424805,0.000000
0.341000,0.409180,0.000000
0.287000,0.345703,0.001000
0.256000,0.310547,0.004000
0.235000,0.285156,0.007000
0.191000,0.235352,0.005000
0.125000,0.160156,0.004000
0.058000,0.085938,0.006000
0.002000,0.019531,0.019000
0.000000,0.000000,0.067000
0.000000,0.000000,0.076000
0.000000,0.000000,0.064000
0.000000,0.000000,0.041000
0.000000,0.000000,0.017000
0.000000,0.000000,0.003000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.014648,0.000000
0.082000,0.111328,0.000000
0.231000,0.276367,0.004000
0.372000,0.445312,0.007000
0.469000,0.575195,0.002000
0.540000,0.677734,0.001000
0.562000,0.710938,0.000000
0.546000,0.691406,0.000000
0.484000,0.605469,0.000000
0.372000,0.458008,0.000000
0.244000,0.299805,0.000000
0.119000,0.156250,0.002000
0.011000,0.030273,0.008000
0.000000,0.000000,0.013000
0.000000,0.000000,0.035000
0.000000,0.000000,0.078000
0.000000,0.000000,0.142000
0.000000,0.000000,0.166000
0.000000,0.000000,0.134000
0.000000,0.000000,0.101000
0.000000,0.000000,0.075000
0.000000,0.000000,0.064000
0.000000,0.000000,0.063000
0.000000,0.000000,0.060000
0.000000,0.012695,0.062000
0.082000,0.111328,0.011000
0.231000,0.276367,0.026000
0.343000,0.408203,0.085000
0.416000,0.503906,0.100000
0.454000,0.557617,0.063000
0.485000,0.602539,0.034000
0.471000,0.584961,0.017000
0.406000,0.500977,0.005000
0.326000,0.399414,0.001000
0.242000,0.298828,0.000000
0.121000,0.159180,0.001000
0.013000,0.033203,0.003000
0.000000,0.000000,0.013000
0.000000,0.000000,0.058000
0.000000,0.000000,0.088000
0.000000,0.000000,0.137000
0.000000,0.000000,0.142000
0.000000,0.000000,0.084000
0.000000,0.000000,0.062000
0.000000,0.000000,0.071000
0.000000,0.000000,0.150000
0.000000,0.000000,0.145000
0.000000,0.000000,0.097000
0.000000,0.012695,0.070000
0.071000,0.099609,0.044000
0.191000,0.233398,0.084000
0.314000,0.376953,0.133000
0.423000,0.515625,0.143000
0.489000,0.605469,0.115000
0.504000,0.629883,0.070000
0.481000,0.600586,0.038000
0.431000,0.535156,0.019000
0.341000,0.418945,0.009000
0.223000,0.276367,0.010000
0.102000,0.137695,0.016000
0.008000,0.027344,0.015000
0.000000,0.000000,0.036000
0.000000,0.000000,0.049000
0.000000,0.000000,0.040000
0.000000,0.000000,0.072000
0.000000,0.000000,0.155000
0.000000,0.000000,0.144000
0.000000,0.000000,0.119000
0.000000,0.000000,0.107000
0.000000,0.000000,0.079000
0.000000,0.000000,0.051000
0.000000,0.000000,0.048000
0.000000,0.012695,0.064000
0.081000,0.110352,0.082000
0.215000,0.258789,0.168000
0.355000,0.422852,0.196000
0.473000,0.575195,0.225000
0.536000,0.662109,0.205000
0.531000,0.657227,0.157000
0.505000,0.622070,0.100000
0.406000,0.492188,0.031000
0.308000,0.371094,0.004000
0.194000,0.238281,0.000000
0.077000,0.108398,0.000000
0.003000,0.020508,0.001000
0.000000,0.000000,0.021000
0.000000,0.000000,0.078000
0.000000,0.000000,0.097000
0.000000,0.000000,0.080000
0.000000,0.000000,0.084000
0.000000,0.000000,0.082000
0.000000,0.000000,0.073000
0.000000,0.000000,0.079000
0.000000,0.000000,0.097000
0.000000,0.000000,0.101000
0.000000,0.000000,0.103000
0.000000,0.007812,0.097000
0.044000,0.070312,0.047000
0.139000,0.172852,0.007000
0.258000,0.305664,0.013000
0.343000,0.406250,0.034000
0.381000,0.454102,0.024000
0.392000,0.468750,0.014000
0.374000,0.449219,0.006000
0.329000,0.393555,0.002000
0.252000,0.301758,0.000000
0.154000,0.192383,0.000000
0.069000,0.098633,0.000000
0.003000,0.020508,0.000000
0.000000,0.000000,0.003000
0.000000,0.000000,0.003000
0.000000,0.000000,0.001000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.002000
0.000000,0.000000,0.016000
0.000000,0.012695,0.057000
0.079000,0.108398,0.032000
0.225000,0.268555,0.007000
0.373000,0.443359,0.024000
0.492000,0.598633,0.035000
0.576000,0.717773,0.033000
0.599000,0.754883,0.026000
0.595000,0.750000,0.022000
0.543000,0.676758,0.014000
0.422000,0.514648,0.007000
0.284000,0.342773,0.003000
0.113000,0.148438,0.001000
0.006000,0.024414,0.010000
0.000000,0.000000,0.076000
0.000000,0.000000,0.119000
0.000000,0.000000,0.085000
0.000000,0.000000,0.068000
0.000000,0.000000,0.062000
0.000000,0.000000,0.062000
0.000000,0.000000,0.054000
0.000000,0.000000,0.045000
0.000000,0.000000,0.042000
0.000000,0.000000,0.042000
0.000000,0.000000,0.042000
0.000000,0.011719,0.042000
0.081000,0.109375,0.028000
0.240000,0.287109,0.070000
0.389000,0.463867,0.079000
0.518000,0.632812,0.076000
0.614000,0.773438,0.066000
0.644000,0.819336,0.048000
0.618000,0.784180,0.028000
0.553000,0.690430,0.011000
0.448000,0.546875,0.003000
0.293000,0.353516,0.001000
0.145000,0.183594,0.000000
0.012000,0.032227,0.002000
0.000000,0.000000,0.038000
0.000000,0.000000,0.085000
0.000000,0.000000,0.076000
0.000000,0.000000,0.064000
0.000000,0.000000,0.065000
0.000000,0.000000,0.064000
0.000000,0.000000,0.065000
0.000000,0.000000,0.063000
0.000000,0.000000,0.064000
0.000000,0.000000,0.076000
0.000000,0.000000,0.076000
0.000000,0.014648,0.069000
0.077000,0.105469,0.007000
0.263000,0.313477,0.012000
0.428000,0.515625,0.035000
0.541000,0.668945,0.019000
0.591000,0.743164,0.003000
0.594000,0.750000,0.000000
0.548000,0.685547,0.000000
0.454000,0.556641,0.000000
0.332000,0.402344,0.000000
0.212000,0.259766,0.000000
0.093000,0.125977,0.000000
0.009000,0.028320,0.000000
0.000000,0.000000,0.002000
0.000000,0.000000,0.011000
0.000000,0.000000,0.016000
0.000000,0.000000,0.013000
0.000000,0.000000,0.006000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.000000,0.000000,0.009000
0.000000,0.013672,0.018000
0.090000,0.121094,0.000000
0.236000,0.282227,0.000000
0.337000,0.400391,0.000000
0.384000,0.458008,0.000000
0.405000,0.486328,0.001000
0.414000,0.499023,0.003000
0.368000,0.441406,0.003000
