day,Bella_Flor,Bolpebra,Cobija,Exaltación,Filadelfia,Guayaramerín,Ingavi,Ixiamas,Nueva_Esperanza,Porvenir,Puerto_Gonzalo_Moreno,Puerto_Rico,Reyes,Riberalta,Santa_Rosa_Beni,Santa_Rosa_Pando,Santos_Mercado,San_Lorenzo,San_Pedro,Sena,Villa_Nueva
166,4923.798542442333,4985.886048378406,4978.884720159229,4822.797946825895,5013.546043629548,4740.480347921786,4865.383061529092,5591.094582259685,4970.634545364707,4998.02217257932,4776.9398348624245,4892.165905730005,5126.467044908087,4776.945026460598,4576.0109758669905,4830.226971118132,4192.136800003527,4834.073334588451,4953.105572214024,4398.814958473474,4285.392143172927
167,4927.895093814374,4989.982599750447,4982.98127153127,4826.894498197937,5017.642595001589,4744.576899293827,4869.479612901133,5595.191133631726,4974.731096736748,5002.11872395136,4781.036386234465,4896.262457102046,5130.563596280128,4781.041577832639,4580.107527239032,4834.323522490173,4196.233351375568,4838.169885960492,4957.202123586065,4402.911509845516,4289.488694544968
168,4931.921427413551,4994.0089333496235,4987.007605130446,4830.920831797112,5021.668928600765,4748.603232893003,4873.505946500309,5599.217467230902,4978.757430335925,5006.145057550537,4785.0627198336415,4900.288790701223,5134.589929879305,4785.067911431815,4584.133860838208,4838.349856089349,4200.259684974744,4842.196219559669,4961.228457185241,4406.937843444691,4293.515028144144
169,4935.876350150321,4997.963856086393,4990.962527867216,4834.875754533883,5025.623851337535,4752.558155629773,4877.460869237078,5603.172389967673,4982.712353072695,5010.099980287307,4789.017642570411,4904.2437134379925,5138.544852616074,4789.022834168585,4588.088783574978,4842.304778826118,4204.214607711514,4846.151142296439,4965.183379922011,4410.892766181461,4297.469950880914
170,4939.758690095722,5001.846196031795,4994.844867812618,4838.758094479285,5029.506191282937,4756.440495575175,4881.343209182482,5607.054729913075,4986.594693018097,5013.982320232709,4792.8999825158135,4908.126053383395,5142.427192561477,4792.905174113987,4591.97112352038,4846.187118771521,4208.096947656917,4850.033482241841,4969.0657198674135,4414.775106126864,4301.352290826317
171,4943.5672968286435,5005.654802764717,4998.653474545539,4842.566701212207,5033.314798015857,4760.249102308097,4885.151815915401,5610.863336645995,4990.4032997510185,5017.790926965629,4796.708589248735,4911.934660116315,5146.235799294398,4796.713780846909,4595.779730253301,4849.995725504442,4211.905554389838,4853.842088974762,4972.874326600334,4418.583712859784,4305.160897559237
172,4947.301041776712,5009.388547712785,5002.3872194936075,4846.300446160275,5037.048542963927,4763.982847256165,4888.88556086347,5614.597081594064,4994.137044699087,5021.5246719136985,4800.442334196803,4915.668405064384,5149.969544242465,4800.447525794976,4599.51347520137,4853.72947045251,4215.639299337906,4857.5758339228305,4976.608071548402,4422.317457807853,4308.894642507305
173,4950.95881855072,5013.046324486793,5006.044996267615,4849.958222934282,5040.706319737934,4767.640624030172,4892.543337637478,5618.254858368072,4997.794821473095,5025.182448687706,4804.100110970811,4919.326181838392,5153.627321016474,4804.105302568985,4603.171251975377,4857.387247226518,4219.297076111914,4861.233610696839,4980.26584832241,4425.975234581861,4312.552419281314
174,4954.539543272466,5016.62704920854,5009.625720989361,4853.5389476560285,5044.287044459681,4771.221348751918,4896.124062359225,5621.835583089818,5001.375546194841,5028.763173409453,4807.680835692558,4922.906906560138,5157.20804573822,4807.686027290731,4606.7519766971245,4860.967971948265,4222.87780083366,4864.814335418584,4983.846573044157,4429.555959303607,4316.13314400306
175,4958.042154895939,5020.129660832013,5013.128332612835,4857.0415592795025,5047.789656083154,4774.723960375392,4899.626673982698,5625.338194713292,5004.878157818314,5032.265785032925,4811.183447316031,4926.409518183611,5160.710657361694,4811.188638914205,4610.254588320597,4864.470583571739,4226.380412457134,4868.316947042058,4987.349184667631,4433.058570927081,4319.635755626534
176,4961.465615521721,5023.553121457795,5016.5517932386165,4860.465019905284,5051.213116708936,4778.147421001174,4903.050134608479,5628.7616553390735,5008.301618444097,5035.6892456587075,4814.606907941813,4929.832978809392,5164.134117987475,4814.612099539985,4613.678048946379,4867.89404419752,4229.803873082916,4871.7404076678395,4990.772645293411,4436.482031552862,4323.059216252315
177,4964.808910704544,5026.896416640618,5019.89508842144,4863.8083150881075,5054.556411891759,4781.490716183997,4906.393429791304,5632.104950521897,5011.644913626919,5039.03254084153,4817.950203124636,4933.176273992217,5167.477413170299,4817.95539472281,4617.021344129203,4871.237339380343,4233.147168265739,4875.083702850663,4994.115940476236,4439.825326735686,4326.402511435139
178,4968.071049753894,5030.158555689966,5023.15722747079,4867.070454137456,5057.818550941108,4784.752855233346,4909.6555688406515,5635.367089571246,5014.907052676268,5042.29467989088,4821.212342173985,4936.438413041566,5170.7395522196475,4821.217533772158,4620.283483178551,4874.499478429691,4236.409307315088,4878.345841900013,4997.378079525583,4443.0874657850345,4329.664650484487
179,4971.251066027564,5033.338571963636,5026.33724374446,4870.250470411126,5060.998567214778,4787.932871507016,4912.8355851143215,5638.547105844916,5018.087068949938,5045.47469616455,4824.392358447655,4939.6184293152355,5173.9195684933175,4824.397550045828,4623.463499452221,4877.679494703361,4239.589323588758,4881.5258581736825,5000.558095799253,4446.267482058704,4332.844666758157
180,4974.348017218102,5036.435523154174,5029.434194934996,4873.347421601664,5064.095518405316,4791.029822697554,4915.93253630486,5641.644057035453,5021.184020140476,5048.571647355087,4827.489309638192,4942.715380505773,5177.016519683855,4827.494501236366,4626.560450642759,4880.7764458939,4242.686274779296,4884.622809364219,5003.655046989792,4449.364433249242,4335.941617948695
181,4977.3609856320345,5039.448491568107,5032.44716334893,4876.360390015598,5067.108486819249,4794.0427911114875,4918.945504718793,5644.657025449387,5024.196988554409,5051.584615769021,4830.502278052127,4945.728348919706,5180.029488097788,4830.507469650299,4629.573419056692,4883.789414307833,4245.699243193229,4887.635777778153,5006.668015403725,4452.377401663176,4338.954586362628
182,4980.289078461795,5042.376584397868,5035.3752561786905,4879.288482845358,5070.03657964901,4796.970883941248,4921.873597548553,5647.5851182791475,5027.12508138417,5054.5127085987815,4833.430370881887,4948.656441749467,5182.957580927548,4833.435562480059,4632.501511886453,4886.717507137593,4248.62733602299,4890.563870607914,5009.596108233485,4455.305494492936,4341.882679192388
183,4983.131428050285,5045.218933986358,5038.21760576718,4882.130832433847,5072.8789292374995,4799.813233529738,4924.715947137043,5650.427467867637,5029.96743097266,5057.355058187271,4836.272720470376,4951.498791337957,5185.799930516038,4836.277912068549,4635.343861474943,4889.559856726083,4251.469685611479,4893.406220196403,5012.438457821975,4458.147844081426,4344.725028780878
184,4985.887192147977,5047.97469808405,5040.973369864872,4884.88659653154,5075.634693335191,4802.56899762743,4927.471711234735,5653.1832319653295,5032.723195070351,5060.1108222849625,4839.028484568068,4954.254555435648,5188.55569461373,4839.033676166241,4638.099625572634,4892.315620823775,4254.225449709171,4896.161984294095,5015.194221919667,4460.903608179118,4347.48079287857
185,4988.555554162494,5050.643060098568,5043.64173187939,4887.554958546058,5078.303055349709,4805.2373596419475,4930.140073249254,5655.851593979847,5035.391557084869,5062.77918429948,4841.696846582586,4956.922917450167,5191.224056628249,4841.70203818076,4640.767987587153,4894.983982838293,4256.893811723689,4898.830346308613,5017.862583934186,4463.571970193636,4350.149154893089
186,4991.135723400587,5053.22322933666,5046.221901117483,4890.13512778415,5080.883224587802,4807.81752888004,4932.720242487346,5658.43176321794,5037.971726322961,5065.359353537573,4844.277015820679,4959.503086688259,5193.804225866341,4844.282207418852,4643.348156825245,4897.564152076387,4259.473980961782,4901.410515546706,5020.442753172278,4466.152139431729,4352.729324131182
187,4993.626935302422,5055.714441238497,5048.7131130193175,4892.626339685985,5083.3744364896365,4810.308740781876,4935.211454389181,5660.922975119775,5040.462938224797,5067.850565439409,4846.768227722514,4961.994298590093,5196.295437768175,4846.773419320687,4645.839368727081,4900.055363978222,4261.965192863618,4903.901727448541,5022.933965074112,4468.643351333564,4355.220536033017
188,4996.02845166815,5058.115957604224,5051.114629385046,4895.027856051714,5085.775952855365,4812.710257147603,4937.612970754909,5663.324491485502,5042.864454590525,5070.252081805137,4849.169744088242,4964.395814955822,5198.696954133904,4849.174935686415,4648.240885092809,4902.456880343949,4264.366709229344,4906.303243814269,5025.335481439841,4471.044867699292,4357.622052398744
189,4998.339560876642,5060.4270668127165,5053.425738593538,4897.338965260205,5088.087062063857,4815.021366356095,4939.924079963402,5665.635600693995,5045.175563799017,5072.563191013629,4851.4808532967345,4966.706924164314,5201.008063342397,4851.4860448949075,4650.5519943013005,4904.767989552442,4266.677818437837,4908.614353022761,5027.646590648334,4473.355976907784,4359.933161607237
190,5000.559578096362,5062.6470840324355,5055.645755813258,4899.558982479924,5090.307079283576,4817.241383575814,4942.144097183121,5667.855617913714,5047.395581018737,5074.783208233349,4853.7008705164535,4968.926941384035,5203.228080562117,4853.7060621146275,4652.77201152102,4906.988006772161,4268.897835657556,4910.834370242481,5029.866607868053,4475.575994127503,4362.153178826956
191,5002.687845488296,5064.77535142437,5057.774023205192,4901.687249871859,5092.43534667551,4819.369650967749,4944.272364575056,5669.983885305649,5049.523848410671,5076.911475625282,4855.829137908388,4971.055208775969,5205.356347954051,4855.8343295065615,4654.9002789129545,4909.116274164095,4271.02610304949,4912.962637634415,5031.994875259988,4477.704261519438,4364.281446218891
192,5004.723732400884,5066.811238336958,5059.8099101177795,4903.723136784447,5094.471233588099,4821.405537880337,4946.308251487642,5672.0197722182365,5051.55973532326,5078.9473625378705,4857.865024820976,4973.0910956885555,5207.392234866638,4857.870216419148,4656.936165825542,4911.152161076683,4273.061989962079,4914.9985245470025,5034.030762172574,4479.740148432025,4366.317333131478
193,5006.666635556896,5068.754141492968,5061.752813273792,4905.666039940459,5096.414136744111,4823.348441036349,4948.251154643654,5673.962675374249,5053.50263847927,5080.890265693882,4859.807927976988,4975.033998844568,5209.3351380226495,4859.81311957516,4658.879068981553,4913.095064232694,4275.004893118091,4916.941427703015,5035.973665328586,4481.683051588037,4368.2602362874895
194,5008.515979232194,5070.603485168268,5063.6021569490895,4907.515383615757,5098.263480419409,4825.197784711647,4950.100498318953,5675.8120190495465,5055.351982154569,5082.7396093691805,4861.657271652286,4976.883342519865,5211.184481697948,4861.662463250459,4660.728412656852,4914.944407907993,4276.854236793389,4918.7907713783125,5037.823009003885,4483.532395263335,4370.109579962788
195,5010.271215426336,5072.3587213624105,5065.357393143232,4909.2706198098995,5100.018716613551,4826.953020905789,4951.855734513095,5677.567255243689,5057.107218348712,5084.494845563323,4863.4125078464285,4978.638578714008,5212.939717892091,4863.417699444602,4662.4836488509945,4916.699644102136,4278.609472987531,4920.546007572455,5039.578245198028,4485.287631457478,4371.864816156931
196,5011.931824024959,5074.019329961031,5067.0180017418525,4910.93122840852,5101.679325212172,4828.61362950441,4953.516343111716,5679.2278638423095,5058.767826947333,5086.155454161944,4865.073116445049,4980.29918731263,5214.600326490711,4865.078308043223,4664.144257449616,4918.360252700756,4280.270081586152,4922.206616171076,5041.238853796648,4486.948240056098,4373.525424755551
197,5013.49731295389,5075.584818889964,5068.583490670786,4912.496717337453,5103.244814141105,4830.179118433343,4955.081832040649,5680.793352771243,5060.333315876265,5087.720943090877,4866.6386053739825,4981.864676241562,5216.165815419644,4866.643796972155,4665.709746378548,4919.92574162969,4281.835570515085,4923.772105100009,5042.804342725581,4488.513728985032,4375.090913684485
198,5014.96721832498,5077.054724261054,5070.053396041876,4913.966622708544,5104.714719512195,4831.649023804433,4956.551737411739,5682.263258142333,5061.8032212473545,5089.190848461967,4868.108510745073,4983.334581612652,5217.635720790734,4868.113702343245,4667.179651749639,4921.395647000779,4283.305475886175,4925.242010471099,5044.274248096671,4489.983634356122,4376.560819055574
199,5016.341104573542,5078.428610509615,5071.427282290438,4915.340508957105,5106.088605760757,4833.022910052995,4957.9256236603005,5683.637144390895,5063.177107495917,5090.564734710529,4869.482396993634,4984.708467861215,5219.009607039296,4869.487588591806,4668.5535379982,4922.76953324934,4284.679362134737,4926.615896719662,5045.648134345232,4491.3575206046835,4377.934705304136
200,5017.618564587429,5079.706070523503,5072.704742304324,4916.617968970992,5107.366065774643,4834.300370066881,4959.203083674188,5684.914604404781,5064.454567509804,5091.842194724415,4870.759857007521,4985.985927875101,5220.287067053183,4870.765048605695,4669.830998012088,4924.046993263228,4285.956822148623,4927.893356733548,5046.92559435912,4492.63498061857,4379.212165318023
201,5018.79921982767,5080.886725763742,5073.885397544565,4917.798624211232,5108.546721014884,4835.481025307123,4960.383738914427,5686.095259645021,5065.635222750044,5093.0228499646555,4871.94051224776,4987.166583115341,5221.467722293423,4871.945703845934,4671.011653252327,4925.227648503467,4287.137477388863,4929.0740119737875,5048.106249599359,4493.81563585881,4380.392820558262
202,5019.882720440635,5081.970226376708,5074.96889815753,4918.8821248241975,5109.630221627848,4836.564525920087,4961.467239527394,5687.178760257987,5066.718723363009,5094.106350577621,4873.024012860726,4988.250083728307,5222.551222906389,4873.0292044589,4672.095153865293,4926.311149116433,4288.220978001828,4930.157512586753,5049.189750212326,4494.899136471776,4381.476321171229
203,5020.868745361709,5082.956251297782,5075.954923078605,4919.868149745273,5110.616246548924,4837.5505508411625,4962.453264448468,5688.164785179061,5067.7047482840835,5095.092375498695,4874.0100377818,4989.236108649381,5223.537247827463,4874.015229379974,4673.081178786367,4927.297174037507,4289.207002922903,4931.143537507827,5050.1757751334,4495.885161392851,4382.462346092303
204,5021.757002410429,5083.844508346503,5076.843180127325,4920.756406793992,5111.504503597644,4838.438807889882,4963.341521497188,5689.053042227782,5068.593005332805,5095.9806325474165,4874.898294830521,4990.124365698101,5224.425504876183,4874.903486428694,4673.969435835088,4928.185431086228,4290.095259971624,4932.0317945565475,5051.06403218212,4496.77341844157,4383.350603141023
205,5022.547228377061,5084.634734313134,5077.633406093956,4921.546632760624,5112.294729564276,4839.2290338565135,4964.13174746382,5689.843268194413,5069.3832312994355,5096.770858514048,4875.688520797153,4990.914591664733,5225.215730842815,4875.693712395326,4674.759661801719,4928.97565705286,4290.885485938255,4932.822020523179,5051.854258148752,4497.563644408202,4384.140829107655
206,5023.239189100596,5085.326695036671,5078.325366817492,4922.2385934841595,5112.986690287811,4839.920994580049,4964.823708187355,5690.535228917949,5070.075192022972,5097.462819237583,4876.380481520689,4991.606552388268,5225.90769156635,4876.385673118861,4675.451622525255,4929.667617776396,4291.577446661791,4933.513981246715,5052.546218872287,4498.255605131738,4384.832789831191
207,5023.83267953814,5085.920185474213,5078.918857255036,4922.832083921703,5113.580180725355,4840.514485017593,4965.417198624898,5691.128719355493,5070.668682460514,5098.056309675126,4876.973971958231,4992.200042825812,5226.5011820038935,4876.979163556404,4676.045112962797,4930.261108213939,4292.170937099335,4934.107471684259,5053.13970930983,4498.849095569281,4385.426280268734
208,5024.327523825664,5086.415029761737,5079.413701542559,4923.326928209226,5114.075025012878,4841.009329305116,4965.912042912422,5691.623563643016,5071.163526748039,5098.5511539626505,4877.468816245755,4992.694887113335,5226.996026291417,4877.474007843928,4676.539957250322,4930.755952501462,4292.665781386858,4934.602315971782,5053.634553597354,4499.343939856804,4385.921124556257
209,5024.723575330128,5086.811081266202,5079.809753047024,4923.7229797136915,5114.471076517342,4841.405380809581,4966.308094416888,5692.019615147481,5071.559578252503,5098.947205467114,4877.86486775022,4993.0909386178,5227.392077795883,4877.870059348394,4676.936008754787,4931.152004005927,4293.061832891322,4934.998367476247,5054.03060510182,4499.73999136127,4386.317176060723
210,5025.020716692924,5087.108222628997,5080.10689440982,4924.020121076487,5114.768217880139,4841.702522172377,4966.6052357796825,5692.316756510277,5071.856719615299,5099.244346829911,4878.162009113016,4993.388079980596,5227.6892191586785,4878.167200711189,4677.233150117581,4931.449145368723,4293.358974254119,4935.295508839043,5054.327746464615,4500.0371327240655,4386.6143174235185
211,5025.218859864654,5087.306365800728,5080.30503758155,4924.218264248218,5114.966361051869,4841.900665344107,4966.803378951413,5692.514899682006,5072.054862787029,5099.442490001641,4878.360152284746,4993.586223152326,5227.887362330408,4878.365343882919,4677.431293289313,4931.647288540453,4293.557117425848,4935.493652010772,5054.525889636345,4500.235275895796,4386.812460595248
212,5025.317946131218,5087.405452067293,5080.404123848114,4924.31735051478,5115.065447318432,4841.999751610672,4966.902465217977,5692.613985948571,5072.153949053592,5099.541576268205,4878.459238551309,4993.68530941889,5227.986448596972,4878.464430149484,4677.530379555877,4931.746374807018,4293.656203692413,4935.592738277338,5054.624975902908,4500.33436216236,4386.911546861813
213,5025.317946131218,5087.405452067293,5080.404123848114,4924.31735051478,5115.065447318432,4841.999751610672,4966.902465217977,5692.613985948571,5072.153949053592,5099.541576268205,4878.459238551309,4993.68530941889,5227.986448596972,4878.464430149484,4677.530379555877,4931.746374807018,4293.656203692413,4935.592738277338,5054.624975902908,4500.33436216236,4386.911546861813
214,5025.218859864654,5087.306365800728,5080.30503758155,4924.218264248218,5114.966361051869,4841.900665344107,4966.803378951413,5692.514899682006,5072.054862787029,5099.442490001641,4878.360152284746,4993.586223152326,5227.887362330408,4878.365343882919,4677.431293289313,4931.647288540453,4293.557117425848,4935.493652010772,5054.525889636345,4500.235275895796,4386.812460595248
215,5025.020716692924,5087.108222628997,5080.10689440982,4924.020121076487,5114.768217880139,4841.702522172377,4966.6052357796825,5692.316756510277,5071.856719615299,5099.244346829911,4878.162009113016,4993.388079980596,5227.6892191586785,4878.167200711189,4677.233150117581,4931.449145368723,4293.358974254119,4935.295508839043,5054.327746464615,4500.0371327240655,4386.6143174235185
216,5024.723575330128,5086.811081266202,5079.809753047024,4923.7229797136915,5114.471076517342,4841.405380809581,4966.308094416888,5692.019615147481,5071.559578252503,5098.947205467114,4877.86486775022,4993.0909386178,5227.392077795883,4877.870059348394,4676.936008754787,4931.152004005927,4293.061832891322,4934.998367476247,5054.03060510182,4499.73999136127,4386.317176060723
217,5024.327523825664,5086.415029761737,5079.413701542559,4923.326928209226,5114.075025012878,4841.009329305116,4965.912042912422,5691.623563643016,5071.163526748039,5098.5511539626505,4877.468816245755,4992.694887113335,5226.996026291417,4877.474007843928,4676.539957250322,4930.755952501462,4292.665781386858,4934.602315971782,5053.634553597354,4499.343939856804,4385.921124556257
218,5023.83267953814,5085.920185474213,5078.918857255036,4922.832083921703,5113.580180725355,4840.514485017593,4965.417198624898,5691.128719355493,5070.668682460514,5098.056309675126,4876.973971958231,4992.200042825812,5226.5011820038935,4876.979163556404,4676.045112962797,4930.261108213939,4292.170937099335,4934.107471684259,5053.13970930983,4498.849095569281,4385.426280268734
219,5023.239189100596,5085.326695036671,5078.325366817492,4922.2385934841595,5112.986690287811,4839.920994580049,4964.823708187355,5690.535228917949,5070.075192022972,5097.462819237583,4876.380481520689,4991.606552388268,5225.90769156635,4876.385673118861,4675.451622525255,4929.667617776396,4291.577446661791,4933.513981246715,5052.546218872287,4498.255605131738,4384.832789831191
220,5022.547228377061,5084.634734313134,5077.633406093956,4921.546632760624,5112.294729564276,4839.2290338565135,4964.13174746382,5689.843268194413,5069.3832312994355,5096.770858514048,4875.688520797153,4990.914591664733,5225.215730842815,4875.693712395326,4674.759661801719,4928.97565705286,4290.885485938255,4932.822020523179,5051.854258148752,4497.563644408202,4384.140829107655
221,5021.757002410429,5083.844508346503,5076.843180127325,4920.756406793992,5111.504503597644,4838.438807889882,4963.341521497188,5689.053042227782,5068.593005332805,5095.9806325474165,4874.898294830521,4990.124365698101,5224.425504876183,4874.903486428694,4673.969435835088,4928.185431086228,4290.095259971624,4932.0317945565475,5051.06403218212,4496.77341844157,4383.350603141023
222,5020.868745361709,5082.956251297782,5075.954923078605,4919.868149745273,5110.616246548924,4837.5505508411625,4962.453264448468,5688.164785179061,5067.7047482840835,5095.092375498695,4874.0100377818,4989.236108649381,5223.537247827463,4874.015229379974,4673.081178786367,4927.297174037507,4289.207002922903,4931.143537507827,5050.1757751334,4495.885161392851,4382.462346092303
223,5019.882720440635,5081.970226376708,5074.96889815753,4918.8821248241975,5109.630221627848,4836.564525920087,4961.467239527394,5687.178760257987,5066.718723363009,5094.106350577621,4873.024012860726,4988.250083728307,5222.551222906389,4873.0292044589,4672.095153865293,4926.311149116433,4288.220978001828,4930.157512586753,5049.189750212326,4494.899136471776,4381.476321171229
224,5018.79921982767,5080.886725763742,5073.885397544565,4917.798624211232,5108.546721014884,4835.481025307123,4960.383738914427,5686.095259645021,5065.635222750044,5093.0228499646555,4871.94051224776,4987.166583115341,5221.467722293423,4871.945703845934,4671.011653252327,4925.227648503467,4287.137477388863,4929.0740119737875,5048.106249599359,4493.81563585881,4380.392820558262
225,5017.618564587429,5079.706070523503,5072.704742304324,4916.617968970992,5107.366065774643,4834.300370066881,4959.203083674188,5684.914604404781,5064.454567509804,5091.842194724415,4870.759857007521,4985.985927875101,5220.287067053183,4870.765048605695,4669.830998012088,4924.046993263228,4285.956822148623,4927.893356733548,5046.92559435912,4492.63498061857,4379.212165318023
226,5016.341104573542,5078.428610509615,5071.427282290438,4915.340508957105,5106.088605760757,4833.022910052995,4957.9256236603005,5683.637144390895,5063.177107495917,5090.564734710529,4869.482396993634,4984.708467861215,5219.009607039296,4869.487588591806,4668.5535379982,4922.76953324934,4284.679362134737,4926.615896719662,5045.648134345232,4491.3575206046835,4377.934705304136
227,5014.96721832498,5077.054724261054,5070.053396041876,4913.966622708544,5104.714719512195,4831.649023804433,4956.551737411739,5682.263258142333,5061.8032212473545,5089.190848461967,4868.108510745073,4983.334581612652,5217.635720790734,4868.113702343245,4667.179651749639,4921.395647000779,4283.305475886175,4925.242010471099,5044.274248096671,4489.983634356122,4376.560819055574
228,5013.49731295389,5075.584818889964,5068.583490670786,4912.496717337453,5103.244814141105,4830.179118433343,4955.081832040649,5680.793352771243,5060.333315876265,5087.720943090877,4866.6386053739825,4981.864676241562,5216.165815419644,4866.643796972155,4665.709746378548,4919.92574162969,4281.835570515085,4923.772105100009,5042.804342725581,4488.513728985032,4375.090913684485
229,5011.931824024959,5074.019329961031,5067.0180017418525,4910.93122840852,5101.679325212172,4828.61362950441,4953.516343111716,5679.2278638423095,5058.767826947333,5086.155454161944,4865.073116445049,4980.29918731263,5214.600326490711,4865.078308043223,4664.144257449616,4918.360252700756,4280.270081586152,4922.206616171076,5041.238853796648,4486.948240056098,4373.525424755551
230,5010.271215426336,5072.3587213624105,5065.357393143232,4909.2706198098995,5100.018716613551,4826.953020905789,4951.855734513095,5677.567255243689,5057.107218348712,5084.494845563323,4863.4125078464285,4978.638578714008,5212.939717892091,4863.417699444602,4662.4836488509945,4916.699644102136,4278.609472987531,4920.546007572455,5039.578245198028,4485.287631457478,4371.864816156931
231,5008.515979232194,5070.603485168268,5063.6021569490895,4907.515383615757,5098.263480419409,4825.197784711647,4950.100498318953,5675.8120190495465,5055.351982154569,5082.7396093691805,4861.657271652286,4976.883342519865,5211.184481697948,4861.662463250459,4660.728412656852,4914.944407907993,4276.854236793389,4918.7907713783125,5037.823009003885,4483.532395263335,4370.109579962788
232,5006.666635556896,5068.754141492968,5061.752813273792,4905.666039940459,5096.414136744111,4823.348441036349,4948.251154643654,5673.962675374249,5053.50263847927,5080.890265693882,4859.807927976988,4975.033998844568,5209.3351380226495,4859.81311957516,4658.879068981553,4913.095064232694,4275.004893118091,4916.941427703015,5035.973665328586,4481.683051588037,4368.2602362874895
233,5004.723732400884,5066.811238336958,5059.8099101177795,4903.723136784447,5094.471233588099,4821.405537880337,4946.308251487642,5672.0197722182365,5051.55973532326,5078.9473625378705,4857.865024820976,4973.0910956885555,5207.392234866638,4857.870216419148,4656.936165825542,4911.152161076683,4273.061989962079,4914.9985245470025,5034.030762172574,4479.740148432025,4366.317333131478
234,5002.687845488296,5064.77535142437,5057.774023205192,4901.687249871859,5092.43534667551,4819.369650967749,4944.272364575056,5669.983885305649,5049.523848410671,5076.911475625282,4855.829137908388,4971.055208775969,5205.356347954051,4855.8343295065615,4654.9002789129545,4909.116274164095,4271.02610304949,4912.962637634415,5031.994875259988,4477.704261519438,4364.281446218891
235,5000.559578096362,5062.6470840324355,5055.645755813258,4899.558982479924,5090.307079283576,4817.241383575814,4942.144097183121,5667.855617913714,5047.395581018737,5074.783208233349,4853.7008705164535,4968.926941384035,5203.228080562117,4853.7060621146275,4652.77201152102,4906.988006772161,4268.897835657556,4910.834370242481,5029.866607868053,4475.575994127503,4362.153178826956
236,4998.339560876642,5060.4270668127165,5053.425738593538,4897.338965260205,5088.087062063857,4815.021366356095,4939.924079963402,5665.635600693995,5045.175563799017,5072.563191013629,4851.4808532967345,4966.706924164314,5201.008063342397,4851.4860448949075,4650.5519943013005,4904.767989552442,4266.677818437837,4908.614353022761,5027.646590648334,4473.355976907784,4359.933161607237
237,4996.02845166815,5058.115957604224,5051.114629385046,4895.027856051714,5085.775952855365,4812.710257147603,4937.612970754909,5663.324491485502,5042.864454590525,5070.252081805137,4849.169744088242,4964.395814955822,5198.696954133904,4849.174935686415,4648.240885092809,4902.456880343949,4264.366709229344,4906.303243814269,5025.335481439841,4471.044867699292,4357.622052398744
238,4993.626935302423,5055.714441238497,5048.713113019318,4892.626339685986,5083.374436489637,4810.308740781876,4935.211454389181,5660.922975119775,5040.462938224798,5067.850565439409,4846.768227722515,4961.994298590094,5196.295437768176,4846.773419320687,4645.839368727081,4900.055363978222,4261.965192863618,4903.901727448541,5022.933965074113,4468.643351333564,4355.220536033017
239,4991.135723400587,5053.22322933666,5046.221901117483,4890.13512778415,5080.883224587802,4807.81752888004,4932.720242487346,5658.43176321794,5037.971726322961,5065.359353537573,4844.277015820679,4959.503086688259,5193.804225866341,4844.282207418852,4643.348156825245,4897.564152076387,4259.473980961782,4901.410515546706,5020.442753172278,4466.152139431729,4352.729324131182
240,4988.555554162494,5050.643060098568,5043.64173187939,4887.554958546058,5078.303055349709,4805.2373596419475,4930.140073249254,5655.851593979847,5035.391557084869,5062.77918429948,4841.696846582586,4956.922917450167,5191.224056628249,4841.70203818076,4640.767987587153,4894.983982838293,4256.893811723689,4898.830346308613,5017.862583934186,4463.571970193636,4350.149154893089
241,4985.887192147977,5047.97469808405,5040.973369864872,4884.88659653154,5075.634693335191,4802.56899762743,4927.471711234735,5653.1832319653295,5032.723195070351,5060.1108222849625,4839.028484568068,4954.254555435648,5188.55569461373,4839.033676166241,4638.099625572634,4892.315620823775,4254.225449709171,4896.161984294095,5015.194221919667,4460.903608179118,4347.48079287857
242,4983.131428050285,5045.218933986358,5038.21760576718,4882.130832433847,5072.8789292374995,4799.813233529738,4924.715947137043,5650.427467867637,5029.96743097266,5057.355058187271,4836.272720470376,4951.498791337957,5185.799930516038,4836.277912068549,4635.343861474943,4889.559856726083,4251.469685611479,4893.406220196403,5012.438457821975,4458.147844081426,4344.725028780878
243,4980.289078461795,5042.376584397868,5035.3752561786905,4879.288482845358,5070.03657964901,4796.970883941248,4921.873597548553,5647.5851182791475,5027.12508138417,5054.5127085987815,4833.430370881887,4948.656441749467,5182.957580927548,4833.435562480059,4632.501511886453,4886.717507137593,4248.62733602299,4890.563870607914,5009.596108233485,4455.305494492936,4341.882679192388
244,4977.3609856320345,5039.448491568107,5032.44716334893,4876.360390015598,5067.108486819249,4794.0427911114875,4918.945504718793,5644.657025449387,5024.196988554409,5051.584615769021,4830.502278052127,4945.728348919706,5180.029488097788,4830.507469650299,4629.573419056692,4883.789414307833,4245.699243193229,4887.635777778153,5006.668015403725,4452.377401663176,4338.954586362628
245,4974.3480172181025,5036.435523154176,5029.434194934998,4873.347421601666,5064.095518405317,4791.029822697556,4915.932536304861,5641.644057035455,5021.184020140477,5048.571647355088,4827.489309638194,4942.715380505774,5177.016519683856,4827.494501236367,4626.56045064276,4880.776445893901,4242.6862747792975,4884.622809364221,5003.655046989793,4449.364433249244,4335.941617948697
