municipality,season,hour_0,hour_1,hour_2,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23
Cobija,summer,23.823633333333333,23.656511111111108,23.501344444444445,23.342333333333332,23.2006,23.073344444444444,23.01068888888889,23.635255555555553,24.58052222222222,25.520666666666667,26.36057777777778,27.120022222222225,27.680966666666663,27.976655555555553,28.0182,27.817899999999998,27.421211111111113,26.870322222222224,26.092066666666668,25.2364,24.763777777777776,24.473644444444446,24.235166666666665,24.004
Cobija,winter,22.57208695652174,22.10583695652174,21.682032608695653,21.307021739130438,20.98070652173913,20.68528260869565,20.427869565217392,20.83103260869565,22.95473913043478,25.76916304347826,28.14184782608696,29.78309782608696,30.863641304347826,31.485130434782608,31.67455434782609,31.454608695652176,30.824782608695653,29.703043478260867,27.761565217391304,26.045804347826085,25.03411956521739,24.324195652173913,23.69878260869565,23.119815217391306
Exaltación,fall,23.71632608695652,23.49363043478261,23.281478260869566,23.0885,22.910771739130436,22.73971739130435,22.610510869565218,23.247608695652175,24.477858695652177,25.684260869565218,26.64316304347826,27.378978260869566,27.873597826086957,28.119065217391306,28.113815217391306,27.873760869565217,27.44121739130435,26.80348913043478,25.85916304347826,25.183413043478257,24.765260869565218,24.464130434782607,24.20132608695652,23.95585869565217
Exaltación,spring,25.717769230769232,25.323142857142855,24.975351648351648,24.668076923076924,24.391164835164837,24.138527472527475,24.022934065934066,24.963087912087914,26.875505494505493,29.141604395604396,31.010714285714286,32.25631868131868,33.0538021978022,33.479626373626374,33.544868131868135,33.25975824175824,32.653000000000006,31.662505494505496,30.020252747252744,28.59631868131868,27.76661538461539,27.146318681318682,26.610274725274724,26.12420879120879
Exaltación,summer,24.24316666666667,24.07038888888889,23.918133333333333,23.77731111111111,23.639366666666668,23.504222222222225,23.539455555555556,24.293177777777778,25.23507777777778,26.1424,26.924777777777777,27.58851111111111,28.03368888888889,28.227755555555557,28.19311111111111,27.965644444444443,27.588188888888887,27.08528888888889,26.3215,25.55993333333333,25.146266666666666,24.859733333333335,24.62943333333333,24.420011111111112
Exaltación,winter,23.004597826086954,22.531217391304345,22.089989130434784,21.69953260869565,21.35978260869565,21.055086956521738,20.793271739130436,21.502434782608695,23.691880434782608,26.50242391304348,28.727369565217394,30.206652173913046,31.184108695652174,31.73511956521739,31.85942391304348,31.585826086956523,30.943402173913046,29.692586956521737,27.703500000000002,26.4065,25.52736956521739,24.791097826086958,24.137684782608694,23.562478260869565
Filadelfia,fall,23.045532608695652,22.815663043478263,22.618760869565218,22.45578260869565,22.301336956521737,22.143663043478263,22.006358695652175,22.479684782608693,23.71788043478261,24.96288043478261,25.976228260869565,26.76464130434783,27.291467391304348,27.545097826086955,27.54675,27.295749999999998,26.874967391304345,26.281565217391304,25.402173913043477,24.597184782608693,24.134,23.824086956521736,23.55882608695652,23.30920652173913
Filadelfia,spring,25.041956043956045,24.625582417582418,24.279835164835166,23.98278021978022,23.702637362637365,23.440890109890113,23.269813186813185,24.019945054945055,25.865725274725275,28.198285714285714,30.252912087912087,31.74162637362637,32.71387912087912,33.25960439560439,33.39721978021978,33.15576923076923,32.55265934065934,31.55452747252747,29.919505494505497,28.260439560439558,27.327351648351645,26.665604395604397,26.068450549450546,25.51223076923077
Filadelfia,summer,23.807266666666667,23.642255555555554,23.481511111111114,23.322488888888888,23.17527777777778,23.0437,22.981666666666666,23.595000000000002,24.523055555555555,25.453966666666666,26.28632222222222,27.01198888888889,27.543288888888892,27.836555555555556,27.893633333333334,27.709577777777778,27.328500000000002,26.79606666666667,26.0346,25.1988,24.726144444444444,24.429344444444446,24.1935,23.974588888888892
Filadelfia,winter,22.309597826086957,21.860304347826087,21.460239130434783,21.124108695652172,20.825184782608694,20.550489130434784,20.301902173913046,20.688271739130435,22.78294565217391,25.54171739130435,27.837978260869566,29.433695652173913,30.480978260869566,31.071597826086958,31.22242391304348,30.98721739130435,30.361054347826087,29.279,27.375630434782607,25.712793478260867,24.69221739130435,23.980391304347826,23.383380434782612,22.82957608695652
Guayaramerín,fall,23.768673913043475,23.554315217391302,23.342565217391304,23.1489347826087,22.983195652173915,22.84879347826087,22.74925,23.43836956521739,24.69220652173913,25.873239130434786,26.82679347826087,27.57886956521739,28.071021739130437,28.276967391304346,28.205543478260868,27.901228260869566,27.45358695652174,26.815413043478262,26.021652173913047,25.361021739130432,24.879097826086955,24.515782608695655,24.23207608695652,23.996717391304347
Guayaramerín,spring,25.931054945054946,25.52836263736264,25.17686813186813,24.880197802197802,24.61436263736264,24.375681318681316,24.280054945054946,25.185054945054947,27.129824175824176,29.399835164835167,31.25745054945055,32.55247252747253,33.423747252747255,33.90974725274725,34.007725274725274,33.72308791208791,33.055406593406595,31.955824175824176,30.306626373626372,28.895835164835166,28.042076923076927,27.39887912087912,26.853054945054947,26.36120879120879
Guayaramerín,summer,24.209111111111113,23.99177777777778,23.795644444444445,23.619244444444444,23.453866666666666,23.29843333333333,23.3414,24.222488888888886,25.284966666666666,26.290044444444444,27.235244444444444,28.056844444444444,28.586366666666667,28.811644444444443,28.7674,28.476322222222223,28.003355555555558,27.38978888888889,26.597488888888886,25.82887777777778,25.303955555555557,24.93455555555556,24.656455555555556,24.41471111111111
Guayaramerín,winter,23.609239130434784,23.080826086956524,22.614934782608696,22.21145652173913,21.86454347826087,21.55591304347826,21.28213043478261,21.957902173913045,24.195880434782612,26.928239130434783,29.120141304347825,30.576119565217393,31.503336956521736,32.013467391304346,32.120141304347825,31.845913043478262,31.186728260869565,29.956695652173913,28.09584782608696,26.820619565217388,25.988891304347828,25.329152173913045,24.733847826086958,24.180032608695655
Ingavi,fall,23.789445652173914,23.57132608695652,23.348717391304348,23.142858695652173,22.966728260869562,22.813565217391304,22.69386956521739,23.261826086956525,24.50191304347826,25.667380434782608,26.632760869565217,27.400728260869567,27.90541304347826,28.13586956521739,28.108934782608696,27.84205434782609,27.418467391304347,26.824554347826087,26.008217391304346,25.315608695652173,24.840097826086957,24.503326086956523,24.240282608695654,24.01533695652174
Ingavi,spring,25.458362637362637,25.055923076923076,24.71540659340659,24.42310989010989,24.16778021978022,23.94010989010989,23.79301098901099,24.626054945054946,26.457428571428572,28.65179120879121,30.56018681318681,31.870076923076926,32.733494505494505,33.22364835164835,33.329692307692305,33.05235164835165,32.42786813186813,31.451736263736265,29.952593406593408,28.527120879120876,27.657395604395603,27.000593406593406,26.42735164835165,25.90924175824176
Ingavi,summer,24.14493333333333,23.956044444444444,23.784588888888887,23.624933333333335,23.474411111111113,23.33202222222222,23.308644444444447,24.050188888888886,25.013755555555555,25.915533333333336,26.683844444444443,27.360577777777774,27.8475,28.0875,28.087888888888887,27.867222222222225,27.491300000000003,26.9972,26.3056,25.547266666666665,25.072622222222222,24.7713,24.551133333333333,24.344166666666666
Ingavi,winter,23.032456521739128,22.525804347826085,22.088880434782606,21.697,21.36488043478261,21.059945652173916,20.785532608695654,21.393434782608693,23.579260869565218,26.260010869565214,28.431152173913045,29.849054347826087,30.764608695652175,31.275717391304347,31.389739130434783,31.13491304347826,30.506706521739133,29.353315217391305,27.53671739130435,26.237315217391306,25.44311956521739,24.793249999999997,24.181076086956523,23.600576086956522
Ixiamas,fall,21.993717391304347,21.81491304347826,21.643760869565217,21.459728260869564,21.274771739130436,21.148282608695652,21.0595,21.48095652173913,22.667065217391304,23.81120652173913,24.716054347826088,25.429684782608696,25.92598913043478,26.19004347826087,26.199945652173913,25.953402173913044,25.47692391304348,24.79129347826087,23.89132608695652,23.25070652173913,22.893184782608692,22.63916304347826,22.416315217391304,22.206521739130434
Ixiamas,spring,23.897483516483515,23.580032967032967,23.283186813186813,23.006879120879123,22.760175824175825,22.5547032967033,22.442274725274725,23.34086813186813,25.358098901098902,27.502758241758244,29.211758241758243,30.395736263736264,31.196076923076923,31.66323076923077,31.79220879120879,31.550747252747254,30.937373626373624,29.912714285714284,28.356538461538463,26.83996703296703,25.985274725274724,25.379417582417584,24.79598901098901,24.287725274725275
Ixiamas,summer,22.73741111111111,22.599311111111113,22.472944444444444,22.34,22.212422222222223,22.095455555555553,22.062844444444444,22.604855555555556,23.36851111111111,24.164399999999997,24.958499999999997,25.687822222222223,26.221355555555554,26.4849,26.489833333333333,26.25198888888889,25.817055555555555,25.24117777777778,24.532777777777774,23.83656666666667,23.46198888888889,23.214255555555553,23.029922222222226,22.858333333333334
Ixiamas,winter,19.84786956521739,19.644695652173912,19.420891304347826,19.181793478260868,18.980152173913044,18.825119565217392,18.670804347826085,18.991489130434783,20.739315217391304,22.699184782608693,24.204217391304347,25.193336956521737,25.811097826086957,26.11548913043478,26.109358695652176,25.808413043478257,25.231271739130435,24.29629347826087,22.96851086956522,22.053826086956523,21.409728260869564,20.80186956521739,20.30579347826087,20.019380434782608
Nueva_Esperanza,fall,23.476152173913043,23.237184782608693,23.022923913043478,22.83328260869565,22.648891304347824,22.469945652173916,22.33909782608696,22.95189130434783,24.18203260869565,25.443749999999998,26.447891304347827,27.206467391304347,27.707347826086956,27.95179347826087,27.93843478260869,27.684271739130434,27.26092391304348,26.618923913043478,25.66558695652174,24.959891304347824,24.541891304347825,24.24182608695652,23.978217391304348,23.731847826086955
Nueva_Esperanza,spring,25.482285714285712,25.072285714285712,24.70612087912088,24.39002197802198,24.114648351648352,23.866285714285713,23.739296703296702,24.65932967032967,26.591681318681317,29.000692307692308,31.027373626373628,32.36,33.19359340659341,33.62134065934066,33.681054945054946,33.38035164835165,32.72956043956044,31.694549450549452,29.985384615384618,28.461626373626373,27.591076923076923,26.953241758241756,26.39876923076923,25.898186813186815
Nueva_Esperanza,summer,24.1059,23.933611111111112,23.774511111111114,23.626722222222224,23.484311111111115,23.358455555555555,23.388522222222225,24.102833333333333,25.04551111111111,26.00198888888889,26.848033333333333,27.549911111111115,28.013566666666666,28.218344444444444,28.181366666666666,27.938555555555553,27.5436,27.024933333333333,26.252144444444447,25.458244444444446,25.02591111111111,24.732000000000003,24.49277777777778,24.276433333333333
Nueva_Esperanza,winter,21.96766304347826,21.55367391304348,21.160934782608695,20.815021739130433,20.52032608695652,20.260565217391303,20.039554347826087,20.67344565217391,22.705750000000002,25.195880434782612,27.23971739130435,28.605521739130435,29.469228260869563,29.91746739130435,29.978413043478263,29.676565217391307,29.065358695652172,27.909184782608694,26.153554347826088,24.94609782608696,24.124336956521738,23.473065217391305,22.929021739130434,22.450195652173914
Porvenir,fall,23.088793478260868,22.859989130434784,22.65908695652174,22.49402173913043,22.34054347826087,22.186086956521738,22.05351086956522,22.52865217391304,23.764260869565216,25.01382608695652,26.018804347826087,26.805967391304346,27.336880434782607,27.592391304347824,27.591945652173912,27.339847826086956,26.92117391304348,26.33121739130435,25.454097826086958,24.650891304347827,24.178945652173915,23.86321739130435,23.597891304347826,23.350945652173912
Porvenir,spring,25.064450549450548,24.652527472527474,24.31047252747253,24.016263736263735,23.73778021978022,23.47979120879121,23.311483516483513,24.065406593406593,25.90454945054945,28.223483516483515,30.268890109890112,31.74773626373626,32.71602197802198,33.254824175824176,33.39120879120879,33.153879120879125,32.55052747252747,31.545406593406593,29.91435164835165,28.26801098901099,27.329835164835163,26.668032967032968,26.07936263736264,25.530384615384612
Porvenir,summer,23.823522222222223,23.658655555555555,23.500555555555557,23.343466666666664,23.199566666666666,23.069488888888888,23.00872222222222,23.631266666666665,24.566033333333337,25.499011111111113,26.331566666666667,27.066,27.60361111111111,27.89238888888889,27.938588888888887,27.746355555555557,27.360277777777778,26.82416666666667,26.061533333333333,25.222255555555556,24.75058888888889,24.455055555555553,24.216977777777775,23.99451111111111
Porvenir,winter,22.390945652173915,21.938141304347827,21.533271739130434,21.185,20.87833695652174,20.59975,20.349141304347828,20.748413043478262,22.85653260869565,25.62825,27.94121739130435,29.54378260869565,30.594228260869563,31.18925,31.349760869565216,31.11607608695652,30.48629347826087,29.38964130434783,27.486054347826087,25.818684782608695,24.800043478260868,24.087293478260868,23.480184782608696,22.919597826086957
Puerto_Gonzalo_Moreno,fall,23.881347826086955,23.67088043478261,23.46488043478261,23.26691304347826,23.08891304347826,22.92611956521739,22.79908695652174,23.41108695652174,24.653771739130434,25.799293478260868,26.742097826086958,27.478597826086958,27.96771739130435,28.189652173913043,28.15153260869565,27.879152173913045,27.43961956521739,26.847554347826087,26.07151086956522,25.42007608695652,24.96461956521739,24.621923913043478,24.346021739130432,24.108728260869565
Puerto_Gonzalo_Moreno,spring,25.844351648351648,25.446593406593404,25.09501098901099,24.784043956043956,24.507021978021978,24.252439560439562,24.111263736263737,24.99345054945055,26.83212087912088,28.962175824175823,30.76879120879121,32.038274725274725,32.87835164835165,33.359362637362636,33.47732967032967,33.23150549450549,32.65189010989011,31.68953846153846,30.19201098901099,28.81648351648352,27.96723076923077,27.35010989010989,26.786219780219778,26.27801098901099
Puerto_Gonzalo_Moreno,summer,24.293066666666668,24.09902222222222,23.929044444444443,23.784388888888888,23.630744444444442,23.474911111111112,23.481488888888887,24.268788888888885,25.223999999999997,26.102655555555557,26.8563,27.534377777777777,28.00947777777778,28.221888888888888,28.198711111111113,27.969844444444444,27.5972,27.1006,26.416622222222223,25.702222222222222,25.23201111111111,24.93132222222222,24.714466666666667,24.49674444444444
Puerto_Gonzalo_Moreno,winter,23.529826086956522,22.989554347826083,22.52695652173913,22.12191304347826,21.758293478260867,21.435010869565218,21.15380434782609,21.787760869565215,24.01386956521739,26.751141304347826,28.95488043478261,30.406869565217395,31.338771739130433,31.863010869565215,31.983032608695652,31.72286956521739,31.098130434782608,29.942119565217393,28.14346739130435,26.907021739130435,26.091978260869563,25.402673913043476,24.762010869565216,24.144478260869565
Puerto_Rico,fall,23.50691304347826,23.277336956521737,23.047521739130435,22.847684782608695,22.683065217391306,22.555554347826085,22.460847826086958,22.986608695652173,24.207771739130436,25.431641304347824,26.432652173913045,27.231847826086955,27.751141304347826,27.982641304347823,27.961010869565218,27.70638043478261,27.29378260869565,26.698228260869566,25.82933695652174,25.066836956521737,24.575434782608696,24.237771739130434,23.97892391304348,23.749217391304345
Puerto_Rico,spring,25.28923076923077,24.891703296703298,24.55569230769231,24.26573626373626,24.010142857142856,23.785175824175823,23.637857142857143,24.459802197802198,26.318054945054946,28.624076923076924,30.630901098901095,32.01678021978022,32.935538461538464,33.43943956043956,33.556065934065934,33.29158241758242,32.64863736263736,31.605934065934065,29.984505494505495,28.427,27.50767032967033,26.840164835164835,26.27046153846154,25.74002197802198
Puerto_Rico,summer,24.012755555555557,23.837444444444444,23.678544444444444,23.528244444444443,23.386633333333332,23.2528,23.216111111111108,23.905233333333335,24.855688888888892,25.774944444444444,26.602511111111113,27.331788888888887,27.840966666666667,28.0962,28.107555555555553,27.899533333333334,27.509066666666666,26.985200000000003,26.248455555555555,25.434255555555556,24.946555555555555,24.634011111111114,24.403011111111113,24.19228888888889
Puerto_Rico,winter,22.799815217391306,22.33573913043478,21.918717391304348,21.54795652173913,21.237760869565218,20.959510869565218,20.696967391304348,21.208565217391307,23.369500000000002,26.183326086956523,28.504326086956524,30.077043478260872,31.107369565217393,31.692054347826087,31.856010869565218,31.597271739130434,30.91975,29.694652173913042,27.712630434782607,26.190239130434783,25.259663043478263,24.54646739130435,23.9128152173913,23.350228260869564
Reyes,fall,22.956282608695652,22.731847826086955,22.53613043478261,22.362423913043475,22.197336956521738,22.054032608695653,21.936804347826087,22.450565217391308,23.657608695652176,24.848108695652172,25.801597826086955,26.533032608695656,27.045576086956522,27.305293478260868,27.29547826086957,27.046728260869564,26.590467391304347,25.913608695652176,24.972815217391304,24.33695652173913,23.98729347826087,23.723782608695654,23.47479347826087,23.230184782608696
Reyes,spring,25.744274725274725,25.314714285714288,24.9235054945055,24.5559010989011,24.23887912087912,23.9647032967033,23.813395604395602,24.8149010989011,27.04942857142857,29.58831868131868,31.490978021978023,32.7600989010989,33.60269230769231,34.0830989010989,34.2105054945055,33.97434065934066,33.358109890109894,32.3072967032967,30.57621978021978,28.95668131868132,28.017197802197803,27.318670329670326,26.718230769230768,26.208164835164837
Reyes,summer,23.90372222222222,23.7409,23.5944,23.4525,23.310677777777776,23.183844444444443,23.217055555555554,23.882755555555555,24.7549,25.618588888888887,26.446988888888885,27.13976666666667,27.62028888888889,27.855944444444443,27.854766666666666,27.63112222222222,27.221777777777778,26.6555,25.891066666666667,25.153233333333336,24.760044444444443,24.47897777777778,24.252833333333335,24.048366666666666
Reyes,winter,20.700673913043477,20.386445652173915,20.103815217391304,19.848695652173912,19.62148913043478,19.410760869565216,19.22041304347826,19.726423913043476,21.628456521739132,23.901293478260868,25.760989130434783,26.97373913043478,27.717510869565217,28.09829347826087,28.150163043478262,27.88005434782609,27.28367391304348,26.16108695652174,24.499217391304345,23.388271739130435,22.647934782608697,22.021945652173912,21.485108695652173,21.062423913043478
Riberalta,fall,23.8815652173913,23.669565217391302,23.46166304347826,23.263923913043477,23.087815217391306,22.93035869565217,22.808065217391306,23.431054347826088,24.669239130434786,25.811945652173915,26.754815217391307,27.49327173913043,27.984695652173915,28.206869565217392,28.164923913043477,27.888195652173913,27.446293478260873,26.84991304347826,26.078858695652176,25.428684782608695,24.968902173913044,24.622673913043478,24.345945652173917,24.109304347826086
Riberalta,spring,25.857967032967032,25.457318681318682,25.103450549450553,24.793505494505492,24.516637362637365,24.263461538461538,24.129615384615384,25.01208791208791,26.86278021978022,29.00721978021978,30.818230769230766,32.09486813186813,32.94572527472528,33.43336263736264,33.552,33.30145054945055,32.70764835164835,31.725395604395604,30.214098901098904,28.839164835164837,27.987703296703295,27.365164835164837,26.80084615384615,26.293769230769232
Riberalta,summer,24.285166666666665,24.089222222222226,23.91623333333333,23.766844444444445,23.611022222222225,23.453166666666664,23.463722222222223,24.269322222222222,25.23821111111111,26.125133333333334,26.897,27.593688888888888,28.077633333333335,28.290655555555556,28.264000000000003,28.028488888888887,27.644255555555556,27.13451111111111,26.4405,25.721333333333334,25.24105555555556,24.931311111111114,24.707644444444444,24.487744444444445
Riberalta,winter,23.503565217391305,22.956478260869567,22.492271739130437,22.088554347826086,21.730684782608694,21.413565217391305,21.13666304347826,21.77836956521739,23.98501086956522,26.68801086956522,28.872706521739133,30.315108695652178,31.238586956521736,31.757760869565217,31.87742391304348,31.620891304347825,31.00580434782609,29.85504347826087,28.07580434782609,26.855586956521737,26.046554347826085,25.36017391304348,24.726510869565217,24.118771739130437
San_Lorenzo,fall,23.66919565217391,23.4440652173913,23.232358695652174,23.039652173913044,22.859510869565216,22.686228260869562,22.559554347826086,23.22526086956522,24.457978260869567,25.681826086956523,26.648652173913042,27.386271739130432,27.881934782608695,28.128608695652172,28.12401086956522,27.884380434782607,27.45020652173913,26.79978260869565,25.824913043478258,25.145402173913045,24.729402173913044,24.427423913043476,24.161217391304348,23.912597826086955
San_Lorenzo,spring,25.70632967032967,25.311274725274725,24.96043956043956,24.650637362637365,24.371076923076924,24.1169010989011,24.0109010989011,24.975252747252746,26.91357142857143,29.21632967032967,31.095076923076924,32.342241758241755,33.137802197802195,33.55723076923077,33.616769230769236,33.32672527472528,32.71214285714286,31.705285714285715,30.019835164835165,28.588406593406596,27.760340659340656,27.138956043956043,26.59962637362637,26.110362637362638
San_Lorenzo,summer,24.220777777777776,24.04871111111111,23.89677777777778,23.75604444444444,23.618533333333335,23.485200000000003,23.534455555555557,24.301799999999997,25.25292222222222,26.176022222222223,26.973933333333335,27.643233333333335,28.0875,28.278155555555557,28.237711111111107,28.005244444444447,27.621944444444445,27.110244444444444,26.320444444444448,25.54412222222222,25.13038888888889,24.84176666666667,24.607555555555553,24.395844444444446
San_Lorenzo,winter,22.85958695652174,22.39503260869565,21.956847826086957,21.568945652173912,21.23383695652174,20.934934782608696,20.681554347826086,21.426065217391304,23.6035,26.39675,28.609760869565218,30.081771739130435,31.052445652173912,31.593282608695652,31.708369565217392,31.425380434782607,30.780695652173915,29.511184782608694,27.51154347826087,26.233304347826085,25.35647826086956,24.623347826086956,23.978,23.411923913043477
San_Pedro,fall,23.278739130434786,23.045782608695653,22.83067391304348,22.653250000000003,22.492097826086958,22.35630434782609,22.25951086956522,22.788989130434782,24.02386956521739,25.25128260869565,26.23628260869565,27.038152173913044,27.59995652173913,27.85366304347826,27.837043478260867,27.573739130434785,27.153858695652175,26.55454347826087,25.67141304347826,24.896510869565216,24.401271739130433,24.06166304347826,23.792065217391304,23.540847826086953
San_Pedro,spring,25.155516483516482,24.76053846153846,24.4359010989011,24.152307692307694,23.877527472527472,23.638241758241758,23.469076923076926,24.286692307692306,26.13576923076923,28.3898021978022,30.346593406593406,31.758296703296704,32.71965934065934,33.23278021978022,33.381406593406595,33.16246153846154,32.562835164835164,31.54410989010989,29.95678021978022,28.36002197802198,27.39634065934066,26.704087912087914,26.115802197802196,25.599857142857143
San_Pedro,summer,23.8872,23.71988888888889,23.560766666666666,23.42372222222222,23.28978888888889,23.15282222222222,23.10168888888889,23.80888888888889,24.764055555555554,25.686611111111112,26.50942222222222,27.242811111111113,27.76862222222222,28.015533333333334,28.014033333333334,27.792044444444446,27.39602222222222,26.874477777777777,26.14962222222222,25.324011111111112,24.844977777777782,24.538966666666667,24.283399999999997,24.060144444444443
San_Pedro,winter,22.485478260869566,22.033076086956523,21.629923913043477,21.271076086956523,20.962934782608695,20.713032608695652,20.48,20.969141304347826,23.143836956521742,25.90373913043478,28.15926086956522,29.712663043478262,30.72525,31.297097826086958,31.45317391304348,31.199597826086954,30.559402173913046,29.443217391304348,27.59892391304348,26.017652173913042,24.984858695652175,24.23373913043478,23.59636956521739,23.02888043478261
Santa_Rosa_Beni,fall,23.435184782608694,23.185684782608696,22.97907608695652,22.797010869565216,22.63064130434783,22.479728260869564,22.450152173913047,23.655119565217394,25.05258695652174,26.601467391304347,27.687706521739127,28.468597826086956,28.971652173913043,29.208717391304344,29.179858695652175,28.890108695652174,28.31546739130435,27.24888043478261,25.647739130434783,25.06782608695652,24.691228260869565,24.358282608695653,24.046260869565216,23.752554347826088
Santa_Rosa_Beni,spring,27.057307692307695,26.631054945054945,26.227835164835167,25.853054945054947,25.510791208791208,25.207736263736265,25.326527472527474,26.97852747252747,29.730725274725277,32.10283516483517,33.68981318681319,34.7984945054945,35.49958241758242,35.826087912087914,35.79321978021978,35.36551648351649,34.585406593406596,33.37924175824176,31.083516483516483,29.863494505494504,29.195285714285717,28.575032967032968,27.99669230769231,27.47412087912088
Santa_Rosa_Beni,summer,24.386411111111112,24.192477777777775,24.021566666666665,23.866600000000002,23.7314,23.616022222222224,23.9804,25.03182222222222,26.248355555555555,27.325433333333336,28.191266666666667,28.82841111111111,29.2434,29.4305,29.398233333333334,29.15201111111111,28.69312222222222,27.97408888888889,26.674655555555557,25.767777777777777,25.415933333333335,25.10347777777778,24.830866666666665,24.58187777777778
Santa_Rosa_Beni,winter,22.417184782608693,21.94138043478261,21.51591304347826,21.14270652173913,20.831315217391303,20.579858695652174,20.41126086956522,21.98195652173913,24.51760869565217,27.919510869565215,30.305402173913045,31.8536847826087,32.839402173913044,33.32966304347826,33.35708695652174,32.91816304347826,31.976054347826086,29.811293478260872,27.17675,26.16130434782609,25.249369565217393,24.416184782608692,23.667945652173913,23.019978260869568
