municipality,season,hour_0,hour_1,hour_2,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23
Santa_Rosa_Pando,fall,23.598195652173914,23.36448913043478,23.131652173913043,22.926336956521737,22.749967391304345,22.61541304347826,22.5239347826087,23.09579347826087,24.359315217391302,25.58788043478261,26.60841304347826,27.41495652173913,27.93263043478261,28.167902173913046,28.135250000000003,27.864413043478258,27.4350652173913,26.828510869565218,25.974521739130434,25.214369565217392,24.699054347826088,24.345934782608698,24.078902173913043,23.842445652173915
Santa_Rosa_Pando,spring,25.424362637362638,25.051406593406593,24.71868131868132,24.42274725274725,24.154153846153843,23.91597802197802,23.753967032967033,24.546032967032964,26.38734065934066,28.70221978021978,30.69192307692308,32.06965934065934,32.995285714285714,33.518857142857144,33.67371428571428,33.423087912087915,32.794120879120875,31.732637362637362,30.120109890109887,28.57995604395604,27.62764835164835,26.91878021978022,26.331934065934067,25.828197802197803
Santa_Rosa_Pando,summer,24.01691111111111,23.834866666666667,23.670244444444446,23.514388888888888,23.369477777777778,23.233411111111113,23.192833333333333,23.918733333333336,24.893866666666664,25.845755555555556,26.703766666666667,27.495222222222225,28.051144444444446,28.327377777777777,28.342777777777776,28.1089,27.673055555555553,27.10468888888889,26.330655555555555,25.485277777777778,24.965822222222222,24.646911111111113,24.415511111111112,24.20898888888889
Santa_Rosa_Pando,winter,23.152065217391304,22.663706521739133,22.227097826086958,21.82895652173913,21.48833695652174,21.192347826086955,20.934043478260868,21.498239130434783,23.724934782608695,26.620271739130434,29.056902173913045,30.71276086956522,31.793478260869566,32.395141304347824,32.551315217391306,32.274086956521735,31.558021739130435,30.24384782608696,28.121945652173913,26.5295652173913,25.593423913043477,24.906304347826087,24.286739130434785,23.70992391304348
Santos_Mercado,fall,24.53236956521739,24.31273913043478,24.096239130434782,23.893108695652177,23.71729347826087,23.540847826086953,23.39723913043478,24.120782608695652,25.50125,26.83986956521739,27.994847826086954,28.874684782608696,29.44229347826087,29.694543478260872,29.640945652173915,29.31516304347826,28.795336956521737,28.05855434782609,27.065565217391306,26.21915217391304,25.669315217391308,25.304369565217392,25.016521739130436,24.747804347826083
Santos_Mercado,spring,27.925197802197804,27.38310989010989,26.898186813186815,26.482362637362638,26.12264835164835,25.788670329670328,25.556615384615384,26.351747252747252,28.42882417582418,31.100923076923078,33.401,34.98024175824176,35.99395604395604,36.550758241758246,36.641791208791204,36.34295604395604,35.664483516483514,34.546296703296704,32.795967032967035,31.23202197802198,30.326065934065934,29.671967032967032,29.050417582417584,28.475571428571428
Santos_Mercado,summer,25.141538461538463,24.888846153846156,24.650164835164833,24.417142857142856,24.220417582417582,24.05807692307692,24.052120879120878,24.972263736263738,26.35195604395604,27.819340659340657,29.157021978021977,30.14441758241758,30.78658241758242,31.10342857142857,31.078175824175826,30.752065934065936,30.17242857142857,29.370978021978022,28.291538461538465,27.202406593406593,26.529725274725273,26.06692307692308,25.700659340659342,25.38173626373626
Santos_Mercado,winter,24.997173913043476,24.4745,23.991021739130435,23.53825,23.104293478260868,22.70882608695652,22.360739130434784,22.899543478260867,25.33759782608696,28.887010869565216,31.844608695652177,33.642510869565214,34.825945652173914,35.517184782608695,35.71953260869565,35.46022826086956,34.721369565217394,33.246,30.80258695652174,29.03201086956522,27.89411956521739,27.030608695652173,26.292065217391304,25.64428260869565
Sena,fall,24.31509782608696,24.06775,23.849423913043477,23.65305434782609,23.47770652173913,23.312608695652177,23.16728260869565,23.784173913043475,25.089228260869564,26.42814130434783,27.60325,28.483184782608696,29.022097826086956,29.261717391304348,29.22642391304348,28.94353260869565,28.48658695652174,27.79825,26.738228260869565,25.905184782608696,25.438304347826087,25.093478260869563,24.79966304347826,24.536891304347822
Sena,spring,27.206076923076925,26.769868131868133,26.342395604395602,25.958846153846157,25.633604395604394,25.33020879120879,25.122714285714284,25.827417582417585,27.630340659340657,30.096186813186815,32.282219780219776,33.758230769230764,34.75027472527473,35.33975824175824,35.49046153846154,35.25507692307692,34.62117582417582,33.49386813186813,31.771516483516486,30.24959340659341,29.36294505494505,28.70524175824176,28.141769230769228,27.63769230769231
Sena,summer,25.20778021978022,24.935351648351652,24.702956043956046,24.493791208791208,24.2997032967033,24.108197802197804,24.070967032967033,24.970527472527476,26.345076923076924,27.727340659340662,28.915714285714284,29.793285714285712,30.389263736263732,30.70278021978022,30.73308791208791,30.49017582417582,30.00187912087912,29.34378021978022,28.392560439560437,27.318197802197805,26.635813186813184,26.183131868131866,25.81521978021978,25.49042857142857
Sena,winter,23.90338043478261,23.376989130434783,22.863891304347828,22.376521739130432,21.937554347826087,21.553771739130436,21.20770652173913,21.61508695652174,23.841228260869567,27.21492391304348,30.38782608695652,32.23954347826087,33.42808695652174,34.158847826086955,34.40366304347826,34.191108695652176,33.505847826086956,32.05972826086956,29.628565217391305,27.88504347826087,26.775815217391305,25.92366304347826,25.189652173913043,24.538347826086955
Villa_Nueva,fall,24.542021739130433,24.292945652173913,24.057695652173912,23.865978260869564,23.700641304347823,23.541684782608694,23.40583695652174,24.094217391304348,25.408217391304348,26.631,27.663,28.46433695652174,28.970478260869566,29.18579347826087,29.136326086956522,28.86513043478261,28.422608695652176,27.764684782608697,26.842336956521738,26.061423913043477,25.583597826086955,25.257695652173915,24.994695652173913,24.750554347826085
Villa_Nueva,spring,27.52223076923077,27.058890109890108,26.626725274725278,26.235846153846154,25.89630769230769,25.58191208791209,25.379945054945054,26.119384615384615,27.947417582417582,30.343417582417583,32.39961538461538,33.7850989010989,34.700087912087916,35.21186813186814,35.315494505494506,35.08103296703297,34.514813186813186,33.519351648351645,31.936516483516485,30.493406593406593,29.625923076923076,29.01376923076923,28.477208791208792,27.979835164835166
Villa_Nueva,summer,25.363780219780217,25.083692307692306,24.838703296703297,24.627373626373625,24.43421978021978,24.25302197802198,24.276395604395606,25.254824175824176,26.619010989010988,27.96289010989011,29.18556043956044,30.09064835164835,30.66454945054945,30.932428571428574,30.912252747252747,30.600274725274726,30.050978021978022,29.31953846153846,28.32456043956044,27.295406593406593,26.66386813186813,26.255736263736264,25.931670329670332,25.629263736263734
Villa_Nueva,winter,25.065413043478262,24.452445652173914,23.862478260869565,23.30336956521739,22.78820652173913,22.328478260869563,21.921836956521737,22.387282608695653,24.77003260869565,28.259043478260867,31.333336956521737,33.08578260869565,34.224391304347826,34.90659782608696,35.12035869565217,34.8986847826087,34.21846739130435,32.800673913043475,30.524195652173916,28.931130434782606,27.82754347826087,27.024217391304347,26.36280434782609,25.762173913043476
