Cluster,Comunidad,Municipio_std,HH,distance_km,nearest_line_type,annual_extension_EUR_HH,annual_standalone_EUR_HH,dispersed,breakeven_distance_km,dispersed_breakeven_independant,km_arete_parent_glouton
C3,LIBERTAD,Puerto_Gonzalo_Moreno,11.914503500276227,0.0381126026619756,Sist. Ais.,20.83,1255.82,False,14.072,False,0.0381126026619756
C3,LAGO VICTORIA,Puerto_Gonzalo_Moreno,23.75438589303507,0.0747955390471253,Sist. Ais.,20.78,1255.82,False,28.056,False,0.0747955390471253
C3,PORTACHUELO MEDIO,Puerto_Gonzalo_Moreno,40.86749321702264,0.1017127007660635,Sist. Ais.,20.08,1255.82,False,48.268,False,0.1017127007660635
C3,SAN PABLO,Puerto_Gonzalo_Moreno,41.290346159621166,0.1050556380191655,Sist. Ais.,20.14,1255.82,False,48.768,False,0.1050556380191655
C3,CANDELARIA,Puerto_Gonzalo_Moreno,13.35717824561239,0.1293022962986766,Sist. Ais.,27.62,1255.82,False,15.776,False,0.1293022962986766
C3,MIRAFLORES,Puerto_Gonzalo_Moreno,41.98680982978345,0.1329820296268107,Sist. Ais.,20.8,1255.82,False,49.59,False,0.1329820296268107
C3,PORTACHUELO BAJO,Puerto_Gonzalo_Moreno,74.86984454244562,0.1790470402402901,Sist. Ais.,19.98,1255.82,False,88.428,False,0.1790470402402901
C3,FRONTERA,Puerto_Gonzalo_Moreno,19.749719789601937,0.2453856190041139,Sist. Ais.,30.5,1255.82,False,23.326,False,0.2453856190041139
C3,PORTACHUELO ALTO,Puerto_Gonzalo_Moreno,34.40033056551571,0.2877181506576902,Sist. Ais.,26.24,1255.82,False,40.63,False,0.2877181506576902
C3,AGUA DULCE,Puerto_Gonzalo_Moreno,66.21379607042864,0.6809406946166343,Sist. Ais.,28.26,1255.82,False,78.205,False,0.6809406946166343
C3,SAN CARLOS,Puerto_Gonzalo_Moreno,24.475723265703152,5.617822496357661,Sist. Ais.,258.13,1255.82,False,28.908,False,5.617822496357661
C3,6 DE AGOSTO,Puerto_Gonzalo_Moreno,22.63506928027426,5.690417652237091,Sist. Ais.,281.06,1255.82,False,26.734,False,5.642456169361645
C3,21 DE SEPTIEMBRE,Puerto_Gonzalo_Moreno,7.437237049232969,6.7173887332877165,Sist. Ais.,964.47,1255.82,False,8.784,False,6.376562755230478
C3,AMERICA,Puerto_Gonzalo_Moreno,27.435693863892862,10.43176090995268,Sist. Ais.,416.13,1255.82,False,32.404,False,6.108347934433979
C3,VILLA NUEVA,Puerto_Gonzalo_Moreno,15.993790711226755,11.792548368339856,Sist. Ais.,790.54,1255.82,False,18.89,False,3.3713163519374874
C3,SANTA ROSITA,Puerto_Gonzalo_Moreno,12.312482740368962,12.412262873463304,Sist. Ais.,1074.45,1255.82,False,14.542,False,1.6243051828887207
C3,CONTRAVARICIA,Puerto_Gonzalo_Moreno,34.22621464797514,12.914298606871924,Sist. Ais.,413.09,1255.82,False,40.424,False,5.315485868569615
C3,PALMIRA,Riberalta,24.45652112089946,4.6627595768806114e-05,Sist. Ais.,17.48,1257.49,False,28.924,False,4.6627595768806114e-05
C3,RIBERALTA,Riberalta,1539.7039387244506,0.0017451790051837,Sist. Ais.,17.48,1257.49,False,1820.978,False,0.0017451790051837
C3,SANTA MARIA,Riberalta,149.30111629369262,0.0024104872218863,Sist. Ais.,17.49,1257.49,False,176.576,False,0.0024104872218863
C3,LA ESPERANZA,Riberalta,5.4347824713109905,0.00457756212331,Sist. Ais.,18.36,1257.49,False,6.428,False,0.00457756212331
C3,VILLA COTOCA,Riberalta,50.62834201072801,0.0068734131478468,Sist. Ais.,17.62,1257.49,False,59.877,False,0.0068734131478468
C3,SIGLO XX,Riberalta,9.510869324794232,0.0127401374784626,Sist. Ais.,18.88,1257.49,False,11.248,False,0.0127401374784626
C3,SAN CRISTOBAL,Riberalta,41.49599700723061,0.0329249077333875,Sist. Ais.,18.31,1257.49,False,49.077,False,0.0329249077333875
C3,TUMICHUCUA,Riberalta,43.600781182554286,0.0367063719529776,Sist. Ais.,18.36,1257.49,False,51.566,False,0.0367063719529776
C3,12 DE OCTUBRE,Riberalta,21.98417270937669,0.0381239435497775,Sist. Ais.,19.29,1257.49,False,26.0,False,0.0381239435497775
C3,LAGO SAN JOSE,Riberalta,16.426868825999332,0.0823657918139144,Sist. Ais.,22.73,1257.49,False,19.428,False,0.0823657918139144
C3,AGUA CLARA,Riberalta,56.67573154237082,0.0854504785491578,Sist. Ais.,19.06,1257.49,False,67.029,False,0.0854504785491578
C3,WARNES,Riberalta,88.67181930990493,0.0971151178174334,Sist. Ais.,18.62,1257.49,False,104.87,False,0.0971151178174334
C3,AVAROA,Riberalta,39.1461700077742,0.1358970845966442,Sist. Ais.,21.11,1257.49,False,46.297,False,0.1358970845966442
C3,POPECHI,Riberalta,87.06808086794446,0.1613392680526464,Sist. Ais.,19.42,1257.49,False,102.974,False,0.1613392680526464
C3,BOLIVAR,Riberalta,60.64025706888545,0.244915270872427,Sist. Ais.,21.71,1257.49,False,71.718,False,0.244915270872427
C3,LA UNION,Riberalta,53.23417191941488,0.2611881217853398,Sist. Ais.,22.62,1257.49,False,62.959,False,0.2611881217853398
C3,SAN ANTONIO,Riberalta,26.61160591715857,0.3273854698325498,Sist. Ais.,30.37,1257.49,False,31.473,False,0.3273854698325498
C3,PALESTINA,Riberalta,7.340354264657794,0.3537383558004681,Sist. Ais.,68.0,1257.49,False,8.681,False,0.3537383558004681
C3,SAN JOSE,Riberalta,24.70156394503218,0.3701012127160359,Sist. Ais.,33.18,1257.49,False,29.214,False,0.289414299651384
C3,CAMPO CENTRAL,Riberalta,80.39712419087208,0.3789451481248055,Sist. Ais.,22.42,1257.49,False,95.084,False,0.3789451481248055
C3,LAS PALMERAS,Riberalta,49.40312789006436,0.507260745980315,Sist. Ais.,28.24,1257.49,False,58.428,False,0.507260745980315
C3,NUEVA UNION,Riberalta,16.30434741393297,1.8561719481722767,Sist. Ais.,136.84,1257.49,False,19.283,False,1.8561719481722767
C3,SAN JUAN DEL URUCU,Riberalta,34.457476093959144,1.8959393108575464,Sist. Ais.,75.16,1257.49,False,40.752,False,1.8959393108575464
C3,ANTOFAGASTA,Riberalta,58.045387245296304,2.2961558009344154,Sist. Ais.,58.95,1257.49,False,68.649,False,2.2961558009344154
C3,LAS MERCEDES,Riberalta,28.900172210581786,2.4649293572712776,Sist. Ais.,106.9,1257.49,False,34.18,False,2.4649293572712776
C3,ALADITA,Riberalta,12.35078197251609,2.647285187822573,Sist. Ais.,242.21,1257.49,False,14.607,False,2.647285187822573
C3,ESTANCIAS DISPERSAS,Riberalta,2.7173912356554952,2.866702815955385,Sist. Ais.,1123.56,1257.49,True,3.214,False,
C3,BUENA VISTA,Riberalta,26.21585631934788,3.332415749042682,Sist. Ais.,150.75,1257.49,False,31.005,False,3.322869681559215
C3,SAN LORENZO DE PAMPA,Riberalta,30.013825004276804,3.426822292993978,Sist. Ais.,137.18,1257.49,False,35.497,False,3.426822292993978
C3,7 DE JULIO,Riberalta,54.96043177344173,3.719254563964971,Sist. Ais.,88.43,1257.49,False,65.001,False,3.719254563964971
C3,SAN JUAN,Riberalta,82.62442977826214,5.053773221999233,Sist. Ais.,81.61,1257.49,False,97.718,False,5.053773221999233
C3,SAN ANTONIO,Riberalta,48.97430294783209,5.41946278533492,Sist. Ais.,133.5,1257.49,False,57.921,False,5.41946278533492
C3,SANTA AMALIA,Riberalta,56.31912739126946,6.613882773577458,Sist. Ais.,140.6,1257.49,False,66.608,False,6.613882773577458
C3,EL HONDO,Riberalta,37.17486732961464,7.799533625137456,Sist. Ais.,237.45,1257.49,False,43.966,False,4.151630340736674
C3,26 DE OCTUBRE,Riberalta,53.60173615561398,8.232357529250057,Sist. Ais.,178.5,1257.49,False,63.394,False,7.508358936566
C3,SANTA ROSA DEL IVON,Riberalta,31.495042034170925,8.346941651223807,Sist. Ais.,295.35,1257.49,False,37.249,False,5.479823571754296
C3,BERLIN,Riberalta,59.28156145105769,8.372235237139709,Sist. Ais.,165.55,1257.49,False,70.111,False,8.372235237139709
C3,LOS ANGELES,Riberalta,32.597734742768196,8.463332279801506,Sist. Ais.,289.69,1257.49,False,38.553,False,6.715371487738107
C3,PUERTO ROMAN,Riberalta,62.48903833497863,8.849704125119949,Sist. Ais.,165.96,1257.49,False,73.905,False,8.849704125119949
C3,SANTA FE,Riberalta,37.297388741681004,8.862894754079939,Sist. Ais.,266.62,1257.49,False,44.111,False,8.838144323002073
C3,CANDELARIA,Riberalta,64.86128523380475,8.998596347061524,Sist. Ais.,162.94,1257.49,False,76.71,False,8.97948136459826
C3,SAN JUAN KM 42,Riberalta,30.013825004276804,11.046602787309594,Sist. Ais.,403.37,1257.49,False,35.497,False,2.9605679157541434
C3,BELLA FLOR,Riberalta,66.56512518846188,11.252025922825574,Sist. Ais.,194.71,1257.49,False,78.725,False,8.084949263212604
C3,HAMBURGO,Riberalta,4.076086853483243,11.31406562152047,Sist. Ais.,2927.75,1257.49,False,4.821,True,2.0102348299511834
C3,DESVELO,Riberalta,39.52469432907104,11.578479769958694,Sist. Ais.,324.62,1257.49,False,46.745,False,8.48453093758491
C3,SAN ARIEL,Riberalta,78.94285483563381,11.683086319781472,Sist. Ais.,172.64,1257.49,False,93.364,False,11.535327914920014
C3,MEDIO MONTE,Riberalta,28.900172210581786,11.904214056365795,Sist. Ais.,449.35,1257.49,False,34.18,False,3.6949921993629466
C3,PARAISO,Riberalta,12.59582479664882,12.229171686553858,Sist. Ais.,1035.43,1257.49,False,14.897,False,0.37682943324700013
C3,27 DE MAYO,Riberalta,14.945651796105224,13.086721595776924,Sist. Ais.,935.54,1257.49,False,17.676,False,3.563994518123237
C3,BUENA VISTA,Riberalta,25.03605283680969,13.59615985265695,Sist. Ais.,586.86,1257.49,False,29.61,False,8.55243817036498
C3,VILLA NAZARETH,Riberalta,17.908085855893447,13.886916361483353,Sist. Ais.,830.52,1257.49,False,21.18,False,3.6247764598840675
C3,SAN ARIEL,Riberalta,16.52244256340986,14.312512784258962,Sist. Ais.,925.71,1257.49,False,19.541,False,4.842934014579733
C3,PALMIRA DEL IVON,Riberalta,36.68478168134918,14.61899696302298,Sist. Ais.,435.3,1257.49,False,43.386,False,4.639540412236285
C3,LAGO EL CARMEN,Riberalta,18.398171504158903,14.837150607904546,Sist. Ais.,863.01,1257.49,False,21.759,False,2.010293811029386
C3,CENTRITO,Riberalta,12.473303384582454,15.024164209069474,Sist. Ais.,1280.37,1257.49,False,14.752,True,8.010682585685126
C3,IVARENDA,Riberalta,2.7173912356554952,15.616149029498589,Sist. Ais.,6042.79,1257.49,False,3.214,True,2.2139585749574158
C3,SANTUARIO,Riberalta,67.66781789705917,15.929342544405934,Sist. Ais.,264.29,1257.49,False,80.029,False,15.929342544405934
C3,SANTA ELENA DEL LAGO,Riberalta,32.35269191863547,16.319021113647736,Sist. Ais.,546.34,1257.49,False,38.263,False,16.319021113647736
C3,FLOR DE OCTUBRE,Riberalta,30.136346416343176,16.49850185213819,Sist. Ais.,591.47,1257.49,False,35.642,False,6.176491856234984
C3,BUEN RETIRO,Riberalta,26.30530238699266,18.103415534728445,Sist. Ais.,739.04,1257.49,False,31.111,False,11.312203518801017
C3,CONSUELO DEL ROSARIO,Riberalta,97.31407866513689,18.88528238503865,Sist. Ais.,220.95,1257.49,False,115.091,False,10.927936120358728
C3,SANTA RITA,Riberalta,14.945651796105224,19.158092547181067,Sist. Ais.,1361.46,1257.49,False,17.676,True,5.004599831694588
C3,PALESTINA,Riberalta,14.18682100715446,22.35718941626072,Sist. Ais.,1669.78,1257.49,False,16.778,True,3.217747442819556
C3,MONTE CRISTO,Riberalta,16.91695447426479,24.96072751107668,Sist. Ais.,1564.48,1257.49,False,20.007,True,8.612617621796396
C3,BRILLANTE,Riberalta,43.222256861257456,26.20380755070581,Sist. Ais.,653.12,1257.49,False,51.118,False,10.536356236849588
C3,SANTA ROSA DEL BIATA,Riberalta,20.625477091548944,26.23030838585562,Sist. Ais.,1350.87,1257.49,False,24.393,True,11.43061124900633
C3,PALESTINA,Riberalta,22.563691559007488,27.77880082925932,Sist. Ais.,1308.28,1257.49,False,26.686,True,3.7173293370389633
C3,LA SABANA,Riberalta,18.03060726795981,27.981624264887696,Sist. Ais.,1644.6,1257.49,False,21.324,True,16.79342301697654
C3,ALTA GRACIA,Riberalta,27.663998004820407,30.37586847234673,Sist. Ais.,1168.73,1257.49,False,32.718,False,5.065290237780617
C3,EL TRIANGULO,Riberalta,26.917909447324483,31.124784070859388,Sist. Ais.,1229.81,1257.49,False,31.835,False,5.033096591831665
C3,PUERTO CHACOBO,Riberalta,211.77777958501585,31.903214115037773,Sist. Ais.,175.42,1257.49,False,250.466,False,21.07728802246133
C3,SANTA ROSA DEL FLORIDA,Riberalta,32.97625906406503,36.65187965922666,Sist. Ais.,1182.82,1257.49,False,39.0,False,18.57690473098509
C3,COSTA RICA,Riberalta,59.025558541827216,37.63039327564434,Sist. Ais.,685.91,1257.49,False,69.808,False,9.63844235120602
C3,5 DE AGOSTO,Riberalta,39.02364859570785,39.30039294276949,Sist. Ais.,1073.39,1257.49,False,46.153,False,1.8217167632504345
C3,POZA NEGRA,Riberalta,19.144260061654826,39.48337864250204,Sist. Ais.,2179.86,1257.49,False,22.642,True,8.532897540819958
C3,CANDELARIA,Riberalta,47.643488051570074,40.08108379417812,Sist. Ais.,899.53,1257.49,False,56.347,False,1.8003373916700003
C3,VICTORIA,Riberalta,40.25982280146923,42.60355616542255,Sist. Ais.,1126.99,1257.49,False,47.615,False,14.88547845030951
C3,TOKIO,Riberalta,14.945651796105224,46.12141994356299,Sist. Ais.,3253.01,1257.49,False,17.676,True,6.267341349782729
C3,LAS LIMAS,Riberalta,13.586956178277473,57.59636294400491,Sist. Ais.,4462.06,1257.49,False,16.069,True,13.666116411586412
C3,LOS CAYUCES,Riberalta,1.48040615987297,58.77569516229987,Sist. Ais.,41644.46,1257.49,True,1.751,True,
C3,FORTALEZA,Riberalta,18.03060726795981,59.28878030227891,Sist. Ais.,3465.1,1257.49,False,21.324,True,15.141866263520349
C3,LA UNION II,Riberalta,14.066941414512154,62.53959000388844,Sist. Ais.,4678.84,1257.49,False,16.637,True,6.807534907994102
C3,SAN FRANCISCO,Riberalta,37.41991015374737,64.12037897046511,Sist. Ais.,1814.07,1257.49,False,44.256,True,16.86905234589367
C3,EL RECREO,Riberalta,58.045387245296304,69.14633266932267,Sist. Ais.,1266.47,1257.49,False,68.649,True,7.971877998848169
C3,ALTO IVON,Riberalta,159.20147002488144,73.05380332228823,Sist. Ais.,498.6,1257.49,False,188.285,False,34.653754065623886
C3,BUEN DESTINO,Riberalta,73.48112468966698,74.31590787115638,Sist. Ais.,1077.86,1257.49,False,86.905,False,41.472728618057246
C3,PUERTO CHACOBO,Riberalta,29.291071575534076,77.89783652812108,Sist. Ais.,2805.83,1257.49,False,34.642,True,7.258566058802362
C3,3 BOCAS,Riberalta,8.397216531099213,82.16138968655842,Sist. Ais.,10276.13,1257.49,True,9.931,True,
C3,LA UNION II,Riberalta,6.558535677036786,85.88734074323702,Sist. Ais.,13747.79,1257.49,False,7.757,True,0.17708452183346812
C3,CACHUELITA,Riberalta,15.068173208171588,85.99690802726325,Sist. Ais.,6001.32,1257.49,False,17.821,True,12.758650199182117
C3,LOS CAYUCES,Riberalta,43.72411346464179,87.68050269391726,Sist. Ais.,2119.99,1257.49,False,51.712,True,24.99464285698907
C3,SANTA DELMIRA,Riberalta,25.069128181231278,114.84247463849955,Sist. Ais.,4820.57,1257.49,True,29.649,True,
C4,EL CARMEN,Bella_Flor,34.93561264023198,0.0018922181770077,Sist. Ais.,17.53,1275.52,False,41.918,False,0.0018922181770077
C4,KARAMANU,Bella_Flor,23.66093191672759,0.0060987584443616,Sist. Ais.,17.74,1275.52,False,28.39,False,0.0060987584443616
C4,NUEVO BELEN,Bella_Flor,11.86106253485719,0.0211379481228958,Sist. Ais.,19.34,1275.52,False,14.232,False,0.0211379481228958
C4,SAN PEDRO,Bella_Flor,13.18356713473122,0.02957241657343,Sist. Ais.,19.83,1275.52,False,15.819,False,0.02957241657343
C4,CINCO ESTRELLAS,Bella_Flor,6.659329102356328,0.0365621942140137,Sist. Ais.,23.23,1275.52,False,7.99,False,0.0365621942140137
C4,VILLA AMAZONICA,Bella_Flor,37.2622141682246,0.037223461617487,Sist. Ais.,18.52,1275.52,False,44.71,False,0.037223461617487
C4,SANTA ELENA,Bella_Flor,38.05330915632187,0.0529104633247063,Sist. Ais.,18.93,1275.52,False,45.659,False,0.0529104633247063
C4,SANTA LUCIA,Bella_Flor,33.27551179399754,0.0712638484667445,Sist. Ais.,19.72,1275.52,False,39.927,False,0.0712638484667445
C4,SANTA MARIA,Bella_Flor,14.067485757241736,0.0757028549956613,Sist. Ais.,23.12,1275.52,False,16.879,False,0.0757028549956613
C4,SANTA LOURDES,Bella_Flor,48.678206915121166,0.077332403373604,Sist. Ais.,19.14,1275.52,False,58.408,False,0.077332403373604
C4,SAN ANTONIO,Bella_Flor,54.791213641327374,0.0833878958764506,Sist. Ais.,19.07,1275.52,False,65.743,False,0.0833878958764506
C4,NUEVO HORIZONTE,Bella_Flor,13.217405616523171,0.0969876052851138,Sist. Ais.,25.17,1275.52,False,15.859,False,0.0969876052851138
C4,SANTA RITA,Bella_Flor,46.29041223414174,0.1045814266412118,Sist. Ais.,19.84,1275.52,False,55.543,False,0.1045814266412118
C4,SAN PEDRO,Bella_Flor,21.65079291731127,0.1186129868615955,Sist. Ais.,23.22,1275.52,False,25.978,False,0.1186129868615955
C4,CAMPOANA CASTAÑERA,Bella_Flor,37.18209529781922,0.1288799502034814,Sist. Ais.,21.11,1275.52,False,44.614,False,0.1288799502034814
C4,NUEVA VIDA,Bella_Flor,25.017274998393578,0.1831708955133784,Sist. Ais.,25.15,1275.52,False,30.018,False,0.1831708955133784
C4,PERLA DEL ORIENTE,Bella_Flor,5.302986020690347,0.2146572319649502,Sist. Ais.,59.92,1275.52,False,6.363,False,0.2146572319649502
C4,FLORIDA,Bella_Flor,8.258236795603972,1.1518870769242016,Sist. Ais.,163.72,1275.52,False,9.909,False,1.1518870769242016
C4,PALACIOS,Bella_Flor,10.262154841609547,3.7697027235455542,Sist. Ais.,402.62,1275.52,False,12.313,False,3.2012859950385373
C4,16 DE MAYO,Bella_Flor,31.71666353595259,4.125912029875726,Sist. Ais.,153.87,1275.52,False,38.056,False,4.125912029875726
C4,VERONICA,Bella_Flor,11.962315123046674,4.565597701020118,Sist. Ais.,417.64,1275.52,False,14.353,False,4.565597701020118
C4,ALEGRIA,Bella_Flor,7.5094092430748915,5.003179086257375,Sist. Ais.,716.03,1275.52,False,9.01,False,5.003179086257375
C4,INTEGRAL CIVICA,Bella_Flor,4.655411056350751,11.068926320678337,Sist. Ais.,2510.38,1275.52,True,5.586,True,
C4,VILLA MAVARI,Bella_Flor,6.355571337787877,16.23889079288221,Sist. Ais.,2696.4,1275.52,True,7.626,True,
C4,NUEVA ESPERANZA,Bella_Flor,11.759809946667708,18.07428329880881,Sist. Ais.,1628.93,1275.52,True,14.11,True,
C4,PUERTO VARGAS ARROYO GRANDE,Bella_Flor,20.32180450684013,19.98608147100141,Sist. Ais.,1048.63,1275.52,False,24.384,False,14.429551660133583
C4,FORTIN,Bella_Flor,44.10512272954131,21.20908695057307,Sist. Ais.,521.66,1275.52,False,52.921,False,21.19492292458677
C4,MAPAJO,Bella_Flor,46.69542258689968,22.710274447771184,Sist. Ais.,527.4,1275.52,False,56.029,False,22.710274447771184
C4,MONTE VIDEO,Bella_Flor,18.419139049024036,34.50749088734348,Sist. Ais.,1981.75,1275.52,False,22.101,True,2.7074552637455147
C4,MONTEVIDEO PUERTO EVO,Bella_Flor,145.9923533097953,35.6088348178308,Sist. Ais.,273.21,1275.52,False,175.173,False,35.6088348178308
C4,LONDRES,Filadelfia,42.21458243973146,0.0040722913206309,Sist. Ais.,17.58,1269.91,False,50.427,False,0.0040722913206309
C4,FILADELFIA,Filadelfia,35.25790011681302,0.0078139358790586,Sist. Ais.,17.71,1269.91,False,42.117,False,0.0078139358790586
C4,LAGO,Filadelfia,40.554936557524286,0.0085497775013129,Sist. Ais.,17.7,1269.91,False,48.444,False,0.0085497775013129
C4,CURICHON,Filadelfia,35.42492858059925,0.0092905054118727,Sist. Ais.,17.75,1269.91,False,42.316,False,0.0092905054118727
C4,CHIVE,Filadelfia,46.019001462021784,0.0097928563094671,Sist. Ais.,17.7,1269.91,False,54.971,False,0.0097928563094671
C4,SOBERANIA BELLA VISTA,Filadelfia,128.4704216651878,0.0154002887526083,Sist. Ais.,17.6,1269.91,False,153.462,False,0.0154002887526083
C4,PURISIMA,Filadelfia,19.199762330892987,0.0186588797806377,Sist. Ais.,18.49,1269.91,False,22.935,False,0.0186588797806377
C4,AMAZONICA,Filadelfia,62.578224639300515,0.0216098640998723,Sist. Ais.,17.84,1269.91,False,74.751,False,0.0216098640998723
C4,NUEVA UNION,Filadelfia,42.71566783109017,0.0227461013277667,Sist. Ais.,18.03,1269.91,False,51.025,False,0.0227461013277667
C4,BUYUYO 2,Filadelfia,12.744165399333248,0.0273608719672354,Sist. Ais.,19.73,1269.91,False,15.223,False,0.0273608719672354
C4,PETRONILA,Filadelfia,3.4756814725454306,0.0284135579633864,Sist. Ais.,26.05,1269.91,False,4.152,False,0.0284135579633864
C4,REINO DE LOS LOBOS,Filadelfia,5.95983091802862,0.0347632056675433,Sist. Ais.,23.59,1269.91,False,7.119,False,0.0347632056675433
C4,BUYUYO,Filadelfia,18.208230303830746,0.0375578175833762,Sist. Ais.,19.64,1269.91,False,21.75,False,0.0375578175833762
C4,NUEVA ALIANZA,Filadelfia,49.16594538482232,0.0385076509919729,Sist. Ais.,18.3,1269.91,False,58.73,False,0.0385076509919729
C4,LUZ DE AMERICA,Filadelfia,10.42704441763629,0.0420550000017007,Sist. Ais.,21.7,1269.91,False,12.455,False,0.0420550000017007
C4,ESPIRITU,Filadelfia,17.378407362727152,0.0455896037746772,Sist. Ais.,20.23,1269.91,False,20.759,False,0.0455896037746772
C4,FLORIDA,Filadelfia,14.732548831285316,0.0597161202153398,Sist. Ais.,21.72,1269.91,False,17.598,False,0.0597161202153398
C4,SAN ANTONIO,Filadelfia,8.918811262466312,0.0628025485219004,Sist. Ais.,24.86,1269.91,False,10.654,False,0.0628025485219004
C4,EMPRESIÑA,Filadelfia,29.303388576611983,0.0663372445380953,Sist. Ais.,19.85,1269.91,False,35.004,False,0.0663372445380953
C4,EL CHORRO,Filadelfia,36.92286537684779,0.0800293263235113,Sist. Ais.,19.75,1269.91,False,44.105,False,0.0800293263235113
C4,HOLANDA,Filadelfia,18.041201840044515,0.082700327333396,Sist. Ais.,22.28,1269.91,False,21.551,False,0.082700327333396
C4,PLANCHON,Filadelfia,21.35517422663129,0.0997839610593352,Sist. Ais.,22.37,1269.91,False,25.509,False,0.0997839610593352
C4,HONDURAS,Filadelfia,1.158560490848477,0.1028471443821451,Sist. Ais.,110.55,1269.91,False,1.384,False,0.1028471443821451
C4,10 DE NOVIEMBRE,Filadelfia,15.891109322133792,0.1054323368683312,Sist. Ais.,24.43,1269.91,False,18.982,False,0.1054323368683312
C4,VILLA BELLA,Filadelfia,34.433396553537015,0.1198203125788032,Sist. Ais.,21.12,1269.91,False,41.132,False,0.1198203125788032
C4,SAN ANTONIO,Filadelfia,16.079072900496648,0.1491548977333585,Sist. Ais.,27.2,1269.91,False,19.207,False,0.1491548977333585
C4,19 DE AGOSTO,Filadelfia,39.89746145803451,0.1584253791290835,Sist. Ais.,21.64,1269.91,False,47.659,False,0.1584253791290835
C4,LONDRES II,Filadelfia,22.017968703948647,0.4062132886537431,Sist. Ais.,36.82,1269.91,False,26.301,False,0.4062132886537431
C4,COMPENSACION ESPIRITU I,Filadelfia,4.801270427180143,2.060707564628424,Sist. Ais.,467.48,1269.91,False,5.735,False,1.959524011975217
C4,CAPERNAUN,Filadelfia,7.781185886194454,3.397252510693868,Sist. Ais.,475.24,1269.91,False,9.295,False,3.397252510693868
C4,LAGO 2,Filadelfia,25.159593248921606,3.501906568295005,Sist. Ais.,163.41,1269.91,False,30.054,False,3.501906568295005
C4,RIMBER ECUARI,Filadelfia,16.058137785920028,5.053486496511826,Sist. Ais.,347.43,1269.91,False,19.182,False,5.053486496511826
C4,SAN FRANCISCO DE ASIS,Filadelfia,8.10992343593934,6.5289632673264,Sist. Ais.,861.56,1269.91,False,9.688,False,6.5289632673264
C4,GRAN TULAPA,Filadelfia,10.761101345208763,6.786397882625297,Sist. Ais.,678.69,1269.91,False,12.854,False,3.3895364606593668
C4,GRAN PROGRESO,Filadelfia,17.712464290299625,6.996711760446482,Sist. Ais.,431.64,1269.91,False,21.158,False,6.996711760446482
C4,MONTECARLO,Filadelfia,30.30023998150181,7.403518096015623,Sist. Ais.,273.66,1269.91,False,36.194,False,7.403518096015623
C4,UCIA,Filadelfia,71.67436072447451,7.773976099325546,Sist. Ais.,131.19,1269.91,False,85.617,False,7.773976099325546
C4,FELIX ROCA,Filadelfia,63.08462940848681,7.94503197819945,Sist. Ais.,149.52,1269.91,False,75.356,False,7.542036324516319
C4,VILLA SACRIFICIO,Filadelfia,27.97779962197727,9.024192492832618,Sist. Ais.,355.66,1269.91,False,33.42,False,8.988431059988207
C4,PUERTO SUCRE,Filadelfia,20.02958527199658,9.120869176258257,Sist. Ais.,494.92,1269.91,False,23.926,False,8.986816938756691
C4,NUEVA HOLANDA,Filadelfia,21.02111729905882,11.428750394463094,Sist. Ais.,587.51,1269.91,False,25.11,False,11.428750394463094
C4,ESPIRITU II,Filadelfia,26.652210667342555,13.303902293062398,Sist. Ais.,540.84,1269.91,False,31.837,False,7.51797823326221
C4,LIMON,Filadelfia,30.29492060367422,13.830327438977116,Sist. Ais.,496.13,1269.91,False,36.188,False,13.830327438977116
C4,VISTA HERMOSA,Filadelfia,17.378407362727152,14.355817278619124,Sist. Ais.,883.59,1269.91,False,20.759,False,10.986603555749248
C4,SAN FRANCISCO,Filadelfia,22.513734717479768,15.011208539056788,Sist. Ais.,716.55,1269.91,False,26.893,False,9.583715834733454
C4,NUEVA ALEGRIA,Filadelfia,28.64059409929462,15.322962601043804,Sist. Ais.,578.42,1269.91,False,34.212,False,11.36599652479372
C4,11 DE SEPTIEMBRE,Filadelfia,27.972480244149686,18.39390699322892,Sist. Ais.,706.92,1269.91,False,33.414,False,9.387252906293558
C4,NUEVA FRONTERA,Filadelfia,21.51688331258994,18.40233047214894,Sist. Ais.,914.18,1269.91,False,25.703,False,3.5182305213043854
C4,NUEVA JERUSALEN,Filadelfia,23.83932367211448,20.53853066797948,Sist. Ais.,920.78,1269.91,False,28.477,False,6.072513858222251
C4,ALTO MONTE EL PINPOLLO SAMARIA,Filadelfia,33.59825423460583,23.879811375745646,Sist. Ais.,762.67,1269.91,False,40.134,False,8.558224179477714
C4,VILLA PRIMERO DE MAYO,Filadelfia,40.23151838560698,24.214502089672028,Sist. Ais.,648.53,1269.91,False,48.058,False,16.890379843963892
C4,18 DE NOVIEMBRE,Filadelfia,30.127892139887987,24.788186708900398,Sist. Ais.,880.12,1269.91,False,35.989,False,1.5003652057032548
C4,ALTA GRACIA,Filadelfia,32.12159494966764,27.70699821258617,Sist. Ais.,921.85,1269.91,False,38.37,False,16.59754840359217
C4,CATOLICA LA CRUZ,Filadelfia,17.216698276768508,48.34804005307951,Sist. Ais.,2961.81,1269.91,True,20.566,True,
C4,HUMAITA,Ingavi,130.70785061694062,30.574084918483518,Sist. Ais.,262.73,1278.23,False,157.172,False,20.107153464810658
