jeu,trajectoire,cluster,A_final_elec_GWh,B_final_elec_GWh,total_final_elec_GWh,share_dispersion
P0_P1,acces_2050,C1,19.10273069263527,5.3861834634721735,24.48891415610744,0.21994374389723115
P0_P1,acces_2050,C2,1.086737519546084,0.6495335019582491,1.736271021504333,0.37409683967165613
P0_P1,acces_2050,C3,112.56748275971222,3.372660007872297,115.94014276758452,0.029089665816896444
P0_P1,acces_2050,C4,44.97948049305596,6.869359671260264,51.84884016431622,0.13248820319780158
P0_P1,acces_2050,C5,59.52918493251988,0.1834517273732414,59.71263665989312,0.0030722429561791478
P2,acces_2035,C1,26.394545138688976,3.9097761636907595,30.304321302379734,0.12901711688833412
P2,acces_2035,C2,1.84882821826281,0.3575092956842461,2.206337513947056,0.16203744595933342
P2,acces_2035,C3,125.84073142772914,0.9626949086075511,126.80342633633668,0.007592025991900836
P2,acces_2035,C4,59.223863369385185,4.598139439929688,63.822002809314874,0.07204630437041981
P2,acces_2035,C5,60.47371950119995,0.0,60.47371950119995,0.0
