Code;Municipio;Departamento;Population density;Latitude;Longitude;Cp_PV;Cp_Wind;GDP;Altitude;Temp;Relative_humidity;Num_vehicles;FG_network_access;EL_network_access;Polyduct_access;EL_demand
41601;Huayllamarca;Oruro;6.82;-17.8382;-67.9429;24.6;21.1;1290;3890;9.495;49.94;0.146627566;0;1;0;0.24
50101;Potosi;Potosi;177.08;-19.5893;-65.7535;24.5;19.4;3608;3992;9.755;57;321.2276937;1;1;1;0.953
50102;Tinguipaya;Potosi;19.69;-19.2202;-65.8225;24.1;17.2;967;3185;9.88;52.12;0;0;1;0;0.248
50103;Yocalla;Potosi;12.63;-19.3899;-65.9091;24.6;19.6;1266;3409;8.915;55.64;1.187648456;1;1;0;0.254
50104;Urmiri;Potosi;2.42;-19.3855;-66.0641;25;21.7;912;3690;7.967;50.3;0;0;1;0;0.252
50201;Uncia;Potosi;22.67;-18.4665;-66.5682;24.3;18.4;1205;3868;9.918;57.54;24.39347155;1;1;0;0.448
50202;Chayanta;Potosi;26.05;-18.4603;-66.4437;24.1;17.4;975;3738;10.212;57.73;1.190019194;0;1;0;0.262
50203;Llallagua;Potosi;77.56;-18.4227;-66.5852;24.3;18.3;1771;3888;9.945;57.54;38.57658587;0;1;0;0.65
50204;Chuquihuta;Potosi;54.47;-18.5925;-66.3622;24.3;17.5;976;3603;9.869;58.9;0;0;0;0;0
50301;Betanzos;Potosi;16.64;-19.5533;-65.4537;23.7;16.8;1285;3326;11.239;64.6;13.88221154;1;1;0;0.311
50302;Chaqui;Potosi;20.4;-19.5882;-65.5616;24.1;17.8;1061;3502;10.797;62.04;0.637254902;0;1;0;0.267
50303;Tacobamba;Potosi;17.04;-19.2008;-65.5519;23.4;15.6;1325;2999;11.544;64.65;0;0;1;0;0.244
50401;Colquechaca;Potosi;20.2;-18.7;-66.0039;23.7;15;1260;4175;11.065;60.6;0.099009901;0;1;0;0.255
50402;Ravelo;Potosi;13.48;-18.8063;-65.5117;22.5;13.4;1159;3229;13.522;72.1;0.148367953;0;1;0;0.243
50403;Pocoata;Potosi;27.1;-18.6989;-66.1627;24.1;16.8;932;3386;10.002;60.96;0.258302583;0;1;0;0.278
50404;Ocuri;Potosi;15.26;-18.8425;-65.7961;23.4;14.3;956;4000;11.58;67.31;0.065530799;0;1;0;0.254
50405;San Pedro de Macha;Potosi;24.86;-18.8425;-65.7961;23.4;14.3;0;4000;11.58;67.31;0;0;0;0;0.258
50501;San Pedro de Buena Vista;Potosi;12.89;-18.2702;-65.981;22.8;14.3;1070;2678;12.898;63.35;6.128782002;0;1;0;0.258
50502;Toro Toro;Potosi;9.11;-18.1334;-65.763;22.1;15.7;1285;2706;14.316;69.06;0;0;1;0;0.28
50601;Cotagaita;Potosi;4.52;-20.8178;-65.6587;24.8;20.7;1310;2641;11.784;45.79;67.03539823;1;1;0;0.39
50602;Vitichi;Potosi;5.75;-20.5232;-65.499;24.3;18.2;1093;2558;12.591;46.57;1.739130435;0;1;0;0.264
50701;Sacaca;Potosi;19.26;-18.0693;-66.3844;23.3;15.6;1006;3675;11.403;59.98;0;0;1;0;0.253
50702;Caripuyo;Potosi;16.27;-18.2328;-66.4743;23.8;16.6;1056;3349;10.631;57.92;0.12292563;0;1;0;0.251
50801;Tupiza;Potosi;7.34;-21.4438;-65.7208;25.1;20;2174;2965;11.101;43.94;736.7847411;0;1;0;0.596
50802;Atocha;Potosi;4.44;-20.9333;-66.2215;26.1;33.8;8915;3693;7.936;43.53;42.11711712;1;1;0;0.454
50901;Colcha K;Potosi;0.79;-20.7403;-67.6606;26.9;17.9;47748;3749;8.843;25.81;1027.848101;1;1;0;0.531
50902;San Pedro de Quemes;Potosi;0.36;-20.7476;-68.0502;26.8;19.1;1316;3684;8.856;32.58;0;1;1;0;0.279
51001;San Pablo de Lipez;Potosi;0.2;-21.6878;-66.6211;26.7;27.6;1555;4241;6.915;36.2;0;0;1;0;0.315
51002;Mojinete;Potosi;2.51;-21.7647;-66.2394;26.3;28.9;839;3326;8.063;36.71;0;0;0;0;0
51003;San Antonio de Esmoruco;Potosi;0.77;-21.949;-66.5175;26.6;28.6;1035;3713;6.988;36.12;2.597402597;0;1;0;0.318
51101;Puna;Potosi;11.68;-19.7948;-65.5061;24.1;17.9;1297;3283;11.215;59.99;11.04452055;1;1;0;0.625
51102;Caiza D;Potosi;9.37;-20.0071;-65.654;24.6;20.7;1932;3143;11.037;49.11;0.747065101;0;1;0;0.298
51103;Ckochas;Potosi;6.81;-19.6384;-65.2751;23.4;15.6;1168;3350;11.999;61.07;0;0;1;0;0.259
51201;Uyuni;Potosi;4.51;-20.4628;-66.8239;26.5;25;2135;3673;8.283;36.2;968.2926829;0;1;0;0.712
51202;Tomave;Potosi;0.95;-20.0656;-66.5324;26;25.5;1357;3913;7.982;40.09;1.052631579;0;1;0;0.255
51203;Porco;Potosi;12.73;-21.0522;-66.4303;26.3;31.3;6438;4011;7.842;37.04;35.42812255;1;1;0;0.698
51301;Arampampa;Potosi;8.53;-18.1095;-66.1722;23;14.9;1200;3268;12.28;67.32;0;0;1;0;0.256
51302;Acasio;Potosi;12.84;-18.024;-66.0589;22.6;15.1;1076;3002;13.068;66.08;0;0;1;0;0.244
51401;Llica;Potosi;0.71;-19.8505;-68.2498;26.5;17.3;1865;3683;9.43;33.86;29.57746479;0;1;0;0.359
51402;Tahua;Potosi;1.41;-19.8908;-67.6962;26.6;16.7;1401;3687;9.179;37;0;0;1;0;0.276
51501;Villazon;Potosi;19.97;-22.0907;-65.5957;25.4;22.2;1464;3451;10.033;47.23;207.3610416;0;1;0;0.645
51601;San Agustin;Potosi;1;-21.1573;-67.6805;26.8;20.2;1554;3839;8.292;27.24;0;0;1;0;0.543
60101;Tarija;Tarija;112.07;-21.5339;-64.7344;22.8;15.2;2344;1873;15.438;74.84;738.3421076;1;1;1;1.29
60201;Padcaya;Tarija;4.01;-21.8871;-64.7128;22.7;17.8;2174;2000;16.296;75.17;122.6932668;1;0;0;0.467
60202;Bermejo;Tarija;97.03;-22.7327;-64.3428;20.9;27.5;2668;419;24.748;73.98;79.70730702;1;0;0;1.149
60301;Yacuiba;Tarija;26.8;-22.0137;-63.6781;20.6;33.8;3210;628;24.539;64.81;667.6492537;1;1;0;1.183
60302;Carapari;Tarija;5.01;-21.8281;-63.7437;20.6;28.7;4248;824;24.088;69.89;204.99002;1;1;0;0.792
60303;Villa Montes;Tarija;3.9;-21.2589;-63.4723;20.1;31.7;10431;393;25.157;62.31;1658.717949;1;1;1;1.142
60401;Uriondo;Tarija;19.9;-21.6955;-64.6529;22.5;16.7;3206;1711;16.615;78.23;54.17085427;1;1;0;0.599
60402;Yunchara;Tarija;2.6;-21.8242;-65.2285;24.3;16.4;3198;3571;11.888;58.74;39.61538462;1;1;0;0.156
60501;San Lorenzo;Tarija;4.67;-21.4178;-64.7494;22.8;14.5;1778;2002;15.352;75.48;1496.573876;1;1;0;0.662
60502;El Puente;Tarija;4.62;-21.2336;-65.2063;24;15.6;5817;2332;12.761;55.12;72.94372294;1;1;0;0.267
60601;Entre Rios;Tarija;9.04;-21.5258;-64.172;21.3;17.4;14337;1235;20.441;86.19;17.25663717;1;0;0;0.572
70101;Santa Cruz de la Sierra;Santa Cruz;1266.09;-17.7834;-63.1821;18.7;46;3301;424;25.627;71.12;291.7446627;1;1;1;2.366
70102;Cotoca;Santa Cruz;171.58;-17.7545;-62.9962;18.7;46;2912;365;26.076;71.6;97.93099429;1;1;0;1.386
70103;Porongo;Santa Cruz;24.39;-17.8529;-63.3083;18.8;45.7;1855;466;24.815;70.34;1518.204182;1;1;0;2.922
70104;La Guardia;Santa Cruz;154.87;-17.8919;-63.3311;18.8;46.1;1852;499;24.545;70.34;164.1505779;1;1;0;1.372
70105;El Torno;Santa Cruz;57.9;-17.9918;-63.3826;18.9;47;1692;525;23.803;68.8;528.9464594;1;1;0;0.99
70201;Warnes;Santa Cruz;114.68;-17.5101;-63.1647;18.6;39.6;3471;338;26.211;72.96;698.0728985;1;1;0;1.274
70202;Okinawa Uno;Santa Cruz;10.08;-17.3288;-62.8314;18.6;37.6;7604;268;26.58;70.37;228.4722222;0;1;0;1.479
70301;San Ignacio de Velasco;Santa Cruz;1.38;-16.3739;-60.9598;18.5;26.9;2226;412;26.682;73.73;1396.376812;0;0;0;1.024
70302;San Miguel de Velasco;Santa Cruz;1.59;-16.698;-60.9679;18.5;28.9;2730;484;26.782;73.33;24.52830189;0;0;0;0.771
70303;San Rafael de Velasco;Santa Cruz;0.9;-16.7868;-60.6751;18.5;30.7;2178;412;27.043;70.7;0;0;0;0;0.948
70401;Buena Vista;Santa Cruz;6.04;-17.4601;-63.6606;18.3;38.2;3017;394;25.79;74.33;59.93377483;1;1;0;0.943
70402;San Carlos;Santa Cruz;15.67;-17.9777;-63.3155;18.9;48;3180;573;24.321;69.5;95.2137843;1;1;0;1.064
70403;Villa Yapacani;Santa Cruz;6.06;-17.4021;-63.8814;18.2;36.1;3999;298;25.379;74.57;1197.029703;1;1;0;1.099
70404;San Juan de Yapacani;Santa Cruz;6.47;-17.2916;-63.8471;18.2;36.9;6708;288;25.928;79.52;171.0973725;0;1;0;1.229
70501;San Jose de Chiquitos;Santa Cruz;2.14;-17.8454;-60.7422;18.5;37.8;4159;301;27.315;68.73;672.8971963;0;0;0;1.138
70502;Pailon;Santa Cruz;3.96;-17.6597;-62.7197;18.7;43.9;7447;293;26.455;69.27;565.1515152;1;0;0;1.512
70503;Robore;Santa Cruz;2.54;-18.3306;-59.7562;18.7;33.9;2132;261;27.346;67.69;0.393700787;0;0;0;1.104
70601;Portachuelo;Santa Cruz;19.25;-17.3546;-63.3946;18.4;36.8;4782;302;26.238;73.54;595.9480519;1;1;0;1.611
70602;Santa Rosa del Sara;Santa Cruz;4.37;-17.1097;-63.599;18.3;36.9;7407;278;26.664;74.02;24.71395881;0;1;0;0.844
70603;Colpa Belgica;Santa Cruz;20.65;-17.5374;-63.3044;18.5;39.7;7967;368;25.946;72.77;921.1138015;0;1;0;1.626
70701;Lagunillas;Santa Cruz;5.27;-19.6518;-63.6759;19.6;27.9;15422;919;23.216;68.15;0.189753321;0;0;0;0.744
70702;Charagua;Santa Cruz;0.55;-19.7917;-63.2005;19.4;45.9;3055;800;24.868;69.18;972.7272727;1;0;0;0.699
70703;Cabezas;Santa Cruz;6.16;-18.7862;-63.3131;19.1;43.2;7990;469;24.95;63.96;170.2922078;0;0;0;0.871
70704;Cuevo;Santa Cruz;5.68;-20.4546;-63.5187;20;35;1512;1021;23.674;71.1;16.02112676;0;0;0;0.693
70705;Gutierrez�(Kereimba Iyambae);Santa Cruz;5.28;-20.4546;-63.5187;20;35;3345;1021;23.674;71.1;0.189393939;0;0;0;0.529
70706;Camiri;Santa Cruz;31.52;-20.0391;-63.5204;19.8;35.5;2032;813;23.684;70.84;146.9543147;1;0;1;1.479
70707;Boyuibe;Santa Cruz;3.38;-20.4318;-63.2815;19.8;43.1;1645;811;24.488;62.65;11.24260355;1;0;0;0.896
70801;Vallegrande;Santa Cruz;5.39;-18.6691;-63.9783;19.7;29.6;2656;1822;20.743;80.74;513.5435993;1;0;0;0.641
70802;El Trigal;Santa Cruz;5.94;-18.306;-64.1493;19.7;29.3;3527;1622;19.869;81.99;0.168350168;0;0;0;0.501
70803;Moro Moro;Santa Cruz;4.17;-18.3664;-64.3236;19.9;23.9;5865;2360;19.451;75.64;5.51558753;0;0;0;0.297
70804;Postrervalle;Santa Cruz;1.55;-18.4909;-63.8352;19.6;36.7;2298;1842;20.633;81.52;0;0;0;0;0.408
70805;Pucara;Santa Cruz;2.94;-18.7149;-64.1844;19.9;23.6;3131;2453;19.861;78.35;0;0;0;0;0.207
70901;Samaipata;Santa Cruz;5.4;-18.1797;-63.8758;19.3;37;3974;1648;20.657;79.59;7.592592593;1;0;0;0.715
70902;Pampagrande;Santa Cruz;6.75;-18.1797;-63.8758;19.3;37;3184;1648;20.657;79.59;18.07407407;0;0;0;0.517
70903;Mairana;Santa Cruz;13.8;-18.1193;-63.9564;19.3;36;3366;1331;20.417;82.75;21.23188406;1;0;0;0.728
70904;Quirusillas;Santa Cruz;10.8;-18.3349;-63.9461;19.6;34.2;1791;1511;20.416;82.48;0;0;0;0;0.392
71001;Montero;Santa Cruz;404.9;-17.342;-63.2558;18.5;36.1;3171;301;26.354;74.26;304.4875278;1;1;0;1.656
71002;General Saavedra;Santa Cruz;30.3;-17.2251;-63.2144;18.5;33.6;6536;279;26.533;72.25;491.2871287;0;1;0;1.037
71003;Mineros;Santa Cruz;54.11;-17.1176;-63.2333;18.4;31.7;5145;259;26.671;70.72;59.87802624;0;1;0;1.377
71004;Fernandez Alonso;Santa Cruz;19.24;-17.0098;-63.2323;18.4;29.8;9004;242;26.817;73.08;97.86902287;0;1;0;0.997
71005;San Pedro;Santa Cruz;4.92;-16.6725;-62.2493;18.6;28.4;9168;610;26.415;71.62;174.3902439;1;1;0;0.159
71101;Concepcion;Santa Cruz;0.86;-16.1349;-62.0239;18.6;25.6;2800;503;26.054;79.64;569.7674419;0;0;0;0.877
71102;San Javier;Santa Cruz;4.41;-16.2739;-62.5044;18.5;27.3;2499;541;26.032;76.09;46.93877551;0;0;0;1.242
71103;San Julian;Santa Cruz;7.8;-16.3452;-63.0188;18.3;33;1750;221;26.816;76.4;681.9230769;0;0;0;1.283
71104;San Ramon;Santa Cruz;17.12;-16.6149;-62.5004;18.6;27.3;7415;271;26.351;71.06;8.878504673;0;0;0;0.634
71105;San Antonio de Lomerio;Santa Cruz;2.54;-16.7685;-61.8103;18.6;27.8;2642;396;26.579;75.5;0;0;0;0;0.906
71106;Cuatro Canadas;Santa Cruz;5.63;-17.2663;-62.5571;18.7;39.6;12600;263;26.718;71.06;434.2806394;1;0;0;1.144
71201;San Matias;Santa Cruz;0.57;-16.3598;-58.4002;18.6;22.4;2062;124;28.981;66.9;1.754385965;0;1;0;1.431
71301;Comarapa;Santa Cruz;5.91;-17.9136;-64.5296;19.4;30;2354;1826;18.866;80.58;160.9137056;1;0;0;0.565
71302;Saipina;Santa Cruz;12.37;-18.0798;-64.5858;19.8;28;1731;1379;18.176;76.14;6.305578011;1;0;0;0.518
71401;Puerto Suarez;Santa Cruz;1.34;-18.9632;-57.7975;18.3;27.4;3959;102;29.249;71.4;274.6268657;0;0;0;1.524
71402;Puerto Quijarro;Santa Cruz;12.29;-19.0044;-57.7157;18.2;27.9;1560;145;29.268;69.87;119.3653377;0;0;0;1.868
71403;El Carmen Rivero Torrez;Santa Cruz;0.79;-18.8299;-58.6235;18.4;32.2;1632;147;28.692;63.87;0;0;0;0;1.026
71501;Ascension de Guarayos;Santa Cruz;3.92;-15.8967;-63.1877;18.1;23.2;2744;257;26.939;78.07;298.4693878;0;0;0;1.026
71502;Urubicha;Santa Cruz;0.62;-15.6282;-63.0841;18.2;25.5;1546;218;27.01;76.5;1.612903226;0;0;0;0.792
71503;El Puente;Santa Cruz;1.41;-16.3298;-62.9106;18.4;31.2;5497;267;26.657;55.12;0;1;0;0;0.267
80101;Trinidad;Beni;48.98;-14.8349;-64.9045;17.4;21.6;1945;162;27.855;78.98;917.1498571;0;1;0;1.514
80102;San Javier;Beni;1.82;-14.6002;-64.881;17.4;22.4;3876;155;27.978;76.09;0.549450549;0;1;0;1.242
80201;Riberalta;Beni;11.02;-10.9973;-66.0752;17.8;16;1895;137;27.745;85.32;493.6479129;0;0;0;0.876
80202;Guayaramerin;Beni;6.27;-10.8189;-65.355;17.8;15.3;2081;129;27.334;82.74;0.956937799;0;0;0;1.163
80301;Reyes;Beni;0.89;-14.2952;-67.3359;17.4;19.7;1974;190;26.66;80.49;0;0;1;0;1.125
80302;San Borja;Beni;3.38;-14.8582;-66.7475;17.5;22.6;1827;198;26.815;80.98;119.8224852;0;1;0;0.805
80303;Santa Rosa;Beni;0.9;-13.4131;-66.0372;17.1;24.9;2249;156;28.274;75.82;0;0;1;0;0.844
80304;Rurrenabaque;Beni;8.31;-14.4437;-67.5312;17.4;19.8;2323;210;26.099;84.11;95.30685921;0;1;0;1.093
80401;Santa Ana del Yacuma;Beni;0.9;-13.7455;-65.4279;17.3;24.4;2352;149;28.431;81.02;518.8888889;0;1;0;1.012
80402;Exaltacion;Beni;0.32;-13.3196;-65.2508;17.4;22.2;2432;141;28.652;79.13;0;0;0;0;0
80501;San Ignacio de Moxos;Beni;1.08;-14.9962;-65.6411;17.4;23.5;2427;169;27.443;79.83;0.925925926;0;1;0;0.778
80601;Loreto;Beni;0.79;-15.193;-64.7591;17.4;25.6;3000;161;27.711;78.1;0;0;1;0;0.997
80602;San Andres;Beni;1.67;-13.374;-62.0152;17.6;14.3;3356;164;28.378;79.15;0.598802395;0;1;0;0.809
80701;San Joaquin;Beni;0.79;-15.1888;-66.9793;17.5;20.4;2188;256;25.635;84.3;1.265822785;0;0;0;1.286
80702;San Ramon;Beni;0.84;-13.2669;-64.6173;17.4;18.5;3921;142;28.753;71.06;1.19047619;0;0;0;1.459
80703;Puerto Siles;Beni;0.53;-12.8004;-65.0044;17.5;18.2;3193;140;28.577;80.66;0;0;0;0;0
80801;Magdalena;Beni;0.94;-13.2637;-64.0545;17.4;15.4;2067;147;28.751;77.31;0;0;0;0;0.962
80802;Baures;Beni;0.37;-13.6546;-63.6955;17.5;16.3;3113;153;28.653;79.13;0;0;0;0;0.669
80803;Huacaraje;Beni;1.04;-13.5924;-63.8785;17.4;16.4;2815;150;28.733;77.97;0;0;0;0;0.659
90101;Cobija;Pando;120.56;-11.0185;-68.7538;17.9;17.9;1909;206;27.189;83.05;55.66522893;0;0;0;1.537
90102;Porvenir;Pando;0.82;-11.2372;-68.6875;17.8;17.4;1988;223;27.04;83.68;0;0;0;0;0.996
90103;Bolpebra;Pando;0.92;-10.9481;-69.5638;18;18.4;5329;233;26.638;82.07;0;0;0;0;0
90104;Bella Flor;Pando;0.63;-11.1272;-67.794;17.8;16.8;3586;198;27.745;84.05;0;0;0;0;0.59
90201;Puerto Rico;Pando;1.36;-11.1049;-67.5568;17.8;16.6;2345;177;27.996;82.97;0;0;0;0;0.864
90202;San Pedro;Pando;5.75;-10.984;-68.0876;17.9;17.7;1472;204;27.565;71.62;0;0;0;0;0.159
90203;Filadelfia;Pando;0.67;-11.3466;-68.7571;17.8;17.5;3371;264;26.904;83.97;0;0;0;0;1.059
90301;Puerto Gonzalo Moreno;Pando;9.29;-11.0823;-66.1743;17.8;16.2;1339;135;27.793;81.64;0;0;0;0;0.593
90302;San Lorenzo;Pando;2.9;-11.8868;-66.9784;17.6;13.3;2020;153;27.392;75.48;0;1;0;0;0.662
90303;Sena;Pando;1.34;-11.9546;-67.4013;17.7;15.7;1243;180;26.873;81.82;0;0;0;0;0.937
90401;Santa Rosa del Abuna;Pando;0.73;-10.607;-67.4535;17.9;16.4;3044;142;28.206;83.5;0;0;0;0;0
90402;Ingavi;Pando;0.48;-10.954;-66.829;17.7;16.7;1498;154;27.913;83.59;0;0;0;0;0
90501;Nueva Esperanza;Pando;0.38;-10.0581;-65.3413;17.6;14.6;2523;111;27.289;83.82;0;0;0;0;0.4
90502;Villa Nueva;Pando;0.89;-11.3571;-66.3739;17.8;16.7;2708;159;27.753;84.37;0;0;0;0;0.786
90503;Santos Mercado;Pando;0.33;-9.9385;-66.6257;17.7;15.6;2407;120;27.886;83.01;0;0;0;0;0
100000;Raqaypampa;Cochabamba;14.4;-18.189;-65.3827;21.3;17.8;0;2731;15.731;70.76;0;0;1;0;0
100001;Jatun Ayllu Yura;Potosi;2.48;-18.189;-65.3827;21.3;17.8;0;2731;15.731;70.76;0;0;0;0;0
100002;Territorio Indigena Multietnico TIM;Beni;0.89;-15.3463;-66.0839;17.5;25.2;0;196;26.862;83.01;0;0;0;0;0
