;ELECTRICITY;SPACE_COOLING;MOBILITY_PASSENGER;MOBILITY_FREIGHT;PV;WIND_ONSHORE;WIND_OFFSHORE;HYDRO_DAM;HYDRO_RIVER;TIDAL;SOLAR;CSP
2019-01-01 00:00:00+00:00;5.743960301443602e-05;0.0;6.773822468018704e-06;0.0001141552511415525;0.0;0.113167;0.113167;0.0001;0.0001;0.0001;0.0;0.0001
2019-01-01 01:00:00+00:00;6.93618936752111e-05;0.0;3.752117319803566e-06;0.0001141552511415525;0.0;0.078167;0.078167;0.0001;0.0001;0.0001;0.0;0.0001
2019-01-01 02:00:00+00:00;7.808578430581986e-05;0.0;2.3813437923019965e-06;0.0001141552511415525;0.0;0.059333;0.059333;0.0001;0.0001;0.0001;0.0;0.0001
2019-01-01 03:00:00+00:00;8.122022052819913e-05;4.359159761488501e-07;8.30468633449856e-06;0.0001141552511415525;0.0;0.045833;0.045833;0.0001;0.0001;0.0001;0.0;0.0001
2019-01-01 04:00:00+00:00;8.884993007885378e-05;9.774881972756567e-06;2.4914059003495675e-05;0.0001141552511415525;0.0;0.035167;0.035167;0.0001;0.0001;0.0001;0.0;0.0001
2019-01-01 05:00:00+00:00;0.00010215525715442476;2.7184947651558986e-05;6.933912806996991e-05;0.0001141552511415525;0.0;0.028167;0.028167;0.0001;0.0001;0.0001;0.0;0.0001
2019-01-01 06:00:00+00:00;0.00011090400384562733;4.801353855117176e-05;0.00014308074046184266;0.0001141552511415525;0.0;0.026333;0.026333;0.0001;0.0001;0.0001;0.0;0.0001
2019-01-01 07:00:00+00:00;0.0001278308954554138;6.770265195497752e-05;0.000190107277536714;0.0001141552511415525;0.0;0.028333;0.028333;0.0001;0.0001;0.0001;0.0;0.0001
2019-01-01 08:00:00+00:00;0.00013735449985691363;0.00010079181986012584;0.00016809485592719973;0.0001141552511415525;0.0;0.027667;0.027667;0.0001;0.0001;0.0001;0.0;0.0001
2019-01-01 09:00:00+00:00;0.00013892316466787848;0.00013520810736352752;0.0001650931620713569;0.0001141552511415525;0.0;0.032167;0.032167;0.0001;0.0001;0.0001;0.0;0.0001
2019-01-01 10:00:00+00:00;0.00014737325183332618;0.00016627284482809905;0.00017910106673195685;0.0001141552511415525;0.007333;0.0395;0.0395;0.0001;0.0001;0.0001;0.023831;0.0001
2019-01-01 11:00:00+00:00;0.00014551358353349434;0.00020637374047915272;0.0001961106652483997;0.0001141552511415525;0.086;0.003667;0.003667;0.0001;0.0001;0.0001;0.109227;0.0001
2019-01-01 12:00:00+00:00;0.0001439105293839718;0.00024384711018302384;0.00019511010062978542;0.0001141552511415525;0.196;0.014833;0.014833;0.0001;0.0001;0.0001;0.22319;0.0001
2019-01-01 13:00:00+00:00;0.0001521467226753839;0.0002472344405620949;0.00018510445444364258;0.0001141552511415525;0.298833;0.0265;0.0265;0.0001;0.0001;0.0001;0.336541;0.0001
2019-01-01 14:00:00+00:00;0.00016076283311157322;0.00024403455408181682;0.00019911235910424259;0.0001141552511415525;0.379;0.0485;0.0485;0.0001;0.0001;0.0001;0.430797;0.0001
2019-01-01 15:00:00+00:00;0.00015446219371765212;0.00023782721899237545;0.00021612195762068539;0.0001141552511415525;0.433333;0.078;0.078;0.0001;0.0001;0.0001;0.500458;0.0001
2019-01-01 16:00:00+00:00;0.0001575249657532477;0.0002245877896702375;0.00022412647456959966;0.0001141552511415525;0.4535;0.1015;0.1015;0.0001;0.0001;0.0001;0.52872;0.0001
2019-01-01 17:00:00+00:00;0.000164171364222516;0.000193885268153219;0.00019811179448562827;0.0001141552511415525;0.436833;0.117333;0.117333;0.0001;0.0001;0.0001;0.510541;0.0001
2019-01-01 18:00:00+00:00;0.00016683945931509546;0.00016865266827332867;0.00013707735275015693;0.0001141552511415525;0.384667;0.123667;0.123667;0.0001;0.0001;0.0001;0.446685;0.0001
2019-01-01 19:00:00+00:00;0.00016047630253774564;0.00012798378620024477;9.075121090831558e-05;0.0001141552511415525;0.304833;0.125833;0.125833;0.0001;0.0001;0.0001;0.351971;0.0001
2019-01-01 20:00:00+00:00;0.00014102804375981748;9.390677933099929e-05;6.333574035828419e-05;0.0001141552511415525;0.197667;0.121167;0.121167;0.0001;0.0001;0.0001;0.231745;0.0001
2019-01-01 21:00:00+00:00;0.00011967079184552799;7.177116985663181e-05;4.112320582504708e-05;0.0001141552511415525;0.080167;0.112333;0.112333;0.0001;0.0001;0.0001;0.105408;0.0001
2019-01-01 22:00:00+00:00;9.745248394810685e-05;4.576771686431047e-05;2.4613889617911394e-05;0.0001141552511415525;0.004333;0.122333;0.122333;0.0001;0.0001;0.0001;0.019401;0.0001
2019-01-01 23:00:00+00:00;6.346623839114491e-05;2.255275263729455e-05;8.084562118403417e-06;0.0001141552511415525;0.0;0.1605;0.1605;0.0001;0.0001;0.0001;0.0;0.0001
2019-01-02 00:00:00+00:00;5.6079499473151515e-05;0.0;6.773822468018704e-06;0.0001141552511415525;0.0;0.118;0.118;0.0001;0.0001;0.0001;0.0;0.0001
2019-01-02 01:00:00+00:00;6.755035033421132e-05;0.0;3.752117319803566e-06;0.0001141552511415525;0.0;0.067667;0.067667;0.0001;0.0001;0.0001;0.0;0.0001
2019-01-02 02:00:00+00:00;7.19750710256046e-05;0.0;2.3813437923019965e-06;0.0001141552511415525;0.0;0.053;0.053;0.0001;0.0001;0.0001;0.0;0.0001
2019-01-02 03:00:00+00:00;7.74438173842847e-05;1.7446122431579022e-07;8.30468633449856e-06;0.0001141552511415525;0.0;0.037667;0.037667;0.0001;0.0001;0.0001;0.0;0.0001
2019-01-02 04:00:00+00:00;9.092484322084848e-05;6.791755432201652e-06;2.4914059003495675e-05;0.0001141552511415525;0.0;0.0235;0.0235;0.0001;0.0001;0.0001;0.0;0.0001
2019-01-02 05:00:00+00:00;0.00010367305179745976;2.0307067480796457e-05;6.933912806996991e-05;0.0001141552511415525;0.0;0.014;0.014;0.0001;0.0001;0.0001;0.0;0.0001
2019-01-02 06:00:00+00:00;0.0001139514425193465;4.4963451353143604e-05;0.00014308074046184266;0.0001141552511415525;0.0;0.008833;0.008833;0.0001;0.0001;0.0001;0.0;0.0001
2019-01-02 07:00:00+00:00;0.00012786854240797092;7.500939857668399e-05;0.000190107277536714;0.0001141552511415525;0.0;0.004667;0.004667;0.0001;0.0001;0.0001;0.0;0.0001
2019-01-02 08:00:00+00:00;0.0001360338682286684;0.00010618811543191539;0.00016809485592719973;0.0001141552511415525;0.0;0.004;0.004;0.0001;0.0001;0.0001;0.0;0.0001
2019-01-02 09:00:00+00:00;0.0001507338892545644;0.0001313335693886948;0.0001650931620713569;0.0001141552511415525;0.0;0.006167;0.006167;0.0001;0.0001;0.0001;0.0;0.0001
2019-01-02 10:00:00+00:00;0.0001460577218481275;0.0001648450455948174;0.00017910106673195685;0.0001141552511415525;0.008833;0.007167;0.007167;0.0001;0.0001;0.0001;0.026276;0.0001
2019-01-02 11:00:00+00:00;0.0001525217847885796;0.0001972168577210849;0.0001961106652483997;0.0001141552511415525;0.094833;0.003833;0.003833;0.0001;0.0001;0.0001;0.117935;0.0001
2019-01-02 12:00:00+00:00;0.00014886395401495124;0.00021998922782721133;0.00019511010062978542;0.0001141552511415525;0.231;0.021167;0.021167;0.0001;0.0001;0.0001;0.261075;0.0001
2019-01-02 13:00:00+00:00;0.00014401172214258142;0.00023298727392509345;0.00018510445444364258;0.0001141552511415525;0.364;0.0225;0.0225;0.0001;0.0001;0.0001;0.412313;0.0001
2019-01-02 14:00:00+00:00;0.00014714736854648766;0.0002433038670402973;0.00019911235910424259;0.0001141552511415525;0.463333;0.0195;0.0195;0.0001;0.0001;0.0001;0.537427;0.0001
2019-01-02 15:00:00+00:00;0.0001533461863565857;0.00024596508716164656;0.00021612195762068539;0.0001141552511415525;0.524167;0.021;0.021;0.0001;0.0001;0.0001;0.621143;0.0001
2019-01-02 16:00:00+00:00;0.00015780285170579743;0.0002518735244381744;0.00022412647456959966;0.0001141552511415525;0.544667;0.023833;0.023833;0.0001;0.0001;0.0001;0.65246;0.0001
2019-01-02 17:00:00+00:00;0.0001682905565735559;0.00021343290973311797;0.00019811179448562827;0.0001141552511415525;0.517;0.027;0.027;0.0001;0.0001;0.0001;0.617018;0.0001
2019-01-02 18:00:00+00:00;0.00016751828288871033;0.00016005860009562516;0.00013707735275015693;0.0001141552511415525;0.4535;0.031667;0.031667;0.0001;0.0001;0.0001;0.534525;0.0001
2019-01-02 19:00:00+00:00;0.00016078276782993504;0.0001559961152271586;9.075121090831558e-05;0.0001141552511415525;0.333;0.037833;0.037833;0.0001;0.0001;0.0001;0.38619;0.0001
2019-01-02 20:00:00+00:00;0.00014379489729890059;0.00011196210113727417;6.333574035828419e-05;0.0001141552511415525;0.208833;0.046167;0.046167;0.0001;0.0001;0.0001;0.245188;0.0001
2019-01-02 21:00:00+00:00;0.00011679701465834978;7.1315567364061e-05;4.112320582504708e-05;0.0001141552511415525;0.0905;0.050167;0.050167;0.0001;0.0001;0.0001;0.117324;0.0001
2019-01-02 22:00:00+00:00;9.772312101084037e-05;4.9950486100081534e-05;2.4613889617911394e-05;0.0001141552511415525;0.005167;0.053333;0.053333;0.0001;0.0001;0.0001;0.021693;0.0001
2019-01-02 23:00:00+00:00;6.936609922531766e-05;2.1741356487139003e-05;8.084562118403417e-06;0.0001141552511415525;0.0;0.1435;0.1435;0.0001;0.0001;0.0001;0.0;0.0001
2019-01-03 00:00:00+00:00;5.6500763293292576e-05;0.0;6.773822468018704e-06;0.0001141552511415525;0.0;0.170667;0.170667;0.0001;0.0001;0.0001;0.0;0.0001
2019-01-03 01:00:00+00:00;6.689642426332195e-05;0.0;3.752117319803566e-06;0.0001141552511415525;0.0;0.135333;0.135333;0.0001;0.0001;0.0001;0.0;0.0001
2019-01-03 02:00:00+00:00;7.201368452920584e-05;0.0;2.3813437923019965e-06;0.0001141552511415525;0.0;0.1125;0.1125;0.0001;0.0001;0.0001;0.0;0.0001
2019-01-03 03:00:00+00:00;7.982647662010972e-05;3.6889230466179485e-07;8.30468633449856e-06;0.0001141552511415525;0.0;0.088167;0.088167;0.0001;0.0001;0.0001;0.0;0.0001
2019-01-03 04:00:00+00:00;9.254381391927272e-05;6.577351590924086e-06;2.4914059003495675e-05;0.0001141552511415525;0.0;0.064167;0.064167;0.0001;0.0001;0.0001;0.0;0.0001
2019-01-03 05:00:00+00:00;0.00010286873560081806;2.343081470916364e-05;6.933912806996991e-05;0.0001141552511415525;0.0;0.043833;0.043833;0.0001;0.0001;0.0001;0.0;0.0001
2019-01-03 06:00:00+00:00;0.00010874989297564385;4.426632977631563e-05;0.00014308074046184266;0.0001141552511415525;0.0;0.031833;0.031833;0.0001;0.0001;0.0001;0.0;0.0001
2019-01-03 07:00:00+00:00;0.00012345856424456132;6.870152194675538e-05;0.000190107277536714;0.0001141552511415525;0.0;0.0255;0.0255;0.0001;0.0001;0.0001;0.0;0.0001
2019-01-03 08:00:00+00:00;0.00013600326379772118;0.00010214602140672041;0.00016809485592719973;0.0001141552511415525;0.0;0.022167;0.022167;0.0001;0.0001;0.0001;0.0;0.0001
2019-01-03 09:00:00+00:00;0.00013836380636589492;0.00013635451796503175;0.0001650931620713569;0.0001141552511415525;0.0;0.021667;0.021667;0.0001;0.0001;0.0001;0.0;0.0001
2019-01-03 10:00:00+00:00;0.00014268500654048168;0.0001622171815618087;0.00017910106673195685;0.0001141552511415525;0.007;0.019;0.019;0.0001;0.0001;0.0001;0.023068;0.0001
2019-01-03 11:00:00+00:00;0.00014398060169391197;0.00018667217510400048;0.0001961106652483997;0.0001141552511415525;0.0875;0.008;0.008;0.0001;0.0001;0.0001;0.110755;0.0001
2019-01-03 12:00:00+00:00;0.0001535087831018096;0.0002310434717028229;0.00019511010062978542;0.0001141552511415525;0.201333;0.031667;0.031667;0.0001;0.0001;0.0001;0.229759;0.0001
2019-01-03 13:00:00+00:00;0.0001476316459377684;0.0002394962839131352;0.00018510445444364258;0.0001141552511415525;0.315;0.066167;0.066167;0.0001;0.0001;0.0001;0.354873;0.0001
2019-01-03 14:00:00+00:00;0.0001507829243039916;0.0002516589054107434;0.00019911235910424259;0.0001141552511415525;0.407333;0.078;0.078;0.0001;0.0001;0.0001;0.463642;0.0001
2019-01-03 15:00:00+00:00;0.0001569979999368389;0.00023957683369910514;0.00021612195762068539;0.0001141552511415525;0.442833;0.07;0.07;0.0001;0.0001;0.0001;0.509777;0.0001
2019-01-03 16:00:00+00:00;0.0001714544123675023;0.0002259084693256608;0.00022412647456959966;0.0001141552511415525;0.449667;0.058167;0.058167;0.0001;0.0001;0.0001;0.520318;0.0001
2019-01-03 17:00:00+00:00;0.00016889885770893332;0.00019759009285325905;0.00019811179448562827;0.0001141552511415525;0.429167;0.0455;0.0455;0.0001;0.0001;0.0001;0.496334;0.0001
