Municipio_std,Cluster,Municipio_raw,Comunidad,No_tiene_2012,Poblacion_2012,HH_2024_scaled,distance_km,nearest_line_type,distance_SIN_km,distance_isolated_km,distance_plant_km,Dist_band_lines
Exaltación,C1,Segunda Sección - Exaltación,EXALTACION,31.0,1891.0,31.22878228782288,0.046615511132818824,SIN,0.046615511132818824,0.0553497041768026,48.678779646664246,<5 km
Exaltación,C1,Segunda Sección - Exaltación,BOCORONDO,1.0,125.0,1.007380073800738,6.6211751743568374,SIN,6.6211751743568374,8.147678744302693,42.85105362676075,5-10 km
Exaltación,C1,Segunda Sección - Exaltación,20 DE ENERO,9.0,37.0,9.066420664206642,9.23373335335436,SIN,9.23373335335436,14.086965379125925,62.05010454944927,5-10 km
Exaltación,C1,Segunda Sección - Exaltación,TROMPILLO,7.0,77.0,7.051660516605166,25.196975927875904,SIN,25.196975927875904,26.65868564354897,36.71180672843874,25-50 km
Exaltación,C1,Segunda Sección - Exaltación,PUERTO SANTIAGO,6.0,61.0,6.0442804428044274,26.13837843789098,SIN,26.13837843789098,27.62338762105436,35.615363468924365,25-50 km
Exaltación,C1,Segunda Sección - Exaltación,SAN CARLOS,23.0,237.0,23.169741697416974,38.880601159101715,SIN,38.880601159101715,47.63933809449648,34.45180940137411,25-50 km
Exaltación,C1,Segunda Sección - Exaltación,RANCHO GINEBRA,14.0,401.0,14.103321033210332,47.53665032392087,SIN,47.53665032392087,48.695215106870066,0.2893848930985877,25-50 km
Exaltación,C1,Segunda Sección - Exaltación,NUEVO PARAISO,1.0,21.0,1.007380073800738,55.491363268560434,SIN,55.491363268560434,78.24965063815435,58.20864047666608,>50 km
Exaltación,C1,Segunda Sección - Exaltación,ANA MARIA,1.0,13.0,1.007380073800738,57.97884882569683,SIN,57.97884882569683,58.80717353561096,14.947912016385503,>50 km
Exaltación,C1,Segunda Sección - Exaltación,COOPERATIVA,8.0,234.0,8.059040590405903,59.63582981686783,SIN,59.63582981686783,67.57274741890764,0.0276254562242685,>50 km
Exaltación,C1,Segunda Sección - Exaltación,LAS MARAVILLAS,25.0,147.0,25.18450184501845,62.365839646722584,SIN,62.365839646722584,64.4328408906684,8.093297385057392,>50 km
Exaltación,C1,Segunda Sección - Exaltación,SANTA ROSA,1.0,123.0,1.007380073800738,65.39327980163179,SIN,65.39327980163179,87.52880890734708,59.32797270361747,>50 km
Exaltación,C1,Segunda Sección - Exaltación,EXALTACION DE SANTA CRUZ,3.0,101.0,3.0221402214022137,65.73754362739461,SIN,65.73754362739461,104.61337604984976,71.7651403972844,>50 km
Exaltación,C1,Segunda Sección - Exaltación,LAS PEÑAS DE NAZARETH,2.0,91.0,2.014760147601476,66.86261596164935,SIN,66.86261596164935,68.60708315800187,7.514763502507281,>50 km
Exaltación,C1,Segunda Sección - Exaltación,PIRAQUINAL,1.0,65.0,1.007380073800738,68.1721909210026,SIN,68.1721909210026,73.15088413313133,4.436422153223954,>50 km
Exaltación,C1,Segunda Sección - Exaltación,COQUINAL,45.0,1050.0,45.33210332103321,71.91205849780054,SIN,71.91205849780054,76.39270627654646,0.3106811698370143,>50 km
Exaltación,C1,Segunda Sección - Exaltación,BIENVENIDO,4.0,114.0,4.029520295202952,76.56691313909643,SIN,76.56691313909643,77.76228856399663,29.22181389466489,>50 km
Exaltación,C1,Segunda Sección - Exaltación,SANTA FE,9.0,94.0,9.066420664206642,81.44804871313407,Sist. Ais.,106.05023157392641,81.44804871313407,12.478686656032538,>50 km
Exaltación,C1,Segunda Sección - Exaltación,LAS ABRAS,5.0,342.0,5.03690036900369,102.83551200173417,Sist. Ais.,105.64892522972664,102.83551200173417,34.079462374268324,>50 km
Exaltación,C1,Segunda Sección - Exaltación,PALMERA,16.0,112.0,16.118081180811807,105.98506383034974,SIN,105.98506383034974,106.98620396417944,46.12542904511741,>50 km
Exaltación,C1,Segunda Sección - Exaltación,SAN JUAN DEL RIO JORDAN,13.0,201.0,13.095940959409594,108.63006591687129,SIN,108.63006591687129,136.55897672902194,62.34544099613107,>50 km
Exaltación,C1,Segunda Sección - Exaltación,LAS PETAS,22.0,158.0,22.162361623616235,120.12380051721308,Sist. Ais.,133.40082747118973,120.12380051721308,73.60713239456791,>50 km
Exaltación,C1,Segunda Sección - Exaltación,ESTANCIAS DISPERSAS,24.0,634.0,24.17712177121771,128.11332687214735,SIN,128.11332687214735,128.75329642201734,57.10143500622607,>50 km
Ixiamas,C1,Primera Sección - Ixiamas,CARMEN TAHUA,7.0,240.0,7.404665314401623,0.0004381443347964134,SIN,0.0004381443347964134,178.16606391347256,242.90256406606832,<5 km
Ixiamas,C1,Primera Sección - Ixiamas,IXIAMAS,161.0,4030.0,170.30730223123732,0.04047780450965639,SIN,0.04047780450965639,159.9578705949489,260.9383748255194,<5 km
