cluster,f_min_PV_HS_GW,f_min_HS_DIESEL_GW,f_min_BATT_HS_GWh,sourceB_elec_demand_GWh,total_elec_demand_GWh,share_dispersion
1,8.6425e-05,0.00046375,0.0002126055,0.7911378623822177,12.437040362382218,0.0636114251727556
2,1.1225e-05,8.425e-05,2.7613499999999996e-05,0.1032345019479334,0.3424843019479334,0.30142841981594753
3,6.9275e-05,0.00044425000000000004,0.00017041649999999998,0.7942454901052348,89.77942089010524,0.00884663191442762
4,7.095e-05,0.0011675000000000001,0.000174537,1.1464979760693341,23.725166376069332,0.04832412797011037
5,8.775e-06,3.625e-05,2.15865e-05,0.1219809266775334,54.47059852667753,0.002239390239448021
